mpn_id	syn1_id	is_rbh	pident	align_len	mpn_len	syn1_len	mpn_cov_pct	syn1_cov_pct	evalue	bitscore	mpn_primary_id	mpn_locus_tag	mpn_gene	mpn_product	mpn_seqid	mpn_start_1b	mpn_end_1b	mpn_strand	syn1_primary_id	syn1_locus_tag	syn1_gene	syn1_product	syn1_seqid	syn1_start_1b	syn1_end_1b	syn1_strand	source
MPN_RS03435||NC_000912.1	MMSYN1_0795|atpE|CP002027.1	True	49.254	67	105	101	63.80952380952381	66.33663366336634	6.04e-15	60.5	MPN_RS03435	MPN_RS03435		F0F1 ATP synthase subunit C	NC_000912.1	724528	724845	-	MMSYN1_0795	MMSYN1_0795	atpE	ATP synthase c chain	CP002027.1	934879	935184	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01395|asnS|NC_000912.1	MMSYN1_0076|asnS|CP002027.1	True	48.998	449	455	454	98.68131868131869	98.89867841409692	8.390000000000001e-156	445.0	MPN_RS01395	MPN_RS01395	asnS	asparagine--tRNA ligase	NC_000912.1	303037	304404	+	MMSYN1_0076	MMSYN1_0076	asnS	asparagine--tRNA ligase	CP002027.1	104866	106230	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03805||NC_000912.1	MMSYN1_0475|ldh|CP002027.1	True	48.544	309	312	318	99.03846153846153	97.16981132075472	8.930000000000001e-97	284.0	MPN_RS03805	MPN_RS03805		L-lactate dehydrogenase	NC_000912.1	797819	798757	+	MMSYN1_0475	MMSYN1_0475	ldh	L-lactate dehydrogenase	CP002027.1	582072	583028	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01005|rpsH|NC_000912.1	MMSYN1_0657|rpsH|CP002027.1	True	48.462	130	142	129	91.54929577464789	100.7751937984496	2.07e-38	122.0	MPN_RS01005	MPN_RS01005	rpsH	30S ribosomal protein S8	NC_000912.1	225061	225489	+	MMSYN1_0657	MMSYN1_0657	rpsH	ribosomal protein S8	CP002027.1	798865	799254	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03545|rpmB|NC_000912.1	MMSYN1_0422|rpmB|CP002027.1	True	48.438	64	65	65	98.46153846153847	98.46153846153847	4.64e-17	63.2	MPN_RS03545	MPN_RS03545	rpmB	50S ribosomal protein L28	NC_000912.1	751224	751421	+	MMSYN1_0422	MMSYN1_0422	rpmB	ribosomal protein L28	CP002027.1	526288	526485	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03070||NC_000912.1	MMSYN1_0230|ackA|CP002027.1	True	48.223	394	390	393	101.02564102564102	100.25445292620866	1.32e-116	340.0	MPN_RS03070	MPN_RS03070		acetate/propionate family kinase	NC_000912.1	654981	656153	-	MMSYN1_0230	MMSYN1_0230	ackA	acetate kinase	CP002027.1	297171	298352	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02945|rpoC|NC_000912.1	MMSYN1_0803|rpoC|CP002027.1	True	48.131	1284	1290	1255	99.53488372093024	102.31075697211155	0.0	1179.0	MPN_RS02945	MPN_RS02945	rpoC	DNA-directed RNA polymerase subunit beta'	NC_000912.1	628410	632282	-	MMSYN1_0803	MMSYN1_0803	rpoC	DNA-directed RNA polymerase, beta' subunit	CP002027.1	941671	945438	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02795|recA|NC_000912.1	MMSYN1_0358|recA|CP002027.1	True	47.855	303	336	345	90.17857142857143	87.82608695652173	9.27e-91	270.0	MPN_RS02795	MPN_RS02795	recA	recombinase RecA	NC_000912.1	596816	597826	-	MMSYN1_0358	MMSYN1_0358	recA	protein RecA	CP002027.1	446852	447889	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03040||NC_000912.1	MMSYN1_0344|ppa|CP002027.1	True	47.778	180	184	186	97.82608695652173	96.7741935483871	1.04e-48	152.0	MPN_RS03040	MPN_RS03040		inorganic diphosphatase	NC_000912.1	649839	650393	+	MMSYN1_0344	MMSYN1_0344	ppa	inorganic diphosphatase	CP002027.1	435756	436316	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01870||NC_000912.1	MMSYN1_0864||CP002027.1	True	47.748	222	326	234	68.09815950920246	94.87179487179488	5.95e-70	213.0	MPN_RS01870	MPN_RS01870		ABC transporter ATP-binding protein	NC_000912.1	395165	396145	+	MMSYN1_0864	MMSYN1_0864		ABC transporter, ATP-binding protein	CP002027.1	1018257	1018961	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01190|uvrB|NC_000912.1	MMSYN1_0825|uvrB|CP002027.1	True	47.432	662	657	665	100.76103500761035	99.54887218045113	0.0	609.0	MPN_RS01190	MPN_RS01190	uvrB	excinuclease ABC subunit UvrB	NC_000912.1	259641	261614	+	MMSYN1_0825	MMSYN1_0825	uvrB	excinuclease ABC subunit B	CP002027.1	970746	972743	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01730|arcC|NC_000912.1	MMSYN1_0625|arcC_1|CP002027.1	True	47.097	310	309	310	100.32362459546925	100.0	1.79e-88	262.0	MPN_RS01730	MPN_RS01730	arcC	carbamate kinase	NC_000912.1	361468	362397	+	MMSYN1_0625	MMSYN1_0625	arcC_1	carbamate kinase 1	CP002027.1	766799	767731	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00965|rpsC|NC_000912.1	MMSYN1_0665|rpsC|CP002027.1	True	47.005	217	273	233	79.48717948717949	93.13304721030043	1.88e-60	187.0	MPN_RS00965	MPN_RS00965	rpsC	30S ribosomal protein S3	NC_000912.1	221796	222617	+	MMSYN1_0665	MMSYN1_0665	rpsC	ribosomal protein S3	CP002027.1	801852	802553	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01980|glyS|NC_000912.1	MMSYN1_0405|glyS|CP002027.1	True	46.637	446	449	456	99.33184855233853	97.80701754385964	6.2e-140	404.0	MPN_RS01980	MPN_RS01980	glyS	glycine--tRNA ligase	NC_000912.1	422139	423488	-	MMSYN1_0405	MMSYN1_0405	glyS	glycine--tRNA ligase	CP002027.1	501855	503225	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03720|rplS|NC_000912.1	MMSYN1_0365|rplS|CP002027.1	True	46.535	101	119	127	84.87394957983193	79.5275590551181	2.3999999999999998e-28	95.9	MPN_RS03720	MPN_RS03720	rplS	50S ribosomal protein L19	NC_000912.1	783100	783459	-	MMSYN1_0365	MMSYN1_0365	rplS	ribosomal protein L19	CP002027.1	453023	453406	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00280|ptsH|NC_000912.1	MMSYN1_0694||CP002027.1	True	46.341	82	88	89	93.18181818181819	92.13483146067416	2.0199999999999998e-24	83.6	MPN_RS00280	MPN_RS00280	ptsH	phosphocarrier protein HPr	NC_000912.1	66822	67088	+	MMSYN1_0694	MMSYN1_0694		phosphocarrier, HPr family	CP002027.1	828297	828566	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02950|rpoB|NC_000912.1	MMSYN1_0804|rpoB|CP002027.1	True	46.285	996	1391	1291	71.60316319194824	77.14949651432998	0.0	860.0	MPN_RS02950	MPN_RS02950	rpoB	DNA-directed RNA polymerase subunit beta	NC_000912.1	632286	636461	-	MMSYN1_0804	MMSYN1_0804	rpoB	DNA-directed RNA polymerase, beta subunit	CP002027.1	945450	949325	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03195|mnmG|NC_000912.1	MMSYN1_0885|gidA|CP002027.1	True	46.179	615	612	629	100.49019607843137	97.77424483306837	0.0	555.0	MPN_RS03195	MPN_RS03195	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	NC_000912.1	677332	679170	+	MMSYN1_0885	MMSYN1_0885	gidA	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	CP002027.1	1043673	1045562	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00695|parE|NC_000912.1	MMSYN1_0452|parE|CP002027.1	True	46.13	633	635	643	99.68503937007874	98.4447900466563	0.0	567.0	MPN_RS00695	MPN_RS00695	parE	DNA topoisomerase IV subunit B	NC_000912.1	156467	158374	+	MMSYN1_0452	MMSYN1_0452	parE	DNA topoisomerase IV, B subunit	CP002027.1	556820	558751	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03225|nadE|NC_000912.1	MMSYN1_0378|nadE|CP002027.1	True	46.091	243	248	245	97.98387096774194	99.18367346938776	2.8799999999999996e-69	209.0	MPN_RS03225	MPN_RS03225	nadE	NAD(+) synthase	NC_000912.1	682485	683231	-	MMSYN1_0378	MMSYN1_0378	nadE	NAD+ synthetase	CP002027.1	466813	467550	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02275|greA|NC_000912.1	MMSYN1_0253||CP002027.1	True	46.0	150	160	157	93.75	95.54140127388536	1.89e-43	137.0	MPN_RS02275	MPN_RS02275	greA	transcription elongation factor GreA	NC_000912.1	482765	483247	-	MMSYN1_0253	MMSYN1_0253		transcription elongation factor GreA	CP002027.1	327283	327756	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01010|rplF|NC_000912.1	MMSYN1_0656|rplF|CP002027.1	True	45.856	181	184	180	98.3695652173913	100.55555555555556	1.06e-51	159.0	MPN_RS01010	MPN_RS01010	rplF	50S ribosomal protein L6	NC_000912.1	225496	226050	+	MMSYN1_0656	MMSYN1_0656	rplF	ribosomal protein L6	CP002027.1	798309	798851	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01045|infA|NC_000912.1	MMSYN1_0649|infA|CP002027.1	True	45.714	70	78	74	89.74358974358974	94.5945945945946	5.96e-20	71.2	MPN_RS01045	MPN_RS01045	infA	translation initiation factor IF-1	NC_000912.1	230343	230579	+	MMSYN1_0649	MMSYN1_0649	infA	translation initiation factor IF-1	CP002027.1	793486	793710	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01080||NC_000912.1	MMSYN1_0642||CP002027.1	True	45.52	279	303	303	92.07920792079207	92.07920792079207	1.18e-80	242.0	MPN_RS01080	MPN_RS01080		energy-coupling factor transporter ATPase	NC_000912.1	233604	234515	+	MMSYN1_0642	MMSYN1_0642		cobalt import ATP-binding protein CbiO 1	CP002027.1	788918	789829	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03820|gltX|NC_000912.1	MMSYN1_0126|gltX|CP002027.1	True	45.359	474	484	483	97.93388429752066	98.13664596273291	3.21e-141	410.0	MPN_RS03820	MPN_RS03820	gltX	glutamate--tRNA ligase	NC_000912.1	801993	803447	-	MMSYN1_0126	MMSYN1_0126	gltX	glutamate--tRNA ligase	CP002027.1	164067	165518	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01530|lysS|NC_000912.1	MMSYN1_0064|lysS|CP002027.1	True	45.233	493	489	500	100.81799591002044	98.6	1.85e-149	432.0	MPN_RS01530	MPN_RS01530	lysS	lysine--tRNA ligase	NC_000912.1	326856	328325	+	MMSYN1_0064	MMSYN1_0064	lysS	lysine--tRNA ligase	CP002027.1	89274	90776	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02160|leuS|NC_000912.1	MMSYN1_0634|leuS|CP002027.1	True	44.87	809	793	804	102.01765447667087	100.62189054726367	0.0	701.0	MPN_RS02160	MPN_RS02160	leuS	leucine--tRNA ligase	NC_000912.1	460381	462762	-	MMSYN1_0634	MMSYN1_0634	leuS	leucine--tRNA ligase	CP002027.1	776264	778678	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01185|secA|NC_000912.1	MMSYN1_0095|secA|CP002027.1	True	44.713	785	808	944	97.15346534653466	83.15677966101696	0.0	655.0	MPN_RS01185	MPN_RS01185	secA	preprotein translocase subunit SecA	NC_000912.1	257240	259666	+	MMSYN1_0095	MMSYN1_0095	secA	preprotein translocase, SecA subunit	CP002027.1	127805	130639	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01335|trxB|NC_000912.1	MMSYN1_0819|trxB|CP002027.1	True	44.558	294	315	310	93.33333333333333	94.83870967741936	1.43e-85	255.0	MPN_RS01335	MPN_RS01335	trxB	thioredoxin-disulfide reductase	NC_000912.1	292328	293275	+	MMSYN1_0819	MMSYN1_0819	trxB	thioredoxin-disulfide reductase	CP002027.1	962566	963498	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00935|rplC|NC_000912.1	MMSYN1_0671|rplC|CP002027.1	True	44.545	220	287	223	76.65505226480836	98.65470852017937	4.3400000000000004e-58	181.0	MPN_RS00935	MPN_RS00935	rplC	50S ribosomal protein L3	NC_000912.1	217970	218833	+	MMSYN1_0671	MMSYN1_0671	rplC	50S ribosomal protein L3	CP002027.1	805044	805715	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02715|der|NC_000912.1	MMSYN1_0348|engA|CP002027.1	True	44.191	439	449	435	97.7728285077951	100.91954022988506	5.51e-137	396.0	MPN_RS02715	MPN_RS02715	der	ribosome biogenesis GTPase Der	NC_000912.1	579408	580757	-	MMSYN1_0348	MMSYN1_0348	engA	ribosome-associated GTPase EngA	CP002027.1	438784	440091	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02405|ylxM|NC_000912.1	MMSYN1_0430||CP002027.1	True	44.118	102	102	111	100.0	91.89189189189189	8.41e-18	67.8	MPN_RS02405	MPN_RS02405	ylxM	YlxM family DNA-binding protein	NC_000912.1	510253	510561	-	MMSYN1_0430	MMSYN1_0430		putative transcriptional regulator	CP002027.1	533291	533626	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00930|rpsJ|NC_000912.1	MMSYN1_0672|rpsJ|CP002027.1	True	44.086	93	108	102	86.11111111111111	91.17647058823529	6.460000000000001e-27	90.9	MPN_RS00930	MPN_RS00930	rpsJ	30S ribosomal protein S10	NC_000912.1	217630	217956	+	MMSYN1_0672	MMSYN1_0672	rpsJ	ribosomal protein S10	CP002027.1	805791	806099	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01970||NC_000912.1	MMSYN1_0407|rpoD|CP002027.1	True	43.917	337	499	506	67.53507014028057	66.60079051383399	3.84e-88	275.0	MPN_RS01970	MPN_RS01970		RNA polymerase sigma factor	NC_000912.1	418741	420240	-	MMSYN1_0407	MMSYN1_0407	rpoD	RNA polymerase sigma-A factor	CP002027.1	505101	506621	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00180|upp|NC_000912.1	MMSYN1_0798|upp|CP002027.1	True	43.842	203	206	207	98.54368932038835	98.06763285024155	6.88e-63	189.0	MPN_RS00180	MPN_RS00180	upp	uracil phosphoribosyltransferase	NC_000912.1	36140	36760	-	MMSYN1_0798	MMSYN1_0798	upp	uracil phosphoribosyltransferase	CP002027.1	936615	937238	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00020|gyrA|NC_000912.1	MMSYN1_0007|gyrA|CP002027.1	True	43.672	806	839	834	96.06674612634089	96.64268585131894	0.0	652.0	MPN_RS00020	MPN_RS00020	gyrA	DNA topoisomerase (ATP-hydrolyzing) subunit A	NC_000912.1	4821	7340	+	MMSYN1_0007	MMSYN1_0007	gyrA	DNA gyrase, A subunit	CP002027.1	7435	9939	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00885|infB|NC_000912.1	MMSYN1_0297|infB|CP002027.1	True	43.619	619	617	620	100.32414910858995	99.83870967741936	2.4e-173	502.0	MPN_RS00885	MPN_RS00885	infB	translation initiation factor IF-2	NC_000912.1	207704	209557	+	MMSYN1_0297	MMSYN1_0297	infB	translation initiation factor IF-2	CP002027.1	377127	378989	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00340|ffh|NC_000912.1	MMSYN1_0360|ffh|CP002027.1	True	43.596	445	450	447	98.88888888888889	99.55257270693512	1.41e-127	372.0	MPN_RS00340	MPN_RS00340	ffh	signal recognition particle protein	NC_000912.1	77625	78977	-	MMSYN1_0360	MMSYN1_0360	ffh	signal recognition particle protein	CP002027.1	449588	450931	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03565|gpmI|NC_000912.1	MMSYN1_0729|gpmI|CP002027.1	True	43.561	528	508	531	103.93700787401575	99.43502824858757	1.2599999999999999e-135	398.0	MPN_RS03565	MPN_RS03565	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	NC_000912.1	754263	755789	-	MMSYN1_0729	MMSYN1_0729	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	CP002027.1	860093	861688	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00350|deoC|NC_000912.1	MMSYN1_0732|deoC|CP002027.1	True	43.192	213	224	222	95.08928571428571	95.94594594594595	4.54e-55	171.0	MPN_RS00350	MPN_RS00350	deoC	deoxyribose-phosphate aldolase	NC_000912.1	79753	80427	+	MMSYN1_0732	MMSYN1_0732	deoC	deoxyribose-phosphate aldolase	CP002027.1	863454	864122	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02410|ftsY|NC_000912.1	MMSYN1_0429||CP002027.1	True	43.189	301	348	409	86.49425287356321	73.59413202933985	7.45e-77	237.0	MPN_RS02410	MPN_RS02410	ftsY	signal recognition particle-docking protein FtsY	NC_000912.1	510542	511588	-	MMSYN1_0429	MMSYN1_0429		peptidase, M41 family	CP002027.1	532072	533301	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01670|pyk|NC_000912.1	MMSYN1_0221|pyk|CP002027.1	True	43.103	464	508	478	91.33858267716535	97.07112970711297	1.49e-117	350.0	MPN_RS01670	MPN_RS01670	pyk	pyruvate kinase	NC_000912.1	356677	358203	+	MMSYN1_0221	MMSYN1_0221	pyk	pyruvate kinase	CP002027.1	284287	285723	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00160|efp|NC_000912.1	MMSYN1_0391|efp|CP002027.1	True	43.017	179	190	184	94.21052631578948	97.28260869565217	1.51e-46	146.0	MPN_RS00160	MPN_RS00160	efp	elongation factor P	NC_000912.1	33979	34551	+	MMSYN1_0391	MMSYN1_0391	efp	translation elongation factor P	CP002027.1	478650	479204	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01025|rplO|NC_000912.1	MMSYN1_0653|rplO|CP002027.1	True	42.953	149	151	145	98.67549668874172	102.75862068965517	9.390000000000001e-35	114.0	MPN_RS01025	MPN_RS01025	rplO	50S ribosomal protein L15	NC_000912.1	227068	227523	+	MMSYN1_0653	MMSYN1_0653	rplO	ribosomal protein L15	CP002027.1	796694	797131	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03725|trmD|NC_000912.1	MMSYN1_0364|trmD|CP002027.1	True	42.922	219	231	240	94.8051948051948	91.25	1.77e-71	213.0	MPN_RS03725	MPN_RS03725	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD	NC_000912.1	783443	784138	-	MMSYN1_0364	MMSYN1_0364	trmD	tRNA (guanine-N1)-methyltransferase	CP002027.1	452299	453021	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03395|rpiB|NC_000912.1	MMSYN1_0800|rpiB|CP002027.1	True	42.857	147	152	147	96.71052631578948	100.0	1.45e-41	131.0	MPN_RS03395	MPN_RS03395	rpiB	ribose 5-phosphate isomerase B	NC_000912.1	716977	717435	-	MMSYN1_0800	MMSYN1_0800	rpiB	ribose 5-phosphate isomerase B	CP002027.1	938563	939006	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03275||NC_000912.1	MMSYN1_0154|lap|CP002027.1	True	42.711	391	445	451	87.86516853932584	86.69623059866963	8.56e-94	286.0	MPN_RS03275	MPN_RS03275		leucyl aminopeptidase	NC_000912.1	694341	695678	-	MMSYN1_0154	MMSYN1_0154	lap	leucyl aminopeptidase	CP002027.1	197743	199098	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00330|metK|NC_000912.1	MMSYN1_0432|metK|CP002027.1	True	42.667	375	383	387	97.911227154047	96.89922480620154	7.980000000000001e-103	305.0	MPN_RS00330	MPN_RS00330	metK	methionine adenosyltransferase	NC_000912.1	76186	77337	+	MMSYN1_0432	MMSYN1_0432	metK	methionine adenosyltransferase	CP002027.1	534597	535760	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
