syn1_locus_tag,syn1_gene,mpn_locus_tag,mpn_old_locus_tag,mpn_gene,pident,evalue,bitscore,halflife_h,halflife_clipped,ptn_localization,halflife_factor,halflife_h_syn1
MMSYN1_0638,rplM,MPN_RS03510,MPN617,rplM,41.781,1.04e-39,126.0,25.0334964284426,False,cytoplasmic,0.6290625000000001,15.747633847017175
MMSYN1_0838,,MPN_RS01985,MPN355,rlmB,41.667,2.65e-37,126.0,18.7011110841289,False,cytoplasmic,0.6290625000000001,11.764167691359837
MMSYN1_0908,oxaA,MPN_RS03830,MPN680,yidC,30.026,2.1399999999999997e-34,126.0,25.6802870134015,False,membrane,1.5573287671232878,39.99264971395274
MMSYN1_0114,,MPN_RS00405,MPN075,,37.22,1.31e-35,125.0,15.9194440002664,False,cytoplasmic,0.6290625000000001,10.014325241417584
MMSYN1_0198,rplT,MPN_RS00665,MPN117,rplT,55.357,4.3799999999999995e-40,125.0,23.8254229620101,False,cytoplasmic,0.6290625000000001,14.98768013203948
MMSYN1_0657,rpsH,MPN_RS01005,MPN179,rpsH,48.462,2.07e-38,122.0,28.2648955240854,False,cytoplasmic,0.6290625000000001,17.780385840619974
MMSYN1_0188,pepF,MPN_RS01095,MPN197,pepF,25.042,5.84e-31,122.0,72.2894584874273,False,cytoplasmic,0.6290625000000001,45.47458747974724
MMSYN1_0832,pth,MPN_RS01240,MPN221,pth,34.946,1.15e-36,121.0,300.0,True,cytoplasmic,0.6290625000000001,188.71875000000003
MMSYN1_0646,rpsK,MPN_RS01060,MPN190,rpsK,53.271,1.13e-37,119.0,27.4474568648534,False,cytoplasmic,0.6290625000000001,17.266165834046845
MMSYN1_0438,,MPN_RS01510,MPN273,,41.985,2.8e-37,119.0,76.8414735703717,False,cytoplasmic,0.6290625000000001,48.338089467861955
MMSYN1_0366,ylqF,MPN_RS03710,MPN656,ylqF,28.374,1.66e-33,119.0,14.1162142948205,False,cytoplasmic,0.6290625000000001,8.879981054835522
MMSYN1_0512,plsC,MPN_RS01650,MPN299,,35.294,2.83e-33,118.0,40.3223350142647,False,cytoplasmic,0.6290625000000001,25.365268869910892
MMSYN1_0653,rplO,MPN_RS01025,MPN183,rplO,42.953,9.39e-35,114.0,22.1998359162382,False,cytoplasmic,0.6290625000000001,13.965084281058594
MMSYN1_0201,def,MPN_RS01360,MPN245,def,36.126,3.71e-33,113.0,23.7760542221473,False,cytoplasmic,0.6290625000000001,14.956624109119538
MMSYN1_0548,,MPN_RS02985,MPN521,trmL,34.969,2.95e-33,112.0,9.38198230654535,False,cytoplasmic,0.6290625000000001,5.901853244711185
MMSYN1_0393,tig,MPN_RS01855,MPN331,tig,26.551,2.86e-28,111.0,23.4965796555028,False,cytoplasmic,0.6290625000000001,14.780817139539732
MMSYN1_0667,rpsS,MPN_RS00955,MPN169,rpsS,62.069,5.360000000000001e-35,110.0,19.7705868193826,False,cytoplasmic,0.6290625000000001,12.436934771067868
MMSYN1_0413,apt,MPN_RS02220,MPN395,apt,41.667,3.32e-32,109.0,61.7720325885148,False,cytoplasmic,0.6290625000000001,38.85846925021259
MMSYN1_0875,pgsA,MPN_RS01400,MPN253,pgsA,35.323,7.21e-31,108.0,34.8889920805624,False,membrane,1.5573287671232878,54.3336310229964
MMSYN1_0019,,MPN_RS03685,MPN652,,30.841,1.6000000000000001e-28,108.0,96.5600452694606,False,cytoplasmic,0.6290625000000001,60.74230347732007
MMSYN1_0843,,MPN_RS01210,MPN215,,29.9,4.9299999999999995e-28,108.0,23.3275947553272,False,membrane,1.5573287671232878,36.32873438026539
MMSYN1_0247,ysxC,MPN_RS02745,MPN481,yihA,39.869,1.31e-30,106.0,30.5265245374102,False,cytoplasmic,0.6290625000000001,19.203091841814608
MMSYN1_0616,,MPN_RS02695,MPN472,,28.07,1.9000000000000003e-28,105.0,48.3533013182997,False,cytoplasmic,0.6290625000000001,30.41724861054291
MMSYN1_0522,ftsZ,MPN_RS01785,MPN317,ftsZ,28.339,6.3200000000000006e-27,105.0,6.33473408650847,False,cytoplasmic,0.6290625000000001,3.984943661294235
MMSYN1_0536,frr,MPN_RS03600,MPN636,frr,32.571,3.36e-29,102.0,40.4321723707406,False,cytoplasmic,0.6290625000000001,25.434363431969015
MMSYN1_0744,pfkB,MPN_RS00430,MPN079,,29.008,1.81e-25,98.6,43.8080052224711,False,cytoplasmic,0.6290625000000001,27.557973285260733
MMSYN1_0320,,MPN_RS02975,MPN519,,27.734,7.57e-26,98.2,47.9719886589717,False,cytoplasmic,0.6290625000000001,30.17737911578439
MMSYN1_0362,rpsP,MPN_RS03730,MPN660,rpsP,52.326,9.46e-30,97.4,25.4715667636713,False,cytoplasmic,0.6290625000000001,16.02320746727198
MMSYN1_0796,atpB,MPN_RS03440,MPN604,,27.143,3.96e-25,97.1,300.0,True,membrane,1.5573287671232878,467.19863013698637
MMSYN1_0264,,MPN_RS01375,MPN248,,28.221,7.53e-24,96.7,30.2679344250485,False,membrane,1.5573287671232878,47.137125001529306
MMSYN1_0686,,MPN_RS02630,MPN461,,28.767,6.18e-26,96.7,70.2825325352503,False,cytoplasmic,0.6290625000000001,44.212105622955896
MMSYN1_0874,gidB,MPN_RS03200,MPN558,rsmG,37.5,3.44e-26,95.9,86.222511849594,False,cytoplasmic,0.6290625000000001,54.239348860385235
MMSYN1_0365,rplS,MPN_RS03720,MPN658,rplS,46.535,2.3999999999999998e-28,95.9,26.3184992035294,False,cytoplasmic,0.6290625000000001,16.555980905220213
MMSYN1_0200,infC,MPN_RS00655,MPN115,infC,31.492,8.020000000000001e-27,95.9,19.4572131689596,False,cytoplasmic,0.6290625000000001,12.239803159098651
MMSYN1_0666,rplV,MPN_RS00960,MPN170,rplV,49.541,2.61e-27,94.4,27.4158919219081,False,cytoplasmic,0.6290625000000001,17.246309512125315
MMSYN1_0436,ung,MPN_RS01310,MPN235,ung,31.401,2.56e-24,92.0,21.2561833584597,False,cytoplasmic,0.6290625000000001,13.371467843931057
MMSYN1_0259,,MPN_RS01470,MPN267,,30.049,1.48e-23,91.7,101.91423136197,False,cytoplasmic,0.6290625000000001,64.11042116613926
MMSYN1_0525,mraZ,MPN_RS01770,MPN314,mraZ,35.772,2.78e-26,91.7,300.0,True,cytoplasmic,0.6290625000000001,188.71875000000003
MMSYN1_0124,,MPN_RS00410,MPN076,,26.198,2.98e-21,91.7,300.0,True,membrane,1.5573287671232878,467.19863013698637
MMSYN1_0672,rpsJ,MPN_RS00930,MPN164,rpsJ,44.086,6.460000000000001e-27,90.9,27.1578349192736,False,cytoplasmic,0.6290625000000001,17.08397552890555
MMSYN1_0328,scpB,MPN_RS01660,MPN301,scpB,34.104,2.5999999999999996e-24,90.9,20.0180018513084,False,cytoplasmic,0.6290625000000001,12.592574289588693
MMSYN1_0615,,MPN_RS03745,MPN663,ytpR,36.97,5.29e-24,90.5,31.3822480381233,False,cytoplasmic,0.6290625000000001,19.741395406481942
MMSYN1_0662,rpsQ,MPN_RS00980,MPN174,rpsQ,57.143,5.37e-27,89.7,24.925881188695,False,cytoplasmic,0.6290625000000001,15.679937135263451
MMSYN1_0592,,MPN_RS00915,MPN161,,26.036,9.4e-21,89.4,16.2588671753062,False,cytoplasmic,0.6290625000000001,10.227843632466058
MMSYN1_0337,,MPN_RS02825,MPN496,,25.45,5.13e-20,89.0,300.0,True,membrane,1.5573287671232878,467.19863013698637
MMSYN1_0644,rplQ,MPN_RS01070,MPN192,rplQ,37.288,1.61e-25,88.6,35.3187493719684,False,cytoplasmic,0.6290625000000001,22.217700776803877
MMSYN1_0694,,MPN_RS00280,MPN053,ptsH,46.341,2.0199999999999998e-24,83.6,93.7902472027974,False,cytoplasmic,0.6290625000000001,58.99992738100975
MMSYN1_0004,ksgA,MPN_RS03825,MPN679,rsmA,32.701,1.55e-20,83.6,19.1104585261762,False,cytoplasmic,0.6290625000000001,12.021672816622717
MMSYN1_0844,,MPN_RS01215,MPN216,,30.317,2.23e-19,83.2,28.7231067341346,False,membrane,1.5573287671232878,44.73132039822044
MMSYN1_0271,,MPN_RS01610,MPN291,tsaB,32.258,8.23e-21,80.9,23.8334650404793,False,cytoplasmic,0.6290625000000001,14.992739102026512
MMSYN1_0357,,MPN_RS01405,MPN254,,28.767,1.22e-20,78.2,127.170730057879,False,cytoplasmic,0.6290625000000001,79.99833737703452
MMSYN1_0136,,MPN_RS02385,MPN420,glpQ,28.372,5.76e-19,78.2,75.4685484143504,False,cytoplasmic,0.6290625000000001,47.4744337369023
MMSYN1_0640,,MPN_RS01090,MPN196,truA,26.906,1.01e-18,77.8,16.8393512743637,False,cytoplasmic,0.6290625000000001,10.593004411029417
MMSYN1_0331,,MPN_RS02730,MPN478,,30.876,8.66e-19,77.4,25.1730713747075,False,cytoplasmic,0.6290625000000001,15.835435211651939
MMSYN1_0806,rplL,MPN_RS03105,MPN539,rplL,42.149,5.33e-21,77.0,24.5234955904582,False,cytoplasmic,0.6290625000000001,15.426811444872614
MMSYN1_0501,rplU,MPN_RS01825,MPN325,rplU,39.362,2.1200000000000006e-21,76.6,25.7448540231946,False,cytoplasmic,0.6290625000000001,16.195122233965854
MMSYN1_0794,atpF,MPN_RS03430,MPN602,atpF,31.522,4.95e-19,76.3,300.0,True,membrane,1.5573287671232878,467.19863013698637
MMSYN1_0833,rplI,MPN_RS01290,MPN231,rplI,35.714,1.8e-19,74.7,13.6938864884403,False,cytoplasmic,0.6290625000000001,8.614310469134479
MMSYN1_0655,rplR,MPN_RS01015,MPN181,rplR,40.0,7.85e-20,73.9,29.9470887394363,False,cytoplasmic,0.6290625000000001,18.83859051015165
MMSYN1_0065,trxA,MPN_RS01450,MPN263,trxA,37.805,1.08e-19,72.4,45.2599910589126,False,cytoplasmic,0.6290625000000001,28.47136312549721
MMSYN1_0649,infA,MPN_RS01045,MPN187,infA,45.714,5.96e-20,71.2,12.3617383396446,False,cytoplasmic,0.6290625000000001,7.776306024282682
MMSYN1_0021,,MPN_RS03690,MPN653,,30.147,3.15e-17,68.6,59.1308881688579,False,cytoplasmic,0.6290625000000001,37.19702433872218
MMSYN1_0430,,MPN_RS02405,MPN424,ylxM,44.118,8.41e-18,67.8,23.2094135211676,False,cytoplasmic,0.6290625000000001,14.600171693159496
MMSYN1_0817,,MPN_RS01340,MPN241,whiA,26.63,1.68e-14,67.4,16.0303992138543,False,cytoplasmic,0.6290625000000001,10.084123005465221
MMSYN1_0807,rplJ,MPN_RS03100,MPN538,rplJ,29.487,3.08e-16,67.4,28.4543358329069,False,cytoplasmic,0.6290625000000001,17.899555634888
MMSYN1_0110,,MPN_RS00900,MPN158,ribF,27.273,2.85e-14,65.9,38.6290204092472,False,cytoplasmic,0.6290625000000001,24.300068151192068
MMSYN1_0422,rpmB,MPN_RS03545,MPN624,rpmB,48.438,4.64e-17,63.2,26.4500037817352,False,cytoplasmic,0.6290625000000001,16.6387055039478
MMSYN1_0795,atpE,MPN_RS03435,MPN603,,49.254,6.04e-15,60.5,300.0,True,membrane,1.5573287671232878,467.19863013698637
MMSYN1_0543,grpE,MPN_RS00680,MPN120,,29.747,1.15e-12,59.7,49.8178591999606,False,cytoplasmic,0.6290625000000001,31.33854705297522
MMSYN1_0317,,MPN_RS02750,MPN482,,54.0,4.87e-15,58.9,39.5832700205025,False,membrane,1.5573287671232878,61.644165099737364
MMSYN1_0443,mthfs,MPN_RS01950,MPN348,,26.923,1.07e-12,58.2,34.2385960010883,False,cytoplasmic,0.6290625000000001,21.53821679693461
MMSYN1_0294,rpsO,MPN_RS03535,MPN622,rpsO,35.443,3.23e-14,57.4,20.3524546430031,False,cytoplasmic,0.6290625000000001,12.802965998864138
MMSYN1_0231,,MPN_RS03380,MPN592,,26.571,9.83e-10,55.8,30.6498401992783,False,lipoprotein,1.5573287671232878,47.73187785006786
MMSYN1_0137,rpmE,MPN_RS02025,MPN360,rpmE,39.623,3.57e-11,50.1,7.29103104368025,False,cytoplasmic,0.6290625000000001,4.586514215915108
