locus_tag,isoform_id,n_reads,utr_len,start_position,TIR,dG_total,dG_mRNA_rRNA,dG_standby,dG_spacing,dG_mRNA,dG_start_codon,RBS_distance_bp
MMSYN1_0075,ISO_038875,11,30,31,20086.82,-6.5711,-5.381,0.0,0.0039,0.0,-1.194,4
MMSYN1_0075,ISO_038877,14,30,31,20086.82,-6.5711,-5.381,0.0,0.0039,0.0,-1.194,4
MMSYN1_0075,ISO_038880,20,30,31,20086.82,-6.5711,-5.381,0.0,0.0039,0.0,-1.194,4
MMSYN1_0075,ISO_038883,11,30,31,20086.82,-6.5711,-5.381,0.0,0.0039,0.0,-1.194,4
MMSYN1_0075,ISO_038885,18,30,31,20086.82,-6.5711,-5.381,0.0,0.0039,0.0,-1.194,4
MMSYN1_0075,ISO_038886,422,30,31,20086.82,-6.5711,-5.381,0.0,0.0039,0.0,-1.194,4
MMSYN1_0075,ISO_038890,89,30,31,20086.82,-6.5711,-5.381,0.0,0.0039,0.0,-1.194,4
MMSYN1_0075,ISO_038891,31,30,31,20086.82,-6.5711,-5.381,0.0,0.0039,0.0,-1.194,4
MMSYN1_0075,ISO_038896,11,30,31,20086.82,-6.5711,-5.381,0.0,0.0039,0.0,-1.194,4
MMSYN1_0075,ISO_038899,46,30,31,20086.82,-6.5711,-5.381,0.0,0.0039,0.0,-1.194,4
MMSYN1_0075,ISO_038902,97,30,31,20086.82,-6.5711,-5.381,0.0,0.0039,0.0,-1.194,4
MMSYN1_0075,ISO_038906,12,30,31,20086.82,-6.5711,-5.381,0.0,0.0039,0.0,-1.194,4
MMSYN1_0075,ISO_038908,16,30,31,20086.82,-6.5711,-5.381,0.0,0.0039,0.0,-1.194,4
MMSYN1_0076,ISO_039106,26,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039110,63,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039117,15,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039151,10,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039196,15,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039234,16,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039096,14,0,20,1858.3972,-0.6206,-1.981,0.0,0.0039,-1.4,-0.0435,4
MMSYN1_0076,ISO_039101,17,14,15,11960.0456,-5.275,-6.381,0.0,0.0,-2.3,-1.194,5
MMSYN1_0076,ISO_039127,17,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039130,21,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039148,12,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039244,49,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039105,26,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039113,38,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039152,13,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039222,10,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039235,35,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039252,36,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039097,13,1,21,1858.3972,-0.6206,-1.981,0.0,0.0039,-1.4,-0.0435,4
MMSYN1_0076,ISO_039099,11,12,13,5729.2283,-3.4351,-4.881,0.0,0.3399,-2.3,-1.194,6
MMSYN1_0076,ISO_039195,11,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0076,ISO_039323,25,30,31,11491.0566,-5.175,-6.681,0.0,0.0,-2.7,-1.194,5
MMSYN1_0077,ISO_039234,16,12,13,27662.6734,-7.3711,-9.781,0.0,0.0039,-3.6,-1.194,4
MMSYN1_0077,ISO_039244,49,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039235,35,12,13,27662.6734,-7.3711,-9.781,0.0,0.0039,-3.6,-1.194,4
MMSYN1_0077,ISO_039252,36,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039323,25,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039254,13,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039272,11,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039279,11,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039291,10,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039300,12,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039314,22,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039340,41,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039344,78,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039362,62,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039379,19,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039380,12,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039385,11,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039395,10,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039236,139,12,13,27662.6734,-7.3711,-9.781,0.0,0.0039,-3.6,-1.194,4
MMSYN1_0077,ISO_039239,12,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039242,32,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039257,355,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039261,10,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039264,31,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039267,14,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039271,14,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039275,11,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039277,14,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039285,73,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039289,37,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039296,12,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039304,41,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039307,11,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039310,35,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039312,53,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039318,11,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039319,17,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039325,165,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039330,16,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039332,15,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039337,21,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039346,10,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039349,14,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039351,18,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039356,21,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039359,15,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039369,12,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039415,10,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039419,31,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039453,16,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0077,ISO_039466,32,30,31,19299.156,-6.4711,-10.181,0.0,0.0039,-4.9,-1.194,4
MMSYN1_0078,ISO_039362,62,30,31,1042.288,0.825,-3.581,0.0,0.0,-5.6,-1.194,5
MMSYN1_0078,ISO_039379,19,30,31,1042.288,0.825,-3.581,0.0,0.0,-5.6,-1.194,5
MMSYN1_0078,ISO_039380,12,30,31,1042.288,0.825,-3.581,0.0,0.0,-5.6,-1.194,5
MMSYN1_0078,ISO_039385,11,30,31,1042.288,0.825,-3.581,0.0,0.0,-5.6,-1.194,5
MMSYN1_0078,ISO_039395,10,30,31,1042.288,0.825,-3.581,0.0,0.0,-5.6,-1.194,5
MMSYN1_0078,ISO_039349,14,30,31,1042.288,0.825,-3.581,0.0,0.0,-5.6,-1.194,5
MMSYN1_0078,ISO_039351,18,30,31,1042.288,0.825,-3.581,0.0,0.0,-5.6,-1.194,5
MMSYN1_0078,ISO_039356,21,30,31,1042.288,0.825,-3.581,0.0,0.0,-5.6,-1.194,5
MMSYN1_0078,ISO_039359,15,30,31,1042.288,0.825,-3.581,0.0,0.0,-5.6,-1.194,5
MMSYN1_0078,ISO_039369,12,30,31,1042.288,0.825,-3.581,0.0,0.0,-5.6,-1.194,5
MMSYN1_0078,ISO_039415,10,30,31,1042.288,0.825,-3.581,0.0,0.0,-5.6,-1.194,5
MMSYN1_0078,ISO_039419,31,30,31,1042.288,0.825,-3.581,0.0,0.0,-5.6,-1.194,5
MMSYN1_0078,ISO_039453,16,30,31,1042.288,0.825,-3.581,0.0,0.0,-5.6,-1.194,5
MMSYN1_0078,ISO_039466,32,30,31,1042.288,0.825,-3.581,0.0,0.0,-5.6,-1.194,5
MMSYN1_0079,ISO_039419,31,10,11,5163.0052,-3.175,-5.081,0.0,0.0,-3.1,-1.194,5
MMSYN1_0079,ISO_039453,16,30,31,710.1396,1.7842,-6.881,0.0,5.2592,-4.6,-1.194,3
MMSYN1_0079,ISO_039466,32,30,31,710.1396,1.7842,-6.881,0.0,5.2592,-4.6,-1.194,3
MMSYN1_0079,ISO_039417,21,9,10,4579.1403,-2.875,-4.481,0.0,0.0,-2.8,-1.194,5
MMSYN1_0079,ISO_039457,13,30,31,710.1396,1.7842,-6.881,0.0,5.2592,-4.6,-1.194,3
MMSYN1_0079,ISO_039467,41,30,31,710.1396,1.7842,-6.881,0.0,5.2592,-4.6,-1.194,3
MMSYN1_0079,ISO_039420,13,10,11,5163.0052,-3.175,-5.081,0.0,0.0,-3.1,-1.194,5
MMSYN1_0079,ISO_039458,20,30,31,710.1396,1.7842,-6.881,0.0,5.2592,-4.6,-1.194,3
MMSYN1_0079,ISO_039468,59,30,31,710.1396,1.7842,-6.881,0.0,5.2592,-4.6,-1.194,3
MMSYN1_0080,ISO_039466,32,30,31,515.6568,2.5842,-6.881,0.0,5.2592,-5.4,-1.194,3
MMSYN1_0080,ISO_039467,41,30,31,515.6568,2.5842,-6.881,0.0,5.2592,-5.4,-1.194,3
MMSYN1_0080,ISO_039468,59,30,31,515.6568,2.5842,-6.881,0.0,5.2592,-5.4,-1.194,3
MMSYN1_0081,ISO_004222,58,30,31,4882.0772,-3.0351,-5.381,0.0,0.3399,-3.2,-1.194,6
MMSYN1_0081,ISO_004232,123,18,19,4882.0772,-3.0351,-5.381,0.0,0.3399,-3.2,-1.194,6
MMSYN1_0082,ISO_039476,35,30,31,124682.9683,-11.1351,-10.881,0.0,0.3399,-0.6,-1.194,6
MMSYN1_0082,ISO_039479,326,30,31,124682.9683,-11.1351,-10.881,0.0,0.3399,-0.6,-1.194,6
MMSYN1_0082,ISO_039488,103,30,31,124682.9683,-11.1351,-10.881,0.0,0.3399,-0.6,-1.194,6
MMSYN1_0083,ISO_039479,326,11,12,3314.231,-2.0668,-5.281,0.0,0.8082,-3.6,-1.194,7
MMSYN1_0083,ISO_039488,103,30,31,3314.231,-2.0668,-5.281,0.0,0.8082,-3.6,-1.194,7
MMSYN1_0083,ISO_039481,13,11,12,3314.231,-2.0668,-5.281,0.0,0.8082,-3.6,-1.194,7
MMSYN1_0084,ISO_039514,26,30,31,5152.882,-3.1701,-6.181,0.0,1.4049,-2.8,-1.194,8
MMSYN1_0085,ISO_039746,74,30,31,5363.1886,-3.2701,-6.181,0.0,1.4049,-2.7,-1.194,8
MMSYN1_0087,ISO_039903,16,30,31,9772.7349,-4.7701,-6.181,0.0,1.4049,-1.2,-1.194,8
MMSYN1_0087,ISO_039908,205,30,31,9772.7349,-4.7701,-6.181,0.0,1.4049,-1.2,-1.194,8
MMSYN1_0087,ISO_039895,53,11,12,9772.7349,-4.7701,-5.281,0.0,1.4049,-0.3,-1.194,8
MMSYN1_0087,ISO_039909,12,30,31,9772.7349,-4.7701,-6.181,0.0,1.4049,-1.2,-1.194,8
MMSYN1_0089,ISO_040002,172,30,31,8667.573,-4.4701,-6.181,0.0,1.4049,-1.5,-1.194,8
MMSYN1_0089,ISO_040031,25,30,31,8667.573,-4.4701,-6.181,0.0,1.4049,-1.5,-1.194,8
MMSYN1_0089,ISO_040004,10,30,31,8667.573,-4.4701,-6.181,0.0,1.4049,-1.5,-1.194,8
MMSYN1_0923,ISO_040052,1603,30,31,10171.5934,-4.8701,-6.181,0.0,1.4049,-1.1,-1.194,8
MMSYN1_0923,ISO_040054,12,30,31,10171.5934,-4.8701,-6.181,0.0,1.4049,-1.1,-1.194,8
MMSYN1_0096,ISO_004279,171,30,31,486.4642,2.7299,0.219,0.0,1.4049,-2.3,-1.194,8
MMSYN1_0096,ISO_004282,42,30,31,486.4642,2.7299,0.219,0.0,1.4049,-2.3,-1.194,8
MMSYN1_0096,ISO_004283,30,20,21,851.6694,1.3299,0.219,0.0,1.4049,-0.9,-1.194,8
MMSYN1_0097,ISO_004282,42,30,31,7677.3803,-4.1668,-7.381,0.0,0.8082,-3.6,-1.194,7
MMSYN1_0097,ISO_004295,20,30,31,7677.3803,-4.1668,-7.381,0.0,0.8082,-3.6,-1.194,7
MMSYN1_0097,ISO_004314,1025,17,18,13441.0512,-5.5668,-7.381,0.0,0.8082,-2.2,-1.194,7
MMSYN1_0097,ISO_004321,10,17,18,13441.0512,-5.5668,-7.381,0.0,0.8082,-2.2,-1.194,7
MMSYN1_0097,ISO_004322,13,17,18,13441.0512,-5.5668,-7.381,0.0,0.8082,-2.2,-1.194,7
MMSYN1_0097,ISO_004325,16,17,18,13441.0512,-5.5668,-7.381,0.0,0.8082,-2.2,-1.194,7
MMSYN1_0097,ISO_004326,37,17,18,13441.0512,-5.5668,-7.381,0.0,0.8082,-2.2,-1.194,7
MMSYN1_0097,ISO_004330,32,17,18,13441.0512,-5.5668,-7.381,0.0,0.8082,-2.2,-1.194,7
MMSYN1_0097,ISO_004332,69,17,18,13441.0512,-5.5668,-7.381,0.0,0.8082,-2.2,-1.194,7
MMSYN1_0097,ISO_004335,27,17,18,13441.0512,-5.5668,-7.381,0.0,0.8082,-2.2,-1.194,7
MMSYN1_0097,ISO_004340,26,17,18,13441.0512,-5.5668,-7.381,0.0,0.8082,-2.2,-1.194,7
MMSYN1_0097,ISO_004344,51,17,18,13441.0512,-5.5668,-7.381,0.0,0.8082,-2.2,-1.194,7
MMSYN1_0097,ISO_004346,10,17,18,13441.0512,-5.5668,-7.381,0.0,0.8082,-2.2,-1.194,7
MMSYN1_0097,ISO_004349,14,17,18,13441.0512,-5.5668,-7.381,0.0,0.8082,-2.2,-1.194,7
MMSYN1_0098,ISO_004349,14,30,31,10069.6377,-4.8449,-7.181,0.0,2.1301,-1.4,-1.194,9
MMSYN1_0098,ISO_004372,13,30,31,10069.6377,-4.8449,-7.181,0.0,2.1301,-1.4,-1.194,9
MMSYN1_0101,ISO_004477,11,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004538,20,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004547,12,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004551,18,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004553,14,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004556,10,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004558,10,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004564,15,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004566,19,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004571,34,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004580,48,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004584,58,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004587,11,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004589,18,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004591,12,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004596,14,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004598,13,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004602,23,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004608,38,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004612,30,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004617,13,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004619,14,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004620,14,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004621,10,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004624,25,30,31,4399.5786,-2.775,-5.081,0.0,0.0,-3.5,-1.194,5
MMSYN1_0101,ISO_004634,13,25,26,8684.601,-4.475,-5.081,0.0,0.0,-1.8,-1.194,5
MMSYN1_0103,ISO_004684,13,30,31,3736.8132,-2.3668,-5.281,0.0,0.8082,-3.3,-1.194,7
MMSYN1_0103,ISO_004687,12,30,31,3736.8132,-2.3668,-5.281,0.0,0.8082,-3.3,-1.194,7
MMSYN1_0103,ISO_004709,561,30,31,3736.8132,-2.3668,-5.281,0.0,0.8082,-3.3,-1.194,7
MMSYN1_0104,ISO_040666,31,30,31,1972.8829,-0.7701,-3.981,0.0,1.4049,-3.0,-1.194,8
MMSYN1_0105,ISO_040666,31,14,15,61541.5103,-9.3701,-9.581,0.0,1.4049,0.0,-1.194,8
MMSYN1_0105,ISO_040687,15,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040785,14,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040871,18,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040665,16,2,3,1.8681,16.6347,0.619,0.0,17.2097,0.0,-1.194,-6
MMSYN1_0105,ISO_040667,109,14,15,61541.5103,-9.3701,-9.581,0.0,1.4049,0.0,-1.194,8
MMSYN1_0105,ISO_040671,31,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040673,24,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040674,31,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040677,12,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040679,14,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040682,18,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040685,54,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040688,37,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040691,17,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040692,16,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040695,25,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040698,86,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040700,26,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040711,15,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040713,27,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040715,11,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040717,26,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040719,16,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040726,60,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040729,42,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040733,11,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040734,33,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040737,24,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040739,11,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040742,15,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040745,23,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040747,15,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040750,17,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040753,33,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040779,11,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040804,12,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040834,22,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0105,ISO_040791,12,30,31,11936.5953,-5.2701,-9.581,0.0,1.4049,-4.1,-1.194,8
MMSYN1_0106,ISO_040785,14,30,31,4579.1403,-2.875,-3.581,0.0,0.0,-1.9,-1.194,5
MMSYN1_0106,ISO_040871,18,30,31,4579.1403,-2.875,-3.581,0.0,0.0,-1.9,-1.194,5
MMSYN1_0106,ISO_040804,12,30,31,4579.1403,-2.875,-3.581,0.0,0.0,-1.9,-1.194,5
MMSYN1_0106,ISO_040834,22,30,31,4579.1403,-2.875,-3.581,0.0,0.0,-1.9,-1.194,5
MMSYN1_0106,ISO_040791,12,30,31,4579.1403,-2.875,-3.581,0.0,0.0,-1.9,-1.194,5
MMSYN1_0107,ISO_040871,18,30,31,11941.6373,-5.2711,-7.481,0.0,0.0039,-3.4,-1.194,4
MMSYN1_0107,ISO_040834,22,30,31,11941.6373,-5.2711,-7.481,0.0,0.0039,-3.4,-1.194,4
MMSYN1_0107,ISO_040873,16,30,31,11941.6373,-5.2711,-7.481,0.0,0.0039,-3.4,-1.194,4
MMSYN1_0107,ISO_040976,12,30,31,11941.6373,-5.2711,-7.481,0.0,0.0039,-3.4,-1.194,4
MMSYN1_0108,ISO_040871,18,30,31,2414.4489,-1.275,-6.981,-1.9,0.0,-5.0,-1.194,5
MMSYN1_0108,ISO_040873,16,30,31,2414.4489,-1.275,-6.981,-1.9,0.0,-5.0,-1.194,5
MMSYN1_0108,ISO_040976,12,30,31,2414.4489,-1.275,-6.981,-1.9,0.0,-5.0,-1.194,5
MMSYN1_0109,ISO_040976,12,30,31,35220.8903,-7.975,-8.881,0.0,0.0,-2.1,-1.194,5
