locus_tag,gene_name,n_covering_iso,TIR_weighted,dG_mRNA_rRNA_med,dG_standby_med,dG_spacing_med,dG_mRNA_med
MMSYN1_0473,,14,68644.27083443644,-11.081,0.0,0.0039,-2.6
MMSYN1_0474,,2,78235.7719,-11.281,0.0,1.4049,-1.1
MMSYN1_0475,ldh,39,40955.84542639374,-9.781,0.0,1.4049,-1.7
MMSYN1_0476,nagA,4,41268.89609999999,-9.581,0.0,0.0039,-2.4
MMSYN1_0477,,1,179.02450000000002,-3.381,-1.8,0.0039,-8.0
MMSYN1_0478,,0,,,,,
MMSYN1_0480,,5,15204.4269,-6.481,0.0,0.0,-1.8
MMSYN1_0482,rpsU,1,4797.1804,-8.381,0.0,2.9837,-3.6
MMSYN1_0485,,1,2829.0495,-6.381,0.0,0.0039,-5.9
MMSYN1_0486,,0,,,,,
MMSYN1_0487,,0,,,,,
MMSYN1_0488,yqeH,1,13485.015300000001,-6.581,0.0,0.0,-2.2
MMSYN1_0489,dinB,2,5584.4363,-5.281,0.0,0.0039,-3.1
MMSYN1_0490,,0,,,,,
MMSYN1_0491,udk,20,1485.1964447568178,-5.381,0.0,1.4049,-5.1
MMSYN1_0493,,58,39135.51542898167,-9.581,0.0,0.3399,-2.1
MMSYN1_0494,,0,,,,,
MMSYN1_0495,,12,888.1703,-2.181,0.0,0.0,-4.6
MMSYN1_0497,,18,278.4087999999999,-1.881,0.0,0.0,-7.2
MMSYN1_0498,nanA,15,65.82750000000001,-7.181,0.0,1.4049,-14.7
MMSYN1_0499,rpmA,24,84752.2257,-15.481,0.0,1.4049,-5.1
MMSYN1_0500,,33,675.6400999999998,-2.881,0.0,2.9837,-3.0
MMSYN1_0501,rplU,33,5466.704105755886,-11.781,0.0,0.0,-9.7
MMSYN1_0504,,8,7542.527430000001,-7.381,0.0,2.1301,-2.6
MMSYN1_0505,,2,27705.316099999996,-10.881,0.0,0.0,-4.7
MMSYN1_0511,,6,5531.863239384616,-3.481,0.0,0.16995,-0.8
MMSYN1_0512,plsC,5,5163.0052,-3.681,0.0,0.0,-1.7
MMSYN1_0513,acpS,1,3545.0444,-6.181,0.0,0.3399,-4.8
MMSYN1_0514,,1,2902.4004,-2.881,0.0,0.3399,-2.0
MMSYN1_0515,,25,23.513000000000005,-3.181,0.0,9.1785,-5.5
MMSYN1_0516,,14,39939.73054008583,-9.881,0.0,0.3399,-1.9
MMSYN1_0517,,9,7087.079599999999,-3.581,0.0,0.8082,0.0
MMSYN1_0519,ileS,1,17842.7396,-8.381,0.0,0.0,-3.3
MMSYN1_0520,,2,1084.8273000000002,0.719,0.0,0.0,-1.2
MMSYN1_0521,,11,12751.272599999998,-9.781,0.0,0.3399,-5.2
MMSYN1_0522,ftsZ,6,12751.2726,-5.581,0.0,0.3399,-1.0
MMSYN1_0523,,0,,,,,
MMSYN1_0524,mraW,7,2024.8902999999998,-4.881,0.0,0.3399,-4.9
MMSYN1_0525,mraZ,33,2799.5098,-8.681,0.0,2.1301,-6.1
MMSYN1_0526,rpmF,37,126438.6395,-14.881,0.0,1.4049,-3.5
MMSYN1_0527,,1,368.3775,-2.681,0.0,0.0,-7.3
MMSYN1_0528,pheT,0,,,,,
MMSYN1_0529,pheS,3,5584.4363,-2.281,0.0,0.0039,-0.1
MMSYN1_0531,,0,,,,,
MMSYN1_0535,argS,33,202.0956117801047,-1.781,0.0,0.3399,-7.9
MMSYN1_0536,frr,21,19052.531269377992,-6.681,0.0,0.0,-1.6
MMSYN1_0537,pyrH,16,28027.871080617082,-9.381,0.0,0.0,-3.2
MMSYN1_0538,,74,74.88549999999998,-3.381,0.0,7.6826,-4.3
MMSYN1_0539,tsf,95,63382.44139125594,-10.681,0.0,0.0,-2.4
MMSYN1_0540,rpsB,69,8684.601,-5.481,0.0,0.0,-2.2
MMSYN1_0541,dnaJ,2,3749.0359,-5.781,-1.0,0.0,-3.6
MMSYN1_0542,dnaK,7,67528.54460229009,-10.781,0.0,1.4049,0.0
MMSYN1_0543,grpE,6,213434.64456666668,-11.381,0.0,0.0,0.0
MMSYN1_0544,hrcA,21,274.0047,0.619,0.0,0.3399,-4.4
MMSYN1_0545,,4,5685.3936,-10.881,0.0,0.3399,-7.2
MMSYN1_0548,,23,9199.710679251239,-5.081,0.0,0.0,-3.2
MMSYN1_0549,,12,3194.6855000000005,-6.481,0.0,0.0,-5.7
MMSYN1_0551,,3,2376.2547,-4.881,0.0,0.3399,-4.5
MMSYN1_0558,,5,154737.83940000003,-11.381,0.0,0.0,-0.9
MMSYN1_0559,,0,,,,,
MMSYN1_0560,,2,1753.2145,-6.881,0.0,0.0,-7.6
MMSYN1_0561,,1,107788.3285,-11.381,0.0,0.0039,-1.8
MMSYN1_0563,,0,,,,,
MMSYN1_0567,,0,,,,,
MMSYN1_0568,,1,12251.2573,-6.181,0.0,0.3399,-1.7
MMSYN1_0569,,0,,,,,
MMSYN1_0570,,4,3820.409690393013,-3.681,0.0,2.1301,-0.4
MMSYN1_0571,,0,,,,,
MMSYN1_0572,,0,,,,,
MMSYN1_0574,,3,1869.1999,-4.881,0.0,0.3399,-5.1
MMSYN1_0575,atpD_1,58,21517.17606836283,-9.781,0.0,0.0,-4.5
MMSYN1_0576,atpA_1,16,61567.505,-8.181,0.0,0.0039,0.0
MMSYN1_0577,,1,99500.6681,-11.381,0.0,0.0039,-2.0
MMSYN1_0578,,3,12151.505095555556,-9.881,0.0,0.8082,-6.8
MMSYN1_0579,,15,21597.96380569106,-10.881,0.0,0.0039,-5.1
MMSYN1_0580,,5,77124.83898736842,-10.581,0.0,0.0,-1.2
MMSYN1_0581,,0,,,,,
MMSYN1_0582,,0,,,,,
MMSYN1_0583,,5,17011.9099,-10.381,0.0,0.0,-4.3
MMSYN1_0584,,0,,,,,
MMSYN1_0585,,15,19882.103243609028,-10.181,0.0,0.3399,-3.4
MMSYN1_0586,,1,1493.9759,-0.481,0.0,0.0,-1.6
MMSYN1_0587,,0,,,,,
MMSYN1_0588,,1,49685.6663,-8.281,0.0,0.3399,-0.3
MMSYN1_0589,,3,19181.0194,-10.281,0.0,0.0,-3.9
MMSYN1_0925,,0,,,,,
MMSYN1_0590,,17,2050.7292999999995,-8.381,0.0,0.8082,-7.9
MMSYN1_0592,,18,11004.4638,-7.381,0.0,0.8082,-2.7
MMSYN1_0594,,7,23608.6758,-14.981,0.0,0.0,-9.2
MMSYN1_0596,,0,,,,,
MMSYN1_0598,,3,,,,,
MMSYN1_0600,,5,7504.939761157025,-6.381,0.0,0.3399,-6.1
MMSYN1_0601,,61,27756.207867306075,-11.481,-0.6,0.0039,-5.3
MMSYN1_0604,,24,15574.6351,-6.781,0.0,0.3399,-1.7
MMSYN1_0605,,0,,,,,
MMSYN1_0606,pgk,35,34598.125091278496,-8.281,-0.8,0.0039,-0.8
MMSYN1_0607,gap,56,6260.898945004835,-6.181,0.0,0.0039,-3.7
MMSYN1_0608,,0,,,,,
MMSYN1_0609,,0,,,,,
MMSYN1_0610,mutM,0,,,,,
MMSYN1_0611,polA,0,,,,,
MMSYN1_0612,,0,,,,,
MMSYN1_0613,tyrS,5,14013.782,-4.581,0.0,0.0039,-0.1
MMSYN1_0614,,16,3273.255073815461,-5.081,0.0,0.0,-4.3
MMSYN1_0615,,15,84103.7811,-13.581,0.0,1.4049,-2.1
MMSYN1_0616,,12,2660.7257034285713,-3.481,0.0,0.8082,-1.2
MMSYN1_0617,,12,65137.15870162003,-10.181,0.0,0.0039,-1.8
MMSYN1_0620,,7,7990.7202,-8.281,0.0,0.8082,-4.4
MMSYN1_0621,,7,9611.7163,-6.181,0.0,0.3399,-2.3
MMSYN1_0625,arcC_1,8,18282.856071287126,-8.381,0.0,0.3399,-2.8
MMSYN1_0626,aguA,141,18870.939212385918,-11.281,0.0,2.1301,-3.9
MMSYN1_0628,argF,63,38154.526699999995,-10.681,0.0,0.0,-3.7
MMSYN1_0629,,0,,,,,
MMSYN1_0630,,1,5504.5682,-5.681,-0.8,0.3399,-2.4
MMSYN1_0632,,1,2107.5329,-4.681,0.0,0.3399,-4.6
MMSYN1_0633,,11,16445.4907,-7.181,0.0,0.0039,-2.3
MMSYN1_0634,leuS,2,33660.46207021696,-9.530999999999999,0.0,0.0,-3.2
MMSYN1_0636,,2,7389.0641,-6.381,0.0,0.0039,-3.5
MMSYN1_0637,rpsI,40,21750.714299999996,-11.381,0.0,1.4049,-4.4
MMSYN1_0638,rplM,30,8667.572999999999,-8.281,0.0,1.4049,-3.6
MMSYN1_0639,,0,,,,,
MMSYN1_0640,,56,787.7304999999999,-1.181,0.0,0.0,-3.9
MMSYN1_0641,,39,6496.96101699847,-8.181,0.0,0.0039,-5.6
MMSYN1_0642,,12,5963.057500000001,-3.581,0.0,0.3399,-0.9
MMSYN1_0643,,13,9294.436712341772,-9.981,0.0,0.8082,-6.0
MMSYN1_0644,rplQ,95,107482.58695173873,-13.981,0.0,1.4049,-3.0
MMSYN1_0645,rpoA,78,12751.272599999998,-8.981,0.0,0.3399,-4.4
MMSYN1_0646,rpsK,123,24572.225799999997,-8.381,0.0,0.0,-2.5
MMSYN1_0647,rpsM,113,2130.9688943345136,-8.181,0.0,1.4049,-7.0
MMSYN1_0648,rpmJ,125,33729.44939999998,-11.981,0.0,0.8082,-4.5
MMSYN1_0649,infA,94,6997.7831,-4.481,0.0,0.3399,-1.4
MMSYN1_0650,map,12,31668.4416,-11.381,0.0,3.9658,-0.9
MMSYN1_0651,adk,18,3401.8218255411257,-8.281,0.0,0.3399,-7.0
MMSYN1_0652,secY,18,9637.0351,-9.581,0.0,0.3399,-5.7
MMSYN1_0653,rplO,211,114612.37288803642,-10.981,0.0,0.3399,-0.8
MMSYN1_0654,rpsE,166,29440.619463405154,-7.281,0.0,0.8082,0.0
MMSYN1_0655,rplR,227,1760.6131346407408,-7.381,0.0,0.3399,-8.1
MMSYN1_0656,rplF,180,8372.19690450996,-9.281,0.0,0.0,-6.1
MMSYN1_0657,rpsH,300,8510.753277937198,-8.181,0.0,0.3399,-4.6
MMSYN1_0658,rpsN,270,82379.10095829649,-11.081,0.0,0.3399,-1.8
MMSYN1_0659,rplE,192,30937.999537490115,-8.381,0.0,1.4049,-0.5
MMSYN1_0660,rplX,149,20403.48863584663,-12.681,0.0,1.4049,-5.9
MMSYN1_0661,rplN,100,14209.299164445501,-9.781,0.0,0.8082,-4.5
MMSYN1_0662,rpsQ,76,14540.406784719537,-11.281,0.0,1.4049,-5.4
MMSYN1_0663,rpmC,46,21233.505034078218,-9.581,0.0,1.4049,-2.7
MMSYN1_0664,rplP,118,76143.04059541832,-15.481,0.0,3.9658,-2.8
MMSYN1_0665,rpsC,86,10507.283918881116,-8.181,0.0,0.8082,-3.5
MMSYN1_0666,rplV,104,15928.4,-8.581,0.0,2.9837,-0.8
MMSYN1_0667,rpsS,105,26641.973136563232,-11.481,0.0,3.9658,-1.42
MMSYN1_0668,rplB,90,12732.92894670041,-5.581,0.0,0.3399,-1.0
MMSYN1_0669,rplW,185,27392.122024336917,-17.581,-2.3,2.1301,-7.0
MMSYN1_0670,rplD,176,30010.692405326165,-11.581,0.0,0.0,-5.2
MMSYN1_0671,rplC,148,94203.91075843725,-12.681,0.0,0.3399,-3.1
MMSYN1_0672,rpsJ,135,112451.18229425758,-13.381,0.0,0.0039,-3.7
MMSYN1_0673,dhaK,2,22647.997,-6.381,0.0,0.0039,-0.7
MMSYN1_0675,,0,,,,,
MMSYN1_0676,,2,786.5181,-0.381,0.0,0.0039,-3.1
MMSYN1_0677,,0,,,,,
MMSYN1_0682,,0,,,,,
MMSYN1_0683,,16,2833.4105,-5.081,0.0,0.0,-4.6
MMSYN1_0684,folD,34,4570.73086850127,-8.581,0.0,1.4049,-5.8
MMSYN1_0685,,26,26197.8224,-9.581,0.0,0.3399,-3.2
MMSYN1_0686,,2,17815.2769,-7.781,0.0,0.0039,-2.7
MMSYN1_0687,gatB,4,32512.8163,-8.081,0.0,0.0,-1.5
MMSYN1_0688,gatA,21,40272.34394193548,-10.281,0.0,0.3399,-2.9
MMSYN1_0689,gatC,33,4489.711409085403,-8.281,-2.8,0.0,-4.5
MMSYN1_0690,ligA,1,35106.0625,-8.581,0.0,0.8082,-1.0
MMSYN1_0691,,0,,,,,
MMSYN1_0692,,7,18.9694,-1.481,0.0,6.3152,-7.2
MMSYN1_0693,,18,300.6149,-5.281,-3.5,0.8082,-6.1
MMSYN1_0694,,37,14560.5901,-12.681,0.0,0.8082,-7.3
MMSYN1_0695,,2,2283.0746,-5.281,0.0,0.3399,-5.0
MMSYN1_0696,,32,1491.6763999999998,-0.481,0.0,0.0039,-1.6
MMSYN1_0697,,47,5515.3196159010595,-7.581,0.0,0.3399,-5.1
MMSYN1_0698,,1,160805.3299,-11.481,0.0,0.0039,-0.9
MMSYN1_0699,msrA/B,3,4823.358534693878,-6.981,0.0,1.4049,-4.8
MMSYN1_0700,,2,547.9119325842696,-7.931000000000001,0.0,8.22455,-4.45
MMSYN1_0701,,2,3325.0715,-5.081,0.0,0.0,-4.2
MMSYN1_0702,,23,6820.9316,-5.781,0.0,0.0039,-3.1
MMSYN1_0703,,0,,,,,
MMSYN1_0704,,4,6723.379200000001,-2.981,0.0,0.3399,0.0
MMSYN1_0705,,5,6039.150200000001,-12.481,0.0,0.8082,-9.3
MMSYN1_0707,,26,4227.058,-1.481,0.0,0.0,0.0
MMSYN1_0708,,19,54605.06689999999,-11.381,0.0,0.0039,-3.5
MMSYN1_0710,,1,15181.025,-7.081,0.0,0.0039,-2.4
MMSYN1_0711,,4,68424.8856,-9.381,0.0,0.3399,-0.6
MMSYN1_0712,,5,66557.48318838028,-13.981,0.0,0.0039,-5.6
MMSYN1_0713,,1,11309.279,-6.081,0.0,0.3399,-1.8
MMSYN1_0715,,3,3894.3959,-7.581,0.0,1.4049,-4.9
MMSYN1_0716,,1,3194.6855,-0.781,0.0,0.0,0.0
MMSYN1_0726,nagB,41,10451.05930317807,-8.081,0.0,0.3399,-4.0
MMSYN1_0727,tpiA,89,3544.01320683136,-6.181,0.0,0.3399,-4.8
MMSYN1_0728,,110,135.7707990114581,-1.781,-0.3,0.0039,-8.6
MMSYN1_0729,gpmI,77,25365.2865129086,-9.781,0.0,0.0,-3.8
MMSYN1_0730,,13,107742.81879999998,-10.981,0.0,1.4049,0.0
MMSYN1_0731,,2,3602.025,-5.081,0.0,0.0,-4.0
MMSYN1_0732,deoC,14,1684.4658,-1.681,0.0,0.0,-2.5
MMSYN1_0733,,7,44775.2018,-10.481,-0.3,0.0,-2.8
MMSYN1_0734,pdp,9,15574.6351,-7.581,0.0,0.3399,-2.5
MMSYN1_0735,tnpB_4,0,,,,,
MMSYN1_0742,mmyCIIM,0,,,,,
MMSYN1_0743,fruA,23,11924.297717348609,-6.381,0.0,0.0039,-2.3
MMSYN1_0744,pfkB,53,670.2695110048084,0.419,0.0,0.0039,-2.7
MMSYN1_0745,,53,71086.37472518408,-8.881,0.0,0.3399,0.0
MMSYN1_0746,,2,10175.8898,-3.681,0.0,0.0039,0.0
MMSYN1_0747,,3,19799.5401,-9.781,0.0,0.3399,-4.1
MMSYN1_0748,,1,4960.548400000001,-4.881,0.0,0.0,-3.0
MMSYN1_0749,,4,5821.3159,-10.181,0.0,0.0,-7.9
MMSYN1_0750,,0,,,,,
MMSYN1_0751,,9,29966.7669,-11.181,0.0,0.0039,-4.8
MMSYN1_0752,,0,,,,,
MMSYN1_0753,,1,27705.3161,-6.181,0.0,0.0,0.0
MMSYN1_0755,mmyCIIIM2,12,1665.8292918918917,-5.581,-0.5,0.0,-6.1
MMSYN1_0756,mmyCIIIR,1,3596.481,-6.781,0.0,0.0039,-5.7
MMSYN1_0757,,1,26532.1247,-7.481,0.0,0.8082,-0.6
MMSYN1_0758,,0,,,,,
MMSYN1_0759,,0,,,,,
MMSYN1_0760,,0,,,,,
MMSYN1_0761,,1,6206.4301,-6.681,0.0,0.3399,-3.9
MMSYN1_0762,,0,,,,,
MMSYN1_0763,,1,3035.9978,-7.681,0.0,0.8082,-5.1
MMSYN1_0764,hpt_2,22,25535.73770000001,-7.081,0.0,0.0039,-1.1
MMSYN1_0765,purB,14,3463.958622295083,-5.981,0.0,0.0039,-4.8
MMSYN1_0766,purA,0,,,,,
MMSYN1_0768,mmyCIVR,24,298.83,-0.681,0.0,0.0039,-4.7
MMSYN1_0769,mmyCIVM,63,11658.289999897846,-12.181,0.0,0.3399,-7.9
MMSYN1_0770,,23,3546.684360283688,-9.381,0.0,0.0,-9.2
MMSYN1_0771,nrdE,13,48581.82715028902,-11.981,0.0,0.0,-4.6
MMSYN1_0772,nrdI,75,2504.7978999999996,-5.481,0.0,0.8082,-4.5
MMSYN1_0773,nrdF,89,40354.5206,-8.181,0.0,0.3399,-0.72
MMSYN1_0774,secG,77,41268.89610000001,-12.481,0.0,0.0039,-5.3
MMSYN1_0775,,21,4220.551900000001,-6.081,0.0,0.0039,-4.6
MMSYN1_0776,smpB,6,12814.136662411347,-10.481,-1.5,0.0039,-5.6
MMSYN1_0777,,3,4399.5786,-3.581,0.0,0.0,-2.0
MMSYN1_0778,,90,1696.7020778139051,-9.381,0.0,7.6826,-2.5
MMSYN1_0779,,51,430.5771832684825,-8.181,0.0,2.1301,-10.3
MMSYN1_0781,tnpB_5,4,285.1877,-3.581,0.0,0.3399,-8.5
MMSYN1_0783,,2,7110.2606,-5.081,0.0,0.0,-2.3
MMSYN1_0784,arcC_2,70,1543.5621062659195,-5.081,0.0,0.0,-6.37
MMSYN1_0785,,58,114.74266819923373,-1.181,0.0,0.0039,-8.7
MMSYN1_0786,arcB,57,2788.5887,-4.881,0.0,0.3399,-4.1
MMSYN1_0787,mgtA,2,6563.5649,-10.781,0.0,0.0,-8.2
MMSYN1_0788,,0,,,,,
MMSYN1_0789,atpC,6,2512.9908,-2.181,0.0,0.0,-2.0
MMSYN1_0790,atpD_2,10,14128.219771962615,-17.181,0.0,5.2592,-7.4
MMSYN1_0791,atpG,94,3590.2816000000003,-6.181,0.0,0.8082,-4.3
MMSYN1_0792,atpA,21,36825.334962773726,-14.281,0.0,0.0,-7.3
MMSYN1_0793,atpH,26,5574.8103,-3.581,0.0,0.8082,-0.6
MMSYN1_0794,atpF,82,1438.8344254534818,-8.181,0.0,0.3399,-8.0
MMSYN1_0795,atpE,82,94521.72624368808,-14.181,0.0,0.8082,-4.1
MMSYN1_0796,atpB,40,63800.18186442474,-14.381,0.0,0.0,-6.2
MMSYN1_0798,upp,6,53824.11009999999,-11.381,0.0,0.3399,-3.2
MMSYN1_0799,glyA,11,2607.0272,-3.181,0.0,0.8082,-2.1
MMSYN1_0800,rpiB,11,105022.78363057325,-11.181,0.0,0.0,-1.5
MMSYN1_0801,,4,6285.6284,-5.781,0.0,0.8082,-2.5
MMSYN1_0802,,0,,,,,
MMSYN1_0803,rpoC,1,50406.5766,-7.681,0.0,0.0039,0.0
MMSYN1_0804,rpoB,0,,,,,
MMSYN1_0805,,5,5821.3159,-8.081,0.0,0.0,-5.8
MMSYN1_0806,rplL,22,56809.688700000006,-11.281,0.0,1.4049,-1.9
MMSYN1_0807,rplJ,25,31892.917307105326,-14.181,0.0,0.3399,-7.3
MMSYN1_0809,rplA,26,11353.570399999999,-11.781,0.0,2.1301,-5.7
MMSYN1_0810,rplK,15,4081.121368436799,-10.681,0.0,0.8082,-7.3
MMSYN1_0811,galU,0,,,,,
MMSYN1_0812,,0,,,,,
MMSYN1_0813,galE,1,3064.6881,-7.581,0.0,0.0039,-6.9
MMSYN1_0814,glf,8,10864.289808075371,-6.181,0.0,0.0039,-2.3
MMSYN1_0817,,22,13485.015300000001,-8.281,0.0,0.0,-3.9
MMSYN1_0818,,14,163345.73711282053,-11.781,0.0,0.0039,-1.2
MMSYN1_0819,trxB,5,13164.433180555554,-8.681,0.0,0.0039,-5.9
MMSYN1_0820,,0,,,,,
MMSYN1_0821,hprK,12,2225.3756000000003,-7.481,0.0,0.0039,-7.6
MMSYN1_0822,,15,5288.717699999999,-8.581,0.0,0.3399,-6.2
MMSYN1_0823,folC,10,547.7768,-3.581,0.0,0.8082,-6.4
MMSYN1_0824,uvrA,1,22682.9094,-6.681,0.0,0.0,-1.0
MMSYN1_0825,uvrB,10,14478.846169121814,-9.781,0.0,0.0039,-5.6
MMSYN1_0826,holA,0,,,,,
MMSYN1_0827,,1,8684.601,-5.081,0.0,0.0,-1.8
MMSYN1_0829,,4,5951.772818664227,-6.681,0.0,0.3399,-4.2
MMSYN1_0831,prs,0,,,,,
MMSYN1_0832,pth,0,,,,,
MMSYN1_0833,rplI,30,755.6763,-6.181,0.0,0.0039,-9.0
MMSYN1_0834,dnaB,18,10030.3551,-9.281,-1.6,0.3399,-3.7
MMSYN1_0835,,60,20086.819999999996,-11.381,0.0,0.0039,-6.0
MMSYN1_0836,,19,4960.5484,-10.081,-1.4,0.0,-6.8
MMSYN1_0837,cysS,9,14013.782,-7.081,0.0,0.0039,-2.6
MMSYN1_0838,,37,3570.4784743185082,-7.681,0.0,0.8082,-5.8
MMSYN1_0839,secE,27,36010.18895109995,-7.581,0.0,0.3399,-0.4
MMSYN1_0840,nusG,21,35106.0625,-9.781,0.0,0.8082,-2.2
MMSYN1_0841,,0,,,,,
MMSYN1_0842,,0,,,,,
MMSYN1_0843,,0,,,,,
MMSYN1_0844,,0,,,,,
MMSYN1_0845,,0,,,,,
MMSYN1_0846,,8,28836.063899999997,-8.981,0.0,0.0,-2.7
MMSYN1_0853,,0,,,,,
MMSYN1_0854,,5,8494.134509677418,-9.281,0.0,1.4049,-5.2
MMSYN1_0855,,0,,,,,
MMSYN1_0856,,3,26985.794600000005,-13.581,0.0,3.9658,-3.5
MMSYN1_0858,,1,1362.6061,-4.481,0.0,2.1301,-3.7
MMSYN1_0859,,2,19328.906100000004,-6.481,0.0,0.0,-1.2
MMSYN1_0860,,2,4218.77,-6.181,0.0,1.4049,-3.3
MMSYN1_0861,,2,20906.6312,-9.781,0.0,0.0039,-4.3
MMSYN1_0863,,0,,,,,
MMSYN1_0864,,0,,,,,
MMSYN1_0865,,0,,,,,
MMSYN1_0866,,0,,,,,
MMSYN1_0867,,1,4758.6949,-9.581,0.0,0.0039,-7.8
MMSYN1_0868,,2,3743.2655999999997,-6.081,0.0,0.0039,-4.9
MMSYN1_0869,,0,,,,,
MMSYN1_0870,,10,2599.08360975,-2.881,0.0,0.0039,-3.1
MMSYN1_0871,,4,2.0826166666666666,-3.681,0.0,12.5554,-10.9
MMSYN1_0872,ychF,10,3083.858688235294,-6.181,0.0,0.0039,-4.7
MMSYN1_0874,gidB,20,238.7926,-2.981,0.0,2.9837,-5.7
MMSYN1_0875,pgsA,14,13709.57563362944,-6.381,0.0,0.3399,-1.6
MMSYN1_0876,,1,171707.8281,-11.081,0.0,0.3399,0.0
MMSYN1_0877,,12,3304.8707000000004,-13.381,0.0,6.3152,-6.2
MMSYN1_0878,,2,115.4729,-0.981,0.0,0.0,-8.5
MMSYN1_0879,,0,,,,,
MMSYN1_0881,,5,1890.5955441895735,-5.581,0.0,0.0,-6.3
MMSYN1_0882,,1,15204.426899999999,-8.181,0.0,0.0,-3.5
MMSYN1_0883,asnA,4,20906.6312,-6.081,0.0,0.0039,-0.6
MMSYN1_0885,gidA,7,10378.673978891606,-7.081,0.0,0.3399,-3.1
MMSYN1_0886,,18,2447.7271,-9.781,0.0,3.9658,-5.7
MMSYN1_0888,,0,,,,,
MMSYN1_0890,,2,316876.4645,-13.281,0.0,0.8082,-0.2
MMSYN1_0891,lppQ,5,20906.6312,-9.781,0.0,0.0039,-4.3
MMSYN1_0892,,0,,,,,
MMSYN1_0893,,0,,,,,
MMSYN1_0894,,0,,,,,
MMSYN1_0895,,0,,,,,
MMSYN1_0896,,0,,,,,
MMSYN1_0897,,0,,,,,
MMSYN1_0898,,1,6723.379199999999,-8.881,0.0,0.3399,-5.9
MMSYN1_0899,,0,,,,,
MMSYN1_0900,vlcF,1,5729.2283,-5.281,-0.2,0.3399,-2.5
MMSYN1_0901,vlcG,0,,,,,
MMSYN1_0902,vlcH,2,10865.8086,-5.281,-0.2,0.3399,-0.9
MMSYN1_0903,vlcI,0,,,,,
MMSYN1_0904,vlcJ,3,2829.0495,-6.781,0.0,0.0039,-6.3
MMSYN1_0906,,3,5504.5682,-3.781,0.0,0.3399,-1.3
MMSYN1_0907,,5,11770.849,-6.181,0.0,0.3399,-1.8
MMSYN1_0908,oxaA,7,335683.8242112202,-14.881,0.0,0.3399,-0.9
MMSYN1_0909,rnpA,23,22.591,-2.081,0.0,9.1785,-4.5
