locus_num,locus_tag_syn1,locus_tag_syn3a,gene_name,gene_product,TPM_mean_syn1,rank_syn1,TPM_mean_syn3a,rank_syn3a,TPM_fold_change,TPM_log10FC,strand_syn1,gene_len_syn1,sense_covering_ops,antisense_covering_ops,coverage_type
304,MMSYN1_0304,JCVISYN3A_0304,cdsA,Phosphatidate cytidylyltransferase,32.5441,661,401.5354,315,12.338193405256252,1.0912515736707449,-,1029,OP_00167,,sense_only
305,MMSYN1_0305,JCVISYN3A_0305,,Uncharacterized metallopeptidase,772.3952,185,4058.3256,38,5.254208726310055,0.7205073213781304,-,1077,OP_00168,,sense_only
308,MMSYN1_0308,JCVISYN3A_0308,trpRS,Tryptophan--tRNA ligase,43.6432,626,121.2644,464,2.7785405286505114,0.4438167359210762,+,1011,OP_00169,OP_00170,both
314,MMSYN1_0314,JCVISYN3A_0314,ecfS,Uncharacterized ECF transporter S component,1097.9472,158,1068.5595,156,0.973233958791461,-0.01178274575597499,+,735,OP_00175,,sense_only
315,MMSYN1_0315,JCVISYN3A_0315,,Uncharacterized protein,34.6201,654,442.8032,301,12.790350114528843,1.1068824327293807,+,153,OP_00175,,sense_only
316,MMSYN1_0316,JCVISYN3A_0316,tkt,Transketolase,543.2378,231,770.5866,208,1.4185069595672466,0.15183147089975055,+,1971,OP_00175,,sense_only
317,MMSYN1_0317,JCVISYN3A_0317,,Uncharacterized protein,842.8128,176,1142.7352,149,1.3558588573880226,0.13221448256355686,+,246,OP_00175,,sense_only
325,MMSYN1_0325,JCVISYN3A_0325,,Uncharacterized protein,2.4917,847,164.1557,440,65.88100493638882,1.818760215194129,+,1491,OP_00182,,sense_only
326,MMSYN1_0326,JCVISYN3A_0326,,Uncharacterized protein,4.2056,821,124.2165,463,29.53597584173483,1.4703513241248827,+,762,OP_00183,,sense_only
327,MMSYN1_0327,JCVISYN3A_0327,scpA,Chromosome segregation protein A,45.3346,614,373.864,329,8.246769575555977,0.9162838600338975,+,837,OP_00183,,sense_only
328,MMSYN1_0328,JCVISYN3A_0328,scpB,Chromosome segregation protein B,79.6227,561,247.9326,401,3.113843162816634,0.49329673435971044,+,630,OP_00183,,sense_only
329,MMSYN1_0329,JCVISYN3A_0329,rluB,Uncharacterized pseudouridine synthase,135.3571,460,1015.347,164,7.5012467022416995,0.875133448846168,+,759,OP_00183,,sense_only
330,MMSYN1_0330,JCVISYN3A_0330,dgk,Deoxyguanosine kinase,196.4844,392,1043.1562,161,5.309104437807785,0.7250212686294417,+,618,OP_00183,,sense_only
332,MMSYN1_0332,JCVISYN3A_0332,,Uncharacterized protein,1.4355,869,601.6005,250,419.08777429467085,2.6223049917004473,+,828,OP_00184,,sense_only
338,MMSYN1_0338,JCVISYN3A_0338,,Uncharacterized lipoprotein,3476.9712,64,8985.6542,15,2.584333801787027,0.41234860797298534,+,720,OP_00188,,sense_only
344,MMSYN1_0344,JCVISYN3A_0344,ppa,Inorganic diphosphatase,2035.7238,108,7947.5245,19,3.9040288766089,0.5915130213167651,-,561,OP_00193,,sense_only
345,MMSYN1_0345,JCVISYN3A_0345,ecfS,Uncharacterized ECF transporter S component,302.0148,320,376.5305,327,1.246728637139637,0.09577193526067475,+,891,OP_00194,,sense_only
346,MMSYN1_0346,JCVISYN3A_0346,,Uncharacterized protein,3.7402,829,266.8844,386,71.35564943051175,1.8534283631460915,+,696,"OP_00194,OP_00195",,sense_only
347,MMSYN1_0347,JCVISYN3A_0347,cmk,Cytidylate kinase,36.5519,642,305.6872,368,8.363100139801213,0.9223672970601349,+,663,OP_00195,,sense_only
348,MMSYN1_0348,JCVISYN3A_0348,engA,Ribosome biogenesis GTPase,43.5395,627,323.0378,360,7.41941914812986,0.8703699065409881,+,1308,OP_00195,,sense_only
350,MMSYN1_0350,JCVISYN3A_0350,hupA,DNA-binding protein,4983.4386,44,658.4165,237,0.13212092148581905,-0.8790284059554132,+,273,OP_00196,,sense_only
352,MMSYN1_0352,JCVISYN3A_0352,,Uncharacterized protein,28.4292,676,88.1558,474,3.1008892265698647,0.4914862521616321,+,549,OP_00196,,sense_only
353,MMSYN1_0353,JCVISYN3A_0353,,Uncharacterized protein,44.4722,621,1323.1537,135,29.75237789000769,1.4735216814339651,+,378,OP_00196,,sense_only
356,MMSYN1_0356,JCVISYN3A_0356,rnpB,,154952.3664,1,17809.6951,3,0.11493658027800213,-0.9395417286264317,+,345,OP_00199,,sense_only
359,MMSYN1_0359,JCVISYN3A_0359,,Ribonuclease Y,420.1107,275,503.1758,280,1.1977219337665048,0.07835600282123181,+,1530,OP_00199,,sense_only
360,MMSYN1_0360,JCVISYN3A_0360,ffh,Signal recognition particle protein,574.9629,217,661.4082,236,1.1503493529756441,0.06082975255253826,+,1344,OP_00199,,sense_only
361,MMSYN1_0361,JCVISYN3A_0361,rlmH,23S rRNA (pseudouridine(1915)-N3)-methyltransferase,21.7211,701,486.4869,288,22.396973449779246,1.350189335170509,+,468,OP_00199,,sense_only
362,MMSYN1_0362,JCVISYN3A_0362,rpsP,30S ribosomal protein S16,1293.6433,145,2315.0519,78,1.789559687743909,0.25274618812726307,+,279,OP_00200,,sense_only
363,MMSYN1_0363,JCVISYN3A_0363,rimM,16S rRNA processing protein,90.3743,539,2548.7915,71,28.20261401748063,1.4502893636652534,+,495,OP_00200,,sense_only
364,MMSYN1_0364,JCVISYN3A_0364,trmD,tRNA (guanosine(37)-N1)-methyltransferase,411.2359,280,1668.6638,108,4.057680275481785,0.608277823854458,+,723,OP_00200,,sense_only
365,MMSYN1_0365,JCVISYN3A_0365,rplS,50S ribosomal protein L19,1225.5031,147,1786.2518,100,1.4575661212117703,0.1636282652671127,+,384,OP_00200,,sense_only
366,MMSYN1_0366,JCVISYN3A_0366,ylqF%3B rbgA,L16-binding dependent 50S subunit-maturation GTPase,118.6713,489,1403.8205,127,11.829486152085636,1.0729658802018522,+,951,"OP_00200,OP_00201",,sense_only
371,MMSYN1_0371,JCVISYN3A_0371,ywjA,Flippase A,207.6811,384,169.0158,436,0.8138236941156418,-0.08946967000758277,+,1872,OP_00204,,sense_only
372,MMSYN1_0372,JCVISYN3A_0372,ywjA,Flippase B,155.0788,440,236.7601,405,1.5267083572996438,0.1837560829553628,+,1854,OP_00204,,sense_only
373,MMSYN1_0373,JCVISYN3A_0373,,Uncharacterized protein,10.5316,757,208.1516,417,19.76448023092408,1.295885397691907,+,1608,OP_00205,,sense_only
374,MMSYN1_0374,JCVISYN3A_0374,tRNA-Arg,,817.8418,181,149.6813,447,0.18301987010201726,-0.7375017572247535,+,77,OP_00206,,sense_only
375,MMSYN1_0375,JCVISYN3A_0375,,Uncharacterized protein,121.6366,485,309.4662,366,2.5441865359603937,0.40554894996709184,+,741,OP_00207,,sense_only
376,MMSYN1_0376,JCVISYN3A_0376,,Uncharacterized protein,31.4651,665,572.1636,261,18.184070605210216,1.2596911090012117,+,315,OP_00208,,sense_only
377,MMSYN1_0377,JCVISYN3A_0377,obgE,Ribosome GTPase,377.2175,286,439.8236,302,1.1659681748593318,0.0666866965022361,+,1302,OP_00209,,sense_only
378,MMSYN1_0378,JCVISYN3A_0378,nadE,NAD(+) synthase,266.6515,337,332.1464,352,1.2456198446286633,0.09538551859030735,+,738,OP_00209,,sense_only
379,MMSYN1_0379,JCVISYN3A_0379,,Uncharacterized protein,35.017,652,367.6443,331,10.499023331524686,1.0211489008358785,+,279,OP_00209,,sense_only
380,MMSYN1_0380,JCVISYN3A_0380,nadD,Nicotinate (nicotinamide) nucleotide adenylyltransferase,56.7665,597,400.739,316,7.059427655395347,0.8487694919612159,+,1098,OP_00210,,sense_only
381,MMSYN1_0381,JCVISYN3A_0381,mtnN,5'-Methylthioadenosine nucleosidase,13.3272,740,364.9089,334,27.380762650819378,1.4374455405996396,+,660,OP_00211,,sense_only
382,MMSYN1_0382,JCVISYN3A_0382,dnk,Deoxynucleoside kinase,6.9025,784,491.2384,285,71.16818544005795,1.8522858928549395,+,639,OP_00211,,sense_only
387,MMSYN1_0387,JCVISYN3A_0387,mnmA,tRNA 2-thiouridine(34) synthase,39.4475,638,250.4392,398,6.348671018442234,0.8026828229671013,+,1128,OP_00216,,sense_only
388,MMSYN1_0388,JCVISYN3A_0388,,Uncharacterized protein,694.9529,192,1520.6788,121,2.1881753425304074,0.34008211987450354,+,618,OP_00216,,sense_only
389,MMSYN1_0389,JCVISYN3A_0389,,Uncharacterized protein,26.3725,681,355.3477,337,13.474175751256043,1.1295022078009027,+,2145,OP_00217,,sense_only
390,MMSYN1_0390,JCVISYN3A_0390,fmt,Methionyl-tRNA formyltransferase,80.2005,558,268.9665,383,3.3536760992761887,0.5255211157865411,+,954,OP_00218,,sense_only
391,MMSYN1_0391,JCVISYN3A_0391,efp,Elongation factor P,1141.3022,154,839.5748,192,0.7356288281929185,-0.13334125974963987,+,555,OP_00219,,sense_only
392,MMSYN1_0392,JCVISYN3A_0392,,Uncharacterized protein,111.5301,497,1794.0165,99,16.085491719275783,1.2064343414396705,+,303,OP_00219,,sense_only
394,MMSYN1_0394,JCVISYN3A_0394,lon,Endopeptidase La,293.4973,325,4461.7368,35,15.201968808571662,1.1818998371110798,+,2361,OP_00220,,sense_only
398,MMSYN1_0398,JCVISYN3A_0398,,Uncharacterized lipoprotein,1.1469,878,139.2346,452,121.40081960066266,2.0842216187560725,-,2463,OP_00223,,sense_only
399,MMSYN1_0399,JCVISYN3A_0399,,Uncharacterized efflux ABC transporter permease,88.2349,544,874.5781,187,9.911929406618016,0.996158200306523,+,5262,"OP_00224,OP_00225",,sense_only
400,MMSYN1_0400,JCVISYN3A_0400,,Uncharacterized protease,580.6117,214,1551.9985,118,2.673040346930659,0.42700551405661363,+,552,"OP_00225,OP_00225",,sense_only
402,MMSYN1_0402,JCVISYN3A_0402,ybeY,rRNA maturation RNase,42.6675,632,141.3835,451,3.31361106228394,0.5203015314168488,+,495,OP_00226,,sense_only
403,MMSYN1_0403,JCVISYN3A_0403,era,Ribosome GTPase,43.0288,630,267.3961,385,6.214351782991857,0.7933958342243765,+,906,OP_00226,,sense_only
404,MMSYN1_0404,JCVISYN3A_0404,recO,DNA repair protein,5.4098,805,173.4381,434,32.05998373322489,1.5059632976634016,+,750,OP_00226,,sense_only
405,MMSYN1_0405,JCVISYN3A_0405,glyRS,Glycine--tRNA ligase,841.2754,177,491.284,284,0.5839752356957068,-0.23360556937516916,+,1371,"OP_00226,OP_00227",,sense_only
406,MMSYN1_0406,JCVISYN3A_0406,dnaG,DNA primase,49.0365,608,280.9702,378,5.729817584860257,0.7581407959377824,+,1839,OP_00227,,sense_only
407,MMSYN1_0407,JCVISYN3A_0407,rpoD,RNA polymerase subunit sigma,1004.5551,164,797.9157,200,0.794297595024902,-0.10001675240590974,+,1521,OP_00227,,sense_only
408,MMSYN1_0408,JCVISYN3A_0408,trmK%3B yqfN,Uncharacterized methyltransferase,50.5258,605,573.4164,260,11.348982104192313,1.0549569111893686,+,678,OP_00227,,sense_only
409,MMSYN1_0409,JCVISYN3A_0409,,Uncharacterized protein,0.6937,886,137.3438,454,197.9873144010379,2.2966373646952545,+,777,OP_00228,,sense_only
410,MMSYN1_0410,JCVISYN3A_0410,,Uncharacterized helicase,33.1489,658,118.9088,465,3.5871114878623427,0.5547448748111713,+,1362,OP_00229,,sense_only
411,MMSYN1_0411,JCVISYN3A_0411,,Uncharacterized protein,170.9138,420,260.2965,392,1.5229694735006767,0.18269119839640105,+,1515,OP_00230,,sense_only
412,MMSYN1_0412,JCVISYN3A_0412,,Uncharacterized protein,194.6091,395,483.5862,289,2.484910520628275,0.3953107548009245,+,4155,OP_00230,,sense_only
413,MMSYN1_0413,JCVISYN3A_0413,apt,Adenine phosphoribosyltransferase,2360.6562,94,1746.4037,106,0.739795866928865,-0.13088809931827447,+,513,OP_00230,,sense_only
414,MMSYN1_0414,JCVISYN3A_0414,relA,Guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase,91.8429,537,1181.4164,147,12.863448344945555,1.1093574068798695,+,2265,OP_00231,OP_00232,both
415,MMSYN1_0415,JCVISYN3A_0415,smc,Chromosome segregation protein,657.8759,200,383.9176,325,0.5835714608180661,-0.23390595514784102,-,2967,OP_00232,,sense_only
416,MMSYN1_0416,JCVISYN3A_0416,,Uncharacterized protein,7.2245,780,977.8025,172,135.34535261955844,2.1314433479060626,-,390,OP_00233,,sense_only
418,MMSYN1_0418,JCVISYN3A_0418,,Ribonuclease III,244.2868,354,710.7331,221,2.9094208119308944,0.46380654114466796,-,699,OP_00234,,sense_only
419,MMSYN1_0419,JCVISYN3A_0419,plsX,Phosphate acyltransferase,188.6663,400,583.7575,258,3.0941270380560812,0.49053814090637177,-,1005,OP_00234,,sense_only
420,MMSYN1_0420,JCVISYN3A_0420,fakA,Fatty acid kinase subunit A,362.4297,290,1408.364,125,3.8858956647316707,0.5894911357286097,-,1644,OP_00234,,sense_only
421,MMSYN1_0421,JCVISYN3A_0421,,Uncharacterized protein,556.7573,228,1751.0191,105,3.1450312371297153,0.4976249633093306,-,312,OP_00234,,sense_only
422,MMSYN1_0422,JCVISYN3A_0422,rpmB,50S ribosomal protein L28,4509.5332,51,4124.8073,37,0.914686092121464,-0.0387279243486763,+,198,OP_00235,,sense_only
423,MMSYN1_0423,JCVISYN3A_0423,tRNA-Leu,,255.3528,346,2191.9385,85,8.583961092261374,0.9336877404753128,+,85,OP_00236,,sense_only
424,MMSYN1_0424,JCVISYN3A_0424,,Uncharacterized protein,22.4368,695,55.2898,486,2.4642462383227555,0.39168410227553435,+,444,OP_00237,,sense_only
425,MMSYN1_0425,JCVISYN3A_0425,pstS,Phosphate ABC transporter substrate-binding protein,93.6436,533,288.3637,372,3.0793743512637275,0.48846248812554394,+,1131,OP_00238,,sense_only
426,MMSYN1_0426,JCVISYN3A_0426,pstA,Phosphate ABC transporter permease,94.5913,528,146.7285,449,1.5511838826615132,0.19066328362381285,+,2091,OP_00238,,sense_only
427,MMSYN1_0427,JCVISYN3A_0427,pstB,Phosphate ABC transporter ATP-binding protein,196.4515,393,172.3596,435,0.8773646421635874,-0.056819871666496324,+,810,OP_00239,,sense_only
428,MMSYN1_0428,JCVISYN3A_0428,phoU,Phosphate transport system regulatory protein,122.3991,483,202.7414,423,1.6563961663116804,0.21916421666757224,+,675,OP_00239,,sense_only
429,MMSYN1_0429,JCVISYN3A_0429,ftsY,Signal recognition particle-docking protein,340.7304,300,358.8083,336,1.0530563166656102,0.022451597551207108,+,1230,OP_00239,,sense_only
430,MMSYN1_0430,JCVISYN3A_0430,,Uncharacterized DNA-binding protein,85.9334,550,344.3257,345,4.006890219635205,0.6028074438402938,+,336,OP_00239,,sense_only
431,MMSYN1_0431,JCVISYN3A_0431,,Uncharacterized metallophosphoesterase,460.7037,255,713.2357,219,1.5481440674342315,0.18981137287168087,+,774,OP_00239,,sense_only
432,MMSYN1_0432,JCVISYN3A_0432,metK,Methionine adenosyltransferase,176.5934,412,71.0525,482,0.40235082398322924,-0.39539510493475677,+,1164,OP_00240,,sense_only
433,MMSYN1_0433,JCVISYN3A_0433,cutC,Uncharacterized protein,126.7222,476,368.9302,330,2.9113304535432625,0.4640915032763909,+,684,OP_00240,,sense_only
434,MMSYN1_0434,JCVISYN3A_0434,rlmFO,23S rRNA (uridine(1939)-m5)-methyltransferase,170.9761,419,156.1464,445,0.9132644855041143,-0.03940343061386905,+,1317,OP_00240,,sense_only
435,MMSYN1_0435,JCVISYN3A_0435,manA,Mannose-6-phosphate isomerase,80.6164,557,181.3705,430,2.2497965674478144,0.352143249831746,+,930,OP_00241,,sense_only
437,MMSYN1_0437,JCVISYN3A_0437,yhaM,Putative 3'-5' exoribonuclease,467.3585,252,8276.0381,18,17.708115076541883,1.2481723355874037,+,981,OP_00242,OP_00243,both
438,MMSYN1_0438,JCVISYN3A_0438,hinT,Uncharacterized protein,345.2937,296,2447.5345,75,7.088268624652,0.8505401676816835,-,399,OP_00243,,sense_only
439,MMSYN1_0439,JCVISYN3A_0439,,Uncharacterized lipoprotein,1427.4653,134,696.8187,225,0.48815106048462265,-0.3114457628681466,-,2157,OP_00243,,sense_only
440,MMSYN1_0440,JCVISYN3A_0440,,Uncharacterized lipoprotein,1137.5472,155,974.1968,173,0.8564012113079792,-0.06732272710389632,-,2937,OP_00243,,sense_only
441,MMSYN1_0441,JCVISYN3A_0441,iscS,Cysteine desulfurase,4.6852,813,407.7689,314,87.03340305643302,1.939685965019927,+,1239,OP_00244,,sense_only
442,MMSYN1_0442,JCVISYN3A_0442,iscU,Iron-sulfur cluster assembly scaffold protein,0.3612,898,129.1921,459,357.6746954595792,2.5534882160477506,+,438,OP_00245,,sense_only
443,MMSYN1_0443,JCVISYN3A_0443,yggN,5-Formyltetrahydrofolate cyclo-ligase,0.3681,897,85.3497,476,231.86552567237163,2.365236181483013,+,564,OP_00246,,sense_only
444,MMSYN1_0444,JCVISYN3A_0444,,Uncharacterized peptidase,88.5518,543,141.6631,450,1.599776627917219,0.20405934763392092,+,1896,OP_00247,,sense_only
445,MMSYN1_0445,JCVISYN3A_0445,pgi,Glucose-6-phosphate isomerase,1208.05,148,1351.7064,132,1.1189159389098133,0.04879746039883975,+,1284,OP_00248,,sense_only
447,MMSYN1_0447,JCVISYN3A_0447,dut,dUTP diphosphatase,28.3345,677,8746.481,16,308.6866187862853,2.4895178037184604,+,504,OP_00248,,sense_only
448,MMSYN1_0448,JCVISYN3A_0448,,Uncharacterized rRNA methyltransferase,905.8964,169,13268.7806,10,14.647128082195714,1.1657524792755076,+,768,OP_00248,,sense_only
451,MMSYN1_0451,JCVISYN3A_0451,gapdh,Glyceraldehyde-3-phosphate dehydrogenase,470.9542,250,1970.88,92,4.184865534695306,0.6216815080931924,+,1416,OP_00250,,sense_only
452,MMSYN1_0452,JCVISYN3A_0452,parE,DNA topoisomerase IV subunit B,119.4368,487,326.6679,355,2.735069090933447,0.4369683015770006,+,1932,OP_00251,,sense_only
453,MMSYN1_0453,JCVISYN3A_0453,parC,DNA topoisomerase IV subunit A,79.8633,559,336.7203,349,4.216208195754496,0.6249220481330661,+,2697,OP_00251,,sense_only
475,MMSYN1_0475,JCVISYN3A_0475,ldh,L-lactate dehydrogenase,12183.8627,11,13626.2074,9,1.1183815621953783,0.048589998617261466,-,957,OP_00260,,sense_only
478,MMSYN1_0478,JCVISYN3A_0478,,Uncharacterized protein,1.1238,879,204.5368,421,182.00462715785727,2.260082429323423,-,585,,OP_00261,antisense_only
479,MMSYN1_0479,JCVISYN3A_0479,,Uncharacterized peptidase,8.3554,775,196.4502,424,23.511764846685978,1.3712852294826667,-,1647,OP_00262,,sense_only
481,MMSYN1_0481,JCVISYN3A_0481,,Uncharacterized lipoprotein,70.0269,574,284.2401,375,4.059013036418862,0.6084204461523885,-,438,OP_00264,,sense_only
482,MMSYN1_0482,JCVISYN3A_0482,rpsU,30S ribosomal protein S21,9608.15,16,3281.8981,57,0.34157440298080277,-0.4665146820717666,+,165,OP_00265,,sense_only
493,MMSYN1_0493,JCVISYN3A_0493,,Uncharacterized peptidase,1072.7736,159,2213.8836,84,2.06370067272349,0.3146467057402537,-,1350,OP_00272,,sense_only
494,MMSYN1_0494,JCVISYN3A_0494,nanE,N-acetylmannosamine-6-phosphate 2-epimerase,133.4326,464,280.6768,379,2.1035099368520136,0.3229445679383747,-,681,OP_00273,,sense_only
495,MMSYN1_0495,JCVISYN3A_0495,,Uncharacterized kinase,158.929,436,1359.2642,130,8.55265055465019,0.9321007279291029,-,876,OP_00274,,sense_only
499,MMSYN1_0499,JCVISYN3A_0499,rpmA,50S ribosomal protein L27,4533.8255,49,4877.366,33,1.0757727662875425,0.03172054570828268,-,282,OP_00275,,sense_only
500,MMSYN1_0500,JCVISYN3A_0500,prp%3BysxB,Maturation protease for ribosomal protein L27,1456.9774,130,7371.776,22,5.0596364775459115,0.7041193149688076,-,264,OP_00275,,sense_only
501,MMSYN1_0501,JCVISYN3A_0501,rplU,50S ribosomal protein L21,5248.4543,42,3173.7995,60,0.6047112766133831,-0.21845193262557205,-,303,OP_00275,,sense_only
503,MMSYN1_0503,JCVISYN3A_0503,,Uncharacterized protein,98.7937,521,398.0724,318,4.0293298054430595,0.6052328163638009,-,402,OP_00275,,sense_only
504,MMSYN1_0504,JCVISYN3A_0504,rsmI,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,15.5747,728,1068.8675,155,68.62844870206168,1.8365041820795271,-,888,OP_00275,,sense_only
505,MMSYN1_0505,JCVISYN3A_0505,,Uncharacterized lipoprotein,71.0176,571,1219.4475,145,17.17106041319335,1.2347971162079672,+,1074,OP_00276,,sense_only
506,MMSYN1_0506,JCVISYN3A_0506,tRNA-Leu,,2039.976,107,2301.3141,79,1.1281084189225756,0.05235084031851625,-,89,OP_00277,,sense_only
507,MMSYN1_0507,JCVISYN3A_0507,tRNA-Lys,,4494.4418,52,3111.1715,61,0.692226451792078,-0.15975180919120877,-,76,OP_00277,,sense_only
508,MMSYN1_0508,JCVISYN3A_0508,tRNA-Gln,,6485.2509,26,3687.8631,46,0.5686538819955292,-0.24515199173553562,-,75,OP_00277,,sense_only
509,MMSYN1_0509,JCVISYN3A_0509,tRNA-Tyr,,10233.5396,14,2602.4792,70,0.25430880240107734,-0.5946386073112959,-,84,OP_00277,,sense_only
510,MMSYN1_0510,JCVISYN3A_0510,tRNA-Thr,,12179.7102,12,851.0636,190,0.06987552134040102,-1.155674938827671,-,76,OP_00277,,sense_only
511,MMSYN1_0511,JCVISYN3A_0511,,Uncharacterized protein,11.4383,750,2285.3309,80,199.79637708400725,2.3005876088815085,-,624,OP_00277,,sense_only
512,MMSYN1_0512,JCVISYN3A_0512,plsC,Acyl-phosphate glycerol 3-phosphate acyltransferase,89.7064,542,754.5671,211,8.411519133528934,0.9248744371450279,-,939,OP_00278,,sense_only
513,MMSYN1_0513,JCVISYN3A_0513,acpS,ACP synthase,16.6797,719,490.6022,286,29.413130931611477,1.4685412561952447,-,333,OP_00279,,sense_only
515,MMSYN1_0515,JCVISYN3A_0515,dctD,Cytidine deaminase,714.313,190,809.1693,196,1.132793747278854,0.054150843161914645,-,483,OP_00280,,sense_only
516,MMSYN1_0516,JCVISYN3A_0516,,Uncharacterized protein,155.6757,439,817.0366,193,5.248324561893732,0.7200206844241926,-,1302,OP_00280,,sense_only
517,MMSYN1_0517,JCVISYN3A_0517,rluD,Uncharacterized RNA pseudouridine synthase,131.3778,467,349.1071,340,2.6572761912591014,0.4244366963395144,-,933,OP_00280,,sense_only
518,MMSYN1_0518,JCVISYN3A_0518,lspA,Lipoprotein signal peptidase,25.5432,683,232.4979,408,9.102144602085877,0.9591437306857693,-,609,OP_00280,,sense_only
519,MMSYN1_0519,JCVISYN3A_0519,ileRS,Isoleucine--tRNA ligase,51.1672,604,86.9757,475,1.6998330962022545,0.23040628081541292,-,2748,OP_00280,,sense_only
520,MMSYN1_0520,JCVISYN3A_0520,,Uncharacterized hydrolase,110.4757,498,2332.3888,77,21.112233731037687,1.3245341852613501,-,990,OP_00281,,sense_only
521,MMSYN1_0521,JCVISYN3A_0521,sepF,Cell division protein,676.0818,194,2029.8954,88,3.0024405330834227,0.4774744144398121,-,417,OP_00281,,sense_only
522,MMSYN1_0522,JCVISYN3A_0522,ftsZ,Cell division protein,2999.8256,81,1765.6397,104,0.5885807828295084,-0.2301939217256159,-,1158,OP_00281,,sense_only
523,MMSYN1_0523,JCVISYN3A_0523,ftsA,Cell division protein,7.3008,779,264.2189,387,36.190403791365334,1.5585934287391332,-,1161,OP_00282,,sense_only
524,MMSYN1_0524,JCVISYN3A_0524,rsmH%3B mraW,16S rRNA (cytosine(1402)-N(4))-methyltransferase,58.777,594,716.9341,217,12.19752794460418,1.0862718217565106,-,927,OP_00282,,sense_only
525,MMSYN1_0525,JCVISYN3A_0525,mraZ,Cell division/cell wall cluster transcriptional repressor,137.334,459,1497.4792,122,10.903921825622206,1.0375827292148596,-,402,OP_00282,,sense_only
526,MMSYN1_0526,JCVISYN3A_0526,rpmF,50S ribosomal protein L32,23712.2102,5,7455.4926,21,0.31441576036636176,-0.5024956926943536,-,180,OP_00282,,sense_only
527,MMSYN1_0527,JCVISYN3A_0527,,Uncharacterized protein,4166.9377,53,3319.1036,56,0.7965330511180908,-0.09879619899605155,-,519,OP_00282,,sense_only
528,MMSYN1_0528,JCVISYN3A_0528,pheRS,Phenylalanine--tRNA ligase subunit beta,21.9721,699,1153.2537,148,52.4871860222737,1.7200532897093097,-,2385,OP_00283,,sense_only
529,MMSYN1_0529,JCVISYN3A_0529,pheS,Phenylalanine--tRNA ligase subunit alpha,117.7526,491,3266.3928,58,27.739453736053388,1.443097904402962,-,1053,OP_00283,,sense_only
532,MMSYN1_0532,JCVISYN3A_0532,rrfB,,26088.7496,3,184.3469,427,0.007066145477512652,-2.1508174255721886,-,109,OP_00286,,sense_only
533,MMSYN1_0533,JCVISYN3A_0533,rrlB,,3440.3515,66,388.8092,324,0.11301438239668242,-0.9468662839674804,-,2895,OP_00286,,sense_only
534,MMSYN1_0534,JCVISYN3A_0534,rrsB,,1843.8823,114,253.6053,395,0.13753876806561893,-0.8615748699510987,-,1524,OP_00286,,sense_only
535,MMSYN1_0535,JCVISYN3A_0535,argRS,Arginine--tRNA ligase,164.66,429,550.0649,266,3.3406103485971093,0.5238258221442864,-,1665,OP_00287,,sense_only
536,MMSYN1_0536,JCVISYN3A_0536,frr,Ribosome recycling factor,556.318,229,344.9596,344,0.620076287303305,-0.20755487644249404,-,549,OP_00287,,sense_only
537,MMSYN1_0537,JCVISYN3A_0537,pyrH,UMP kinase,811.5695,183,259.6422,393,0.3199260198910876,-0.49495043689127693,-,714,OP_00287,,sense_only
538,MMSYN1_0538,JCVISYN3A_0538,,Uncharacterized protein,451.301,260,2625.3141,68,5.8172131238353115,0.764714975232113,-,606,OP_00287,OP_00288,both
539,MMSYN1_0539,JCVISYN3A_0539,tsf,Translation elongation factor Ts,1676.7084,120,1846.6731,97,1.1013680733036226,0.04193248290517886,-,888,OP_00287,OP_00288,both
540,MMSYN1_0540,JCVISYN3A_0540,rpsB,30S ribosomal protein S2,2582.4418,89,1028.8296,162,0.39839410901728745,-0.3996870920359905,-,879,OP_00287,OP_00288,both
541,MMSYN1_0541,JCVISYN3A_0541,dnaJ,Molecular chaperone,243.5538,355,1068.3788,157,4.386623407230764,0.6421303517101877,-,1119,OP_00289,,sense_only
542,MMSYN1_0542,JCVISYN3A_0542,dnaK,Molecular chaperone,553.0861,230,992.987,165,1.7953569977621928,0.25415081878758106,-,1776,OP_00289,,sense_only
543,MMSYN1_0543,JCVISYN3A_0543,grpE,Nucleotide exchange factor,91.1416,538,1310.5332,136,14.379089241356308,1.1577313790941843,-,603,OP_00290,,sense_only
544,MMSYN1_0544,JCVISYN3A_0544,hrcA,Heat-inducible transcription repressor,42.7785,631,1659.0294,109,38.781850696027206,1.5886285300622924,-,1023,OP_00290,,sense_only
545,MMSYN1_0545,JCVISYN3A_0545,clpB,ATP-dependent Clp protease subunit B,222.2196,375,3372.6575,55,15.177137840226512,1.1811898784504222,-,2142,OP_00290,,sense_only
548,MMSYN1_0548,JCVISYN3A_0548,,tRNA (cytidine(34)-2'-O)-methyltransferase,583.0503,213,1276.3032,138,2.189010450727836,0.34024783497249855,-,546,OP_00291,,sense_only
549,MMSYN1_0549,JCVISYN3A_0549,rgdB,Non-canonical purine NTP pyrophosphatase,36.6506,641,787.5257,203,21.487389019552207,1.3321836466086379,-,603,OP_00291,,sense_only
592,MMSYN1_0592,JCVISYN3A_0592,,Uncharacterized protein,1.0329,883,159.9135,443,154.81992448446124,2.1898268512876315,-,1473,OP_00326,,sense_only
