locus_tag,gene_name,gene_product,essentiality,protein_length,exp_ptn_cnt_2019,localization,protein_mw_Da,iBAQ_rep1,iBAQ_rep2,iBAQ_rep3,iPM_rep1,iPM_rep2,iPM_rep3,iPM_mean,iPM_CV,copy_number_2026
JCVISYN3A_0248,,Uncharacterized protein,Nonessential,186,14,trans-membrane,22659.645800000028,1149527.1,1591048.5,1131312.1,112.26412033494107,156.73661330787564,105.59217709215132,124.86430357832268,0.22266643869070277,12.531497039105084
JCVISYN3A_0249,,Uncharacterized protein,Essential,192,53,trans-membrane,22964.71620000003,4158827.0,3691499.8,3885153.7,406.1557615998805,363.6552730345431,362.6248119512086,377.478615528544,0.06580632624894137,37.88410312042666
JCVISYN3A_0250,,Uncharacterized protein,Nonessential,229,262,cytoplasm,27471.587200000038,15580020.1,14717054.8,15138229.1,1521.5624332190173,1449.7995046778367,1412.9421651096618,1461.434701002172,0.03779640676682788,146.67093880010697
JCVISYN3A_0253,greA,Transcription elongation factor,Essential,157,396,cytoplasm,17475.859300000004,99333739.1,95283411.7,94198195.8,9701.045620970606,9386.514147292188,8792.085378274256,9293.215048845683,0.049671364771697826,932.6756609452183
JCVISYN3A_0254,uvrC,Excinuclease ABC subunit C,Quasiessential,584,58,cytoplasm,68804.81700000016,2920526.5,2907593.8,2903267.5,285.2219303376008,286.43149790026933,270.97945474629626,280.8776276613888,0.030594737604068764,28.18913859701868
JCVISYN3A_0257,rnjB,RNase J family beta-CASP ribonuclease,Essential,583,335,peripheral membrane,65649.83610000019,17131140.0,17571641.3,16979373.8,1673.0465618728974,1731.0091726448297,1584.7872971600268,1662.947677225918,0.04427811760891783,166.89496754588157
JCVISYN3A_0259,nadK,NAD(+) kinase,Essential,265,-,cytoplasm,30587.94850000002,6428977.5,6784773.9,6672522.2,627.8612341463099,668.3784203596983,622.786714465187,639.6754563237317,0.039061452345111776,64.1984206629627
JCVISYN3A_0260,valRS,Valine--tRNA ligase,Essential,872,225,cytoplasm,103209.81010000064,7632929.7,7846113.4,8292631.1,745.4405714740832,772.9325925297321,774.0012430443212,764.1248023493789,0.02118742685409775,76.68827217813752
JCVISYN3A_0262,rpe,Ribulose-phosphate 3-epimerase,Quasiessential,225,209,cytoplasm,,12565460.9,11586422.3,12335514.8,1227.1571627511842,1141.3961244153445,1151.347946587377,1173.300411251302,0.03997781824231359,117.75351488148652
JCVISYN3A_0263,rsgA; engC,Ribosome small subunit-dependent GTPase A,Quasiessential,300,-,cytoplasm,35135.348100000025,1064056.0,1088442.7,897193.3,103.91691577094272,107.22414972119334,83.74045837527207,98.29384128913604,0.12932260233391207,9.864860859168058
JCVISYN3A_0264,prkC; stkP,Uncharacterized serine/threonine protein kinase,Quasiessential,371,1,trans-membrane,43823.206099999996,18806.4,16965.7,28128.1,1.8366543534876523,1.6713169714169154,2.625365110534698,2.044445478479755,0.24937717586527022,0.2051824398644917
JCVISYN3A_0270,tsaE; yjeE,tRNA (N6-adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase,Essential,138,10,cytoplasm,16266.698999999991,5825471.7,6852233.0,5915622.5,568.922173245497,675.0239191429204,552.1407033747051,598.6955985877075,0.11129642257312326,60.08564422353931
JCVISYN3A_0271,tsaB; yeaZ,tRNA N6-adenosine(37)-N6-threonylcarbamoyltransferase complex dimerization subunit,Essential,187,67,cytoplasm,21881.10500000001,3540802.2,3899187.3,3815362.9,345.7987586921823,384.1148852816741,356.1108159345453,362.00815330280057,0.054769860920644904,36.33147321724633
JCVISYN3A_0281,,Uncharacterized protein,Essential,226,20,cytoplasm,27570.102000000043,2097074.7,2361180.4,2406314.4,204.8026936225866,232.60348085236566,224.5958266195454,220.6673336981659,0.06485185553633989,22.14637778467419
JCVISYN3A_0282,proRS,Proline--tRNA ligase,Essential,474,218,cytoplasm,55402.86310000002,12634536.7,11764900.2,11724860.2,1233.9031837222708,1158.9782544360833,1094.351872148381,1162.4111034355785,0.06008112004218122,116.66065387365616
JCVISYN3A_0283,rnhA,Double-stranded RNA binding RNase HI,Essential,205,38,cytoplasm,23936.738700000027,3228695.8,3403010.6,3713692.4,315.31809368923865,335.23576213723334,346.6212953671904,332.39171706455414,0.047667288808463056,33.35914027346285
JCVISYN3A_0285,lepA; EF4,Elongation factor 4,Quasiessential,600,147,cytoplasm,67834.74070000014,10419527.0,9757945.6,10103326.2,1017.5828242423928,961.2700971632772,943.0043303966889,973.9524172674529,0.039912742882990127,97.7467657564801
JCVISYN3A_0286,,Uncharacterized protein,Essential,268,13,cytoplasm,,402724.7,380882.8,375762.0,39.33055095669606,37.52134528848173,35.07213230416342,37.308009516447065,0.05728555344339983,3.744266354691193
JCVISYN3A_0287,aspRS,Aspartate--tRNA ligase,Essential,574,188,cytoplasm,66594.90080000015,6854364.7,6891100.3,7150190.8,669.4050305559323,678.8527961195939,667.3704039727596,671.8760768827619,0.009119332998422673,67.43010473622323
JCVISYN3A_0288,hisRS,Histidine--tRNA ligase,Essential,414,252,cytoplasm,48432.16349999994,13806713.7,13542460.7,13149556.2,1348.3793189798478,1334.0884492037815,1227.327336951135,1303.2650350449214,0.05075791982978464,130.79688477652266
JCVISYN3A_0289,rbfA,Ribosome-binding factor A,Quasiessential,117,194,cytoplasm,13781.867399999981,40502613.4,32774662.8,45275898.6,3955.5311611333013,3228.6819978018375,4225.872509431734,3803.3618894556244,0.13559499225293972,381.708918325579
JCVISYN3A_0290,truB,tRNA pseudouridine(55) synthase,Quasiessential,292,5,cytoplasm,33338.857300000025,116165.6,120613.8,120380.0,11.344864246506786,11.881849315211605,11.235790970814485,11.487501510844291,0.030105962327168587,1.1528962805575773
JCVISYN3A_0291,ribF,FAD synthetase,Essential,184,68,cytoplasm,21308.542699999998,1572746.7,1472215.6,1964170.7,153.5962264701558,145.03020316666786,183.32789014951294,160.65143992877887,0.12511562827532752,16.12312715565385
JCVISYN3A_0294,rpsO,30S ribosomal protein S15,Quasiessential,88,96,cytoplasm,10256.009399999992,2934203.1,6080355.6,3200084.6,286.5576026050688,598.9850997323941,298.6831837059519,394.74196201447165,0.4483526898120933,39.616668546843734
JCVISYN3A_0296,,Uncharacterized protein,Essential,214,10,trans-membrane,25345.91080000003,2919944.2,2961774.4,3662925.4,285.1650622591788,291.768911405256,341.8829052673786,306.2722929772711,0.10126921718729592,30.737770704796613
JCVISYN3A_0297,infB,Translation initiation factor IF-2,Essential,620,460,cytoplasm,68757.46830000021,30720703.9,31398433.6,30789169.2,3000.2187851018853,3093.1075612316095,2873.7387381312465,2989.0216948215807,0.03683888323809789,299.98098291544295
JCVISYN3A_0298,-/ylxR,Uncharacterized L7Ae family protein/Transcription Termination Nucleic Acid Binding,Quasiessential,99,12,cytoplasm,11177.346899999988,2804809.6,2654202.9,3137931.6,273.9208866419921,261.46957404374666,292.88206959888225,276.09084342820705,0.05729372469870115,27.708732502355087
JCVISYN3A_0299,ylxR/ylxQ,Uncharacterized protein,Quasiessential,93,53,cytoplasm,10834.476199999988,10231893.0,9951494.6,10361992.3,999.2582749952055,980.3369042210924,967.1471965774151,982.2474585979044,0.01643228490747678,98.57926377947673
JCVISYN3A_0300,nusA,Transcription termination/antitermination protein NusA,Essential,584,464,cytoplasm,67531.56300000014,17878352.2,18690702.4,19068120.7,1746.0201527839217,1841.2495876281478,1779.7426349182654,1789.0041251101118,0.02699017431770517,179.5461092905677
JCVISYN3A_0301,rimP,Ribosome assembly cofactor,Quasiessential,164,140,cytoplasm,19515.1684,9228671.6,9212777.0,9884658.8,901.2825352565008,907.5647072610864,922.594783972603,910.48067549673,0.012028000478161412,91.37668302448668
JCVISYN3A_0302,fre,Flavin reductase,Essential,216,160,cytoplasm,24696.30290000001,4922329.9,4956036.6,4540597.7,480.72032074918326,488.2267210043432,423.8013510530073,464.2494642688446,0.07588503863750787,46.592505785625896
JCVISYN3A_0303,polC,PolC-type DNA polymerase III,Essential,1482,104,cytoplasm,170995.76500000004,1643374.3,1613254.5,1621038.0,160.4937979892336,158.92416022119394,151.301247082133,156.90640176418682,0.031338690039401554,15.747271660320209
JCVISYN3A_0304,cdsA,Phosphatidate cytidylyltransferase,Essential,342,1,trans-membrane,39789.291700000045,930147.9,847277.0,891940.1,90.8392988515823,83.46654895413745,83.25014555646594,85.85199778739523,0.0503247989212262,8.616185933389335
JCVISYN3A_0305,pepP,Prolidase ,Quasiessential,358,413,cytoplasm,40671.88269999998,76551005.9,70927044.6,73569320.2,7476.0580573684465,6987.131292691988,6866.66808134341,7109.952477134615,0.04539090220423359,713.5614091620848
JCVISYN3A_0308,trpRS,Tryptophan--tRNA ligase,Essential,336,27,cytoplasm,38423.304899999974,3247925.5,3427792.0,3118310.6,317.1960880008167,337.6770156307804,291.0507234065052,315.3079423460341,0.07411935566536289,31.644596835773434
JCVISYN3A_0314,ecfS,Uncharacterized ECF transporter S component,Essential,244,150,trans-membrane,27242.756600000044,7596988.5,6898711.3,7731141.4,741.9305131189717,679.6025673326565,721.5940250557406,714.3757018357896,0.04449306703566124,71.69540641972537
JCVISYN3A_0315,-/ynzC-like,Uncharacterized protein/DNA Damage Control,Quasiessential,50,6,cytoplasm,6090.989299999998,904103.2,118724.3,660709.8,88.29574391069622,11.695711789645772,61.6680279545493,53.88649455163043,0.7216719454611294,5.408098452236449
JCVISYN3A_0316,tkt,Transketolase,Quasiessential,656,148,cytoplasm,72952.1974000003,15254005.1,14656024.3,15852148.6,1489.7234385654801,1443.787297081094,1479.5765750779988,1471.0291035748578,0.016404465933077744,147.63384191962166
JCVISYN3A_0317,,Uncharacterized protein,Essential,81,19,trans-membrane,8896.838399999993,19434781.1,33536988.2,30786886.0,1898.0227643990631,3303.779835130223,2873.525633313631,2691.776077614306,0.26758789218044426,270.149137742948
JCVISYN3A_0325,,Uncharacterized protein,Essential,499,10,trans-membrane,58071.1841,770304.0,768995.8,702308.8,75.22876228884594,75.75494860149172,65.55071335573646,72.17814141535804,0.07960232462246428,7.243865056015057
JCVISYN3A_0326,,Uncharacterized protein,Nonessential,253,35,cytoplasm,30591.18610000003,2274772.7,2626724.0,2271320.6,222.15688184074895,258.76258571282796,211.9960416124351,230.97183638867068,0.10649724974993402,23.180547209040636
JCVISYN3A_0327,scpA,Chromosome segregation protein A,Essential,278,1,cytoplasm,32796.19450000005,777313.5,757261.3,790600.4,75.9133180087483,74.5989651171031,73.79150054695398,74.76792789093513,0.014323684585940619,7.503778422930618
JCVISYN3A_0328,scpB,Chromosome segregation protein B,Essential,209,31,cytoplasm,24335.15030000001,5181598.5,4876931.0,5495329.0,506.04078627754853,480.4339077508896,512.9121777691892,499.7956239325424,0.034246207919118685,50.159951258925425
JCVISYN3A_0329,rluB,Uncharacterized pseudouridine synthase,Quasiessential,252,109,cytoplasm,29618.129800000035,4553374.1,4262629.3,4464760.4,444.6876788658605,419.9181107734432,416.7229987470516,427.1095961287851,0.03583778744100828,42.8651142550435
JCVISYN3A_0330,dgk,Deoxyguanosine kinase,Nonessential,205,63,cytoplasm,24277.62680000002,7636712.5,7819961.7,8074762.9,745.8100040123879,770.3563486941459,753.6662907732829,756.6108811599389,0.016567695787004812,75.93416809523224
JCVISYN3A_0332,,Uncharacterized protein,Quasiessential,275,31,trans-membrane,32823.485300000044,2698825.2,2958699.0,2922973.4,263.5703299346065,291.46594906277113,272.81872516739423,275.9516680549239,0.051491820197087854,27.69476473311894
JCVISYN3A_0338,,Uncharacterized lipoprotein,Essential,239,109,lipoprotein,25615.330400000017,39552175.0,40211892.9,37030917.5,3862.710269039023,3961.3348731009833,3456.3187280900156,3760.1212900766745,0.07118974843962633,377.3692517630971
JCVISYN3A_0344,ppa,Inorganic diphosphatase,Essential,186,190,cytoplasm,21453.146200000007,92209210.1,89282168.9,97499548.5,9005.25603846683,8795.322570096223,9100.220524130162,8966.933044231073,0.01739946134219671,899.9296970663064
JCVISYN3A_0345,ecfS,Uncharacterized ECF transporter S component,Essential,296,10,trans-membrane,34038.25330000001,4907581.3,5112863.9,5201962.8,479.2799557458946,503.676017412478,485.53054210627045,489.4955050882143,0.025888125697405277,49.12622180141748
JCVISYN3A_0346,,Uncharacterized protein,Nonessential,231,34,trans-membrane,27427.314300000042,2163094.4,2046220.8,2185904.7,211.25025240156333,201.57633049660774,204.0236608350303,205.61674791106714,0.024462376782667362,20.635887069371243
JCVISYN3A_0347,cmk,Cytidylate kinase,Quasiessential,220,66,cytoplasm,25458.192200000034,3576432.9,3708061.7,4029499.6,349.27849326513683,365.28681105236205,376.0974848195762,363.5542630456917,0.03711462078563667,36.48664222159687
JCVISYN3A_0348,engA,Ribosome biogenesis GTPase,Essential,435,34,cytoplasm,49682.006499999945,7136788.3,7027071.3,7283484.7,696.9868396457982,692.2475066190445,679.8115270669999,689.6819577772809,0.012861611122813404,69.21711941787208
JCVISYN3A_0350,hupA,DNA-binding protein,Essential,90,28,cytoplasm,10011.538099999992,2019366.0,2261222.3,2130997.3,197.2135738464005,222.75645603402106,198.89882224763286,206.28961737601813,0.06925008258701744,20.703416871453136
JCVISYN3A_0352,-/dnaD-like,Uncharacterized protein/DNA Replication Machinery,Essential,182,11,cytoplasm,21528.126800000016,423927.1,384269.1,412819.6,41.40120138763374,37.85493486393746,38.53094147080285,39.26235924079135,0.047956319824322274,3.940406701308623
JCVISYN3A_0353,gpsB,Cell division DivIVA/GpsB protein ,Quasiessential,125,69,cytoplasm,,22548354.7,22042705.2,25741245.6,2202.0978934691784,2171.460493625367,2402.585603007128,2258.714663367224,0.05557764921830589,226.6866935145712
JCVISYN3A_0359,rny,Ribonuclease Y,Essential,509,206,trans-membrane,57612.29530000004,9424367.7,9249128.2,9236298.5,920.3944383334084,911.1457193909349,862.0794092876505,897.8731890039979,0.03490621843836854,90.1113840148692
JCVISYN3A_0360,ffh,Signal recognition particle protein,Essential,447,365,peripheral membrane,50104.88060000003,25081734.4,24548974.8,26986599.6,2449.510628231932,2418.3569327599907,2518.8219979952305,2462.2298529957175,0.020885977163100512,247.11166625021482
JCVISYN3A_0361,rlmH,23S rRNA (pseudouridine(1915)-N3)-methyltransferase,Nonessential,155,123,cytoplasm,18386.4444,6751813.6,8581772.5,6698272.2,659.3897738204621,845.4034919920173,625.1901171691119,709.9944609938638,0.16691375431916153,71.25570103504143
JCVISYN3A_0362,rpsP,30S ribosomal protein S16,Essential,92,225,cytoplasm,10565.265699999987,7495875.2,8430123.5,7340586.4,732.0556735621983,830.4643178112642,685.1411728991827,749.2203880908818,0.09899161128668521,75.19245137269175
JCVISYN3A_0363,rimM,16S rRNA processing protein,Essential,164,5,cytoplasm,19034.059099999995,1773489.0,1612705.5,1847887.4,173.20094716226725,158.87007739423672,172.47446888188946,168.18183114613115,0.047998002242681484,16.87888418579946
JCVISYN3A_0364,trmD,tRNA (guanosine(37)-N1)-methyltransferase,Essential,240,25,cytoplasm,27663.36050000004,495150.6,580420.2,489412.7,48.356969176558145,57.178078759685725,45.67983714621979,50.40496169415456,0.11936295699468216,5.058688593335988
JCVISYN3A_0365,rplS,50S ribosomal protein L19,Essential,127,204,cytoplasm,14475.79249999998,133011864.1,130910936.3,139081324.4,12990.089504890513,12896.235910234693,12981.298296248882,12955.874570458029,0.004000911181549647,1300.263559447729
JCVISYN3A_0366,ylqF; rbgA,L16-binding dependent 50S subunit-maturation GTPase,Essential,316,146,cytoplasm,36079.45530000002,13929288.3,15105057.4,14669117.2,1360.3500934351935,1488.0222323185405,1369.1571239872026,1405.8431499136457,0.05072064707331215,141.0917192962065
JCVISYN3A_0371,ywjA,Flippase A,Essential,623,175,trans-membrane,70965.61080000023,6072247.7,6341648.9,6127487.7,593.022597289241,624.7255010602222,571.9153594736403,596.5544859410346,0.04455860768632988,59.87076017723266
JCVISYN3A_0372,ywjA,Flippase B,Essential,617,65,trans-membrane,69780.53960000016,7637390.4,7432548.5,7969765.5,745.8762084952358,732.1916837459896,743.8662505765808,740.644714272602,0.009976713327716767,74.33178881355853
JCVISYN3A_0373,,Uncharacterized protein,Essential,535,48,cytoplasm,63907.065200000136,1425508.6,1552733.1,1445951.6,139.2167866324277,152.96210484158027,134.95937806541585,142.37942317980796,0.06608285431373313,14.289330648355195
JCVISYN3A_0375,,Uncharacterized protein,Nonessential,246,53,cytoplasm,29177.35860000003,1499368.8,1435184.7,1674702.3,146.43005753379472,141.38223275360838,156.31005965394795,148.0407833137837,0.05129089153048022,14.857509989632847
JCVISYN3A_0376,,Uncharacterized protein,Quasiessential,114,8,cytoplasm,12427.072899999992,810285.7,564758.3,668064.4,79.13342045653552,55.63520111392785,62.35447710120116,65.70769955722152,0.1841895459297547,6.594485524289415
JCVISYN3A_0377,obgE,Ribosome GTPase,Essential,433,150,cytoplasm,48380.94279999993,8698793.5,8172172.1,8825782.6,849.5340390433624,805.0531321472035,823.7634860230236,826.1168857378633,0.027034483864456546,82.90985502582029
JCVISYN3A_0378,nadE,NAD(+) synthase,Essential,245,251,cytoplasm,27740.69920000003,5407317.2,4610649.3,5177544.7,528.0847305209217,454.2020915341849,483.2514536571556,488.512758570754,0.07619301201166415,49.02759245162881
JCVISYN3A_0379,,Uncharacterized protein,Essential,92,-,trans-membrane,10757.588799999994,14163.5,25121.0,15620.0,1.3832234736909967,2.474708007271396,1.4579087470021785,1.7719467426548572,0.3441151133442762,0.1778342146048393
JCVISYN3A_0380,nadD,Nicotinate (nicotinamide) nucleotide adenylyltransferase,Essential,365,65,cytoplasm,43540.649300000005,1552019.8,1621378.7,1598787.0,151.57201390851176,159.72448754863606,149.22442713785992,153.5069761983359,0.03590050399940324,15.406102165177847
JCVISYN3A_0381,mtnN,5'-Methylthioadenosine nucleosidase,Nonessential,219,15,cytoplasm,25285.13070000002,414871.1,410704.4,385430.9,40.51678215667066,40.45911656787526,35.974589018881055,38.98349591447566,0.06684750197837945,3.912419719858412
JCVISYN3A_0382,dnk,Deoxynucleoside kinase,Nonessential,212,23,cytoplasm,25312.488800000036,1295445.2,1457536.7,1226418.2,126.51464747557651,143.58416234950545,114.46900264165602,128.189270822246,0.11412531779895657,12.865193828165461
JCVISYN3A_0387,mnmA,tRNA 2-thiouridine(34) synthase,Essential,375,72,cytoplasm,43241.85690000001,1575582.7,1441974.8,1499596.7,153.87319344663675,142.0511358561988,139.96639858550589,145.2969092961138,0.05161890930106411,14.582132254421765
JCVISYN3A_0388,,Uncharacterized protein,Essential,205,86,trans-membrane,24220.056700000023,18803682.0,19482430.7,16468528.5,1836.388910525002,1919.2439494606135,1537.1070262743065,1764.2466287533073,0.11394309801061772,177.06142404906998
JCVISYN3A_0389,,Uncharacterized protein,Quasiessential,714,74,cytoplasm,85234.78980000045,2424929.2,2460273.3,2434992.1,236.8213359324129,242.3652734997023,227.27248921070446,235.48636621427326,0.032419872338750724,23.633629599453393
JCVISYN3A_0390,fmt,Methionyl-tRNA formyltransferase,Quasiessential,317,128,cytoplasm,35953.567099999986,2869019.4,2945610.5,2929833.4,280.19168853425066,290.176580974193,273.45901031492525,281.27575994112294,0.0299042603269512,28.2290955209888
JCVISYN3A_0391,efp,Elongation factor P,Quasiessential,184,115,cytoplasm,20474.252100000005,14530920.2,12318562.1,13985557.2,1419.1061471367016,1213.5203322694138,1305.3563491408,1312.6609428489717,0.07845695162886594,131.73986677739774
JCVISYN3A_0392,,Uncharacterized protein,Quasiessential,100,98,unidentified,11460.211999999985,17563914.5,19520871.5,17680776.8,1715.3118103789081,1923.0308112720827,1650.2534667422017,1762.8653627977308,0.08081763624897814,176.92279891973774
JCVISYN3A_0394,lon,Endopeptidase La,Quasiessential,786,757,cytoplasm,89189.24420000057,54859324.9,50922146.5,54890583.2,5357.623889047269,5016.418283149441,5123.268974092883,5165.770382096532,0.03378551311258179,518.4414952295289
JCVISYN3A_0398,,Uncharacterized lipoprotein,Quasiessential,820,-,lipoprotein,95431.86850000068,2541565.3,2524793.6,2622183.9,248.21214974254246,248.72126661468792,244.74422817274558,247.22588150999198,0.008753929266563942,24.81181821663932
JCVISYN3A_0399,,Uncharacterized efflux ABC transporter permease,Quasiessential,1753,59,trans-membrane,,1767744.6,1856253.8,1794853.4,172.63994254319212,182.86239171959545,167.524486008105,174.34227342363087,0.04479333386339616,17.497151872782084
JCVISYN3A_0400,thiJ/thiJ-like,Uncharacterized protease/Protein deglycase,Quasiessential,183,40,cytoplasm,20221.291499999996,1782162.3,855269.2,1696703.3,174.04799147718688,84.25387276034398,158.36354559138678,138.88846994297253,0.3453162893819673,13.938975351465906
JCVISYN3A_0401,,Uncharacterized peptidase,Nonessential,615,-,trans-membrane,,15900.9,16944.0,16147.6,1.5528999281825235,1.6691792713350002,1.5071528350251202,1.5764106781808813,0.05298915925672513,0.15821003425247088
JCVISYN3A_0402,ybeY,rRNA maturation RNase,Essential,164,64,cytoplasm,19716.036000000007,2110997.6,2215236.2,2178439.9,206.16241982739842,218.22629521664985,203.32692605816587,209.2385470340714,0.03781178261593546,20.99937418046294
JCVISYN3A_0403,era,Ribosome GTPase,Essential,301,46,cytoplasm,34504.378400000016,3492894.7,4098021.6,4092368.1,341.1200579073585,403.7023552999936,381.96538085420525,375.59593135385245,0.08459523867849061,37.69515519468166
JCVISYN3A_0404,recO,DNA repair protein,Nonessential,249,9,cytoplasm,28886.28490000005,463591.3,439577.6,470939.7,45.274852145227165,43.303459517421395,43.95564071322547,44.177984125291346,0.022733675793153992,4.433743362949662
JCVISYN3A_0405,glyRS,Glycine--tRNA ligase,Essential,456,104,cytoplasm,53408.33620000002,6606624.4,6207384.2,5968306.5,645.2104318805167,611.4988807750468,557.0580186389217,604.5891104314951,0.07357156204098854,60.67712252521445
JCVISYN3A_0406,dnaG,DNA primase,Essential,612,60,cytoplasm,70583.10960000019,1522094.4,1507371.8,1504171.6,148.64946540428662,148.49349402472424,140.39340157696944,145.8454536686601,0.032378517712236966,14.637184675196849
JCVISYN3A_0407,rpoD,RNA polymerase subunit sigma,Essential,506,227,cytoplasm,58279.752000000095,19245013.3,19747788.9,20694904.4,1879.4898258238031,1945.3847902844311,1931.5801628126676,1918.8182596403005,0.018111032583829123,192.5743759438842
JCVISYN3A_0408,trmK; yqfN,tRNA (m1A22) methyltransferase ,Quasiessential,225,19,cytoplasm,26405.001300000047,692651.3,745796.6,740416.7,67.64511153617289,73.4695600420279,69.10755335188783,70.0740749766962,0.043241777773158345,7.032699001421781
JCVISYN3A_0409,folE/yqfO-like,Uncharacterized protein/GTP cyclohydrolase,Quasiessential,258,88,cytoplasm,30392.888600000028,2872875.8,2853122.1,2979861.4,280.56830893202954,281.06540769049724,278.128425090535,279.92071390435393,0.005615668203670448,28.093101846968345
JCVISYN3A_0410,cshB,Degradosome RNA helicase ,Quasiessential,453,120,peripheral membrane,52710.70409999992,6974496.1,7263872.1,7282736.1,681.1371993282952,715.5751144327571,679.7416557169355,692.1513231593293,0.029325372698555424,69.46494721242024
JCVISYN3A_0411,,Uncharacterized protein,Nonessential,504,83,trans-membrane,58075.25460000008,1678930.0,1635176.3,1592738.4,163.9662079771261,161.08371015924584,148.65987484291003,157.90326432642732,0.05151077190020565,15.847317709424031
JCVISYN3A_0412,secDF,Preprotein translocase subunit DF,Essential,1384,215,trans-membrane,159057.6428000012,11165162.6,11262635.3,11594686.1,1090.4024426092988,1109.4993734281074,1082.2019387922264,1094.0345849432108,0.012802604725738314,109.79832321168323
JCVISYN3A_0413,apt,Adenine phosphoribosyltransferase,Essential,170,363,cytoplasm,19279.250300000003,42154596.0,44003457.1,45189538.9,4116.865655463735,4334.847642728927,4217.812038111729,4223.175112101464,0.025831254399161705,423.84176178682935
JCVISYN3A_0414,relA,"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",Quasiessential,754,122,cytoplasm,87158.44690000056,7766808.5,7305911.6,7637074.2,758.5153269222127,719.7164896674884,712.8141663050362,730.3486609649125,0.033731801611401505,73.29846737706931
JCVISYN3A_0415,smc,Chromosome segregation protein,Essential,988,202,cytoplasm,112790.70900000079,4795546.7,4617948.5,5348843.4,468.3385296446074,454.9211468539044,499.23979380312886,474.1664901005469,0.04793009403994575,47.58778767392597
JCVISYN3A_0416,,Uncharacterized protein,Quasiessential,129,0,cytoplasm,15396.492099999985,69573.8,69321.5,71160.4,6.794656215898802,6.828966646473631,6.64182903970383,6.75515063402542,0.014748376121587836,0.6779531679035816
JCVISYN3A_0418,rnc,Ribonuclease III,Essential,232,59,cytoplasm,26900.200200000018,8873742.3,9709601.8,9139847.8,866.619737271489,956.5076757245637,853.0770841157887,892.0681657039471,0.06301710772662722,89.52878650531841
JCVISYN3A_0419,plsX,Phosphate acyltransferase,Essential,334,140,peripheral membrane,36775.19700000003,8236932.3,8511094.2,9194004.9,804.4281504263474,838.4408649090855,858.1318926818752,833.6669693391027,0.032588890905876626,83.6675884018334
JCVISYN3A_0420,fakA,Fatty acid kinase subunit A,Essential,547,205,peripheral membrane,61328.94320000011,14374603.5,14707591.0,15040962.5,1403.8400809263785,1448.8672113121581,1403.8636870730957,1418.8569931038776,0.01831728930255956,142.3978006399708
JCVISYN3A_0421,-/yloU,Uncharacterized protein/lipid synthesis regulation,Quasiessential,103,81,cytoplasm,11840.653299999987,5023572.5,4126159.6,4766505.4,490.6077878906037,406.47427257671836,444.88667831582063,447.32291292771424,0.09415934734671731,44.89374143156386
JCVISYN3A_0422,rpmB,50S ribosomal protein L28,Quasiessential,65,118,cytoplasm,7351.486100000002,36450646.3,36509069.2,39085961.4,3559.811458563764,3596.5640654140166,3648.128361718919,3601.5012952322336,0.012318467095393627,361.45000231572294
JCVISYN3A_0424,-/yqgC-like,Uncharacterized protein/Unknown - B. subtilis ortholog,Essential,147,7,cytoplasm,17662.8137,623842.6,650613.4,690938.8,60.92517585402076,64.09291790207666,64.48948272491607,63.16919216033782,0.030924319925848605,6.339718573158018
JCVISYN3A_0425,pstS,Phosphate ABC transporter substrate-binding protein,Essential,376,56,trans-membrane,43649.98350000002,1073771.1,1038996.8,1048065.6,104.86570345543142,102.35315873131474,97.82227949245112,101.68038055973243,0.03510592434871348,10.204737073795496
JCVISYN3A_0426,pstA,Phosphate ABC transporter permease,Essential,696,26,trans-membrane,78322.20650000054,939538.4,870879.5,894816.6,91.75638573192228,85.79166721143704,83.51862663910048,87.02222652748661,0.048889951279240784,8.733631172511117
JCVISYN3A_0427,pstB,Phosphate ABC transporter ATP-binding protein,Essential,269,123,peripheral membrane,30539.25200000002,7471246.0,6886090.7,7673722.0,729.6503579567174,678.3592927863975,716.234726367673,708.0814590369292,0.037566038260476935,71.06371038861869
JCVISYN3A_0428,phoU,Phosphate transport system regulatory protein,Essential,224,133,peripheral membrane,26344.203000000027,10482646.1,8932821.5,10172075.8,1023.7471071356217,879.9858641605065,949.4211449416891,951.0513720792724,0.07559474401429571,95.44839567196605
JCVISYN3A_0429,ftsY,Signal recognition particle-docking protein,Essential,409,88,peripheral membrane,46799.3079,11998946.8,11278227.8,12299267.6,1171.8307532269191,1111.0354143740642,1147.9647769372914,1143.6103148460916,0.026784204301394256,114.77378933519171
JCVISYN3A_0430,-/ylxM,Uncharacterized DNA-binding protein/effector of translocation SRP,Essential,113,41,cytoplasm,13323.269999999986,3369628.4,3145170.2,4686527.0,329.0817312455138,309.8355112523936,437.42181218706014,358.7796848949892,0.19171256389225438,36.00746114066469
JCVISYN3A_0431,ymdB/ymdB,Uncharacterized metallophosphoesterase/Damage Control phosphoesterase,Essential,257,36,cytoplasm,28632.73440000003,5584846.8,5877951.3,5098787.6,545.4224726040914,579.0459435715661,475.9005788185816,533.4563316647464,0.09860890581960216,53.53817103184639
JCVISYN3A_0432,metK,Methionine adenosyltransferase,Essential,387,56,cytoplasm,43239.77020000002,3852287.0,4238191.7,4331094.9,376.2187175341313,417.51072554202347,404.2471919850529,399.32554502040256,0.052792456756144905,40.0766811783264
