locus_tag	gene_name	gene_product	RNA Type	Illumina_sense_TPM	ONT_sense_TPM	MW_g_per_mol	copies_per_cell	mRNA_pool_share_pct
JCVISYN3A_0381	mtnN	5'-Methylthioadenosine nucleosidase	mRNA	239.3841	361.4564	211440.19419999915	0.06737717138729346	0.03521868036065872
JCVISYN3A_0382	dnk	Deoxynucleoside kinase	mRNA	61.8015	481.9872	204751.3604999992	0.01739468184182582	0.009092363587678754
JCVISYN3A_0387	mnmA	tRNA 2-thiouridine(34) synthase	mRNA	34.1366	244.161	362398.8073000031	0.00960810491916331	0.005022246690568265
JCVISYN3A_0388		Uncharacterized protein	mRNA	217.925	1500.2601	199781.31109999947	0.06133728211095026	0.032061573502987675
JCVISYN3A_0389		Uncharacterized protein	mRNA	42.6715	348.5616	688513.7638000267	0.012010342244338253	0.0062779187047504355
JCVISYN3A_0390	fmt	Methionyl-tRNA formyltransferase	mRNA	168.1936	262.361	306532.8191000015	0.04733985679686279	0.02474498781292696
JCVISYN3A_0391	efp	Elongation factor P	mRNA	897.342	831.4541	179318.20199999947	0.25256633889642915	0.1320187977070917
JCVISYN3A_0392		Uncharacterized protein	mRNA	325.3106	1762.3655	97196.51279999982	0.09156208808481127	0.04786036348836078
JCVISYN3A_0394	lon	Endopeptidase La	mRNA	471.8705	4392.8321	759465.4709000288	0.13281291259990893	0.0694225569330804
JCVISYN3A_0398		Uncharacterized lipoprotein	mRNA	10.8907	136.4492	788537.2469000365	0.003065301999705064	0.0016022621477526117
JCVISYN3A_0399		Uncharacterized efflux ABC transporter permease	mRNA	89.5814	860.2548	1682592.191600113	0.025213626723385934	0.013179399520938578
JCVISYN3A_0400		Uncharacterized protease	mRNA	180.7345	1529.9111	177420.42209999947	0.05086962493372279	0.02659003077331984
JCVISYN3A_0401		Uncharacterized peptidase	mRNA	5.0728	71.9686	589022.3813000176	0.0014277928860499183	0.0007463207528551376
JCVISYN3A_0402	ybeY	rRNA maturation RNase	mRNA	23.5995	142.1444	158723.39239999955	0.00664232735655556	0.0034720069009235173
JCVISYN3A_0403	era	Ribosome GTPase	mRNA	49.8318	264.8642	291279.3724000011	0.014025683949507635	0.007331356744229351
JCVISYN3A_0404	recO	DNA repair protein	mRNA	32.1977	171.7471	239561.43729999888	0.009062381132149789	0.004736991741090495
JCVISYN3A_0405	glyRS	Glycine--tRNA ligase	mRNA	286.4631	483.842	440739.39720000693	0.08062805083894621	0.04214503951608906
JCVISYN3A_0406	dnaG	DNA primase	mRNA	92.4257	274.0045	589799.8245000176	0.026014184858102814	0.01359785877763032
JCVISYN3A_0407	rpoD	RNA polymerase subunit sigma	mRNA	741.6722	785.7431	490765.2779000098	0.20875143726166853	0.10911633706744327
JCVISYN3A_0408	trmK%3B yqfN	Uncharacterized methyltransferase	mRNA	100.784	562.7037	217219.1494999992	0.02836671625683153	0.014827549037169256
JCVISYN3A_0409		Uncharacterized protein	mRNA	57.8395	132.8558	249065.03339999908	0.016279535292675496	0.008509466011820834
JCVISYN3A_0410		Uncharacterized helicase	mRNA	154.9194	115.7276	437398.09020000807	0.043603693666440964	0.022792060250722716
JCVISYN3A_0411		Uncharacterized protein	mRNA	420.0409	256.7139	484067.4376000086	0.11822492683922196	0.061797279750423754
JCVISYN3A_0412		Uncharacterized protein	mRNA	245.8652	475.4451	1331038.6685000814	0.06920134511260849	0.036172193101419135
JCVISYN3A_0413	apt	Adenine phosphoribosyltransferase	mRNA	724.3981	1724.7554	164920.1992999995	0.2038894602286858	0.1065749360035545
JCVISYN3A_0414	relA	Guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase	mRNA	203.2525	1162.5323	727513.139600029	0.05720755274638484	0.02990292517341288
JCVISYN3A_0415	smc	Chromosome segregation protein	mRNA	234.2374	379.7296	955638.1802000473	0.06592857856939544	0.03446148728805197
JCVISYN3A_0416		Uncharacterized protein	mRNA	48.9233	961.4182	125018.91149999978	0.013769977074216599	0.007197696358649613
JCVISYN3A_0418		Ribonuclease III	mRNA	307.3131	701.9401	224745.77079999918	0.08649650251733702	0.045212534330990026
JCVISYN3A_0419	plsX	Phosphate acyltransferase	mRNA	289.7307	575.2421	323478.1188000021	0.08154775120845749	0.0426257755380157
JCVISYN3A_0420	fakA	Fatty acid kinase subunit A	mRNA	460.8979	1386.5419	528691.5029000128	0.12972455898425853	0.06780824548914839
JCVISYN3A_0421		Uncharacterized protein	mRNA	451.7761	1719.8625	100273.17769999975	0.12715713248450097	0.06646622754178323
JCVISYN3A_0422	rpmB	50S ribosomal protein L28	mRNA	2153.7033	4136.3915	64039.215199999904	0.6061824338436826	0.31685725206643167
JCVISYN3A_0423	tRNA-Leu		tRNA	758.6457	2170.172	27401.2679	225.83977755129303	
JCVISYN3A_0424		Uncharacterized protein	mRNA	9.9714	54.6874	143181.49909999978	0.0028065553508827778	0.0014670128439953712
JCVISYN3A_0425	pstS	Phosphate ABC transporter substrate-binding protein	mRNA	45.4383	279.5647	362520.91610000335	0.012789087189363271	0.006684976002298061
JCVISYN3A_0426	pstA	Phosphate ABC transporter permease	mRNA	69.232	143.3503	667451.1012000222	0.01948607417737895	0.010185554006005931
JCVISYN3A_0427	pstB	Phosphate ABC transporter ATP-binding protein	mRNA	117.1278	169.099	260278.9787999994	0.03296685057535831	0.017232082454712583
JCVISYN3A_0428	phoU	Phosphate transport system regulatory protein	mRNA	102.6094	195.458	217324.9326999993	0.02888049427571568	0.015096105633577895
JCVISYN3A_0429	ftsY	Signal recognition particle-docking protein	mRNA	333.4706	353.08	396782.760000005	0.09385880586398003	0.049060879444696115
JCVISYN3A_0430		Uncharacterized DNA-binding protein	mRNA	348.4408	335.3136	109817.99079999974	0.09807232602301343	0.05126332600958967
JCVISYN3A_0431		Uncharacterized metallophosphoesterase	mRNA	447.2507	703.6459	249097.0987999991	0.12588341108280363	0.06580044140099892
JCVISYN3A_0432	metK	Methionine adenosyltransferase	mRNA	82.5332	69.8082	374403.9977000037	0.023229836741628904	0.012142453863653927
JCVISYN3A_0433	cutC	Uncharacterized protein	mRNA	64.1042	364.2705	219600.4700999991	0.01804280096316062	0.00943114154020981
JCVISYN3A_0434	rlmFO	23S rRNA (uridine(1939)-m5)-methyltransferase	mRNA	113.0694	153.0809	422866.14770000643	0.031824571232836434	0.016635002312899917
JCVISYN3A_0435	manA	Mannose-6-phosphate isomerase	mRNA	110.8053	177.2695	298576.30140000104	0.031187316487270744	0.016301903271632903
JCVISYN3A_0437	yhaM	Putative 3'-5' exoribonuclease	mRNA	1261.9591	8183.9097	315435.4082000018	0.3551916546021837	0.1856620141902681
JCVISYN3A_0438	hinT	Uncharacterized protein	mRNA	235.895	2413.1002	128073.6236999998	0.0663951275143403	0.03470535680388793
JCVISYN3A_0439		Uncharacterized lipoprotein	mRNA	1847.3684	687.6752	692891.6819000256	0.5199612559993337	0.2717886325281484
JCVISYN3A_0440		Uncharacterized lipoprotein	mRNA	1252.6293	960.1067	944176.5333000433	0.35256568431589835	0.18428939485578066
JCVISYN3A_0441	iscS	Cysteine desulfurase	mRNA	41.3658	396.0882	396630.673400005	0.011642839253620035	0.006085821439531433
JCVISYN3A_0442	iscU	Iron-sulfur cluster assembly scaffold protein	mRNA	25.7998	125.0696	140508.17979999963	0.007261624921445884	0.00379571955517899
JCVISYN3A_0443	yggN	5-Formyltetrahydrofolate cyclo-ligase	mRNA	48.9863	82.7205	180707.4295999994	0.013787709086482242	0.007206965048018378
JCVISYN3A_0444		Uncharacterized peptidase	mRNA	109.6132	139.1643	608031.2346000177	0.03085178741073311	0.016126519071688373
JCVISYN3A_0445	pgi	Glucose-6-phosphate isomerase	mRNA	783.7737	1331.6852	412706.5893000054	0.22060134701407957	0.11531039620171439
JCVISYN3A_0447	dut	dUTP diphosphatase	mRNA	792.8184	8614.9493	161540.38369999945	0.22314707290835015	0.11664107103875683
JCVISYN3A_0448		Uncharacterized rRNA methyltransferase	mRNA	806.1054	13085.1014	246812.84839999906	0.22688683873332752	0.11859588176324554
JCVISYN3A_0451	gapdh	Glyceraldehyde-3-phosphate dehydrogenase	mRNA	603.0818	1946.0639	455428.7497000072	0.16974371229817453	0.08872663282787249
JCVISYN3A_0452	parE	DNA topoisomerase IV subunit B	mRNA	170.3345	321.1068	622236.01680002	0.047942435607331225	0.025059961417206168
JCVISYN3A_0453	parC	DNA topoisomerase IV subunit A	mRNA	128.6932	332.7871	866618.3329000412	0.03622205398261302	0.01893360785194307
JCVISYN3A_0475	ldh	L-lactate dehydrogenase	mRNA	14382.1295	13424.3257	308218.3982000017	4.04800153492128	2.115928425346965
JCVISYN3A_0478		Uncharacterized protein	mRNA	15.1754	201.8816	186670.70739999917	0.004271275856127174	0.0022326360102660966
JCVISYN3A_0479		Uncharacterized peptidase	mRNA	20.1349	192.4239	526656.1682000117	0.005667179266150154	0.0029622878344628036
JCVISYN3A_0481		Uncharacterized lipoprotein	mRNA	274.1206	284.6232	141919.01049999986	0.07715412446769739	0.04032918557110512
JCVISYN3A_0482	rpsU	30S ribosomal protein S21	mRNA	720.644	3239.7978	53353.984499999955	0.2028328293200121	0.1060226251026135
JCVISYN3A_0154		Uncharacterized peptidase	mRNA	2056.7112	2849.4745	437026.343500006	0.5788829877028843	0.30258757514382467
JCVISYN3A_0493		Uncharacterized peptidase	mRNA	524.817	2182.3699	433510.9002000066	0.14771526160661963	0.07721215473726044
JCVISYN3A_0494	nanE	N-acetylmannosamine-6-phosphate 2-epimerase	mRNA	30.6014	277.7476	218822.28349999918	0.0086130857165999	0.004502140807132395
JCVISYN3A_0495		Uncharacterized kinase	mRNA	66.4854	1341.638	280727.26900000026	0.018713014734699426	0.00978146857393845
JCVISYN3A_0499	rpmA	50S ribosomal protein L27	mRNA	4285.2595	4810.245	90758.49619999985	1.206131333578661	0.6304561773024032
JCVISYN3A_0500	prp%3BysxB	Maturation protease for ribosomal protein L27	mRNA	3175.0974	7255.1096	101394.99989999984	0.8936645403397714	0.46712684946309535
JCVISYN3A_0501	rplU	50S ribosomal protein L21	mRNA	4370.8497	3132.9673	97887.20449999986	1.2302215951059414	0.6430483832835224
JCVISYN3A_0503		Uncharacterized protein	mRNA	97.1489	390.5275	129539.70789999978	0.027343579149104028	0.014292745660591483
JCVISYN3A_0504	rsmI	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	mRNA	20.4802	1058.1901	284664.9953000007	0.0057643675809965975	0.003013089079526847
JCVISYN3A_0930	rpmG	50S ribosomal protein L33	mRNA	3213.6767	1776.2509	46520.811199999975	0.904523089876277	0.47280271530062573
JCVISYN3A_0505		Uncharacterized lipoprotein	mRNA	266.2739	1201.1632	345606.597000004	0.07494558826698616	0.039174762954122706
JCVISYN3A_0506	tRNA-Leu		tRNA	2983.0709	2284.6049	28726.999199999995	237.74828096970842	
JCVISYN3A_0507	tRNA-Lys		tRNA	2226.3837	2951.669	24492.468700000005	307.16656115969033	
JCVISYN3A_0508	tRNA-Gln		tRNA	3410.0651	3478.7314	24130.279199999997	362.01551099944993	
JCVISYN3A_0509	tRNA-Tyr		tRNA	4485.7122	2484.7177	27070.974799999996	258.5730958862987	
JCVISYN3A_0510	tRNA-Thr		tRNA	3031.2253	871.4314	24465.445099999997	90.68584127304742	
JCVISYN3A_0511		Uncharacterized protein	mRNA	85.3633	2238.5137	200116.39729999923	0.02402639813707321	0.01255882398718636
JCVISYN3A_0512	plsC	Acyl-phosphate glycerol 3-phosphate acyltransferase	mRNA	74.3247	740.491	304847.89990000194	0.020919468127620716	0.010934802487725173
JCVISYN3A_0513	acpS	ACP synthase	mRNA	65.3963	476.8479	107246.71359999983	0.018406476090913552	0.009621237945501583
JCVISYN3A_0515	dctD	Cytidine deaminase	mRNA	424.909	787.8021	155404.7377999996	0.11959510475843416	0.06251348461893308
JCVISYN3A_0516		Uncharacterized protein	mRNA	266.957	804.1188	416065.0889000042	0.0751378539428379	0.03927526202884975
JCVISYN3A_0517	rluD	Uncharacterized RNA pseudouridine synthase	mRNA	89.6844	344.1193	299252.8833000012	0.025242617156137695	0.013194553092446245
JCVISYN3A_0518	lspA	Lipoprotein signal peptidase	mRNA	97.6148	229.7413	195111.34439999925	0.027474711601716127	0.014361289825304307
JCVISYN3A_0519	ileRS	Isoleucine--tRNA ligase	mRNA	101.0686	85.8249	881559.4685000441	0.028446819918590282	0.01486941997358752
JCVISYN3A_0520		Uncharacterized hydrolase	mRNA	497.6491	2289.8871	317070.86720000196	0.14006857055849717	0.07321515750072577
JCVISYN3A_0521	sepF	Cell division protein	mRNA	1830.7084	1993.3181	133581.85539999968	0.5152721238668642	0.26933757911729705
JCVISYN3A_0522	ftsZ	Cell division protein	mRNA	5478.7173	1746.1449	373821.5216000044	1.542042577199696	0.8060401395711376
JCVISYN3A_0523	ftsA	Cell division protein	mRNA	28.6935	259.3568	371782.06970000366	0.008076087205463123	0.004221446641312272
JCVISYN3A_0524	rsmH%3B mraW	16S rRNA (cytosine(1402)-N(4))-methyltransferase	mRNA	68.0275	708.7362	297060.34510000114	0.019147054990490624	0.010008345492598344
JCVISYN3A_0525	mraZ	Cell division/cell wall cluster transcriptional repressor	mRNA	69.8229	1470.2904	129282.68149999974	0.019652389194010182	0.010272488427402814
JCVISYN3A_0526	rpmF	50S ribosomal protein L32	mRNA	5413.9848	7334.1996	58114.493799999924	1.5238229345967496	0.796516561244731
JCVISYN3A_0527		Uncharacterized protein	mRNA	1046.9239	3270.2949	166677.4542999994	0.2946677370792533	0.15402559399740515
JCVISYN3A_0528	pheRS	Phenylalanine--tRNA ligase subunit beta	mRNA	344.2115	1135.179	763203.2195000363	0.09688194507896458	0.05064110270883856
JCVISYN3A_0529	pheS	Phenylalanine--tRNA ligase subunit alpha	mRNA	862.8724	3229.1816	338656.799700002	0.2428645076267189	0.12694755937271712
JCVISYN3A_0530		Uncharacterized protein	mRNA	137.0756	1519.6172	194469.3987999992	0.03858136857968463	0.02016684375297069
JCVISYN3A_0532	rrfB		rRNA	25744.6858	161.7281	35089.7283	4.923791856144257	
JCVISYN3A_0533	rrlB		rRNA	5616.6794	472.5668	942777.9780000267	14.387237352841911	
JCVISYN3A_0534	rrsB		rRNA	11552.2758	411.8664	496625.81890000805	12.53922123699872	
JCVISYN3A_0535	argRS	Arginine--tRNA ligase	mRNA	181.4828	541.0708	533995.8452000122	0.0510802418349669	0.026700122205933284
JCVISYN3A_0536	frr	Ribosome recycling factor	mRNA	408.0142	339.4766	176984.18859999953	0.11483988569771106	0.06002788694992641
JCVISYN3A_0537	pyrH	UMP kinase	mRNA	559.2724	263.6512	230267.1274999992	0.1574130961370573	0.08228130393847573
JCVISYN3A_0538		Uncharacterized protein	mRNA	421.4155	2592.6134	193610.75439999922	0.11861182245922754	0.061999513725127006
JCVISYN3A_0539	tsf	Translation elongation factor Ts	mRNA	1577.7333	1816.7024	286099.1985000005	0.4440696226588988	0.23211936292789404
JCVISYN3A_0540	rpsB	30S ribosomal protein S2	mRNA	2419.575	1016.27	283314.3653000007	0.6810148186926808	0.35597284253064765
JCVISYN3A_0541	dnaJ	Molecular chaperone	mRNA	422.506	1055.568	359705.39250000403	0.1189187551477304	0.062159950324438724
JCVISYN3A_0542	dnaK	Molecular chaperone	mRNA	1056.3706	979.161	572575.5441000148	0.29732661009940936	0.1554154118999435
JCVISYN3A_0543	grpE	Nucleotide exchange factor	mRNA	94.9368	1293.6027	194052.24359999935	0.0267209603501703	0.013967296966105037
JCVISYN3A_0544	hrcA	Heat-inducible transcription repressor	mRNA	63.8199	1639.3575	328538.2716000024	0.017962781739555508	0.009389314740407585
JCVISYN3A_0545	clpB	ATP-dependent Clp protease subunit B	mRNA	360.9545	3343.1528	690466.7280000271	0.10159443843394285	0.053104367250128084
JCVISYN3A_0546			mRNA	459.9009	6145.1521	278489.6228000005	0.12944394285364194	0.06766156480183633
JCVISYN3A_0548		tRNA (cytidine(34)-2'-O)-methyltransferase	mRNA	351.3668	1257.6999	175544.5336999995	0.09889587948157319	0.05169380513805011
JCVISYN3A_0549	rgdB	Non-canonical purine NTP pyrophosphatase	mRNA	53.5731	775.5736	193848.8236999994	0.015078712163625784	0.007881784482885896
JCVISYN3A_0931	met14p	Adenylyl-sulfate kinase	mRNA	9721.6255	1060.5435	196216.92559999938	2.73625369219001	1.4302655066503123
JCVISYN3A_0592		Uncharacterized protein	mRNA	10.6683	158.9128	386597.057400005	0.0030027051818022287	0.0015695422030603343
JCVISYN3A_0593		Uncharacterized protein	mRNA	1.1475	36.933	89264.90219999984	0.0003229759376956082	0.00016882255635965749
JCVISYN3A_0599		Uncharacterized protein	mRNA	53.3323	937.8286	45492.03769999996	0.015010936472299334	0.007846357492409726
JCVISYN3A_0600	rnjA	Ribonuclease J	mRNA	1342.8004	411.1292	589170.9490000167	0.37794528830330093	0.19755555225165194
JCVISYN3A_0601		Uncharacterized protein	mRNA	411.5977	2817.9956	302245.4239000013	0.11584849944301144	0.060555098828545
JCVISYN3A_0602			mRNA	281.5003	549.846	565343.2688000151	0.07923121860923313	0.04141490218911589
JCVISYN3A_0604		Uncharacterized protein	mRNA	343.5904	669.5164	214774.13379999914	0.09670712995486631	0.0505497252014268
JCVISYN3A_0605		Uncharacterized protein	mRNA	119.6349	102.9381	99494.40249999995	0.03367250022537718	0.01760093215497341
JCVISYN3A_0606	pgk	Phosphoglycerate kinase	mRNA	1128.8921	3489.7548	391265.26550000446	0.31773854863151574	0.16608492390084714
JCVISYN3A_0607	gapDH	Type I glyceraldehyde-3-phosphate dehydrogenase	mRNA	5145.8362	12384.3454	326885.958500002	1.4483496923076298	0.7570659885769635
JCVISYN3A_0608	dnaI	Primosomal protein	mRNA	39.1286	220.7376	300743.50750000146	0.011013155795831264	0.005756679981502826
JCVISYN3A_0609	dnaB	Chromosome replication initiation protein	mRNA	14.8512	263.4408	379147.3317000044	0.0041800263580871605	0.002184939040530323
JCVISYN3A_0610	mutM	DNA-formamidopyrimidine glycosylase	mRNA	36.3266	164.249	264389.01859999954	0.010224503440778458	0.00534444398767297
JCVISYN3A_0611	polA	DNA polymerase I	mRNA	42.8342	173.3362	877706.0559000412	0.012056135869665554	0.006301855462850406
JCVISYN3A_0612	dnaE	DNA polymerase III subunit alpha	mRNA	39.3033	130.7707	949719.4501000496	0.011062326947304399	0.005782382204244467
JCVISYN3A_0613	tyrRS	Tyrosine--tRNA ligase	mRNA	260.4875	585.4862	399658.0003000056	0.07331694515946383	0.038323455903909606
JCVISYN3A_0614	pncB	Nicotinate phosphoribosyltransferase	mRNA	361.7691	582.2603	341533.5355000028	0.10182371616714271	0.05322421287488676
JCVISYN3A_0615		Uncharacterized protein	mRNA	96.6775	615.4024	196036.87289999938	0.027210898663675088	0.014223392324584562
JCVISYN3A_0616	fakB	Fatty acid binding protein	mRNA	793.3318	1223.2421	270170.8035	0.22329157473528952	0.11671660350100961
JCVISYN3A_0617	fakB	Fatty acid binding protein	mRNA	954.6672	1242.4746	273599.9762000001	0.2687011190477044	0.1404525988468117
JCVISYN3A_0618	tRNA-Trp		tRNA	33.3754	77.3914	24135.20320000001	8.05376558189081	
JCVISYN3A_0619	tRNA-Trp		tRNA	238.5319	593.211	24503.4484	61.732729148187374	
JCVISYN3A_0620		Uncharacterized transcriptional regulator	mRNA	67.5797	743.3028	149292.06519999955	0.01902101697314849	0.009942464237053372
JCVISYN3A_0621	acpA	Acyl carrier protein	mRNA	100.0937	675.15	71570.33549999988	0.028172424065292287	0.014725990683657209
JCVISYN3A_0622		Uncharacterized lipoprotein	mRNA	0.8699	32.0148	115796.08509999972	0.00024484249952192556	0.00012798147431570023
JCVISYN3A_0623		Uncharacterized protein	mRNA	1.2616	8.6004	342671.21050000243	0.0003550905821322696	0.00018560918266086613
JCVISYN3A_0624	tRNA-His		tRNA	13.991	3.8325	24503.3972	0.39883057539463723	
JCVISYN3A_0634	leuRS	Leucine--tRNA ligase	mRNA	240.9803	373.0364	776857.9460000326	0.06782643865679214	0.03545351658241147
JCVISYN3A_0635	tRNA-Ile		tRNA	41.3854	106.082	24816.6549	11.039463822312824	
JCVISYN3A_0636		Uncharacterized lipoprotein	mRNA	32.4639	403.13	893935.6634000434	0.00913730592048493	0.004776155631724867
JCVISYN3A_0637	rpsI	30S ribosomal protein S9	mRNA	14940.9614	14921.3879	128391.8334999998	4.205290647702734	2.1981449220208864
JCVISYN3A_0638	rplM	50S ribosomal protein L13	mRNA	16620.903	6665.8103	146753.12509999968	4.678127870825923	2.44530137992671
JCVISYN3A_0639		Uncharacterized efflux ABC transporter permease	mRNA	56.0318	307.3594	1325891.8211000827	0.015770739124856454	0.008243513475758654
JCVISYN3A_0640	truA	tRNA pseudouridine(38-40) synthase	mRNA	161.4638	562.1936	242174.691499999	0.04544568384217529	0.02375488581746794
JCVISYN3A_0641	ecfT	ECF transporter T component	mRNA	404.6445	701.8174	323081.0369000014	0.11389144820990897	0.05953212976634023
JCVISYN3A_0642	ecfA	ECF transporter ATPase	mRNA	408.4646	467.075	293105.2796000011	0.11496665551238479	0.06009415072281041
JCVISYN3A_0643	ecfA	ECF transporter ATPase	mRNA	173.5254	934.6458	394977.0306000052	0.048840547955560344	0.025529413177631466
JCVISYN3A_0644	rplQ	50S ribosomal protein L17	mRNA	4622.5333	3475.6732	115909.78449999982	1.3010605900624612	0.6800765913408657
JCVISYN3A_0645	rpoA	DNA-directed RNA polymerase subunit alpha	mRNA	7826.1784	1628.6364	307138.5831000016	2.2027601806650234	1.1514034370498771
JCVISYN3A_0646	rpsK	30S ribosomal protein S11	mRNA	13235.014	229.306	125613.59339999995	3.725133818792594	1.9471624374168677
JCVISYN3A_0647	rpsM	30S ribosomal protein S13	mRNA	8634.0757	479.9654	118185.27409999991	2.430151368490078	1.2702629468207398
JCVISYN3A_0648	rpmJ	50S ribosomal protein L36	mRNA	12513.8614	643.571	36821.912899999996	3.522157838656102	1.841064986037858
JCVISYN3A_0649	infA	Translation initiation factor IF-1	mRNA	10731.5698	1577.4909	72548.98759999985	3.0205131321140484	1.5788505859591269
JCVISYN3A_0650	map	Type I methionyl aminopeptidase	mRNA	3156.751	3375.6909	243392.03929999904	0.8885007531996069	0.4644276894212681
JCVISYN3A_0651	adk	Adenylate kinase	mRNA	352.4281	675.7647	206335.99479999923	0.0991945935231212	0.051849945773400435
JCVISYN3A_0652	secY	Preprotein translocase subunit	mRNA	6183.5131	2694.8479	463603.5830000077	1.7404147640310041	0.9097311449459089
JCVISYN3A_0653	rplO	50S ribosomal protein L15	mRNA	15457.7663	971.3831	141656.26099999977	4.350750819539932	2.2741783201535197
JCVISYN3A_0654	rpsE	30S ribosomal protein S5	mRNA	10722.44	784.7355	247349.14439999915	3.017943453930194	1.5775073910353339
JCVISYN3A_0655	rplR	50S ribosomal protein L18	mRNA	6373.3515	791.3411	112983.90539999986	1.793846777321317	0.9376605601818366
JCVISYN3A_0656	rplF	50S ribosomal protein L6	mRNA	12229.2108	454.0324	175207.1997999996	3.442039934995433	1.799186605243688
JCVISYN3A_0657	rpsH	30S ribosomal protein S8	mRNA	12130.8257	633.4733	125726.68309999988	3.414348414361205	1.7847119873005934
JCVISYN3A_0658	rpsN	30S ribosomal protein S14	mRNA	11803.5296	566.4328	59873.411199999886	3.3222274864295143	1.7365595129750633
JCVISYN3A_0659	rplE	50S ribosomal protein L5	mRNA	8057.7492	744.1395	174892.7176999995	2.267938216632712	1.1854726086701395
JCVISYN3A_0660	rplX	50S ribosomal protein L24	mRNA	13568.7947	415.9258	105490.89079999988	3.8190799055613933	1.9962689394103457
JCVISYN3A_0661	rplN	50S ribosomal protein L14	mRNA	15281.2956	425.3498	118819.16559999988	4.3010812859379275	2.248215588391796
JCVISYN3A_0662	rpsQ	30S ribosomal protein S17	mRNA	12136.1397	415.326	84210.1274999999	3.4158440955227864	1.7854937938927464
JCVISYN3A_0663	rpmC	50S ribosomal protein L29	mRNA	12777.2911	355.6058	135056.8372999999	3.5963028969344224	1.8798213044474945
JCVISYN3A_0664	rplP	50S ribosomal protein L16	mRNA	13182.2037	906.7851	133901.53289999987	3.7102698047076395	1.939392877636371
JCVISYN3A_0665	rpsC	30S ribosomal protein S3	mRNA	10413.1004	390.5231	226497.38169999924	2.9308765716849785	1.5319967138629818
JCVISYN3A_0666	rplV	50S ribosomal protein L22	mRNA	9920.8184	1107.8535	108217.03989999981	2.792318627841258	1.4595711751354483
JCVISYN3A_0667	rpsS	30S ribosomal protein S19	mRNA	13689.6085	443.321	86153.94599999985	3.853084219584548	2.014043313754158
JCVISYN3A_0668	rplB	50S ribosomal protein L2	mRNA	13590.1911	258.6212	274240.8758000004	3.8251021472636246	1.9994168217152641
JCVISYN3A_0669	rplW	50S ribosomal protein L23	mRNA	4422.1095	491.2024	91966.72279999989	1.2446492046668034	0.6505898303201104
JCVISYN3A_0670	rplD	50S ribosomal protein L4	mRNA	8415.0411	511.3625	202168.93999999945	2.368501777794843	1.2380381266872191
JCVISYN3A_0671	rplC	50S ribosomal protein L3	mRNA	13897.2367	1060.2691	216777.50879999922	3.9115233590939607	2.04459000089695
JCVISYN3A_0672	rpsJ	30S ribosomal protein S10	mRNA	11080.3674	1891.4797	99619.23849999985	3.118685883247798	1.6301664051173956
JCVISYN3A_0678	tRNA-Thr		tRNA	1522.2373	4496.2393	24471.4496	467.9028590035175	
JCVISYN3A_0679	tRNA-Val		tRNA	1302.5426	1316.3951	24461.454700000002	136.99115855960363	
JCVISYN3A_0680	tRNA-Glu		tRNA	1093.649	759.51	24476.469300000004	79.03869806079084	
JCVISYN3A_0681	tRNA-Asn		tRNA	1163.8059	1039.6189	24478.438899999994	108.1883376590058	
JCVISYN3A_0684	folD	Bifunctional 5%2C10-methylene-tetrahydrofolate dehydrogenase/5%2C10-methylene-tetrahydrofolate cyclohydrolase	mRNA	130.9711	663.8087	278688.65910000016	0.03686319288324643	0.019268737177548005
JCVISYN3A_0685	natA	Sodium transporter	mRNA	102.5218	537.0102	510730.64720000833	0.028855838334851072	0.01508321774169371
JCVISYN3A_0686	trkA	Potassium transporter	mRNA	96.3937	2205.8096	234119.20059999908	0.027131020170326054	0.014181639085809074
JCVISYN3A_0687	gatB	Glutamyl-tRNA amidotransferase subunit B	mRNA	253.8887	825.5674	462633.5961000084	0.07145964353186839	0.037352626897455485
JCVISYN3A_0688	gatA	Glutamyl-tRNA amidotransferase subunit A	mRNA	769.0137	258.9588	468052.1106000079	0.21644698985470076	0.11313887469246076
JCVISYN3A_0689	gatC	Glutamyl-tRNA amidotransferase subunit C	mRNA	384.3344	232.0748	95576.61479999988	0.1081749570620296	0.05654406614810906
JCVISYN3A_0690	ligA	DNA ligase (NAD(+))	mRNA	350.4332	281.7537	644840.4822000215	0.0986331079474271	0.051556451988928206
JCVISYN3A_0691		Uncharacterized protein	mRNA	143.1688	250.899	646113.3651000207	0.04029636377233551	0.021063287849189132
JCVISYN3A_0692		Uncharacterized pseudouridine synthase	mRNA	43.8263	386.7622	291745.1556000008	0.012335372843772579	0.006447815252100441
JCVISYN3A_0693		Uncharacterized protease	mRNA	95.0911	1066.7821	309001.31530000037	0.026764389707195513	0.013989997898955839
JCVISYN3A_0694	ptsH	Phosphocarrier protein	mRNA	6155.0999	3848.4967	87005.63889999992	1.7324175702070976	0.9055509366161848
JCVISYN3A_0695	pcrA	ATP-dependent DNA helicase	mRNA	35.5081	259.2677	696169.5334000262	0.009994128011581197	0.005224024586905755
JCVISYN3A_0696		Uncharacterized transporter	mRNA	26.3219	115.7689	241383.6100999988	0.007408575454840985	0.003872531979296966
JCVISYN3A_0697		Uncharacterized glycosyl transferase	mRNA	28.4104	547.47	306327.6946000017	0.007996405734472599	0.004179796387974216
