bsub_id	syn1_id	is_rbh	pident	align_len	bsub_len	syn1_len	bsub_cov_pct	syn1_cov_pct	evalue	bitscore	bsub_primary_id	bsub_locus_tag	bsub_gene	bsub_product	bsub_seqid	bsub_start_1b	bsub_end_1b	bsub_strand	syn1_primary_id	syn1_locus_tag	syn1_gene	syn1_product	syn1_seqid	syn1_start_1b	syn1_end_1b	syn1_strand	source
BSU_35170|uvrB|NC_000964.3	MMSYN1_0825|uvrB|CP002027.1	True	55.083	659	661	665	99.69742813918306	99.09774436090225	0.0	736.0	BSU_35170	BSU_35170	uvrB	excinuclease ABC (subunit B)	NC_000964.3	3612945	3614930	-	MMSYN1_0825	MMSYN1_0825	uvrB	excinuclease ABC subunit B	CP002027.1	970746	972743	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_30320|leuS|NC_000964.3	MMSYN1_0634|leuS|CP002027.1	True	55.025	816	804	804	101.49253731343283	101.49253731343283	0.0	920.0	BSU_30320	BSU_30320	leuS	leucyl-tRNA synthetase	NC_000964.3	3102629	3105043	-	MMSYN1_0634	MMSYN1_0634	leuS	leucine--tRNA ligase	CP002027.1	776264	778678	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_37010|prfA|NC_000964.3	MMSYN1_0141|prfA|CP002027.1	True	54.179	347	356	364	97.47191011235955	95.32967032967034	5.239999999999999e-140	397.0	BSU_37010	BSU_37010	prfA	peptide chain release factor 1	NC_000964.3	3797085	3798155	-	MMSYN1_0141	MMSYN1_0141	prfA	peptide chain release factor 1	CP002027.1	181409	182503	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01070|rpoB|NC_000964.3	MMSYN1_0804|rpoB|CP002027.1	True	53.548	1085	1193	1291	90.94719195305952	84.04337722695585	0.0	1167.0	BSU_01070	BSU_01070	rpoB	RNA polymerase (beta subunit)	NC_000964.3	121919	125500	+	MMSYN1_0804	MMSYN1_0804	rpoB	DNA-directed RNA polymerase, beta subunit	CP002027.1	945450	949325	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_35160|uvrA|NC_000964.3	MMSYN1_0824|uvrA|CP002027.1	True	53.425	949	957	946	99.16405433646813	100.3171247357294	0.0	1030.0	BSU_35160	BSU_35160	uvrA	excinuclease ABC (subunit A)	NC_000964.3	3610064	3612937	-	MMSYN1_0824	MMSYN1_0824	uvrA	excinuclease ABC subunit A	CP002027.1	967897	970737	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_37150|pyrG|NC_000964.3	MMSYN1_0129|pyrG|CP002027.1	True	53.208	530	535	532	99.06542056074767	99.62406015037594	0.0	613.0	BSU_37150	BSU_37150	pyrG	CTP synthetase	NC_000964.3	3810693	3812300	-	MMSYN1_0129	MMSYN1_0129	pyrG	CTP synthase	CP002027.1	167281	168879	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_09290|glpK|NC_000964.3	MMSYN1_0218|glpK|CP002027.1	True	52.857	490	496	505	98.79032258064517	97.02970297029702	0.0	549.0	BSU_09290	BSU_09290	glpK	glycerol kinase (sn-glycerol-3-phosphate generating)	NC_000964.3	1003344	1004834	+	MMSYN1_0218	MMSYN1_0218	glpK	glycerol kinase	CP002027.1	280204	281721	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_30550|metK|NC_000964.3	MMSYN1_0432|metK|CP002027.1	True	52.525	396	400	387	99.0	102.32558139534883	1.02e-151	430.0	BSU_30550	BSU_30550	metK	S-adenosylmethionine synthetase	NC_000964.3	3127825	3129027	-	MMSYN1_0432	MMSYN1_0432	metK	methionine adenosyltransferase	CP002027.1	534597	535760	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_33930|pgk|NC_000964.3	MMSYN1_0606|pgk|CP002027.1	True	52.463	406	394	404	103.04568527918782	100.4950495049505	1.0699999999999999e-134	387.0	BSU_33930	BSU_33930	pgk	phosphoglycerate kinase	NC_000964.3	3480197	3481381	-	MMSYN1_0606	MMSYN1_0606	pgk	phosphoglycerate kinase	CP002027.1	747929	749143	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01490|rplM|NC_000964.3	MMSYN1_0638|rplM|CP002027.1	True	52.448	143	145	151	98.62068965517241	94.70198675496688	1.4799999999999999e-53	161.0	BSU_01490	BSU_01490	rplM	ribosomal protein L13	NC_000964.3	153842	154279	+	MMSYN1_0638	MMSYN1_0638	rplM	ribosomal protein L13	CP002027.1	782311	782766	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_39420|deoC|NC_000964.3	MMSYN1_0732|deoC|CP002027.1	True	52.232	224	223	222	100.44843049327355	100.90090090090091	6.06e-72	214.0	BSU_39420	BSU_39420	deoC	deoxyribose-phosphate aldolase	NC_000964.3	4051602	4052273	-	MMSYN1_0732	MMSYN1_0732	deoC	deoxyribose-phosphate aldolase	CP002027.1	863454	864122	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_33940|gapA|NC_000964.3	MMSYN1_0607|gap|CP002027.1	True	52.226	337	335	338	100.59701492537313	99.70414201183432	2.3200000000000002e-117	338.0	BSU_33940	BSU_33940	gapA	glyceraldehyde-3-phosphate dehydrogenase (NAD-dependent, glycolytic)	NC_000964.3	3481698	3482705	-	MMSYN1_0607	MMSYN1_0607	gap	glyceraldehyde-3-phosphate dehydrogenase, type I	CP002027.1	749255	750271	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_15290|ftsZ|NC_000964.3	MMSYN1_0522|ftsZ|CP002027.1	True	52.174	345	382	385	90.31413612565446	89.6103896103896	3.43e-108	318.0	BSU_15290	BSU_15290	ftsZ	cell-division initiation protein	NC_000964.3	1597832	1598980	+	MMSYN1_0522	MMSYN1_0522	ftsZ	cell division protein FtsZ	CP002027.1	624044	625201	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_34570|mdxK|NC_000964.3	MMSYN1_0185||CP002027.1	True	51.857	754	757	765	99.60369881109644	98.56209150326798	0.0	790.0	BSU_34570	BSU_34570	mdxK	maltose phosphorylase	NC_000964.3	3549228	3551501	-	MMSYN1_0185	MMSYN1_0185		glycosyl hydrolase, family 65	CP002027.1	245365	247662	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_05120|cspC|NC_000964.3	MMSYN1_0028||CP002027.1	True	51.562	64	66	69	96.96969696969697	92.7536231884058	9.050000000000001e-21	72.8	BSU_05120	BSU_05120	cspC	cold-shock protein	NC_000964.3	559264	559464	+	MMSYN1_0028	MMSYN1_0028		cold-shock DNA-binding domain, putative	CP002027.1	44601	44810	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_13910|ptsI|NC_000964.3	MMSYN1_0233|ptsP|CP002027.1	True	51.318	569	570	573	99.82456140350877	99.30191972076788	0.0	601.0	BSU_13910	BSU_13910	ptsI	phosphotransferase system (PTS) enzyme I	NC_000964.3	1459650	1461362	+	MMSYN1_0233	MMSYN1_0233	ptsP	phosphoenolpyruvate-protein phosphotransferase	CP002027.1	300902	302623	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01170|rplD|NC_000964.3	MMSYN1_0670|rplD|CP002027.1	True	51.208	207	207	208	100.0	99.51923076923077	1.17e-71	212.0	BSU_01170	BSU_01170	rplD	ribosomal protein L4	NC_000964.3	136369	136992	+	MMSYN1_0670	MMSYN1_0670	rplD	ribosomal protein L4/L1 family	CP002027.1	804405	805031	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01310|rplF|NC_000964.3	MMSYN1_0656|rplF|CP002027.1	True	51.124	178	179	180	99.44134078212291	98.88888888888889	5.1000000000000005e-64	190.0	BSU_01310	BSU_01310	rplF	ribosomal protein L6 (BL8)	NC_000964.3	142402	142941	+	MMSYN1_0656	MMSYN1_0656	rplF	ribosomal protein L6	CP002027.1	798309	798851	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_29660|rpsD|NC_000964.3	MMSYN1_0238|rpsD|CP002027.1	True	50.98	204	200	208	102.0	98.07692307692308	1.89e-70	208.0	BSU_29660	BSU_29660	rpsD	ribosomal protein S4 (BS4)	NC_000964.3	3035730	3036332	+	MMSYN1_0238	MMSYN1_0238	rpsD	ribosomal protein S4	CP002027.1	304607	305233	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_29190|pfkA|NC_000964.3	MMSYN1_0220|pfkA|CP002027.1	True	50.932	322	319	326	100.94043887147335	98.77300613496932	4.37e-106	308.0	BSU_29190	BSU_29190	pfkA	6-phosphofructokinase	NC_000964.3	2986588	2987547	-	MMSYN1_0220	MMSYN1_0220	pfkA	6-phosphofructokinase	CP002027.1	283236	284216	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_31550|nupO|NC_000964.3	MMSYN1_0010||CP002027.1	True	50.881	511	510	538	100.19607843137256	94.9814126394052	4.1000000000000003e-166	476.0	BSU_31550	BSU_31550	nupO	guanosine ABC transporter (ATP-binding protein)	NC_000964.3	3241085	3242617	+	MMSYN1_0010	MMSYN1_0010		ribose/Galactose ABC transporter, ATP-binding component	CP002027.1	13525	15141	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_15820|rpmB|NC_000964.3	MMSYN1_0422|rpmB|CP002027.1	True	50.847	59	62	65	95.16129032258064	90.76923076923077	2.77e-15	58.5	BSU_15820	BSU_15820	rpmB	ribosomal protein L28	NC_000964.3	1655599	1655787	-	MMSYN1_0422	MMSYN1_0422	rpmB	ribosomal protein L28	CP002027.1	526288	526485	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_17890|tktA|NC_000964.3	MMSYN1_0316|tkt|CP002027.1	True	50.446	672	667	656	100.7496251874063	102.4390243902439	0.0	641.0	BSU_17890	BSU_17890	tktA	transketolase	NC_000964.3	1919861	1921864	+	MMSYN1_0316	MMSYN1_0316	tkt	transketolase	CP002027.1	400694	402664	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01080|rpoC|NC_000964.3	MMSYN1_0803|rpoC|CP002027.1	True	50.24	1248	1199	1255	104.08673894912427	99.44223107569721	0.0	1222.0	BSU_01080	BSU_01080	rpoC	RNA polymerase (beta' subunit)	NC_000964.3	125562	129161	+	MMSYN1_0803	MMSYN1_0803	rpoC	DNA-directed RNA polymerase, beta' subunit	CP002027.1	941671	945438	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_41010|trmF|NC_000964.3	MMSYN1_0885|gidA|CP002027.1	True	49.919	617	628	629	98.2484076433121	98.09220985691574	0.0	615.0	BSU_41010	BSU_41010	trmF	tRNA uridine 5-carboxymethylaminomethyl modification enzyme	NC_000964.3	4209603	4211489	-	MMSYN1_0885	MMSYN1_0885	gidA	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	CP002027.1	1043673	1045562	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01220|rpsC|NC_000964.3	MMSYN1_0665|rpsC|CP002027.1	True	49.77	217	218	233	99.54128440366972	93.13304721030043	1.8e-72	215.0	BSU_01220	BSU_01220	rpsC	ribosomal protein S3 (BS3)	NC_000964.3	138842	139498	+	MMSYN1_0665	MMSYN1_0665	rpsC	ribosomal protein S3	CP002027.1	801852	802553	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_00680|hprT|NC_000964.3	MMSYN1_0216|hpt_1|CP002027.1	True	49.711	173	180	190	96.11111111111111	91.05263157894737	4.21e-56	171.0	BSU_00680	BSU_00680	hprT	hypoxanthine-guanine phosphoribosyltransferase	NC_000964.3	76344	76886	+	MMSYN1_0216	MMSYN1_0216	hpt_1	hypoxanthine phosphoribosyltransferase	CP002027.1	278758	279330	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01020|rplK|NC_000964.3	MMSYN1_0810|rplK|CP002027.1	True	49.635	137	141	142	97.16312056737588	96.47887323943662	3.1999999999999996e-42	132.0	BSU_01020	BSU_01020	rplK	ribosomal protein L11 (BL11)	NC_000964.3	118591	119016	+	MMSYN1_0810	MMSYN1_0810	rplK	ribosomal protein L11	CP002027.1	952502	952930	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_22840|der|NC_000964.3	MMSYN1_0348|engA|CP002027.1	True	49.433	441	436	435	101.14678899082568	101.37931034482759	5.56e-158	449.0	BSU_22840	BSU_22840	der	GTPase essential for ribosome 50S subunit assembly (maturation of the 50S subunit central protoberance)	NC_000964.3	2390206	2391516	-	MMSYN1_0348	MMSYN1_0348	engA	ribosome-associated GTPase EngA	CP002027.1	438784	440091	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_15970|ylxM|NC_000964.3	MMSYN1_0430||CP002027.1	True	49.315	73	110	111	66.36363636363636	65.76576576576576	2.03e-16	64.7	BSU_15970	BSU_15970	ylxM	component of the signal recognition particle (SRP) protein-targeting pathway	NC_000964.3	1671828	1672160	+	MMSYN1_0430	MMSYN1_0430		putative transcriptional regulator	CP002027.1	533291	533626	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_16630|infB|NC_000964.3	MMSYN1_0297|infB|CP002027.1	True	49.275	621	716	620	86.73184357541899	100.16129032258064	0.0	565.0	BSU_16630	BSU_16630	infB	initiation factor IF-2	NC_000964.3	1734009	1736159	+	MMSYN1_0297	MMSYN1_0297	infB	translation initiation factor IF-2	CP002027.1	377127	378989	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_11420|trpS|NC_000964.3	MMSYN1_0308|trpS|CP002027.1	True	49.258	337	330	336	102.12121212121212	100.29761904761905	4.56e-116	334.0	BSU_11420	BSU_11420	trpS	tryptophanyl-tRNA synthetase	NC_000964.3	1218113	1219105	-	MMSYN1_0308	MMSYN1_0308	trpS	tryptophan--tRNA ligase	CP002027.1	391003	392013	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_16130|trmFO|NC_000964.3	MMSYN1_0434|trmFO|CP002027.1	True	49.14	407	435	438	93.5632183908046	92.92237442922375	1.49e-144	415.0	BSU_16130	BSU_16130	trmFO	tRNA:m(5)U-54 methyltransferase	NC_000964.3	1685812	1687119	+	MMSYN1_0434	MMSYN1_0434	trmFO	tRNA:M(5)U-54 methyltransferase	CP002027.1	536427	537743	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_00810|dusB|NC_000964.3	MMSYN1_0063||CP002027.1	True	49.135	289	333	324	86.78678678678679	89.19753086419753	3.57e-101	296.0	BSU_00810	BSU_00810	dusB	tRNA-dihydrouridine synthase B	NC_000964.3	87634	88635	+	MMSYN1_0063	MMSYN1_0063		tRNA-dihydrouridine synthase B	CP002027.1	88297	89271	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_14770|bipA|NC_000964.3	MMSYN1_0205|typA|CP002027.1	True	49.088	603	612	609	98.52941176470588	99.01477832512315	0.0	602.0	BSU_14770	BSU_14770	bipA	ribosome-associated GTPase	NC_000964.3	1546121	1547959	+	MMSYN1_0205	MMSYN1_0205	typA	GTP-binding protein TypA/BipA	CP002027.1	267440	269269	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_02360|gamA|NC_000964.3	MMSYN1_0726|nagB|CP002027.1	True	48.988	247	249	244	99.19678714859438	101.22950819672131	3e-81	239.0	BSU_02360	BSU_02360	gamA	glucosamine-6-phosphate deaminase	NC_000964.3	256823	257572	-	MMSYN1_0726	MMSYN1_0726	nagB	glucosamine-6-phosphate deaminase	CP002027.1	857683	858417	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01270|rplX|NC_000964.3	MMSYN1_0660|rplX|CP002027.1	True	48.936	94	103	108	91.2621359223301	87.03703703703704	1.65e-21	77.4	BSU_01270	BSU_01270	rplX	ribosomal protein L24 (BL23)	NC_000964.3	140857	141168	+	MMSYN1_0660	MMSYN1_0660	rplX	ribosomal protein L24	CP002027.1	800039	800365	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_34620|mdxD|NC_000964.3	MMSYN1_0178||CP002027.1	True	48.897	544	589	598	92.35993208828523	90.96989966555184	0.0	553.0	BSU_34620	BSU_34620	mdxD	maltogenic alpha-amylase	NC_000964.3	3555902	3557671	-	MMSYN1_0178	MMSYN1_0178		neopullulanase	CP002027.1	232672	234468	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_31350|pgi|NC_000964.3	MMSYN1_0445|pgi|CP002027.1	True	48.636	440	450	427	97.77777777777777	103.04449648711943	5.24e-151	431.0	BSU_31350	BSU_31350	pgi	glucose-6-phosphate isomerase	NC_000964.3	3220731	3222083	-	MMSYN1_0445	MMSYN1_0445	pgi	glucose-6-phosphate isomerase	CP002027.1	550494	551777	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_40420|purA|NC_000964.3	MMSYN1_0766|purA|CP002027.1	True	48.578	422	430	432	98.13953488372093	97.68518518518519	2.06e-150	429.0	BSU_40420	BSU_40420	purA	adenylosuccinate synthetase	NC_000964.3	4155433	4156725	-	MMSYN1_0766	MMSYN1_0766	purA	adenylosuccinate synthase	CP002027.1	903530	904828	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_16490|rpsB|NC_000964.3	MMSYN1_0540|rpsB|CP002027.1	True	48.536	239	246	292	97.15447154471545	81.84931506849315	1.99e-78	234.0	BSU_16490	BSU_16490	rpsB	ribosomal protein S2	NC_000964.3	1717933	1718673	+	MMSYN1_0540	MMSYN1_0540	rpsB	ribosomal protein S2	CP002027.1	646915	647793	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_00280|tmk|NC_000964.3	MMSYN1_0045|tmk|CP002027.1	True	48.293	205	212	213	96.69811320754717	96.24413145539906	1.3800000000000002e-64	194.0	BSU_00280	BSU_00280	tmk	thymidylate kinase	NC_000964.3	39159	39797	+	MMSYN1_0045	MMSYN1_0045	tmk	dTMP kinase	CP002027.1	71621	72262	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_15080|rpmF|NC_000964.3	MMSYN1_0526|rpmF|CP002027.1	True	48.214	56	59	59	94.91525423728814	94.91525423728814	5.96e-16	60.1	BSU_15080	BSU_15080	rpmF	ribosomal protein L32	NC_000964.3	1575804	1575983	+	MMSYN1_0526	MMSYN1_0526	rpmF	ribosomal protein L32	CP002027.1	627928	628107	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_06620|ligA|NC_000964.3	MMSYN1_0690|ligA|CP002027.1	True	48.209	670	668	668	100.2994011976048	100.2994011976048	0.0	609.0	BSU_06620	BSU_06620	ligA	DNA ligase (NAD-dependent)	NC_000964.3	721613	723619	+	MMSYN1_0690	MMSYN1_0690	ligA	DNA ligase, NAD-dependent	CP002027.1	822328	824334	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_16500|tsf|NC_000964.3	MMSYN1_0539|tsf|CP002027.1	True	48.148	297	293	295	101.36518771331058	100.67796610169492	7.14e-88	259.0	BSU_16500	BSU_16500	tsf	elongation factor Ts	NC_000964.3	1718775	1719656	+	MMSYN1_0539	MMSYN1_0539	tsf	translation elongation factor Ts	CP002027.1	646016	646903	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_00070|gyrA|NC_000964.3	MMSYN1_0007|gyrA|CP002027.1	True	48.107	819	821	834	99.75639464068209	98.20143884892086	0.0	755.0	BSU_00070	BSU_00070	gyrA	DNA gyrase (subunit A)	NC_000964.3	6994	9459	+	MMSYN1_0007	MMSYN1_0007	gyrA	DNA gyrase, A subunit	CP002027.1	7435	9939	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_15140|rsmH|NC_000964.3	MMSYN1_0524|mraW|CP002027.1	True	48.077	312	311	308	100.32154340836013	101.2987012987013	7.43e-102	296.0	BSU_15140	BSU_15140	rsmH	16S rRNA m4C1402 methyltransferase	NC_000964.3	1580622	1581557	+	MMSYN1_0524	MMSYN1_0524	mraW	S-adenosyl-methyltransferase MraW	CP002027.1	626485	627411	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_33920|tpiA|NC_000964.3	MMSYN1_0727|tpiA|CP002027.1	True	48.0	250	253	248	98.81422924901186	100.80645161290323	2.5e-82	242.0	BSU_33920	BSU_33920	tpiA	triose phosphate isomerase	NC_000964.3	3479405	3480166	-	MMSYN1_0727	MMSYN1_0727	tpiA	triose-phosphate isomerase	CP002027.1	858515	859261	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_37060|tdk|NC_000964.3	MMSYN1_0140|tdk|CP002027.1	True	47.959	196	195	209	100.51282051282051	93.77990430622009	5.69e-67	199.0	BSU_37060	BSU_37060	tdk	thymidine kinase	NC_000964.3	3802405	3802992	-	MMSYN1_0140	MMSYN1_0140	tdk	thymidine kinase	CP002027.1	180777	181406	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
