chrom,feature,start0,end0,strand,locus_tag,gene_name,rna_type,gene_product,gene_len,SRR35996296_sense_avg_depth,SRR35996296_antisense_avg_depth,SRR35996296_sense_TPM,SRR35996296_antisense_TPM,SRR35996297_sense_avg_depth,SRR35996297_antisense_avg_depth,SRR35996297_sense_TPM,SRR35996297_antisense_TPM,SRR35996298_sense_avg_depth,SRR35996298_antisense_avg_depth,SRR35996298_sense_TPM,SRR35996298_antisense_TPM,sample_95_sense_TPM,sample_95_antisense_TPM,sample_enr_sense_TPM,sample_enr_antisense_TPM,avg_sense_TPM,avg_antisense_TPM,PacBio_sense_TPM,PacBio_antisense_TPM
CP002027.1,gene,300385,300808,+,MMSYN1_0232,coaD,mRNA,pantetheine-phosphate adenylyltransferase,423,0.0000,0.0000,0.0000,0.0000,0.8700,0.0000,2.8672,0.0000,3.0922,0.4870,5.4999,0.8662,1.4336,0.0000,5.4999,0.8662,3.4668,0.4331,288.4676,4.3200
CP002027.1,gene,300901,302623,+,MMSYN1_0233,ptsP,mRNA,phosphoenolpyruvate-protein phosphotransferase,1722,99.8432,0.7619,330.8245,2.5245,119.3757,0.0790,393.4347,0.2603,435.0192,0.7189,773.7425,1.2787,362.1296,1.3924,773.7425,1.2787,567.9360,1.3356,538.4935,2.4209
CP002027.1,gene,302704,303169,+,MMSYN1_0234,,mRNA,PTS system glucose-specific eiicba component (eiicba-glc) (eii-glc/eiii-glc),465,757.9699,0.0000,2511.4877,0.0000,660.8495,0.0000,2178.0064,0.0000,1548.4065,2.3570,2754.0577,4.1922,2344.7471,0.0000,2754.0577,4.1922,2549.4024,2.0961,708.9408,1.6927
CP002027.1,gene,303169,303460,+,MMSYN1_0235,,mRNA,conserved hypothetical protein,291,7.7560,0.0000,25.6991,0.0000,19.5086,0.0000,64.2958,0.0000,248.2405,0.0000,441.5306,0.0000,44.9974,0.0000,441.5306,0.0000,243.2640,0.0000,621.6842,2.0197
CP002027.1,gene,303532,304159,+,MMSYN1_0236,dhaL,mRNA,dihydroxyacetone kinase_ L subunit,627,73.7129,0.2775,244.2433,0.9195,76.4258,0.7049,251.8818,2.3233,206.2217,0.8485,366.7941,1.5091,248.0626,1.6214,366.7941,1.5091,307.4284,1.5653,123.9378,4.1337
CP002027.1,gene,304166,304562,+,MMSYN1_0237,,mRNA,dihydroxyacetone kinase_ phosphotransfer subunit,396,102.2576,0.0000,338.8243,0.0000,106.3308,0.6162,350.4417,2.0307,310.6944,6.7626,552.6136,12.0283,344.6330,1.0154,552.6136,12.0283,448.6233,6.5218,99.4415,9.2751
CP002027.1,gene,304606,305233,-,MMSYN1_0238,rpsD,mRNA,ribosomal protein S4,627,515.0191,0.0000,1706.4850,0.0000,625.0638,0.0000,2060.0652,0.0000,1183.2456,2.9027,2104.5680,5.1629,1883.2751,0.0000,2104.5680,5.1629,1993.9215,2.5814,293.0974,3.0368
CP002027.1,gene,305487,307275,+,MMSYN1_0239,,mRNA,conserved hypothetical protein,1788,0.1544,0.1152,0.5115,0.3817,0.1096,0.0000,0.3613,0.0000,0.5257,0.3294,0.9351,0.5859,0.4364,0.1909,0.9351,0.5859,0.6857,0.3884,92.5702,2.0992
CP002027.1,gene,307282,308470,+,MMSYN1_0240,thiI,mRNA,thiamine biosynthesis/tRNA modification protein ThiI,1188,16.7997,1.6751,55.6647,5.5503,16.5909,0.7677,54.6798,2.5301,118.4857,2.1515,210.7434,3.8268,55.1722,4.0402,210.7434,3.8268,132.9578,3.9335,86.5975,3.3741
CP002027.1,gene,308600,311333,+,MMSYN1_0241,ctpA,pseudo,PSEUDOGENE - carboxyl terminal peptidase activity of this gene was confirmed by Mary Brown and Ayman Alam at the University of Florida,2733,65.3154,4.0439,216.4187,13.3992,68.9396,4.7717,227.2090,15.7263,168.2338,4.2931,299.2274,7.6359,221.8138,14.5628,299.2274,7.6359,260.5206,11.0993,321.7627,16.7598
CP002027.1,gene,311450,313136,+,MMSYN1_0242,,mRNA,conserved hypothetical protein,1686,0.0000,0.0000,0.0000,0.0000,0.0000,0.1661,0.0000,0.5473,0.0902,0.0688,0.1604,0.1224,0.0000,0.2737,0.1604,0.1224,0.0802,0.1980,3.7782,34.0488
CP002027.1,gene,313146,315438,+,MMSYN1_0243,,mRNA,putative liporotein,2292,0.0812,0.0000,0.2689,0.0000,0.0000,0.1257,0.0000,0.4141,1.1610,0.3503,2.0650,0.6231,0.1344,0.2071,2.0650,0.6231,1.0997,0.4151,2.8746,2.3810
CP002027.1,gene,315500,317768,+,MMSYN1_0244,,mRNA,putative liporotein,2268,0.3796,0.0000,1.2579,0.0000,0.7954,0.0000,2.6215,0.0000,5.1720,0.0317,9.1991,0.0565,1.9397,0.0000,9.1991,0.0565,5.5694,0.0282,17.7573,1.3976
CP002027.1,gene,318241,320383,+,MMSYN1_0245,,mRNA,putative membrane protein,2142,65.6172,0.0000,217.4186,0.0000,78.2913,0.9132,258.0300,3.0096,109.8922,1.1246,195.4586,2.0003,237.7243,1.5048,195.4586,2.0003,216.5914,1.7526,418.9200,1.2195
CP002027.1,gene,320409,323316,-,MMSYN1_0246,,mRNA,E1-E2 ATPase subfamily_ putative,2907,71.1720,0.2552,235.8241,0.8457,78.0361,0.0000,257.1889,0.0000,203.8136,0.3492,362.5109,0.6210,246.5065,0.4229,362.5109,0.6210,304.5087,0.5219,2573.4766,1.9906
CP002027.1,gene,323324,323915,-,MMSYN1_0247,ysxC,mRNA,ribosome biogenesis GTP-binding protein YsxC,591,2.9086,0.0000,9.6376,0.0000,16.4433,0.0000,54.1934,0.0000,97.3875,0.0000,173.2173,0.0000,31.9155,0.0000,173.2173,0.0000,102.5664,0.0000,260.6879,0.4084
CP002027.1,gene,323908,324469,-,MMSYN1_0248,,mRNA,conserved hypothetical protein,561,0.0000,0.0000,0.0000,0.0000,0.2888,0.0000,0.9517,0.0000,7.5312,0.0000,13.3953,0.0000,0.4759,0.0000,13.3953,0.0000,6.9356,0.0000,47.9363,0.0000
CP002027.1,gene,324470,325049,-,MMSYN1_0249,,mRNA,conserved hypothetical protein,579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2228,0.4421,2.1749,0.7864,0.0000,0.0000,2.1749,0.7864,1.0875,0.3932,11.1677,0.0000
CP002027.1,gene,325051,325741,-,MMSYN1_0250,,mRNA,conserved hypothetical protein,690,0.0000,0.0000,0.0000,0.0000,0.7014,0.0000,2.3118,0.0000,0.0000,0.0000,0.0000,0.0000,1.1559,0.0000,0.0000,0.0000,0.5780,0.0000,14.4802,0.4596
CP002027.1,gene,325822,326515,+,MMSYN1_0251,,mRNA,conserved hypothetical protein,693,0.0000,2.3838,0.0000,7.8987,0.0000,3.1126,0.0000,10.2583,0.2063,7.5815,0.3670,13.4848,0.0000,9.0785,0.3670,13.4848,0.1835,11.2816,5.3036,91.4642
CP002027.1,gene,326515,327238,-,MMSYN1_0252,,mRNA,oxidoreductase,723,41.0595,0.0000,136.0481,0.0000,51.7427,2.3693,170.5321,7.8086,115.9046,10.0277,206.1525,17.8356,153.2901,3.9043,206.1525,17.8356,179.7213,10.8700,191.7331,5.2464
CP002027.1,gene,327282,327756,-,MMSYN1_0253,,mRNA,transcription elongation factor GreA,474,473.7658,0.0000,1569.7946,0.0000,464.3903,0.0000,1530.5226,0.0000,479.2068,6.0844,852.3363,10.8219,1550.1586,0.0000,852.3363,10.8219,1201.2475,5.4110,203.4557,2.1833
CP002027.1,gene,327878,329633,-,MMSYN1_0254,uvrC,mRNA,excinuclease ABC subunit C,1755,0.4467,0.0000,1.4802,0.0000,0.4809,0.3692,1.5850,1.2169,6.7966,0.3863,12.0887,0.6871,1.5326,0.6084,12.0887,0.6871,6.8106,0.6478,131.6248,2.2064
CP002027.1,gene,329642,330704,-,MMSYN1_0255,,mRNA,conserved hypothetical protein,1062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8531,0.0000,3.2960,0.0000,0.0000,0.0000,3.2960,0.0000,1.6480,0.0000,80.9793,2.8711
CP002027.1,gene,330769,332392,-,MMSYN1_0256,,mRNA,Amino acid permease superfamily protein,1623,18.6876,0.5650,61.9203,1.8721,20.8330,0.1282,68.6608,0.4224,262.5866,0.5163,467.0470,0.9184,65.2906,1.1472,467.0470,0.9184,266.1688,1.0328,2978.1839,2.1878
CP002027.1,gene,332497,334249,-,MMSYN1_0257,,mRNA,hydrolase,1752,74.3185,0.2854,246.2499,0.9456,76.7865,0.6530,253.0706,2.1520,337.4024,0.7991,600.1174,1.4213,249.6602,1.5488,600.1174,1.4213,424.8888,1.4851,650.3887,1.6947
CP002027.1,gene,334374,335094,-,MMSYN1_0258,,mRNA,oxidoreductase,720,51.5972,0.0000,170.9643,0.0000,60.1319,0.6903,198.1809,2.2750,191.7458,3.2014,341.0468,5.6941,184.5726,1.1375,341.0468,5.6941,262.8097,3.4158,18.4811,0.1840
CP002027.1,gene,335105,335903,-,MMSYN1_0259,,mRNA,NAD(+)/nadh kinase_ putative,798,22.7920,0.0000,75.5199,0.0000,25.5188,0.0000,84.1040,0.0000,73.8033,0.6253,131.2694,1.1122,79.8119,0.0000,131.2694,1.1122,105.5407,0.5561,57.9858,0.6210
CP002027.1,gene,336013,338632,-,MMSYN1_0260,valS,mRNA,valine--tRNA ligase,2619,14.6984,0.0000,48.7021,0.0000,18.9893,0.0000,62.5844,0.0000,115.0412,0.3169,204.6169,0.5637,55.6432,0.0000,204.6169,0.5637,130.1301,0.2818,1639.1570,2.1726
CP002027.1,gene,338718,339345,-,MMSYN1_0261,thiN,pseudo,PSEUDOGENE - thiamine diphosphokinase,627,16.1930,0.2010,53.6545,0.6659,27.6124,0.2010,91.0042,0.6623,173.2823,0.2392,308.2068,0.4255,72.3293,0.6641,308.2068,0.4255,190.2681,0.5448,2260.4718,0.8209
CP002027.1,gene,339334,340097,-,MMSYN1_0262,rpe,pseudo,PSEUDOGENE -ribulose-phosphate 3-epimerase,763,96.6723,0.3958,320.3180,1.3115,92.0026,0.3748,303.2193,1.2354,280.6946,1.0603,499.2547,1.8859,311.7686,1.2734,499.2547,1.8859,405.5117,1.5796,2507.5484,0.4955
CP002027.1,gene,340098,341001,-,MMSYN1_0263,rsgA,mRNA,ribosome small subunit-dependent GTPase A,903,19.3012,0.0000,63.9534,0.0000,22.8029,0.0000,75.1530,0.0000,80.9734,0.5537,144.0226,0.9849,69.5532,0.0000,144.0226,0.9849,106.7879,0.4924,673.1537,1.5222
CP002027.1,gene,341010,342126,-,MMSYN1_0264,,mRNA,serine/threonine protein kinase,1116,46.0287,0.2921,152.5132,0.9679,43.1801,0.8477,142.3116,2.7937,63.9373,0.7849,113.7214,1.3961,147.4124,1.8808,113.7214,1.3961,130.5669,1.6385,196.9853,1.8866
CP002027.1,gene,342125,342883,-,MMSYN1_0268,,pseudo,PSEUDOGENE - serine/threonine phosphatase_ degenerate,758,36.7467,1.9855,121.7580,6.5788,47.7388,1.1346,157.3360,3.7393,45.0739,0.0000,80.1702,0.0000,139.5470,5.1590,80.1702,0.0000,109.8586,2.5795,253.5261,1.9328
CP002027.1,gene,342911,344321,-,MMSYN1_0269,,mRNA,conserved hypothetical protein,1410,0.0305,0.2000,0.1010,0.6627,0.0482,0.0000,0.1589,0.0000,0.2014,0.0000,0.3583,0.0000,0.1300,0.3313,0.3583,0.0000,0.2441,0.1657,0.8040,0.7688
CP002027.1,gene,344440,344857,+,MMSYN1_0270,,mRNA,ATPase_ YjeE family,417,0.0000,0.0000,0.0000,0.0000,0.6715,0.0000,2.2130,0.0000,0.0000,0.0000,0.0000,0.0000,1.1065,0.0000,0.0000,0.0000,0.5532,0.0000,1.8545,0.0489
CP002027.1,gene,344858,345422,+,MMSYN1_0271,,mRNA,glycoprotease family protein,564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7022,0.0004
CP002027.1,gene,345457,350779,-,MMSYN1_0272,,mRNA,efflux ABC transporter_ permease protein,5322,2.6815,0.1541,8.8850,0.5105,2.2446,0.2503,7.3978,0.8249,12.5549,0.6169,22.3306,1.0972,8.1414,0.6677,22.3306,1.0972,15.2360,0.8824,34.6199,7.1733
CP002027.1,gene,350991,354132,+,MMSYN1_0273,,mRNA,hypothetical protein,3141,0.2334,0.0369,0.7732,0.1224,0.2897,0.1656,0.9548,0.5456,0.2572,0.6800,0.4575,1.2095,0.8640,0.3340,0.4575,1.2095,0.6608,0.7718,29.4903,4.8443
CP002027.1,gene,354146,354761,+,MMSYN1_0274,,mRNA,putative liporotein,615,33.8959,1.6878,112.3121,5.5924,36.8081,2.6033,121.3111,8.5797,72.9317,4.0081,129.7193,7.1290,116.8116,7.0861,129.7193,7.1290,123.2654,7.1075,31.5257,6.8540
CP002027.1,gene,354900,355422,+,MMSYN1_0275,,mRNA,putative liporotein,522,1.2107,4.5326,4.0117,15.0184,1.5211,7.0479,5.0131,23.2282,7.4406,4.4291,13.2342,7.8778,4.5124,19.1233,13.2342,7.8778,8.8733,13.5006,7.0575,3.4207
CP002027.1,gene,355681,356302,+,MMSYN1_0276,,pseudo,PSEUDOGENE - putative liporotein,621,0.0000,0.2351,0.0000,0.7790,0.0000,0.0000,0.0000,0.0000,0.0000,0.8052,0.0000,1.4321,0.0000,0.3895,0.0000,1.4321,0.0000,0.9108,10.5138,2.4344
CP002027.1,gene,356462,356975,+,MMSYN1_0277,,mRNA,putative liporotein,513,2.8324,0.0000,9.3849,0.0000,4.8148,0.0000,15.8685,0.0000,21.8246,0.0000,38.8180,0.0000,12.6267,0.0000,38.8180,0.0000,25.7224,0.0000,8.1746,5.6623
CP002027.1,gene,357014,359429,-,MMSYN1_0278,,mRNA,PTS system fructose-specific enzyme iiabc component,2415,208.7640,0.9516,691.7269,3.1529,193.8319,0.5723,638.8249,1.8860,831.6369,1.5395,1479.1826,2.7383,665.2759,2.5195,1479.1826,2.7383,1072.2292,2.6289,800.2722,0.6580
CP002027.1,gene,359687,359975,+,MMSYN1_0279,,mRNA,conserved hypothetical protein,288,0.0000,14.1701,0.0000,46.9519,3.1944,1.7639,10.5281,5.8134,8.5000,16.5104,15.1184,29.3661,5.2641,26.3826,15.1184,29.3661,10.1913,27.8744,0.0000,11.7726
CP002027.1,gene,360218,360308,+,MMSYN1_0280,,tRNA,tRNA-Ser,90,51.6222,2.0000,171.0471,6.6269,93.5556,2.0000,308.3374,6.5915,87.8111,0.0000,156.1844,0.0000,239.6923,6.6092,156.1844,0.0000,197.9383,3.3046,190.4044,2.1058
CP002027.1,gene,360427,361108,+,MMSYN1_0281,,mRNA,conserved hypothetical protein,681,1.1659,0.0000,3.8632,0.0000,0.3172,0.0000,1.0454,0.0000,8.2555,0.0000,14.6836,0.0000,2.4543,0.0000,14.6836,0.0000,8.5689,0.0000,1080.6919,3.1891
CP002027.1,gene,361088,362513,+,MMSYN1_0282,proS,mRNA,proline--tRNA ligase,1425,8.1621,0.3488,27.0446,1.1556,20.7523,0.3354,68.3947,1.1055,156.8400,1.3965,278.9619,2.4839,47.7197,1.1306,278.9619,2.4839,163.3408,1.8072,816.8344,5.3130
CP002027.1,gene,362525,363143,+,MMSYN1_0283,rnhA,mRNA,ribonuclease HI,618,5.8738,0.2621,19.4624,0.8686,3.9094,0.0000,12.8844,0.0000,64.3463,0.0000,114.4489,0.0000,16.1734,0.4343,114.4489,0.0000,65.3111,0.2171,281.8665,5.5403
CP002027.1,gene,363144,364032,+,MMSYN1_0284,,mRNA,conserved hypothetical protein,888,0.8547,0.2297,2.8321,0.7612,0.4538,0.0000,1.4957,0.0000,4.7230,0.0000,8.4005,0.0000,2.1639,0.3806,8.4005,0.0000,5.2822,0.1903,246.6896,5.2114
CP002027.1,gene,364055,365858,+,MMSYN1_0285,lepA,mRNA,GTP-binding protein LepA,1803,59.3505,0.9750,196.6544,3.2307,66.2967,1.1353,218.4986,3.7418,181.1786,2.9390,322.2515,5.2274,207.5765,3.4863,322.2515,5.2274,264.9140,4.3568,525.4073,13.0105
CP002027.1,gene,365883,366690,+,MMSYN1_0286,,pseudo,PSEUDOGENE - conserved hypothetical protein,807,3.0397,0.0843,10.0717,0.2792,7.2999,0.0000,24.0587,0.0000,36.5341,0.5663,64.9810,1.0072,17.0652,0.1396,64.9810,1.0072,41.0231,0.5734,157.2694,19.2362
CP002027.1,gene,366706,368431,-,MMSYN1_0287,aspS,mRNA,aspartate--tRNA ligase,1725,92.0464,2.5699,304.9901,8.5151,88.4661,3.6452,291.5637,12.0138,177.4203,5.5849,315.5668,9.9336,298.2769,10.2644,315.5668,9.9336,306.9219,10.0990,264.8945,10.5067
CP002027.1,gene,368439,369684,-,MMSYN1_0288,hisS,mRNA,histidine--tRNA ligase,1245,19.6016,0.0000,64.9487,0.0000,31.1245,0.6418,102.5791,2.1151,116.1229,1.1791,206.5408,2.0972,83.7639,1.0576,206.5408,2.0972,145.1524,1.5774,231.0143,1.2453
CP002027.1,gene,369868,370222,+,MMSYN1_0289,rbfA,mRNA,ribosome-binding factor A,354,32.8051,0.0000,108.6977,0.0000,35.7542,0.0000,117.8377,0.0000,258.3305,1.0960,459.4770,1.9495,113.2677,0.0000,459.4770,1.9495,286.3723,0.9747,80.9198,0.5007
CP002027.1,gene,370271,371150,+,MMSYN1_0290,truB,mRNA,tRNA pseudouridine synthase B,879,0.8942,0.0000,2.9629,0.0000,0.3697,0.0000,1.2186,0.0000,0.4118,0.0000,0.7325,0.0000,2.0907,0.0000,0.7325,0.0000,1.4116,0.0000,104.2173,2.4271
CP002027.1,gene,371136,371691,+,MMSYN1_0291,,mRNA,riboflavin kinase (Flavokinase),555,0.0000,0.0000,0.0000,0.0000,1.2793,0.0000,4.2162,0.0000,2.5982,0.6955,4.6213,1.2370,2.1081,0.0000,4.6213,1.2370,3.3647,0.6185,114.8826,7.5613
CP002027.1,gene,371713,373759,-,MMSYN1_0292,,mRNA,peptidase_ S41 family,2046,15.2361,0.0850,50.4838,0.2818,15.4086,0.0870,50.7832,0.2867,86.4761,2.3519,153.8098,4.1832,50.6335,0.2843,153.8098,4.1832,102.2216,2.2337,307.1086,67.4197
CP002027.1,gene,373783,375754,-,MMSYN1_0293,,mRNA,putative liporotein,1971,6.9198,17.1862,22.9285,56.9454,10.8387,17.5799,35.7217,57.9393,29.0918,13.1147,51.7439,23.3263,29.3251,57.4424,51.7439,23.3263,40.5345,40.3843,91.5313,33.4018
CP002027.1,gene,375966,376233,+,MMSYN1_0294,rpsO,mRNA,ribosomal protein S15,267,814.5393,0.0000,2698.9271,0.0000,789.0037,1.3408,2600.3732,4.4190,1067.1011,0.0000,1897.9888,0.0000,2649.6502,2.2095,1897.9888,0.0000,2273.8195,1.1048,100.1381,0.7374
CP002027.1,gene,376292,376366,+,MMSYN1_0295,,tRNA,tRNA-Gly,74,60.9865,0.0000,202.0751,0.0000,50.5270,1.2973,166.5254,4.2756,54.3784,0.0000,96.7196,0.0000,184.3002,2.1378,96.7196,0.0000,140.5099,1.0689,62.2606,0.7707
CP002027.1,gene,376463,377108,+,MMSYN1_0296,,mRNA,conserved hypothetical protein,645,5.6620,0.2667,18.7607,0.8836,3.3938,0.0403,11.1852,0.1329,7.1984,0.5473,12.8035,0.9734,14.9730,0.5082,12.8035,0.9734,13.8882,0.7408,51.7824,3.8873
CP002027.1,gene,377126,378989,-,MMSYN1_0297,infB,mRNA,translation initiation factor IF-2,1863,337.6731,1.0263,1118.8596,3.4006,356.2550,1.2550,1174.1337,4.1361,876.8497,3.7568,1559.6000,6.6821,1146.4966,3.7683,1559.6000,6.6821,1353.0483,5.2252,1147.7705,7.3072
CP002027.1,gene,379010,379310,-,MMSYN1_0298,,mRNA,ribosomal protein L7A family,300,3.9700,0.0000,13.1544,0.0000,3.0933,0.0000,10.1949,0.0000,265.3367,0.0000,471.9384,0.0000,11.6746,0.0000,471.9384,0.0000,241.8065,0.0000,2119.2855,5.2735
CP002027.1,gene,379296,379578,-,MMSYN1_0299,,mRNA,conserved hypothetical protein,282,0.9681,0.0000,3.2077,0.0000,2.4184,0.0355,7.9706,0.1169,55.5532,0.0000,98.8091,0.0000,5.5892,0.0584,98.8091,0.0000,52.1991,0.0292,1832.8216,4.2442
CP002027.1,gene,379558,381313,-,MMSYN1_0300,nusA,mRNA,transcription elongation factor NusA,1755,72.7795,0.0160,241.1505,0.0529,81.5117,0.2365,268.6436,0.7793,366.0575,0.4980,651.0846,0.8858,254.8970,0.4161,651.0846,0.8858,452.9908,0.6509,4699.9380,1.1102
CP002027.1,gene,381321,381816,-,MMSYN1_0301,,mRNA,conserved hypothetical protein,495,5.3798,0.9051,17.8256,2.9988,19.5717,3.3960,64.5038,11.1923,193.9939,1.3455,345.0454,2.3931,41.1647,7.0956,345.0454,2.3931,193.1051,4.7443,5845.9224,0.2831
CP002027.1,gene,381928,382579,-,MMSYN1_0302,,mRNA,nitroreductase family protein,651,33.8111,0.0000,112.0309,0.0000,49.4916,0.0000,163.1127,0.0000,131.3779,0.9155,233.6740,1.6284,137.5718,0.0000,233.6740,1.6284,185.6229,0.8142,283.0664,0.7303
CP002027.1,gene,382591,387040,-,MMSYN1_0303,polC,mRNA,DNA polymerase III_ alpha subunit_ Gram-positive type,4449,36.4626,0.0679,120.8166,0.2249,39.5057,0.9150,130.2017,3.0157,120.3250,0.8251,214.0149,1.4676,125.5091,1.6203,214.0149,1.4676,169.7620,1.5440,428.2878,2.3981
CP002027.1,gene,387048,388077,-,MMSYN1_0304,cdsA,mRNA,phosphatidate cytidylyltransferase,1029,4.4140,1.0204,14.6255,3.3811,6.6229,0.0000,21.8277,0.0000,26.3469,0.4354,46.8617,0.7744,18.2266,1.6905,46.8617,0.7744,32.5441,1.2325,82.4877,4.5460
CP002027.1,gene,388275,389352,-,MMSYN1_0305,,mRNA,peptidase_ M24 family,1077,230.2191,2.0474,762.8172,6.7838,223.6100,0.7577,736.9667,2.4971,446.9136,2.7289,794.8985,4.8537,749.8920,4.6404,794.8985,4.8537,772.3952,4.7471,294.7655,1.6835
CP002027.1,gene,389505,390282,-,MMSYN1_0306,,mRNA,hypothetical protein,777,242.3912,14.3951,803.1488,47.6973,198.2523,11.6268,653.3934,38.3191,229.2111,12.6486,407.6840,22.4974,728.2711,43.0082,407.6840,22.4974,567.9775,32.7528,187.1045,133.4296
CP002027.1,gene,390557,390911,+,MMSYN1_0307,,mRNA,integrase core domain protein,354,21.3192,0.0000,70.6399,0.0000,26.4802,0.2825,87.2727,0.9310,90.6215,4.7345,161.1830,8.4209,78.9563,0.4655,161.1830,8.4209,120.0696,4.4432,175.0240,0.2340
CP002027.1,gene,391002,392013,+,MMSYN1_0308,trpS,mRNA,tryptophan--tRNA ligase,1011,5.1800,0.2097,17.1637,0.6948,5.4946,0.1662,18.1088,0.5477,39.1592,0.8902,69.6502,1.5834,17.6362,0.6212,69.6502,1.5834,43.6432,1.1023,74.3062,1.8282
CP002027.1,gene,392041,392911,-,MMSYN1_0309,,mRNA,conserved hypothetical protein,870,2.6816,0.0000,8.8854,0.0000,2.7460,0.0000,9.0501,0.0000,29.3115,0.0000,52.1346,0.0000,8.9677,0.0000,52.1346,0.0000,30.5512,0.0000,37.9609,0.5724
CP002027.1,gene,393023,393824,+,MMSYN1_0310,,mRNA,conserved hypothetical protein,801,0.4844,0.2397,1.6050,0.7942,4.4819,0.2072,14.7713,0.6830,4.7778,0.0000,8.4979,0.0000,8.1882,0.7386,8.4979,0.0000,8.3430,0.3693,3.3619,0.5683
CP002027.1,gene,393878,394955,-,MMSYN1_0311,,mRNA,RmuC domain protein,1077,0.1838,0.0000,0.6092,0.0000,0.5571,0.0000,1.8361,0.0000,1.8366,0.0000,3.2666,0.0000,1.2226,0.0000,3.2666,0.0000,2.2446,0.0000,2.7647,0.2346
CP002027.1,gene,395170,397891,+,MMSYN1_0312,,mRNA,conserved hypothetical protein,2721,12.1904,0.4381,40.3921,1.4515,15.0945,0.7163,49.7478,2.3607,28.4561,0.4414,50.6131,0.7851,45.0699,1.9061,50.6131,0.7851,47.8415,1.3456,123.5621,2.8303
CP002027.1,gene,398247,399522,+,MMSYN1_0313,trmFO2,mRNA,methylenetetrahydrofolate--tRNA-(uracil-5-)- methyltransferase trmFO 2,1275,1.8290,0.0000,6.0603,0.0000,0.9412,0.0000,3.1019,0.0000,4.0298,0.0925,7.1676,0.1646,4.5811,0.0000,7.1676,0.1646,5.8743,0.0823,4.7352,0.4459
CP002027.1,gene,399626,400361,+,MMSYN1_0314,,mRNA,putative membrane protein,735,400.7932,0.6789,1328.0042,2.2495,357.1374,0.2884,1177.0420,0.9506,530.3891,0.8680,943.3713,1.5439,1252.5231,1.6001,943.3713,1.5439,1097.9472,1.5720,663.9327,1.1605
CP002027.1,gene,400482,400635,+,MMSYN1_0315,,mRNA,conserved hypothetical protein,153,1.9608,0.0000,6.4969,0.0000,8.2092,0.0000,27.0555,0.0000,29.4967,0.0000,52.4641,0.0000,16.7762,0.0000,52.4641,0.0000,34.6201,0.0000,1433.0554,3.8093
CP002027.1,gene,400693,402664,+,MMSYN1_0316,tkt,mRNA,transketolase,1971,131.2851,2.9264,435.0054,9.6966,140.6007,1.4196,463.3873,4.6786,358.2958,2.6007,637.2792,4.6257,449.1964,7.1876,637.2792,4.6257,543.2378,5.9067,1686.9195,5.9006
CP002027.1,gene,402679,402925,+,MMSYN1_0317,,mRNA,conserved hypothetical protein,246,236.1626,1.2033,782.5106,3.9869,224.0772,0.0000,738.5066,0.0000,520.1260,0.8130,925.1169,1.4460,760.5086,1.9935,925.1169,1.4460,842.8128,1.7198,948.5431,5.4409
CP002027.1,gene,402992,404537,+,MMSYN1_0318,,mRNA,conserved hypothetical protein,1545,1.1968,0.0000,3.9654,0.0000,0.6693,0.0000,2.2057,0.0000,1.7210,0.0000,3.0611,0.0000,3.0856,0.0000,3.0611,0.0000,3.0733,0.0000,23.5612,3.1491
CP002027.1,gene,404626,407524,+,MMSYN1_0319,,mRNA,putative liporotein,2898,40.0245,0.6884,132.6188,2.2810,46.4627,0.4790,153.1304,1.5785,128.3734,1.0735,228.3300,1.9094,142.8746,1.9298,228.3300,1.9094,185.6023,1.9196,330.8438,3.3701
CP002027.1,gene,407531,408329,+,MMSYN1_0320,,mRNA,triacylglycerol lipase,798,0.7569,0.0000,2.5079,0.0000,1.2707,0.0000,4.1879,0.0000,4.6391,0.0000,8.2513,0.0000,3.3479,0.0000,8.2513,0.0000,5.7996,0.0000,273.1209,6.1955
CP002027.1,gene,408481,408910,+,MMSYN1_0321,,pseudo,PSEUDOGENE - putative liporotein,429,2093.8089,2.2844,6937.7098,7.5692,1967.7296,0.5781,6485.1800,1.9052,5669.1072,8.0862,10083.3009,14.3825,6711.4449,4.7372,10083.3009,14.3825,8397.3729,9.5599,508.9312,10.9436
CP002027.1,gene,409234,410692,+,MMSYN1_0322,,mRNA,divergent AAA domain family,1458,19.3512,0.0000,64.1189,0.0000,18.2929,0.4486,60.2890,1.4783,127.6907,3.5267,227.1157,6.2728,62.2040,0.7392,227.1157,6.2728,144.6599,3.5060,330.6258,40.7491
CP002027.1,gene,410709,412203,-,MMSYN1_0323,,mRNA,putative liporotein,1494,0.7282,0.3340,2.4130,1.1067,0.8307,0.2771,2.7376,0.9133,6.2691,2.5147,11.1504,4.4728,2.5753,1.0100,11.1504,4.4728,6.8629,2.7414,23.2721,4.7779
CP002027.1,gene,412371,412896,-,MMSYN1_0324,,mRNA,conserved hypothetical protein,525,2.0800,0.6362,6.8920,2.1080,2.3829,0.0000,7.8533,0.0000,8.8400,0.9181,15.7232,1.6330,7.3726,1.0540,15.7232,1.6330,11.5479,1.3435,2.6885,0.2458
