isoform_id	chrom	strand	start0	end0	n_reads	pos5p_0	pos3p_0	intragenic_5p	intragenic_3p	category
ISO_043151	CP002027.1	-	263444	264676	14	264675	263444	False	True	3p_intragenic_only
ISO_043152	CP002027.1	-	263477	264676	13	264675	263477	False	True	3p_intragenic_only
ISO_043153	CP002027.1	-	263512	264676	12	264675	263512	False	True	3p_intragenic_only
ISO_043154	CP002027.1	-	263531	264676	205	264675	263531	False	True	3p_intragenic_only
ISO_043156	CP002027.1	-	263597	264676	492	264675	263597	False	True	3p_intragenic_only
ISO_043157	CP002027.1	-	263628	264676	2756	264675	263628	False	True	3p_intragenic_only
ISO_043170	CP002027.1	-	263628	264795	20	264794	263628	False	True	3p_intragenic_only
ISO_043179	CP002027.1	-	263628	265101	28	265100	263628	False	True	3p_intragenic_only
ISO_043159	CP002027.1	-	263719	264676	28	264675	263719	False	True	3p_intragenic_only
ISO_043160	CP002027.1	-	263750	264676	15	264675	263750	False	True	3p_intragenic_only
ISO_043163	CP002027.1	-	263865	264676	43	264675	263865	False	True	3p_intragenic_only
ISO_043164	CP002027.1	-	263885	264676	963	264675	263885	False	False	unprocessed
ISO_043172	CP002027.1	-	263885	264797	20	264796	263885	False	False	unprocessed
ISO_043180	CP002027.1	-	263885	265101	15	265100	263885	False	False	unprocessed
ISO_043165	CP002027.1	-	263940	264676	10	264675	263940	False	False	unprocessed
ISO_043166	CP002027.1	-	264034	264676	10	264675	264034	False	False	unprocessed
ISO_011024	CP002027.1	+	264714	265918	16	264714	265917	False	True	3p_intragenic_only
ISO_011025	CP002027.1	+	264714	265971	142	264714	265970	False	True	3p_intragenic_only
ISO_011026	CP002027.1	+	264714	267470	10	264714	267469	False	False	unprocessed
ISO_011034	CP002027.1	+	264720	265971	95	264720	265970	False	True	3p_intragenic_only
ISO_011041	CP002027.1	+	264886	265971	200	264886	265970	True	True	both_intragenic
ISO_011045	CP002027.1	+	264886	267471	31	264886	267470	True	False	5p_intragenic_only
ISO_011047	CP002027.1	+	264887	265918	13	264887	265917	True	True	both_intragenic
ISO_011058	CP002027.1	+	265126	265971	14	265126	265970	True	True	both_intragenic
ISO_011060	CP002027.1	+	265169	265971	11	265169	265970	True	True	both_intragenic
ISO_011082	CP002027.1	+	265447	267471	10	265447	267470	True	False	5p_intragenic_only
ISO_011092	CP002027.1	+	265609	267471	10	265609	267470	True	False	5p_intragenic_only
ISO_011097	CP002027.1	+	265706	267472	12	265706	267471	True	False	5p_intragenic_only
ISO_011109	CP002027.1	+	266178	267471	22	266178	267470	True	False	5p_intragenic_only
ISO_043241	CP002027.1	-	267418	269138	15	269137	267418	True	False	5p_intragenic_only
ISO_043257	CP002027.1	-	267418	269277	22	269276	267418	False	False	unprocessed
ISO_043213	CP002027.1	-	267419	268804	13	268803	267419	True	False	5p_intragenic_only
ISO_043231	CP002027.1	-	267419	269050	22	269049	267419	True	False	5p_intragenic_only
ISO_043202	CP002027.1	-	267420	268677	10	268676	267420	True	False	5p_intragenic_only
ISO_043267	CP002027.1	-	267420	269294	515	269293	267420	False	False	unprocessed
ISO_043268	CP002027.1	-	267468	269294	19	269293	267468	False	True	3p_intragenic_only
ISO_043269	CP002027.1	-	267495	269294	12	269293	267495	False	True	3p_intragenic_only
ISO_043270	CP002027.1	-	267539	269294	27	269293	267539	False	True	3p_intragenic_only
ISO_043210	CP002027.1	-	267638	268774	10	268773	267638	True	True	both_intragenic
ISO_043273	CP002027.1	-	267638	269294	64	269293	267638	False	True	3p_intragenic_only
ISO_043274	CP002027.1	-	267697	269294	16	269293	267697	False	True	3p_intragenic_only
ISO_043282	CP002027.1	-	267958	269294	15	269293	267958	False	True	3p_intragenic_only
ISO_043283	CP002027.1	-	267990	269294	47	269293	267990	False	True	3p_intragenic_only
ISO_043287	CP002027.1	-	268257	269294	18	269293	268257	False	True	3p_intragenic_only
ISO_011123	CP002027.1	+	269436	270466	387	269436	270465	False	True	3p_intragenic_only
ISO_011124	CP002027.1	+	269436	270550	57	269436	270549	False	True	3p_intragenic_only
ISO_011127	CP002027.1	+	269436	270635	27	269436	270634	False	True	3p_intragenic_only
ISO_011129	CP002027.1	+	269436	270719	694	269436	270718	False	True	3p_intragenic_only
ISO_011131	CP002027.1	+	269436	270831	32	269436	270830	False	True	3p_intragenic_only
ISO_011132	CP002027.1	+	269436	270847	20	269436	270846	False	True	3p_intragenic_only
ISO_011134	CP002027.1	+	269436	271002	11	269436	271001	False	True	3p_intragenic_only
ISO_011136	CP002027.1	+	269436	271075	12	269436	271074	False	True	3p_intragenic_only
ISO_011140	CP002027.1	+	269436	271366	53	269436	271365	False	True	3p_intragenic_only
ISO_011141	CP002027.1	+	269436	271385	136	269436	271384	False	True	3p_intragenic_only
ISO_011153	CP002027.1	+	269436	271834	27	269436	271833	False	True	3p_intragenic_only
ISO_011154	CP002027.1	+	269436	271867	97	269436	271866	False	True	3p_intragenic_only
ISO_011156	CP002027.1	+	269436	272035	12	269436	272034	False	True	3p_intragenic_only
ISO_011157	CP002027.1	+	269436	272099	70	269436	272098	False	False	unprocessed
ISO_011171	CP002027.1	+	269796	270722	10	269796	270721	False	True	3p_intragenic_only
ISO_011176	CP002027.1	+	269797	271867	11	269797	271866	False	True	3p_intragenic_only
ISO_011184	CP002027.1	+	270011	271385	13	270011	271384	False	True	3p_intragenic_only
ISO_011187	CP002027.1	+	270011	271867	13	270011	271866	False	True	3p_intragenic_only
ISO_011193	CP002027.1	+	270049	271385	11	270049	271384	False	True	3p_intragenic_only
ISO_011207	CP002027.1	+	271255	272099	25	271255	272098	True	False	5p_intragenic_only
ISO_043344	CP002027.1	-	272117	275274	16	275273	272117	True	True	both_intragenic
ISO_043314	CP002027.1	-	272121	274037	40	274036	272121	True	True	both_intragenic
ISO_043334	CP002027.1	-	272121	274747	30	274746	272121	False	True	3p_intragenic_only
ISO_043320	CP002027.1	-	272122	274157	17	274156	272122	True	True	both_intragenic
ISO_043324	CP002027.1	-	272122	274183	26	274182	272122	True	True	both_intragenic
ISO_043327	CP002027.1	-	272122	274309	23	274308	272122	True	True	both_intragenic
ISO_011213	CP002027.1	+	272198	273668	163	272198	273667	False	False	unprocessed
ISO_011234	CP002027.1	+	275934	276878	37	275934	276877	False	True	3p_intragenic_only
ISO_011245	CP002027.1	+	276042	276798	12	276042	276797	False	True	3p_intragenic_only
ISO_011246	CP002027.1	+	276042	276821	33	276042	276820	False	True	3p_intragenic_only
ISO_011247	CP002027.1	+	276042	276879	7269	276042	276878	False	True	3p_intragenic_only
ISO_011248	CP002027.1	+	276042	276919	877	276042	276918	False	True	3p_intragenic_only
ISO_011249	CP002027.1	+	276042	276961	63	276042	276960	False	True	3p_intragenic_only
ISO_011250	CP002027.1	+	276042	277008	25	276042	277007	False	True	3p_intragenic_only
ISO_011251	CP002027.1	+	276042	277045	974	276042	277044	False	True	3p_intragenic_only
ISO_011252	CP002027.1	+	276042	277064	20	276042	277063	False	True	3p_intragenic_only
ISO_011253	CP002027.1	+	276042	277100	23	276042	277099	False	True	3p_intragenic_only
ISO_011254	CP002027.1	+	276042	277125	68	276042	277124	False	True	3p_intragenic_only
ISO_011255	CP002027.1	+	276042	277148	23	276042	277147	False	True	3p_intragenic_only
ISO_011256	CP002027.1	+	276042	277188	48	276042	277187	False	True	3p_intragenic_only
ISO_011257	CP002027.1	+	276042	277207	183	276042	277206	False	True	3p_intragenic_only
ISO_011258	CP002027.1	+	276042	277246	50	276042	277245	False	True	3p_intragenic_only
ISO_011259	CP002027.1	+	276042	277271	50	276042	277270	False	True	3p_intragenic_only
ISO_011260	CP002027.1	+	276042	277301	48	276042	277300	False	True	3p_intragenic_only
ISO_011261	CP002027.1	+	276042	277337	48	276042	277336	False	True	3p_intragenic_only
ISO_011262	CP002027.1	+	276042	277376	136	276042	277375	False	True	3p_intragenic_only
ISO_011263	CP002027.1	+	276042	277394	44	276042	277393	False	True	3p_intragenic_only
ISO_011264	CP002027.1	+	276042	277425	689	276042	277424	False	True	3p_intragenic_only
ISO_011265	CP002027.1	+	276042	277445	131	276042	277444	False	False	unprocessed
ISO_011266	CP002027.1	+	276042	277481	7404	276042	277480	False	False	unprocessed
ISO_011267	CP002027.1	+	276042	277501	15	276042	277500	False	True	3p_intragenic_only
ISO_011274	CP002027.1	+	276042	277715	13	276042	277714	False	True	3p_intragenic_only
ISO_011279	CP002027.1	+	276064	277481	42	276064	277480	False	False	unprocessed
ISO_011280	CP002027.1	+	276065	277425	13	276065	277424	False	True	3p_intragenic_only
ISO_011281	CP002027.1	+	276066	276879	62	276066	276878	False	True	3p_intragenic_only
ISO_011286	CP002027.1	+	276091	276878	39	276091	276877	True	True	both_intragenic
ISO_011288	CP002027.1	+	276097	277481	14	276097	277480	True	False	5p_intragenic_only
ISO_011291	CP002027.1	+	276108	276879	39	276108	276878	True	True	both_intragenic
ISO_011292	CP002027.1	+	276111	277480	24	276111	277479	True	False	5p_intragenic_only
ISO_011295	CP002027.1	+	276123	277426	11	276123	277425	True	True	both_intragenic
ISO_011296	CP002027.1	+	276126	276878	78	276126	276877	True	True	both_intragenic
ISO_011297	CP002027.1	+	276127	277481	42	276127	277480	True	False	5p_intragenic_only
ISO_011300	CP002027.1	+	276150	276879	21	276150	276878	True	True	both_intragenic
ISO_011301	CP002027.1	+	276163	277481	54	276163	277480	True	False	5p_intragenic_only
ISO_011303	CP002027.1	+	276165	276877	61	276165	276876	True	True	both_intragenic
ISO_011304	CP002027.1	+	276165	277425	10	276165	277424	True	True	both_intragenic
ISO_011307	CP002027.1	+	276192	277481	50	276192	277480	True	False	5p_intragenic_only
ISO_011308	CP002027.1	+	276193	276876	41	276193	276875	True	True	both_intragenic
ISO_011309	CP002027.1	+	276206	277480	14	276206	277479	True	False	5p_intragenic_only
ISO_011310	CP002027.1	+	276209	276878	19	276209	276877	True	True	both_intragenic
ISO_011313	CP002027.1	+	276234	276875	23	276234	276874	True	True	both_intragenic
ISO_011314	CP002027.1	+	276234	277425	17	276234	277424	True	True	both_intragenic
ISO_011315	CP002027.1	+	276234	277481	53	276234	277480	True	False	5p_intragenic_only
ISO_011317	CP002027.1	+	276255	277425	13	276255	277424	True	True	both_intragenic
ISO_011318	CP002027.1	+	276262	276879	17	276262	276878	True	True	both_intragenic
ISO_011319	CP002027.1	+	276262	277481	20	276262	277480	True	False	5p_intragenic_only
ISO_011323	CP002027.1	+	276293	277481	18	276293	277480	True	False	5p_intragenic_only
ISO_011327	CP002027.1	+	276310	277481	38	276310	277480	True	False	5p_intragenic_only
ISO_011329	CP002027.1	+	276331	276876	11	276331	276875	True	True	both_intragenic
ISO_011330	CP002027.1	+	276339	277481	56	276339	277480	True	False	5p_intragenic_only
ISO_011334	CP002027.1	+	276366	277481	21	276366	277480	True	False	5p_intragenic_only
ISO_011337	CP002027.1	+	276393	277481	28	276393	277480	True	False	5p_intragenic_only
ISO_011341	CP002027.1	+	276435	277481	11	276435	277480	True	False	5p_intragenic_only
ISO_011344	CP002027.1	+	276449	277481	27	276449	277480	True	False	5p_intragenic_only
ISO_011345	CP002027.1	+	276476	277481	18	276476	277480	True	False	5p_intragenic_only
ISO_011349	CP002027.1	+	276485	277481	21	276485	277480	True	False	5p_intragenic_only
ISO_011351	CP002027.1	+	276528	277481	20	276528	277480	True	False	5p_intragenic_only
ISO_011355	CP002027.1	+	276580	277481	16	276580	277480	True	False	5p_intragenic_only
ISO_011358	CP002027.1	+	276609	277481	21	276609	277480	True	False	5p_intragenic_only
ISO_011361	CP002027.1	+	276686	277481	12	276686	277480	True	False	5p_intragenic_only
ISO_011372	CP002027.1	+	277860	278673	10	277860	278672	True	True	both_intragenic
ISO_011385	CP002027.1	+	278190	279363	37	278190	279362	True	False	5p_intragenic_only
ISO_011395	CP002027.1	+	278273	279261	21	278273	279260	True	True	both_intragenic
ISO_011396	CP002027.1	+	278273	279320	20	278273	279319	True	True	both_intragenic
ISO_011397	CP002027.1	+	278273	279363	144	278273	279362	True	False	5p_intragenic_only
ISO_011409	CP002027.1	+	278593	279362	12	278593	279361	True	False	5p_intragenic_only
ISO_043379	CP002027.1	-	279329	280072	30	280071	279329	True	False	5p_intragenic_only
ISO_043380	CP002027.1	-	279329	280101	12	280100	279329	True	False	5p_intragenic_only
ISO_043384	CP002027.1	-	279329	280173	30	280172	279329	False	False	unprocessed
ISO_043387	CP002027.1	-	279329	280224	19	280223	279329	True	False	5p_intragenic_only
ISO_043390	CP002027.1	-	279329	280295	19	280294	279329	True	False	5p_intragenic_only
ISO_043393	CP002027.1	-	279329	280349	25	280348	279329	True	False	5p_intragenic_only
ISO_043396	CP002027.1	-	279329	280372	33	280371	279329	True	False	5p_intragenic_only
ISO_043398	CP002027.1	-	279329	280386	40	280385	279329	True	False	5p_intragenic_only
ISO_043400	CP002027.1	-	279329	280411	10	280410	279329	True	False	5p_intragenic_only
ISO_043402	CP002027.1	-	279329	280422	10	280421	279329	True	False	5p_intragenic_only
ISO_043403	CP002027.1	-	279329	280451	14	280450	279329	True	False	5p_intragenic_only
ISO_043407	CP002027.1	-	279329	280479	66	280478	279329	True	False	5p_intragenic_only
ISO_043408	CP002027.1	-	279329	280513	34	280512	279329	True	False	5p_intragenic_only
ISO_043410	CP002027.1	-	279329	280522	58	280521	279329	True	False	5p_intragenic_only
ISO_043414	CP002027.1	-	279329	280573	21	280572	279329	True	False	5p_intragenic_only
ISO_043416	CP002027.1	-	279329	280590	32	280589	279329	True	False	5p_intragenic_only
ISO_043417	CP002027.1	-	279329	280608	44	280607	279329	True	False	5p_intragenic_only
ISO_043419	CP002027.1	-	279329	280626	24	280625	279329	True	False	5p_intragenic_only
ISO_043421	CP002027.1	-	279329	280656	43	280655	279329	True	False	5p_intragenic_only
ISO_043423	CP002027.1	-	279329	280692	28	280691	279329	True	False	5p_intragenic_only
ISO_043426	CP002027.1	-	279329	280710	25	280709	279329	True	False	5p_intragenic_only
ISO_043427	CP002027.1	-	279329	280728	25	280727	279329	True	False	5p_intragenic_only
ISO_043429	CP002027.1	-	279329	280750	20	280749	279329	True	False	5p_intragenic_only
ISO_043431	CP002027.1	-	279329	280765	40	280764	279329	True	False	5p_intragenic_only
ISO_043432	CP002027.1	-	279329	280788	45	280787	279329	True	False	5p_intragenic_only
ISO_043436	CP002027.1	-	279329	280803	55	280802	279329	True	False	5p_intragenic_only
ISO_043437	CP002027.1	-	279329	280832	31	280831	279329	True	False	5p_intragenic_only
ISO_043440	CP002027.1	-	279329	280856	39	280855	279329	True	False	5p_intragenic_only
ISO_043442	CP002027.1	-	279329	280879	36	280878	279329	True	False	5p_intragenic_only
ISO_043448	CP002027.1	-	279329	280913	48	280912	279329	True	False	5p_intragenic_only
ISO_043450	CP002027.1	-	279329	280924	25	280923	279329	True	False	5p_intragenic_only
ISO_043454	CP002027.1	-	279329	280949	41	280948	279329	True	False	5p_intragenic_only
ISO_043457	CP002027.1	-	279329	280967	25	280966	279329	True	False	5p_intragenic_only
ISO_043460	CP002027.1	-	279329	280988	35	280987	279329	True	False	5p_intragenic_only
ISO_043463	CP002027.1	-	279329	281012	24	281011	279329	True	False	5p_intragenic_only
ISO_043467	CP002027.1	-	279329	281031	35	281030	279329	True	False	5p_intragenic_only
ISO_043471	CP002027.1	-	279329	281047	38	281046	279329	True	False	5p_intragenic_only
ISO_043473	CP002027.1	-	279329	281063	19	281062	279329	True	False	5p_intragenic_only
ISO_043477	CP002027.1	-	279329	281087	44	281086	279329	True	False	5p_intragenic_only
ISO_043479	CP002027.1	-	279329	281104	39	281103	279329	True	False	5p_intragenic_only
ISO_043482	CP002027.1	-	279329	281123	53	281122	279329	True	False	5p_intragenic_only
ISO_043489	CP002027.1	-	279329	281150	41	281149	279329	True	False	5p_intragenic_only
ISO_043494	CP002027.1	-	279329	281171	18	281170	279329	True	False	5p_intragenic_only
ISO_043495	CP002027.1	-	279329	281193	48	281192	279329	True	False	5p_intragenic_only
ISO_043503	CP002027.1	-	279329	281216	20	281215	279329	True	False	5p_intragenic_only
ISO_043506	CP002027.1	-	279329	281229	30	281228	279329	True	False	5p_intragenic_only
ISO_043512	CP002027.1	-	279329	281247	37	281246	279329	True	False	5p_intragenic_only
ISO_043519	CP002027.1	-	279329	281268	25	281267	279329	True	False	5p_intragenic_only
ISO_043524	CP002027.1	-	279329	281291	31	281290	279329	True	False	5p_intragenic_only
ISO_043527	CP002027.1	-	279329	281307	38	281306	279329	True	False	5p_intragenic_only
ISO_043531	CP002027.1	-	279329	281335	19	281334	279329	True	False	5p_intragenic_only
ISO_043533	CP002027.1	-	279329	281350	31	281349	279329	True	False	5p_intragenic_only
ISO_043539	CP002027.1	-	279329	281370	29	281369	279329	True	False	5p_intragenic_only
ISO_043543	CP002027.1	-	279329	281392	30	281391	279329	True	False	5p_intragenic_only
ISO_043547	CP002027.1	-	279329	281408	26	281407	279329	True	False	5p_intragenic_only
ISO_043553	CP002027.1	-	279329	281436	19	281435	279329	True	False	5p_intragenic_only
ISO_043557	CP002027.1	-	279329	281450	19	281449	279329	True	False	5p_intragenic_only
ISO_043560	CP002027.1	-	279329	281465	30	281464	279329	True	False	5p_intragenic_only
ISO_043565	CP002027.1	-	279329	281490	35	281489	279329	True	False	5p_intragenic_only
ISO_043570	CP002027.1	-	279329	281508	41	281507	279329	True	False	5p_intragenic_only
ISO_043580	CP002027.1	-	279329	281530	18	281529	279329	True	False	5p_intragenic_only
ISO_043582	CP002027.1	-	279329	281549	37	281548	279329	True	False	5p_intragenic_only
ISO_043588	CP002027.1	-	279329	281569	27	281568	279329	True	False	5p_intragenic_only
ISO_043596	CP002027.1	-	279329	281590	21	281589	279329	True	False	5p_intragenic_only
ISO_043603	CP002027.1	-	279329	281628	22	281627	279329	True	False	5p_intragenic_only
ISO_043612	CP002027.1	-	279329	281649	22	281648	279329	True	False	5p_intragenic_only
ISO_043620	CP002027.1	-	279329	281671	22	281670	279329	True	False	5p_intragenic_only
ISO_043622	CP002027.1	-	279329	281683	51	281682	279329	True	False	5p_intragenic_only
ISO_043631	CP002027.1	-	279329	281715	25	281714	279329	True	False	5p_intragenic_only
ISO_043640	CP002027.1	-	279329	281734	39	281733	279329	False	False	unprocessed
ISO_043649	CP002027.1	-	279329	281749	25	281748	279329	True	False	5p_intragenic_only
ISO_043654	CP002027.1	-	279329	281770	14	281769	279329	True	False	5p_intragenic_only
ISO_043658	CP002027.1	-	279329	281789	22	281788	279329	True	False	5p_intragenic_only
ISO_043662	CP002027.1	-	279329	281806	22	281805	279329	True	False	5p_intragenic_only
ISO_043669	CP002027.1	-	279329	281831	30	281830	279329	True	False	5p_intragenic_only
ISO_043672	CP002027.1	-	279329	281849	14	281848	279329	True	False	5p_intragenic_only
ISO_043679	CP002027.1	-	279329	281870	24	281869	279329	True	False	5p_intragenic_only
ISO_043683	CP002027.1	-	279329	281891	10	281890	279329	True	False	5p_intragenic_only
ISO_043686	CP002027.1	-	279329	281912	25	281911	279329	True	False	5p_intragenic_only
ISO_043690	CP002027.1	-	279329	281925	25	281924	279329	True	False	5p_intragenic_only
ISO_043695	CP002027.1	-	279329	281943	28	281942	279329	True	False	5p_intragenic_only
ISO_043705	CP002027.1	-	279329	281984	22	281983	279329	True	False	5p_intragenic_only
ISO_043710	CP002027.1	-	279329	282012	21	282011	279329	True	False	5p_intragenic_only
ISO_043717	CP002027.1	-	279329	282028	19	282027	279329	True	False	5p_intragenic_only
ISO_043719	CP002027.1	-	279329	282046	13	282045	279329	True	False	5p_intragenic_only
ISO_043729	CP002027.1	-	279329	282077	51	282076	279329	True	False	5p_intragenic_only
ISO_043732	CP002027.1	-	279329	282088	28	282087	279329	True	False	5p_intragenic_only
ISO_043741	CP002027.1	-	279329	282108	52	282107	279329	True	False	5p_intragenic_only
ISO_043748	CP002027.1	-	279329	282133	23	282132	279329	True	False	5p_intragenic_only
ISO_043751	CP002027.1	-	279329	282153	30	282152	279329	True	False	5p_intragenic_only
ISO_043755	CP002027.1	-	279329	282167	13	282166	279329	True	False	5p_intragenic_only
ISO_043757	CP002027.1	-	279329	282184	21	282183	279329	True	False	5p_intragenic_only
ISO_043766	CP002027.1	-	279329	282214	30	282213	279329	True	False	5p_intragenic_only
ISO_043771	CP002027.1	-	279329	282227	21	282226	279329	True	False	5p_intragenic_only
ISO_043774	CP002027.1	-	279329	282247	41	282246	279329	True	False	5p_intragenic_only
ISO_043783	CP002027.1	-	279329	282269	12	282268	279329	True	False	5p_intragenic_only
ISO_043789	CP002027.1	-	279329	282284	104	282283	279329	True	False	5p_intragenic_only
ISO_043803	CP002027.1	-	279329	282310	16	282309	279329	True	False	5p_intragenic_only
ISO_043809	CP002027.1	-	279329	282331	17	282330	279329	True	False	5p_intragenic_only
ISO_043817	CP002027.1	-	279329	282351	12	282350	279329	True	False	5p_intragenic_only
ISO_043821	CP002027.1	-	279329	282370	18	282369	279329	True	False	5p_intragenic_only
ISO_043824	CP002027.1	-	279329	282395	21	282394	279329	True	False	5p_intragenic_only
ISO_043828	CP002027.1	-	279329	282412	16	282411	279329	True	False	5p_intragenic_only
ISO_043831	CP002027.1	-	279329	282431	10	282430	279329	True	False	5p_intragenic_only
ISO_043836	CP002027.1	-	279329	282450	12	282449	279329	True	False	5p_intragenic_only
ISO_043841	CP002027.1	-	279329	282471	15	282470	279329	True	False	5p_intragenic_only
ISO_043846	CP002027.1	-	279329	282492	10	282491	279329	True	False	5p_intragenic_only
ISO_043852	CP002027.1	-	279329	282507	12	282506	279329	True	False	5p_intragenic_only
ISO_043857	CP002027.1	-	279329	282529	14	282528	279329	True	False	5p_intragenic_only
ISO_043871	CP002027.1	-	279329	282571	15	282570	279329	True	False	5p_intragenic_only
ISO_043879	CP002027.1	-	279329	282594	12	282593	279329	True	False	5p_intragenic_only
ISO_043888	CP002027.1	-	279329	282609	12	282608	279329	True	False	5p_intragenic_only
ISO_043896	CP002027.1	-	279329	282633	19	282632	279329	True	False	5p_intragenic_only
ISO_043899	CP002027.1	-	279329	282648	10	282647	279329	True	False	5p_intragenic_only
ISO_043901	CP002027.1	-	279329	282681	24	282680	279329	True	False	5p_intragenic_only
ISO_043911	CP002027.1	-	279329	282732	21	282731	279329	True	False	5p_intragenic_only
ISO_043921	CP002027.1	-	279329	282753	18	282752	279329	True	False	5p_intragenic_only
ISO_043923	CP002027.1	-	279329	282768	14	282767	279329	True	False	5p_intragenic_only
ISO_043933	CP002027.1	-	279329	282790	12	282789	279329	True	False	5p_intragenic_only
ISO_043946	CP002027.1	-	279329	282851	14	282850	279329	True	False	5p_intragenic_only
ISO_043964	CP002027.1	-	279329	282869	28	282868	279329	True	False	5p_intragenic_only
ISO_043987	CP002027.1	-	279329	282994	10	282993	279329	False	False	unprocessed
ISO_043998	CP002027.1	-	279329	283010	12	283009	279329	False	False	unprocessed
ISO_044004	CP002027.1	-	279329	283059	2253	283058	279329	False	False	unprocessed
ISO_044105	CP002027.1	-	279329	283060	179	283059	279329	False	False	unprocessed
ISO_044185	CP002027.1	-	279329	283092	47	283091	279329	False	False	unprocessed
ISO_044207	CP002027.1	-	279329	283175	55	283174	279329	False	False	unprocessed
ISO_043444	CP002027.1	-	279330	280885	11	280884	279330	True	False	5p_intragenic_only
ISO_043563	CP002027.1	-	279330	281468	10	281467	279330	True	False	5p_intragenic_only
ISO_043572	CP002027.1	-	279330	281509	10	281508	279330	True	False	5p_intragenic_only
ISO_043637	CP002027.1	-	279330	281732	13	281731	279330	False	False	unprocessed
ISO_043697	CP002027.1	-	279330	281960	12	281959	279330	True	False	5p_intragenic_only
ISO_043737	CP002027.1	-	279330	282106	10	282105	279330	True	False	5p_intragenic_only
ISO_043515	CP002027.1	-	279331	281248	11	281247	279331	True	False	5p_intragenic_only
ISO_043435	CP002027.1	-	279363	280801	11	280800	279363	True	False	5p_intragenic_only
ISO_043790	CP002027.1	-	279363	282284	11	282283	279363	True	False	5p_intragenic_only
ISO_043540	CP002027.1	-	279364	281371	10	281370	279364	True	False	5p_intragenic_only
ISO_044005	CP002027.1	-	279364	283059	326	283058	279364	False	False	unprocessed
ISO_044106	CP002027.1	-	279364	283060	41	283059	279364	False	False	unprocessed
ISO_044006	CP002027.1	-	279396	283059	12	283058	279396	False	True	3p_intragenic_only
ISO_044007	CP002027.1	-	279425	283059	17	283058	279425	False	True	3p_intragenic_only
ISO_044008	CP002027.1	-	279463	283059	30	283058	279463	False	True	3p_intragenic_only
ISO_044009	CP002027.1	-	279502	283059	19	283058	279502	False	True	3p_intragenic_only
ISO_044010	CP002027.1	-	279519	283059	18	283058	279519	False	True	3p_intragenic_only
ISO_044011	CP002027.1	-	279557	283059	14	283058	279557	False	True	3p_intragenic_only
ISO_044012	CP002027.1	-	279577	283059	24	283058	279577	False	True	3p_intragenic_only
ISO_044013	CP002027.1	-	279602	283059	10	283058	279602	False	True	3p_intragenic_only
ISO_044014	CP002027.1	-	279648	283059	19	283058	279648	False	True	3p_intragenic_only
ISO_044015	CP002027.1	-	279679	283059	26	283058	279679	False	True	3p_intragenic_only
ISO_044016	CP002027.1	-	279705	283059	29	283058	279705	False	True	3p_intragenic_only
ISO_044017	CP002027.1	-	279742	283059	14	283058	279742	False	True	3p_intragenic_only
ISO_044018	CP002027.1	-	279768	283059	17	283058	279768	False	True	3p_intragenic_only
ISO_044019	CP002027.1	-	279799	283059	41	283058	279799	False	True	3p_intragenic_only
ISO_044020	CP002027.1	-	279816	283059	57	283058	279816	False	True	3p_intragenic_only
ISO_044021	CP002027.1	-	279854	283059	26	283058	279854	False	True	3p_intragenic_only
ISO_044022	CP002027.1	-	279889	283059	22	283058	279889	False	True	3p_intragenic_only
ISO_044023	CP002027.1	-	279915	283059	28	283058	279915	False	True	3p_intragenic_only
ISO_044024	CP002027.1	-	279941	283059	25	283058	279941	False	True	3p_intragenic_only
ISO_044025	CP002027.1	-	279974	283059	24	283058	279974	False	True	3p_intragenic_only
ISO_044026	CP002027.1	-	280008	283059	22	283058	280008	False	True	3p_intragenic_only
ISO_044027	CP002027.1	-	280041	283059	31	283058	280041	False	True	3p_intragenic_only
ISO_044028	CP002027.1	-	280060	283059	26	283058	280060	False	True	3p_intragenic_only
ISO_044029	CP002027.1	-	280094	283059	39	283058	280094	False	True	3p_intragenic_only
ISO_044030	CP002027.1	-	280120	283059	15	283058	280120	False	True	3p_intragenic_only
ISO_043480	CP002027.1	-	280191	281104	19	281103	280191	True	False	5p_intragenic_only
ISO_043698	CP002027.1	-	280191	281961	26	281960	280191	True	False	5p_intragenic_only
ISO_043815	CP002027.1	-	280191	282349	12	282348	280191	True	False	5p_intragenic_only
ISO_043937	CP002027.1	-	280191	282808	16	282807	280191	True	False	5p_intragenic_only
ISO_043967	CP002027.1	-	280191	282898	22	282897	280191	True	False	5p_intragenic_only
ISO_043976	CP002027.1	-	280191	282923	13	282922	280191	False	False	unprocessed
ISO_043989	CP002027.1	-	280191	282996	29	282995	280191	False	False	unprocessed
ISO_043464	CP002027.1	-	280192	281012	11	281011	280192	True	False	5p_intragenic_only
ISO_043470	CP002027.1	-	280192	281045	10	281044	280192	True	False	5p_intragenic_only
ISO_043478	CP002027.1	-	280192	281088	10	281087	280192	True	False	5p_intragenic_only
ISO_043485	CP002027.1	-	280192	281127	24	281126	280192	True	False	5p_intragenic_only
ISO_043493	CP002027.1	-	280192	281169	12	281168	280192	True	False	5p_intragenic_only
ISO_043496	CP002027.1	-	280192	281193	21	281192	280192	True	False	5p_intragenic_only
ISO_043501	CP002027.1	-	280192	281211	18	281210	280192	True	False	5p_intragenic_only
ISO_043510	CP002027.1	-	280192	281232	17	281231	280192	True	False	5p_intragenic_only
ISO_043513	CP002027.1	-	280192	281247	31	281246	280192	True	False	5p_intragenic_only
ISO_043520	CP002027.1	-	280192	281269	15	281268	280192	True	False	5p_intragenic_only
