orfs	isoform_id	n_reads	strand	n_orfs	n_with_stop	n_without_stop
MMSYN1_0223✓ MMSYN1_0224✗	ISO_011987	13	+	2	1	1
MMSYN1_0223✗	ISO_011992	35	+	1	0	1
MMSYN1_0223✓ MMSYN1_0224✓	ISO_011995	421	+	2	2	0
MMSYN1_0224✓	ISO_011998	194	+	1	1	0
MMSYN1_0224✓	ISO_012007	465	+	1	1	0
MMSYN1_0224✗	ISO_012010	17	+	1	0	1
MMSYN1_0224✓	ISO_012022	541	+	1	1	0
MMSYN1_0224✗	ISO_012024	23	+	1	0	1
MMSYN1_0224✓	ISO_012031	308	+	1	1	0
MMSYN1_0224✗	ISO_012033	10	+	1	0	1
MMSYN1_0224✗	ISO_012037	12	+	1	0	1
MMSYN1_0224✓	ISO_012039	323	+	1	1	0
MMSYN1_0224✓	ISO_012044	300	+	1	1	0
MMSYN1_0224✗	ISO_012050	24	+	1	0	1
MMSYN1_0224✓	ISO_012053	469	+	1	1	0
MMSYN1_0224✓	ISO_012062	394	+	1	1	0
MMSYN1_0224✓	ISO_012067	208	+	1	1	0
MMSYN1_0224✗	ISO_012070	16	+	1	0	1
MMSYN1_0224✓	ISO_012074	411	+	1	1	0
MMSYN1_0224✓	ISO_012080	468	+	1	1	0
MMSYN1_0224✗	ISO_012082	25	+	1	0	1
MMSYN1_0224✓	ISO_012087	348	+	1	1	0
MMSYN1_0224✓	ISO_012092	443	+	1	1	0
MMSYN1_0224✓	ISO_012096	241	+	1	1	0
MMSYN1_0224✓	ISO_012102	532	+	1	1	0
MMSYN1_0224✓	ISO_012108	376	+	1	1	0
MMSYN1_0224✗	ISO_012116	30	+	1	0	1
MMSYN1_0224✓	ISO_012118	564	+	1	1	0
MMSYN1_0224✓	ISO_012134	2596	+	1	1	0
MMSYN1_0224✓ MMSYN1_0225✗	ISO_012136	10	+	2	1	1
MMSYN1_0224✓ MMSYN1_0225✗	ISO_012137	10	+	2	1	1
MMSYN1_0224✗	ISO_012142	28	+	1	0	1
MMSYN1_0224✓	ISO_012146	690	+	1	1	0
MMSYN1_0224✓	ISO_012153	424	+	1	1	0
MMSYN1_0224✓	ISO_012159	371	+	1	1	0
MMSYN1_0224✗	ISO_012161	15	+	1	0	1
MMSYN1_0224✓	ISO_012164	190	+	1	1	0
MMSYN1_0224✓	ISO_012173	202	+	1	1	0
MMSYN1_0224✗	ISO_012176	31	+	1	0	1
MMSYN1_0224✓	ISO_012180	742	+	1	1	0
MMSYN1_0224✓	ISO_012189	410	+	1	1	0
MMSYN1_0224✓	ISO_012192	352	+	1	1	0
MMSYN1_0224✓	ISO_012200	281	+	1	1	0
MMSYN1_0224✓	ISO_012202	276	+	1	1	0
MMSYN1_0224✓	ISO_012206	273	+	1	1	0
MMSYN1_0224✓	ISO_012208	339	+	1	1	0
MMSYN1_0224✓	ISO_012215	262	+	1	1	0
MMSYN1_0224✓	ISO_012221	313	+	1	1	0
MMSYN1_0224✓	ISO_012226	256	+	1	1	0
MMSYN1_0224✗	ISO_012234	20	+	1	0	1
MMSYN1_0224✓	ISO_012236	579	+	1	1	0
MMSYN1_0224✓	ISO_012242	314	+	1	1	0
MMSYN1_0224✗	ISO_012247	12	+	1	0	1
MMSYN1_0224✓	ISO_012249	326	+	1	1	0
MMSYN1_0224✓	ISO_012251	429	+	1	1	0
MMSYN1_0224✓	ISO_012256	296	+	1	1	0
MMSYN1_0224✓	ISO_012262	292	+	1	1	0
MMSYN1_0224✗	ISO_012265	11	+	1	0	1
MMSYN1_0224✓	ISO_012267	296	+	1	1	0
MMSYN1_0224✓	ISO_012270	219	+	1	1	0
MMSYN1_0224✓	ISO_012274	475	+	1	1	0
MMSYN1_0224✓	ISO_012278	106	+	1	1	0
MMSYN1_0224✓	ISO_012281	266	+	1	1	0
MMSYN1_0224✓	ISO_012284	468	+	1	1	0
MMSYN1_0224✗	ISO_012291	19	+	1	0	1
MMSYN1_0224✓	ISO_012293	431	+	1	1	0
MMSYN1_0224✗	ISO_012296	18	+	1	0	1
MMSYN1_0224✓	ISO_012298	335	+	1	1	0
MMSYN1_0224✗	ISO_012301	13	+	1	0	1
MMSYN1_0224✓	ISO_012304	376	+	1	1	0
MMSYN1_0224✗	ISO_012311	10	+	1	0	1
MMSYN1_0224✓	ISO_012313	371	+	1	1	0
MMSYN1_0224✓	ISO_012320	314	+	1	1	0
MMSYN1_0224✗	ISO_012323	15	+	1	0	1
MMSYN1_0224✓	ISO_012330	568	+	1	1	0
MMSYN1_0224✗	ISO_012334	11	+	1	0	1
MMSYN1_0224✓	ISO_012337	394	+	1	1	0
MMSYN1_0224✓	ISO_012345	400	+	1	1	0
MMSYN1_0224✗	ISO_012347	17	+	1	0	1
MMSYN1_0224✓	ISO_012353	245	+	1	1	0
MMSYN1_0224✗	ISO_012357	12	+	1	0	1
MMSYN1_0224✓	ISO_012360	261	+	1	1	0
MMSYN1_0224✓	ISO_012362	248	+	1	1	0
MMSYN1_0224✗	ISO_012368	21	+	1	0	1
MMSYN1_0224✓	ISO_012373	383	+	1	1	0
MMSYN1_0224✓	ISO_012377	327	+	1	1	0
MMSYN1_0224✓	ISO_012384	348	+	1	1	0
MMSYN1_0224✓	ISO_012386	163	+	1	1	0
MMSYN1_0224✓	ISO_012391	269	+	1	1	0
MMSYN1_0224✓	ISO_012394	131	+	1	1	0
MMSYN1_0224✓	ISO_012395	129	+	1	1	0
MMSYN1_0224✓	ISO_012399	93	+	1	1	0
MMSYN1_0224✓	ISO_012403	101	+	1	1	0
MMSYN1_0224✓	ISO_012405	290	+	1	1	0
MMSYN1_0224✓	ISO_012415	180	+	1	1	0
MMSYN1_0224✓	ISO_012421	156	+	1	1	0
MMSYN1_0225✗	ISO_012448	64	+	1	0	1
MMSYN1_0225✗	ISO_012450	39	+	1	0	1
MMSYN1_0225✗	ISO_012451	14	+	1	0	1
MMSYN1_0225✗	ISO_012455	12	+	1	0	1
MMSYN1_0225✓ MMSYN1_0226✓	ISO_012467	41	+	2	2	0
MMSYN1_0225✓ MMSYN1_0226✓ MMSYN1_0227✗	ISO_012475	23	+	3	2	1
MMSYN1_0225✓ MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_012482	17	+	6	5	1
MMSYN1_0225✓ MMSYN1_0226✓	ISO_012506	16	+	2	2	0
MMSYN1_0225✓ MMSYN1_0226✓ MMSYN1_0227✗	ISO_012507	13	+	3	2	1
MMSYN1_0225✓ MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_012508	13	+	6	5	1
MMSYN1_0225✗	ISO_012513	13	+	1	0	1
MMSYN1_0225✗	ISO_012517	53	+	1	0	1
MMSYN1_0225✗	ISO_012555	14	+	1	0	1
MMSYN1_0225✓ MMSYN1_0226✓	ISO_012702	12	+	2	2	0
MMSYN1_0225✓ MMSYN1_0226✓	ISO_012736	12	+	2	2	0
MMSYN1_0225✓ MMSYN1_0226✓	ISO_012738	13	+	2	2	0
MMSYN1_0225✓ MMSYN1_0226✓	ISO_012748	16	+	2	2	0
MMSYN1_0225✓ MMSYN1_0226✓ MMSYN1_0227✗	ISO_012752	15	+	3	2	1
MMSYN1_0226✓	ISO_012764	14	+	1	1	0
MMSYN1_0226✓ MMSYN1_0227✗	ISO_012765	11	+	2	1	1
MMSYN1_0226✓	ISO_012770	10	+	1	1	0
MMSYN1_0226✓	ISO_012817	11	+	1	1	0
MMSYN1_0226✓	ISO_012830	14	+	1	1	0
MMSYN1_0226✓	ISO_012834	16	+	1	1	0
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_012836	11	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_012838	18	+	2	1	1
MMSYN1_0226✓	ISO_012850	11	+	1	1	0
MMSYN1_0226✓ MMSYN1_0227✗	ISO_012852	11	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_012854	13	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_012860	14	+	2	1	1
MMSYN1_0226✓	ISO_012862	11	+	1	1	0
MMSYN1_0226✓ MMSYN1_0227✗	ISO_012863	13	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_012893	23	+	2	1	1
MMSYN1_0226✓	ISO_012896	20	+	1	1	0
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_012902	25	+	5	4	1
MMSYN1_0226✓	ISO_012906	10	+	1	1	0
MMSYN1_0226✓ MMSYN1_0227✗	ISO_012912	21	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_012914	18	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_012934	10	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_012937	13	+	2	1	1
MMSYN1_0226✓	ISO_012938	10	+	1	1	0
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_012939	13	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_012942	11	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_012945	10	+	5	4	1
MMSYN1_0226✓	ISO_012948	10	+	1	1	0
MMSYN1_0226✓ MMSYN1_0227✗	ISO_012949	10	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_012953	12	+	5	4	1
MMSYN1_0226✓	ISO_012957	10	+	1	1	0
MMSYN1_0226✓ MMSYN1_0227✗	ISO_012960	14	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_012962	20	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_012975	38	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_012977	34	+	5	4	1
MMSYN1_0226✓	ISO_012980	20	+	1	1	0
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_012995	12	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013005	12	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013012	14	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013015	13	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013018	16	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013022	11	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013037	18	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013039	16	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013056	25	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013061	26	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013076	16	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013077	14	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013084	18	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013085	23	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013099	10	+	5	4	1
MMSYN1_0226✓	ISO_013102	12	+	1	1	0
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013106	24	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013107	13	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013113	11	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013121	17	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013124	10	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013132	11	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013144	10	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013152	16	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013158	16	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013162	15	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013167	12	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013172	10	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013177	14	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013185	22	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013186	11	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013195	15	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013198	12	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013199	21	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013203	26	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✗	ISO_013207	13	+	3	2	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013208	34	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013217	18	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013220	12	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013223	16	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013224	17	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013237	74	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013242	47	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✗	ISO_013243	15	+	3	2	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✗	ISO_013246	14	+	4	3	1
MMSYN1_0226✓ MMSYN1_0227✗	ISO_013262	56	+	2	1	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✗	ISO_013264	12	+	3	2	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✗	ISO_013268	15	+	4	3	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013270	87	+	5	4	1
MMSYN1_0226✓ MMSYN1_0227✓ MMSYN1_0228✗	ISO_013274	25	+	3	2	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013285	14	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013288	29	+	4	3	1
MMSYN1_0227✗	ISO_013292	14	+	1	0	1
MMSYN1_0227✗	ISO_013304	25	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013310	35	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013320	10	+	2	1	1
MMSYN1_0227✗	ISO_013324	19	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013326	30	+	4	3	1
MMSYN1_0227✗	ISO_013337	30	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013341	17	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013342	22	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013343	69	+	4	3	1
MMSYN1_0227✗	ISO_013354	20	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013360	42	+	4	3	1
MMSYN1_0227✗	ISO_013370	18	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013377	29	+	4	3	1
MMSYN1_0227✗	ISO_013379	14	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013382	35	+	4	3	1
MMSYN1_0227✗	ISO_013397	30	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013398	13	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✗	ISO_013399	12	+	3	2	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013400	66	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013409	13	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013410	39	+	4	3	1
MMSYN1_0227✗	ISO_013415	20	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013424	21	+	4	3	1
MMSYN1_0227✗	ISO_013426	16	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013429	10	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013430	25	+	4	3	1
MMSYN1_0227✗	ISO_013432	16	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013438	10	+	4	3	1
MMSYN1_0227✗	ISO_013442	22	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013444	56	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013447	12	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✗	ISO_013449	11	+	3	2	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013459	43	+	4	3	1
MMSYN1_0227✗	ISO_013460	16	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013463	28	+	4	3	1
MMSYN1_0227✗	ISO_013465	18	+	1	0	1
MMSYN1_0227✗	ISO_013482	35	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013483	15	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013484	10	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013486	23	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✗	ISO_013489	17	+	3	2	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013490	83	+	4	3	1
MMSYN1_0227✗	ISO_013496	25	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013497	40	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013502	11	+	2	1	1
MMSYN1_0227✗	ISO_013505	19	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013507	51	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013510	11	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013524	48	+	4	3	1
MMSYN1_0227✗	ISO_013525	23	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013528	12	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013537	41	+	4	3	1
MMSYN1_0227✗	ISO_013542	16	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013544	10	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013545	45	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013553	40	+	4	3	1
MMSYN1_0227✗	ISO_013559	21	+	1	0	1
MMSYN1_0227✗	ISO_013564	10	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013565	42	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013573	33	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013576	11	+	2	1	1
MMSYN1_0227✗	ISO_013580	22	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013583	49	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013589	11	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013594	13	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013595	57	+	4	3	1
MMSYN1_0227✗	ISO_013597	18	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013601	64	+	4	3	1
MMSYN1_0227✗	ISO_013602	13	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013606	16	+	2	1	1
MMSYN1_0227✗	ISO_013612	12	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013613	12	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013615	38	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013623	29	+	4	3	1
MMSYN1_0227✗	ISO_013626	11	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013633	11	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013636	11	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013638	46	+	4	3	1
MMSYN1_0227✗	ISO_013639	19	+	1	0	1
MMSYN1_0227✗	ISO_013646	11	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013647	10	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013648	42	+	4	3	1
MMSYN1_0227✗	ISO_013654	10	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013655	26	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013665	22	+	4	3	1
MMSYN1_0227✗	ISO_013669	13	+	1	0	1
MMSYN1_0227✗	ISO_013674	14	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013677	34	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013682	15	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013684	11	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013685	30	+	4	3	1
MMSYN1_0227✗	ISO_013686	12	+	1	0	1
MMSYN1_0227✗	ISO_013695	14	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013697	59	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013704	10	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✗	ISO_013706	10	+	3	2	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013707	13	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013708	45	+	4	3	1
MMSYN1_0227✗	ISO_013711	14	+	1	0	1
MMSYN1_0227✗	ISO_013716	13	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013717	12	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013718	41	+	4	3	1
MMSYN1_0227✗	ISO_013721	13	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013723	34	+	4	3	1
MMSYN1_0227✗	ISO_013736	15	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013740	37	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013741	11	+	2	1	1
MMSYN1_0227✗	ISO_013743	13	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013748	32	+	4	3	1
MMSYN1_0227✗	ISO_013752	26	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013754	11	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013755	16	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013758	88	+	4	3	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013771	11	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013773	43	+	4	3	1
MMSYN1_0227✗	ISO_013774	10	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✗	ISO_013775	10	+	3	2	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013779	22	+	2	1	1
MMSYN1_0227✓ MMSYN1_0228✗	ISO_013782	11	+	2	1	1
MMSYN1_0227✗	ISO_013787	14	+	1	0	1
MMSYN1_0227✓ MMSYN1_0228✓ MMSYN1_0229✓ MMSYN1_0230✗	ISO_013789	116	+	4	3	1
