chrom,feature,start0,end0,strand,locus_tag,gene_name,rna_type,gene_product,protein_mw_Da,iPM_rep1,iPM_rep2,iPM_rep3,iPM_mean,iPM_CV,ptn_copy_number,TMRs,topo_regions,protein_length,signalP,ptn_localization
CP002027.1,gene,254458,255079,+,MMSYN1_0192,,mRNA,chromate ion transporter,23359.907400000022,1.0815497743166775,1.338677023678966,1.5596310762133723,1.326619291403005,0.18035967490214933,0.16960437178567384,4.0,"[('inside', 1, 86), ('TMhelix', 87, 107), ('outside', 108, 117), ('TMhelix', 118, 135), ('inside', 136, 147), ('TMhelix', 148, 163), ('outside', 164, 169), ('TMhelix', 170, 188), ('inside', 189, 206)]",206.0,,membrane
CP002027.1,gene,255078,255756,+,MMSYN1_0193,,mRNA,chromate ion transporter,25889.00640000002,,,,,,,5.0,"[('inside', 1, 10), ('TMhelix', 11, 31), ('outside', 32, 86), ('TMhelix', 87, 107), ('inside', 108, 129), ('TMhelix', 130, 144), ('outside', 145, 180), ('TMhelix', 181, 200), ('inside', 201, 204), ('TMhelix', 205, 221), ('outside', 222, 225)]",225.0,,membrane
CP002027.1,gene,255889,256849,+,MMSYN1_0194,,pseudo,PSEUDOGENE - conserved hypothetical protein,,,,,,,,,,,,Non_proteins
CP002027.1,gene,257212,260323,-,MMSYN1_0195,,mRNA,ABC transporter_ permease protein,119674.8321000006,354.24133568494966,352.48522066060775,356.316761639854,354.34777266180373,0.005412724173075303,45.3023197879164,7.0,"[('inside', 1, 4), ('TMhelix', 5, 26), ('outside', 27, 62), ('TMhelix', 63, 82), ('inside', 83, 97), ('TMhelix', 98, 118), ('outside', 119, 130), ('TMhelix', 131, 146), ('inside', 147, 182), ('TMhelix', 183, 196), ('outside', 197, 226), ('TMhelix', 227, 247), ('inside', 248, 573), ('TMhelix', 574, 587), ('outside', 588, 1036)]",1036.0,,membrane
CP002027.1,gene,260307,261300,-,MMSYN1_0196,,mRNA,spermidine/putrescine ABC transporter_ permease protein,37238.352700000025,130.22137201851365,211.7849672407579,151.90938294291325,164.63857406739496,0.2565951779548215,21.048557116079945,6.0,"[('inside', 1, 61), ('TMhelix', 62, 90), ('outside', 91, 118), ('TMhelix', 119, 144), ('inside', 145, 150), ('TMhelix', 151, 175), ('outside', 176, 189), ('TMhelix', 190, 210), ('inside', 211, 244), ('TMhelix', 245, 265), ('outside', 266, 293), ('TMhelix', 294, 314), ('inside', 315, 330)]",330.0,,membrane
CP002027.1,gene,261299,262355,-,MMSYN1_0197,,mRNA,spermidine/putrescine import ATP-binding protein PotA,40063.70459999998,885.4127766148022,841.4967615346823,845.7844922678436,857.564676805776,0.02823374512343629,109.63711987137367,0.0,"[('inside', 1, 351)]",351.0,,cytoplasmic
CP002027.1,gene,262728,263088,-,MMSYN1_0198,rplT,mRNA,ribosomal protein L20,13962.335399999985,6489.989249646608,9746.694693149022,5516.2569486373795,7250.980297144336,0.30554617416003577,927.0164892799463,0.0,"[('inside', 1, 119)]",119.0,,cytoplasmic
CP002027.1,gene,263106,263298,-,MMSYN1_0199,rpmI,mRNA,ribosomal protein L35,7112.535200000002,,,,,,,0.0,"[('inside', 1, 63)]",63.0,,cytoplasmic
CP002027.1,gene,263323,263869,-,MMSYN1_0200,infC,mRNA,translation initiation factor IF-3,21025.007899999993,1894.2709729240378,1908.4395540694384,2077.4040228337485,1960.0381832757419,0.05198285569495404,250.58511277854512,0.0,"[('inside', 1, 181)]",181.0,,cytoplasmic
CP002027.1,gene,264057,264660,-,MMSYN1_0201,def,mRNA,peptide deformylase,23299.25060000001,705.8442109023404,720.8313180607903,596.5111233002483,674.3955507544596,0.10063066961448783,86.21948622486656,0.0,"[('inside', 1, 200)]",200.0,,cytoplasmic
CP002027.1,gene,264733,265291,+,MMSYN1_0202,,mRNA,methyltransferase,21842.220200000014,515.8535632449697,434.43681950367966,490.34014167049384,480.210174806381,0.08671813572447439,61.39345745303428,0.0,"[('inside', 1, 185)]",185.0,,cytoplasmic
CP002027.1,gene,265293,266187,+,MMSYN1_0203,gmk,mRNA,guanylate kinase (GMP kinase),34241.86800000006,629.0697644395686,575.9901375569049,600.0811126676738,601.7136715547157,0.04416958965523354,76.92732189274847,0.0,"[('inside', 1, 297)]",297.0,,cytoplasmic
CP002027.1,gene,266176,267436,+,MMSYN1_0204,sun,mRNA,ribosomal RNA small subunit methyltransferase B,48661.18199999997,102.71602883495464,109.31351015971943,90.36333403679451,100.79762434382286,0.09543519959031942,12.886679596105033,0.0,"[('inside', 1, 419)]",419.0,,cytoplasmic
CP002027.1,gene,267439,269269,-,MMSYN1_0205,typA,mRNA,GTP-binding protein TypA/BipA,68348.37900000015,706.1807171307289,710.5341765645163,699.1081450150307,705.2743462367586,0.008176516209832847,90.1672493421471,0.0,"[('inside', 1, 609)]",609.0,,cytoplasmic
CP002027.1,gene,269513,270271,+,MMSYN1_0206,,pseudo,PSEUDOGENE - putative lipoprotein_ authentic frameshift,,,,,,,,,,,,Non_proteins
CP002027.1,gene,270333,271125,+,MMSYN1_0207,,mRNA,putative liporotein,30436.043500000007,,,,,,,0.0,"[('signal', 1, 23), ('outside', 24, 263)]",263.0,lipoprotein,lipoprotein
CP002027.1,gene,271253,272045,+,MMSYN1_0208,,mRNA,putative liporotein,29769.187300000027,0.5302084634384695,0.37825663704781287,0.5065017299443391,0.47165561014354046,0.17332517602124606,0.06029978153942189,0.0,"[('signal', 1, 23), ('outside', 24, 263)]",263.0,lipoprotein,lipoprotein
CP002027.1,gene,272098,273016,-,MMSYN1_0209,murQ,mRNA,N-acetylmuramic acid 6-phosphate etherase,33746.09400000001,,,,,,,0.0,"[('inside', 1, 305)]",305.0,,cytoplasmic
CP002027.1,gene,273008,274706,-,MMSYN1_0210,,mRNA,PTS system N-acetylmuramic acid-specific eiibc component (eiibc-murnac),62370.34260000015,,,,,,,11.0,"[('inside', 1, 123), ('TMhelix', 124, 144), ('outside', 145, 167), ('TMhelix', 168, 185), ('inside', 186, 194), ('TMhelix', 195, 210), ('outside', 211, 261), ('TMhelix', 262, 279), ('inside', 280, 289), ('TMhelix', 290, 311), ('outside', 312, 330), ('TMhelix', 331, 355), ('inside', 356, 367), ('TMhelix', 368, 389), ('outside', 390, 399), ('TMhelix', 400, 421), ('inside', 422, 431), ('TMhelix', 432, 441), ('outside', 442, 479), ('TMhelix', 480, 500), ('inside', 501, 525), ('TMhelix', 526, 546), ('outside', 547, 565)]",565.0,,membrane
CP002027.1,gene,274827,275661,-,MMSYN1_0211,,mRNA,transcription regulator GntR,31463.238100000028,17.967998964082607,21.15873946636526,14.729470631398703,17.952069687282194,0.1790692701928475,2.2951192714407695,0.0,"[('inside', 1, 277)]",277.0,,cytoplasmic
CP002027.1,gene,275664,275868,-,MMSYN1_0212,,mRNA,conserved hypothetical protein,7836.59559999999,,,,,,,2.0,"[('inside', 1, 10), ('TMhelix', 11, 31), ('outside', 32, 36), ('TMhelix', 37, 58), ('inside', 59, 67)]",67.0,,membrane
CP002027.1,gene,276075,277431,+,MMSYN1_0213,eno,mRNA,phosphopyruvate hydratase,49506.99110000001,13548.380798274262,11607.500025370113,13715.888405814736,12957.256409819704,0.09044507075745585,1656.5470950819827,0.0,"[('inside', 1, 451)]",451.0,,cytoplasmic
CP002027.1,gene,277497,278319,+,MMSYN1_0214,,mRNA,PAP2 superfamily domain membrane protein,31856.169100000065,,,,,,,8.0,"[('inside', 1, 9), ('TMhelix', 10, 26), ('outside', 27, 50), ('TMhelix', 51, 68), ('inside', 69, 81), ('TMhelix', 82, 102), ('outside', 103, 110), ('TMhelix', 111, 128), ('inside', 129, 144), ('TMhelix', 145, 165), ('outside', 166, 192), ('TMhelix', 193, 211), ('inside', 212, 217), ('TMhelix', 218, 238), ('outside', 239, 246), ('TMhelix', 247, 265), ('inside', 266, 273)]",273.0,,membrane
CP002027.1,gene,278320,278752,+,MMSYN1_0215,,mRNA,conserved hypothetical protein,16512.905199999994,64.62238209501392,58.81083842071869,64.60769864720932,62.680306387647306,0.05346281462201176,8.013492685582396,0.0,"[('inside', 1, 143)]",143.0,,cytoplasmic
CP002027.1,gene,278757,279330,+,MMSYN1_0216,hpt_1,mRNA,hypoxanthine phosphoribosyltransferase,21880.16780000001,1033.4627605082242,1082.4103879026752,1018.266420661389,1044.7131896907629,0.03208465939994239,133.56350641209136,0.0,"[('inside', 1, 190)]",190.0,,cytoplasmic
CP002027.1,gene,279389,280163,-,MMSYN1_0217,,mRNA,glycerol uptake facilitator protein,26793.373499999998,1557.831614736306,1644.2354091312177,1539.9768658588503,1580.681296575458,0.03527515860868673,202.08545136978827,6.0,"[('outside', 1, 5), ('TMhelix', 6, 28), ('inside', 29, 39), ('TMhelix', 40, 60), ('outside', 61, 98), ('TMhelix', 99, 119), ('inside', 120, 152), ('TMhelix', 153, 173), ('outside', 174, 182), ('TMhelix', 183, 202), ('inside', 203, 235), ('TMhelix', 236, 256), ('outside', 257, 257)]",257.0,,membrane
CP002027.1,gene,280203,281721,-,MMSYN1_0218,glpK,mRNA,glycerol kinase,57133.37870000008,8009.1637138774495,7371.662005831841,7158.3245330084455,7513.050084239246,0.05892285710265165,960.5213402136532,0.0,"[('inside', 1, 505)]",505.0,,cytoplasmic
CP002027.1,gene,281737,282901,-,MMSYN1_0219,glpO,mRNA,glycerol oxydase,42678.23680000004,2666.314818669525,2427.884874288726,2608.571027697746,2567.5902402186657,0.04844449138453385,328.2588550591371,0.0,"[('inside', 1, 387)]",387.0,,cytoplasmic
CP002027.1,gene,283235,284216,+,MMSYN1_0220,pfkA,mRNA,6-phosphofructokinase,35185.09819999999,2550.0256754498887,2433.9448505805713,2559.9231784747835,2514.631234835081,0.0278575550979983,321.4882020943534,0.0,"[('inside', 1, 326)]",326.0,,cytoplasmic
CP002027.1,gene,284286,285723,+,MMSYN1_0221,pyk,mRNA,pyruvate kinase,53621.937000000034,3779.0512702718584,3776.3463092163543,4013.835857088282,3856.4111455254983,0.03535424586084449,493.030814433882,0.0,"[('inside', 1, 478)]",478.0,,cytoplasmic
CP002027.1,gene,285987,287907,+,MMSYN1_0222,thrS,mRNA,threonine--tRNA ligase,74600.51450000031,1190.0531990840248,1212.7346452343663,1239.3361145510557,1214.0413196231489,0.020318441611648908,155.21160944280552,0.0,"[('inside', 1, 639)]",639.0,,cytoplasmic
CP002027.1,gene,288389,289754,+,MMSYN1_0223,,mRNA,NADH oxidase (noxase),50178.53300000005,23465.9175250412,24954.885782239424,26063.333672375855,24828.045659885494,0.05249488093597406,3174.1925615731825,0.0,"[('inside', 1, 454)]",454.0,,cytoplasmic
CP002027.1,gene,289756,290761,+,MMSYN1_0224,,mRNA,probable lipoate-protein ligase A (Lipoate--proteinligase),38440.350000000006,2911.514564268782,2451.886887824816,2815.492609652412,2726.2980205820036,0.08892947616720963,348.54917765617637,0.0,"[('inside', 1, 334)]",334.0,,cytoplasmic
CP002027.1,gene,290804,291917,+,MMSYN1_0225,pdhA,mRNA,pyruvate dehydrogenase (acetyl-transferring) E1 component_ alpha subunit,41904.084400000036,27138.484873910475,27663.922344372284,24091.376648539102,26297.927955607287,0.07334815581525665,3362.1126867969956,0.0,"[('inside', 1, 370)]",370.0,,cytoplasmic
CP002027.1,gene,291916,292906,+,MMSYN1_0226,pdhB,mRNA,pyruvate dehydrogenase E1 component subunit beta (Scomplex_ 36 kDa subunit),36214.598300000034,15358.909892503838,15637.804594284498,13472.80214256127,14823.172209783203,0.07945258717797166,1895.0989381831657,0.0,"[('inside', 1, 329)]",329.0,,cytoplasmic
CP002027.1,gene,292934,294260,+,MMSYN1_0227,pdhC,mRNA,dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,46977.701900000044,12360.48829886755,11744.496986451877,12587.913771173424,12230.966352164285,0.03567758231813033,1563.6930488902126,0.0,"[('inside', 1, 441)]",441.0,,cytoplasmic
CP002027.1,gene,294278,296168,+,MMSYN1_0228,lpdA,mRNA,dihydrolipoyl dehydrogenase,67868.3159000002,7648.517575986776,7526.146237637129,8512.534427116438,7895.732746913447,0.0680948503676615,1009.4461922919648,0.0,"[('inside', 1, 629)]",629.0,,cytoplasmic
CP002027.1,gene,296189,297158,+,MMSYN1_0229,pta,mRNA,phosphate acetyltransferase,35639.61370000002,3411.8865692850272,3458.4870930509805,3416.365846555586,3428.913169630531,0.007497858527938403,438.3764564645864,0.0,"[('inside', 1, 322)]",322.0,,cytoplasmic
CP002027.1,gene,297170,298352,+,MMSYN1_0230,ackA,mRNA,acetate kinase,44052.303600000014,4977.996225589831,5291.223225020922,5376.029354503919,5215.082935038224,0.040201836282902234,666.7330037632095,0.0,"[('inside', 1, 393)]",393.0,,cytoplasmic
CP002027.1,gene,298420,300376,+,MMSYN1_0231,,mRNA,putative liporotein,74648.35610000032,36.87509320496638,40.75450184943888,33.27814064560111,36.96924523333546,0.10114000802105151,4.726409192014087,0.0,"[('signal', 1, 22), ('outside', 23, 651)]",651.0,lipoprotein,lipoprotein
CP002027.1,gene,300385,300808,+,MMSYN1_0232,coaD,mRNA,pantetheine-phosphate adenylyltransferase,16303.615099999995,56.75996375537137,60.85753236306387,52.093722543951394,56.57040622079555,0.07751365354831599,7.232359932435,0.0,"[('inside', 1, 140)]",140.0,,cytoplasmic
CP002027.1,gene,300901,302623,+,MMSYN1_0233,ptsP,mRNA,phosphoenolpyruvate-protein phosphotransferase,64495.518000000244,2456.2729548957577,2147.469890321571,2524.918831306003,2376.2205588411102,0.08461136055628854,303.7928045507513,0.0,"[('inside', 1, 573)]",573.0,,cytoplasmic
CP002027.1,gene,302704,303169,+,MMSYN1_0234,,mRNA,PTS system glucose-specific eiicba component (eiicba-glc) (eii-glc/eiii-glc),16879.250799999998,1975.1945173006259,1933.8769663582455,1757.6021097520425,1888.8911978036379,0.06117941276319504,241.48918009187432,0.0,"[('inside', 1, 154)]",154.0,,cytoplasmic
CP002027.1,gene,303169,303460,+,MMSYN1_0235,,mRNA,conserved hypothetical protein,11074.537499999988,20.81734544432687,20.085610317609536,11.761438693918027,17.554798151951477,0.28656090260117184,2.244329274932549,2.0,"[('outside', 1, 18), ('TMhelix', 19, 39), ('inside', 40, 72), ('TMhelix', 73, 93), ('outside', 94, 96)]",96.0,,membrane
CP002027.1,gene,303532,304159,+,MMSYN1_0236,dhaL,mRNA,dihydroxyacetone kinase_ L subunit,22793.06900000002,1500.1394072202504,1404.2544006833605,1480.1548448131164,1461.5162175722423,0.03461260264945275,186.85054675615496,0.0,"[('inside', 1, 208)]",208.0,,cytoplasmic
CP002027.1,gene,304166,304562,+,MMSYN1_0237,,mRNA,dihydroxyacetone kinase_ phosphotransfer subunit,14158.351299999982,51.48015225679875,29.659744145128162,40.47305377424933,40.53765005872541,0.2691410937813768,5.1826192461036555,0.0,"[('inside', 1, 131)]",131.0,,cytoplasmic
CP002027.1,gene,304606,305233,-,MMSYN1_0238,rpsD,mRNA,ribosomal protein S4,23845.38120000003,8995.600296899085,10729.821209956335,7567.086797428147,9097.502768094522,0.1740947802395046,1163.0889523468943,0.0,"[('inside', 1, 208)]",208.0,,cytoplasmic
CP002027.1,gene,305487,307275,+,MMSYN1_0239,,mRNA,conserved hypothetical protein,71208.19530000008,25.777694227822618,25.463594230355444,24.900144952230665,25.380477803469574,0.01751896381284296,3.244819385164525,1.0,"[('outside', 1, 19), ('TMhelix', 20, 38), ('inside', 39, 595)]",595.0,,membrane
CP002027.1,gene,307282,308470,+,MMSYN1_0240,thiI,mRNA,thiamine biosynthesis/tRNA modification protein ThiI,45502.56199999999,459.1451864710784,459.2385312467448,421.285312990542,446.55634356945507,0.04900927854385846,57.090914182249016,0.0,"[('inside', 1, 395)]",395.0,,cytoplasmic
CP002027.1,gene,308600,311333,+,MMSYN1_0241,ctpA,pseudo,PSEUDOGENE - carboxyl terminal peptidase activity of this gene was confirmed by Mary Brown and Ayman Alam at the University of Florida,,,,,,,,,,,,Non_proteins
CP002027.1,gene,311450,313136,+,MMSYN1_0242,,mRNA,conserved hypothetical protein,65511.566899999976,,,,,,,0.0,"[('signal', 1, 57), ('outside', 58, 561)]",561.0,,cytoplasmic
CP002027.1,gene,313146,315438,+,MMSYN1_0243,,mRNA,putative liporotein,90468.87540000032,,,,,,,0.0,"[('signal', 1, 23), ('outside', 24, 763)]",763.0,lipoprotein,lipoprotein
CP002027.1,gene,315500,317768,+,MMSYN1_0244,,mRNA,putative liporotein,89442.16640000038,,,,,,,0.0,"[('signal', 1, 23), ('outside', 24, 755)]",755.0,lipoprotein,lipoprotein
CP002027.1,gene,318241,320383,+,MMSYN1_0245,,mRNA,putative membrane protein,79124.1987000004,205.813430308096,223.67655816767984,205.3756083942036,211.62186562332647,0.04934256147422857,27.055232656233986,9.0,"[('signal', 1, 10), ('outside', 11, 24), ('TMhelix', 25, 39), ('inside', 40, 48), ('TMhelix', 49, 69), ('outside', 70, 84), ('TMhelix', 85, 102), ('inside', 103, 106), ('TMhelix', 107, 120), ('outside', 121, 214), ('TMhelix', 215, 232), ('inside', 233, 241), ('TMhelix', 242, 261), ('outside', 262, 285), ('TMhelix', 286, 306), ('inside', 307, 369), ('TMhelix', 370, 386), ('outside', 387, 454), ('TMhelix', 455, 473), ('inside', 474, 713)]",713.0,,membrane
CP002027.1,gene,320409,323316,-,MMSYN1_0246,,mRNA,E1-E2 ATPase subfamily_ putative,108287.42560000089,143.72658961663458,146.53599069006685,150.3423743557971,146.86831822083286,0.022607932340050103,18.776682209045077,10.0,"[('inside', 1, 57), ('TMhelix', 58, 75), ('outside', 76, 92), ('TMhelix', 93, 112), ('inside', 113, 252), ('TMhelix', 253, 270), ('outside', 271, 284), ('TMhelix', 285, 303), ('inside', 304, 683), ('TMhelix', 684, 704), ('outside', 705, 713), ('TMhelix', 714, 732), ('inside', 733, 756), ('TMhelix', 757, 777), ('outside', 778, 826), ('TMhelix', 827, 843), ('inside', 844, 861), ('TMhelix', 862, 877), ('outside', 878, 905), ('TMhelix', 906, 929), ('inside', 930, 968)]",968.0,,membrane
CP002027.1,gene,323324,323915,-,MMSYN1_0247,ysxC,mRNA,ribosome biogenesis GTP-binding protein YsxC,22680.094300000026,229.22793210461046,185.55777798862874,208.9010458825428,207.89558532526067,0.10511253714619206,26.578838687635503,0.0,"[('inside', 1, 196)]",196.0,,cytoplasmic
CP002027.1,gene,323908,324469,-,MMSYN1_0248,,mRNA,conserved hypothetical protein,22659.645800000028,18.7854477926897,25.768649555497163,16.074947890082512,20.20968174608979,0.2474719474623542,2.5837483283609926,3.0,"[('outside', 1, 12), ('TMhelix', 13, 28), ('inside', 29, 61), ('TMhelix', 62, 78), ('outside', 79, 91), ('TMhelix', 92, 107), ('inside', 108, 186)]",186.0,,membrane
CP002027.1,gene,324470,325049,-,MMSYN1_0249,,mRNA,conserved hypothetical protein,22964.71620000003,51.339957133281295,42.93197045578044,46.94098090126502,47.07096949677558,0.08934382156107964,6.0178849068296865,1.0,"[('outside', 1, 7), ('TMhelix', 8, 24), ('inside', 25, 192)]",192.0,,membrane
CP002027.1,gene,325051,325741,-,MMSYN1_0250,,mRNA,conserved hypothetical protein,27471.587200000038,668.5369297644846,587.1601445875415,668.979046329139,641.5587068937217,0.0734321816801157,82.02139238549931,0.0,"[('inside', 1, 229)]",229.0,,cytoplasmic
CP002027.1,gene,325822,326515,+,MMSYN1_0251,,mRNA,conserved hypothetical protein,28141.447200000046,38.328507933096816,36.70390561625651,36.041922712502576,37.02477875395197,0.0317781453058274,4.733508989173866,0.0,"[('inside', 1, 230)]",230.0,,cytoplasmic
CP002027.1,gene,326515,327238,-,MMSYN1_0252,,mRNA,oxidoreductase,26932.596600000034,387.65948555210787,266.8018924862165,329.86803938221743,328.1098058068473,0.18423093877774818,41.94787295135494,0.0,"[('inside', 1, 240)]",240.0,,cytoplasmic
CP002027.1,gene,327282,327756,-,MMSYN1_0253,,mRNA,transcription elongation factor GreA,17475.859300000004,5248.0092426438,4695.504124101173,5526.253385989412,5156.5889175781285,0.08200239148648157,659.2547157955684,0.0,"[('inside', 1, 157)]",157.0,,cytoplasmic
CP002027.1,gene,327878,329633,-,MMSYN1_0254,uvrC,mRNA,excinuclease ABC subunit C,68804.81700000016,82.00339187324877,101.71020788538834,86.12456292421855,89.94605422761856,0.11556203695138252,11.499338296024453,0.0,"[('inside', 1, 584)]",584.0,,cytoplasmic
CP002027.1,gene,329642,330704,-,MMSYN1_0255,,mRNA,conserved hypothetical protein,42575.34390000003,142.05854787252792,147.40751473026802,135.3653522300866,141.61047161096084,0.04260682533292421,18.1044819953201,4.0,"[('inside', 1, 26), ('TMhelix', 27, 43), ('outside', 44, 60), ('TMhelix', 61, 78), ('inside', 79, 93), ('TMhelix', 94, 111), ('outside', 112, 192), ('TMhelix', 193, 208), ('inside', 209, 353)]",353.0,,membrane
CP002027.1,gene,330769,332392,-,MMSYN1_0256,,mRNA,Amino acid permease superfamily protein,61230.84490000001,,,,,,,12.0,"[('inside', 1, 13), ('TMhelix', 14, 32), ('outside', 33, 50), ('TMhelix', 51, 70), ('inside', 71, 99), ('TMhelix', 100, 120), ('outside', 121, 147), ('TMhelix', 148, 168), ('inside', 169, 173), ('TMhelix', 174, 194), ('outside', 195, 223), ('TMhelix', 224, 240), ('inside', 241, 257), ('TMhelix', 258, 276), ('outside', 277, 310), ('TMhelix', 311, 331), ('inside', 332, 364), ('TMhelix', 365, 381), ('outside', 382, 401), ('TMhelix', 402, 422), ('inside', 423, 433), ('TMhelix', 434, 454), ('outside', 455, 477), ('TMhelix', 478, 499), ('inside', 500, 540)]",540.0,,membrane
CP002027.1,gene,332497,334249,-,MMSYN1_0257,,mRNA,hydrolase,65649.83610000019,1147.6960527974902,1252.1287391962055,1231.7823814057108,1210.535724466469,0.045734670120695174,154.7634294199937,0.0,"[('inside', 1, 583)]",583.0,,cytoplasmic
CP002027.1,gene,334374,335094,-,MMSYN1_0258,,mRNA,oxidoreductase,26508.18620000003,898.9864953942603,723.0848046696123,798.8763267742412,806.9825422793712,0.10933393191480534,103.17034284986933,0.0,"[('inside', 1, 239)]",239.0,,cytoplasmic
CP002027.1,gene,335105,335903,-,MMSYN1_0259,,mRNA,NAD(+)/nadh kinase_ putative,30587.94850000002,549.1527097843457,537.0140867131176,617.1336217424381,567.7668060799671,0.07605512406906713,72.58731505714118,0.0,"[('inside', 1, 265)]",265.0,,cytoplasmic
CP002027.1,gene,336013,338632,-,MMSYN1_0260,valS,mRNA,valine--tRNA ligase,103209.81010000064,306.11803256019255,326.09095971337433,301.75346806246165,311.32082011200947,0.04168091519498314,39.80145054505917,0.0,"[('inside', 1, 872)]",872.0,,cytoplasmic
CP002027.1,gene,338718,339345,-,MMSYN1_0261,thiN,pseudo,PSEUDOGENE - thiamine diphosphokinase,,,,,,,,,,,,Non_proteins
CP002027.1,gene,339334,340097,-,MMSYN1_0262,rpe,pseudo,PSEUDOGENE -ribulose-phosphate 3-epimerase,,,,,,,,,,,,Non_proteins
CP002027.1,gene,340098,341001,-,MMSYN1_0263,rsgA,mRNA,ribosome small subunit-dependent GTPase A,35135.348100000025,103.59044548273502,102.69104268300323,104.34563917612194,103.54237578062008,0.00800005772334584,13.237587988710638,0.0,"[('inside', 1, 300)]",300.0,,cytoplasmic
CP002027.1,gene,341010,342126,-,MMSYN1_0264,,mRNA,serine/threonine protein kinase,43823.206099999996,89.09873957621062,86.23853213939496,89.87219785873137,88.40315652477898,0.021651881715720172,11.302083365905867,1.0,"[('inside', 1, 349), ('TMhelix', 350, 370), ('outside', 371, 371)]",371.0,,membrane
CP002027.1,gene,342125,342883,-,MMSYN1_0268,,pseudo,PSEUDOGENE - serine/threonine phosphatase_ degenerate,,,,,,,,,,,,Non_proteins
CP002027.1,gene,342911,344321,-,MMSYN1_0269,,mRNA,conserved hypothetical protein,56346.705099999876,,,,,,,1.0,"[('signal', 1, 15), ('outside', 16, 445), ('TMhelix', 446, 455), ('inside', 456, 469)]",469.0,,membrane
CP002027.1,gene,344440,344857,+,MMSYN1_0270,,mRNA,ATPase_ YjeE family,16266.698999999991,205.44520733375668,160.1951680850094,199.07791125282822,188.23942889053146,0.13012585459322484,24.06585694114857,0.0,"[('inside', 1, 138)]",138.0,,cytoplasmic
CP002027.1,gene,344858,345422,+,MMSYN1_0271,,mRNA,glycoprotease family protein,21881.10500000001,211.06872630565522,212.68828178601404,189.63257725845165,204.46319511670697,0.06294137289319629,26.14001770197851,0.0,"[('inside', 1, 187)]",187.0,,cytoplasmic
CP002027.1,gene,345457,350779,-,MMSYN1_0272,,mRNA,efflux ABC transporter_ permease protein,206070.1717000008,2.159604590401866,2.5874515803069063,0.7442441033236358,1.8304334246774694,0.5270258875137014,0.2340155258556483,8.0,"[('inside', 1, 21), ('TMhelix', 22, 38), ('outside', 39, 646), ('TMhelix', 647, 667), ('inside', 668, 696), ('TMhelix', 697, 717), ('outside', 718, 741), ('TMhelix', 742, 762), ('inside', 763, 815), ('TMhelix', 816, 836), ('outside', 837, 1642), ('TMhelix', 1643, 1663), ('inside', 1664, 1696), ('TMhelix', 1697, 1717), ('outside', 1718, 1734), ('TMhelix', 1735, 1755), ('inside', 1756, 1773)]",1773.0,,membrane
CP002027.1,gene,350991,354132,+,MMSYN1_0273,,mRNA,hypothetical protein,121958.34290000112,,,,,,,0.0,"[('signal', 1, 31), ('outside', 32, 1046)]",1046.0,,cytoplasmic
CP002027.1,gene,354146,354761,+,MMSYN1_0274,,mRNA,putative liporotein,23664.424300000028,22.23676448074239,24.775832084867766,22.67084483027116,23.227813798627107,0.05846776611192723,2.969607628051589,0.0,"[('signal', 1, 23), ('outside', 24, 204)]",204.0,lipoprotein,lipoprotein
CP002027.1,gene,354900,355422,+,MMSYN1_0275,,mRNA,putative liporotein,19816.36890000001,24.204984925390686,34.74762636814968,14.948201088879507,24.63360412747329,0.4021607729698909,3.149333783951354,0.0,"[('signal', 1, 23), ('outside', 24, 173)]",173.0,lipoprotein,lipoprotein
CP002027.1,gene,355681,356302,+,MMSYN1_0276,,pseudo,PSEUDOGENE - putative liporotein,,,,,,,,,,,,Non_proteins
CP002027.1,gene,356462,356975,+,MMSYN1_0277,,mRNA,putative liporotein,19886.939800000004,25.73945915177291,23.605109459451246,25.785226712640178,25.043265107954777,0.049741498576515386,3.2017077345564178,0.0,"[('signal', 1, 23), ('outside', 24, 170)]",170.0,lipoprotein,lipoprotein
CP002027.1,gene,357014,359429,-,MMSYN1_0278,,mRNA,PTS system fructose-specific enzyme iiabc component,88577.27940000047,407.63113311943414,443.57124888333965,405.11128756041177,418.77122318772854,0.05137500978513602,53.53866832100556,10.0,"[('inside', 1, 298), ('TMhelix', 299, 319), ('outside', 320, 339), ('TMhelix', 340, 360), ('inside', 361, 364), ('TMhelix', 365, 375), ('outside', 376, 395), ('TMhelix', 396, 416), ('inside', 417, 426), ('TMhelix', 427, 456), ('outside', 457, 474), ('TMhelix', 475, 490), ('inside', 491, 518), ('TMhelix', 519, 536), ('outside', 537, 548), ('TMhelix', 549, 569), ('inside', 570, 575), ('TMhelix', 576, 591), ('outside', 592, 618), ('TMhelix', 619, 639), ('inside', 640, 804)]",804.0,,membrane
CP002027.1,gene,359687,359975,+,MMSYN1_0279,,mRNA,conserved hypothetical protein,10174.445299999987,,,,,,,3.0,"[('inside', 1, 9), ('TMhelix', 10, 30), ('outside', 31, 31), ('TMhelix', 32, 52), ('inside', 53, 62), ('TMhelix', 63, 83), ('outside', 84, 95)]",95.0,,membrane
CP002027.1,gene,360218,360308,+,MMSYN1_0280,,tRNA,tRNA-Ser,,,,,,,,,,,,Non_proteins
