operon_id	chrom	strand	start0	end0	n_isoforms	n_reads_total	member_ids	length	tss	tts	sense_gene_count	sense_gene_loci	sense_gene_names	antisense_gene_count	antisense_gene_loci	antisense_gene_names	gene_count	gene_loci	gene_names	segmentation_type
OP_00077	CP002027.1	+	193450	197629	20	6289	ISO_025758,ISO_025763,ISO_025765,ISO_025766,ISO_025777,ISO_025803,ISO_025804,ISO_025821,ISO_025822,ISO_025823,ISO_025830,ISO_025844,ISO_025845,ISO_025846,ISO_025848,ISO_025852,ISO_025858,ISO_025901,ISO_025937,ISO_025940	4179	193450	197629	2	MMSYN1_0152,MMSYN1_0153	,	0			2	MMSYN1_0152,MMSYN1_0153	,	isoform_operon
OP_00078	CP002027.1	+	197657	199153	4	1010	ISO_026405,ISO_026452,ISO_026429,ISO_026553	1496	197657	199153	1	MMSYN1_0154	lap	0			1	MMSYN1_0154	lap	isoform_operon
OP_00079	CP002027.1	+	199379	200123	3	927	ISO_026626,ISO_026610,ISO_026614	744	199379	200123	0			0			0			isoform_operon
OP_00080	CP002027.1	+	200903	201506	0	130		603	200903	201506	1	MMSYN1_0155		0			1	MMSYN1_0155		rescue_single
OP_00081	CP002027.1	-	201663	203734	1	12	ISO_134602	2071	203734	201663	2	MMSYN1_0156,MMSYN1_0157	,	0			2	MMSYN1_0156,MMSYN1_0157	,	rescue_multiple
OP_00082	CP002027.1	+	203878	204288	1	637	ISO_026863	410	203878	204288	1	MMSYN1_0158	ssrA	0			1	MMSYN1_0158	ssrA	isoform_operon
OP_00083	CP002027.1	+	204413	206543	0	8		2130	204413	206543	1	MMSYN1_0159		0			1	MMSYN1_0159		rescue_single
OP_00084	CP002027.1	-	206562	207315	0	30		753	207315	206562	1	MMSYN1_0160	abiGIA	0			1	MMSYN1_0160	abiGIA	rescue_single
OP_00085	CP002027.1	-	207401	207998	0	5		597	207998	207401	1	MMSYN1_0161	abiGIB	0			1	MMSYN1_0161	abiGIB	rescue_single
OP_00086	CP002027.1	-	208208	209415	0	10		1207	209415	208208	1	MMSYN1_0162		0			1	MMSYN1_0162		rescue_single
OP_00087	CP002027.1	-	210337	212239	3	670	ISO_134860,ISO_134915,ISO_134981	1902	212239	210337	1	MMSYN1_0163	alaS	0			1	MMSYN1_0163	alaS	isoform_operon
OP_00088	CP002027.1	-	212292	212787	0	2		495	212787	212292	1	MMSYN1_0164		0			1	MMSYN1_0164		rescue_single
OP_00089	CP002027.1	+	213004	214249	0	124		1245	213004	214249	1	MMSYN1_0165		0			1	MMSYN1_0165		rescue_single
OP_00090	CP002027.1	+	214264	215275	0	576		1011	214264	215275	1	MMSYN1_0166		0			1	MMSYN1_0166		rescue_single
OP_00091	CP002027.1	+	215288	216989	0	3		1701	215288	216989	1	MMSYN1_0167		0			1	MMSYN1_0167		rescue_single
OP_00092	CP002027.1	+	218356	222011	42	6567	ISO_028463,ISO_028682,ISO_028686,ISO_028804,ISO_028805,ISO_028943,ISO_028996,ISO_029001,ISO_029042,ISO_029044,ISO_029078,ISO_029098,ISO_029103,ISO_029108,ISO_029119,ISO_029118,ISO_029149,ISO_029160,ISO_029170,ISO_029172,ISO_029182,ISO_029236,ISO_029259,ISO_029267,ISO_029273,ISO_029276,ISO_029323,ISO_029343,ISO_029369,ISO_029401,ISO_029404,ISO_029417,ISO_029420,ISO_029446,ISO_029462,ISO_029464,ISO_029463,ISO_029498,ISO_029511,ISO_029557,ISO_029556,ISO_029558	3655	218356	222011	2	MMSYN1_0168,MMSYN1_0169	,	0			2	MMSYN1_0168,MMSYN1_0169	,	isoform_operon
OP_00093	CP002027.1	-	222555	223705	1	66	ISO_135190	1150	223705	222555	1	MMSYN1_0170		0			1	MMSYN1_0170		isoform_operon
OP_00094	CP002027.1	-	223757	225140	4	2889	ISO_135274,ISO_135275,ISO_135278,ISO_135280	1383	225140	223757	1	MMSYN1_0171		0			1	MMSYN1_0171		isoform_operon
OP_00095	CP002027.1	+	225291	226235	1	140	ISO_029746	944	225291	226235	1	MMSYN1_0172		0			1	MMSYN1_0172		isoform_operon
OP_00096	CP002027.1	-	226200	227956	4	359	ISO_135412,ISO_135503,ISO_135410,ISO_135530	1756	227956	226200	1	MMSYN1_0173		1	MMSYN1_0172		2	MMSYN1_0173		isoform_operon
OP_00097	CP002027.1	-	228294	230038	4	2157	ISO_135725,ISO_135736,ISO_135737,ISO_135727	1744	230038	228294	1	MMSYN1_0175		1	MMSYN1_0174		2	MMSYN1_0175		isoform_operon
OP_00098	CP002027.1	-	230078	232574	4	653	ISO_135973,ISO_135985,ISO_135989,ISO_135968	2496	232574	230078	2	MMSYN1_0176,MMSYN1_0177	pgmB,	0			2	MMSYN1_0176,MMSYN1_0177	pgmB,	isoform_operon
OP_00099	CP002027.1	-	232650	234512	3	2485	ISO_136121,ISO_136124,ISO_136125	1862	234512	232650	1	MMSYN1_0178		0			1	MMSYN1_0178		isoform_operon
OP_00100	CP002027.1	+	234647	236584	15	3427	ISO_030136,ISO_030145,ISO_030150,ISO_030151,ISO_030153,ISO_030157,ISO_030158,ISO_030160,ISO_030162,ISO_030163,ISO_030165,ISO_030175,ISO_030453,ISO_030451,ISO_030563	1937	234647	236584	1	MMSYN1_0179		0			1	MMSYN1_0179		isoform_operon
OP_00101	CP002027.1	+	236741	244480	32	9136	ISO_030668,ISO_030672,ISO_030692,ISO_030697,ISO_030707,ISO_030708,ISO_030709,ISO_030719,ISO_030724,ISO_030747,ISO_030748,ISO_030772,ISO_031098,ISO_031107,ISO_031296,ISO_031298,ISO_032138,ISO_032594,ISO_032593,ISO_032786,ISO_032856,ISO_032937,ISO_032987,ISO_033020,ISO_033026,ISO_033052,ISO_033056,ISO_033081,ISO_033088,ISO_033095,ISO_033122,ISO_033141	7739	236741	244480	5	MMSYN1_0180,MMSYN1_0181,MMSYN1_0182,MMSYN1_0183,MMSYN1_0184	,,,,	0			5	MMSYN1_0180,MMSYN1_0181,MMSYN1_0182,MMSYN1_0183,MMSYN1_0184	,,,,	isoform_operon_merged
OP_00102	CP002027.1	+	245364	247662	0	61		2298	245364	247662	1	MMSYN1_0185		0			1	MMSYN1_0185		rescue_single
OP_00103	CP002027.1	+	248213	250039	3	734	ISO_034232,ISO_034231,ISO_034405	1826	248213	250039	2	MMSYN1_0186,MMSYN1_0187	,	1	MMSYN1_0188	pepF	3	MMSYN1_0186,MMSYN1_0187	,	isoform_operon
OP_00104	CP002027.1	-	250007	253922	14	2251	ISO_137159,ISO_137162,ISO_137156,ISO_137160,ISO_136743,ISO_137166,ISO_138113,ISO_137158,ISO_138191,ISO_138117,ISO_137165,ISO_138118,ISO_138119,ISO_138224	3915	253922	250007	3	MMSYN1_0188,MMSYN1_0189,MMSYN1_0190	pepF,,	1	MMSYN1_0187		4	MMSYN1_0188,MMSYN1_0189,MMSYN1_0190	pepF,,	isoform_operon
OP_00105	CP002027.1	-	253997	254180	0	440		183	254180	253997	1	MMSYN1_0191		0			1	MMSYN1_0191		rescue_single
OP_00106	CP002027.1	+	254433	255818	1	273	ISO_034566	1385	254433	255818	2	MMSYN1_0192,MMSYN1_0193	,	0			2	MMSYN1_0192,MMSYN1_0193	,	isoform_operon
OP_00107	CP002027.1	+	255889	256849	0	31		960	255889	256849	1	MMSYN1_0194		0			1	MMSYN1_0194		rescue_single
OP_00108	CP002027.1	-	257600	261590	6	1045	ISO_138479,ISO_138540,ISO_138684,ISO_138737,ISO_138910,ISO_139003	3990	261590	257600	3	MMSYN1_0195,MMSYN1_0196,MMSYN1_0197	,,	0			3	MMSYN1_0195,MMSYN1_0196,MMSYN1_0197	,,	isoform_operon_merged
OP_00109	CP002027.1	-	262700	264676	14	7575	ISO_139453,ISO_139566,ISO_139592,ISO_139824,ISO_139826,ISO_139839,ISO_139840,ISO_139827,ISO_139829,ISO_139856,ISO_139842,ISO_139843,ISO_139844,ISO_139854	1976	264676	262700	4	MMSYN1_0198,MMSYN1_0199,MMSYN1_0200,MMSYN1_0201	rplT,rpmI,infC,def	0			4	MMSYN1_0198,MMSYN1_0199,MMSYN1_0200,MMSYN1_0201	rplT,rpmI,infC,def	isoform_operon
OP_00110	CP002027.1	+	264716	265971	2	370	ISO_034759,ISO_034807	1255	264716	265971	2	MMSYN1_0202,MMSYN1_0203	,gmk	0			2	MMSYN1_0202,MMSYN1_0203	,gmk	isoform_operon
OP_00111	CP002027.1	-	267420	269294	2	541	ISO_140268,ISO_140276	1874	269294	267420	1	MMSYN1_0205	typA	1	MMSYN1_0204	sun	2	MMSYN1_0205	typA	isoform_operon
OP_00112	CP002027.1	+	269436	272099	6	1293	ISO_035181,ISO_035182,ISO_035185,ISO_035191,ISO_035211,ISO_035225	2663	269436	272099	3	MMSYN1_0206,MMSYN1_0207,MMSYN1_0208	,,	1	MMSYN1_0209	murQ	4	MMSYN1_0206,MMSYN1_0207,MMSYN1_0208	,,	isoform_operon
OP_00113	CP002027.1	+	272198	273668	1	161	ISO_035416	1470	272198	273668	0			2	MMSYN1_0209,MMSYN1_0210	murQ,	2			isoform_operon
OP_00114	CP002027.1	-	274827	275868	1	4	ISO_140677	1041	275868	274827	2	MMSYN1_0211,MMSYN1_0212	,	0			2	MMSYN1_0211,MMSYN1_0212	,	rescue_multiple
OP_00115	CP002027.1	+	276042	277481	12	17402	ISO_035513,ISO_035514,ISO_035533,ISO_035534,ISO_035543,ISO_035549,ISO_035556,ISO_035571,ISO_035574,ISO_035575,ISO_035576,ISO_035515	1439	276042	277481	1	MMSYN1_0213	eno	0			1	MMSYN1_0213	eno	isoform_operon
OP_00116	CP002027.1	+	278264	279363	2	139	ISO_035875,ISO_035899	1099	278264	279363	3	MMSYN1_0214,MMSYN1_0215,MMSYN1_0216	,,hpt_1	0			3	MMSYN1_0214,MMSYN1_0215,MMSYN1_0216	,,hpt_1	isoform_operon
OP_00117	CP002027.1	-	279329	283175	28	12882	ISO_141611,ISO_141764,ISO_142498,ISO_142798,ISO_142474,ISO_141307,ISO_141578,ISO_141614,ISO_141699,ISO_141727,ISO_141765,ISO_142479,ISO_142752,ISO_142799,ISO_142564,ISO_142573,ISO_142480,ISO_142481,ISO_142477,ISO_142682,ISO_142685,ISO_142687,ISO_142688,ISO_142478,ISO_142689,ISO_142702,ISO_142491,ISO_142717	3846	283175	279329	3	MMSYN1_0217,MMSYN1_0218,MMSYN1_0219	,glpK,glpO	1	MMSYN1_0216	hpt_1	4	MMSYN1_0217,MMSYN1_0218,MMSYN1_0219	,glpK,glpO	isoform_operon
OP_00118	CP002027.1	+	282977	284150	3	1112	ISO_036042,ISO_036060,ISO_036093	1173	282977	284150	1	MMSYN1_0220	pfkA	0			1	MMSYN1_0220	pfkA	isoform_operon
OP_00119	CP002027.1	+	284264	287951	7	880	ISO_036171,ISO_036173,ISO_036176,ISO_036175,ISO_036197,ISO_036202,ISO_036438	3687	284264	287951	2	MMSYN1_0221,MMSYN1_0222	pyk,thrS	0			2	MMSYN1_0221,MMSYN1_0222	pyk,thrS	isoform_operon_merged
OP_00120	CP002027.1	+	288163	291059	176	55500	ISO_036786,ISO_036764,ISO_036827,ISO_036842,ISO_036851,ISO_036767,ISO_036861,ISO_036870,ISO_036887,ISO_036894,ISO_036902,ISO_036922,ISO_036923,ISO_036769,ISO_036942,ISO_037077,ISO_037104,ISO_037189,ISO_037098,ISO_037190,ISO_037236,ISO_037239,ISO_037320,ISO_037342,ISO_037341,ISO_037407,ISO_037429,ISO_037461,ISO_037462,ISO_037476,ISO_037501,ISO_037505,ISO_037515,ISO_037535,ISO_037549,ISO_037554,ISO_037558,ISO_037571,ISO_037573,ISO_037586,ISO_037602,ISO_037608,ISO_037610,ISO_037619,ISO_037620,ISO_037644,ISO_037655,ISO_037671,ISO_037675,ISO_037681,ISO_037686,ISO_037688,ISO_037700,ISO_037709,ISO_037722,ISO_037742,ISO_037762,ISO_037777,ISO_037782,ISO_037791,ISO_037800,ISO_037810,ISO_037830,ISO_037831,ISO_037852,ISO_037861,ISO_037868,ISO_037875,ISO_037881,ISO_037882,ISO_037903,ISO_037920,ISO_037927,ISO_037941,ISO_037954,ISO_037970,ISO_037978,ISO_038000,ISO_038009,ISO_038027,ISO_038043,ISO_038057,ISO_038064,ISO_038066,ISO_038081,ISO_038099,ISO_038107,ISO_038122,ISO_038140,ISO_038155,ISO_038154,ISO_038172,ISO_038178,ISO_038177,ISO_038188,ISO_038196,ISO_038202,ISO_038212,ISO_038224,ISO_038227,ISO_038232,ISO_038247,ISO_038250,ISO_038252,ISO_038264,ISO_038275,ISO_038294,ISO_038311,ISO_038325,ISO_038328,ISO_038341,ISO_038353,ISO_038358,ISO_038369,ISO_038389,ISO_038396,ISO_038407,ISO_038417,ISO_038430,ISO_038438,ISO_038445,ISO_038456,ISO_038464,ISO_038468,ISO_038471,ISO_038486,ISO_038494,ISO_038498,ISO_038506,ISO_038507,ISO_038518,ISO_038530,ISO_038541,ISO_038548,ISO_038564,ISO_038574,ISO_038594,ISO_038611,ISO_038628,ISO_038642,ISO_038658,ISO_038679,ISO_038692,ISO_038698,ISO_038702,ISO_038726,ISO_038732,ISO_038745,ISO_038761,ISO_038774,ISO_038789,ISO_038804,ISO_038810,ISO_038840,ISO_038859,ISO_038868,ISO_038887,ISO_038909,ISO_038919,ISO_038933,ISO_038948,ISO_038966,ISO_038982,ISO_038993,ISO_039005,ISO_039023,ISO_039038,ISO_039051,ISO_039065,ISO_039077,ISO_039087,ISO_039177,ISO_039183,ISO_039301,ISO_039346,ISO_039394	2896	288163	291059	3	MMSYN1_0223,MMSYN1_0224,MMSYN1_0225	,,pdhA	0			3	MMSYN1_0223,MMSYN1_0224,MMSYN1_0225	,,pdhA	isoform_operon
OP_00121	CP002027.1	+	291897	298399	348	46598	ISO_042342,ISO_042370,ISO_044411,ISO_044472,ISO_044499,ISO_044542,ISO_044742,ISO_044759,ISO_044874,ISO_044910,ISO_044934,ISO_044969,ISO_044999,ISO_045026,ISO_045068,ISO_045546,ISO_045651,ISO_045693,ISO_045789,ISO_045818,ISO_045835,ISO_045858,ISO_045917,ISO_046041,ISO_046054,ISO_046083,ISO_046150,ISO_046156,ISO_046206,ISO_046242,ISO_046262,ISO_046293,ISO_046330,ISO_046345,ISO_046385,ISO_046406,ISO_046425,ISO_046459,ISO_046519,ISO_046536,ISO_046547,ISO_046571,ISO_046602,ISO_046662,ISO_046682,ISO_046713,ISO_046698,ISO_046699,ISO_046700,ISO_046706,ISO_046695,ISO_046831,ISO_046693,ISO_046820,ISO_046860,ISO_046899,ISO_046920,ISO_046919,ISO_046994,ISO_046946,ISO_047009,ISO_047016,ISO_047038,ISO_047082,ISO_047094,ISO_047105,ISO_047136,ISO_047158,ISO_047198,ISO_047210,ISO_047287,ISO_047306,ISO_047326,ISO_047353,ISO_047354,ISO_047378,ISO_047394,ISO_047395,ISO_047432,ISO_047449,ISO_047450,ISO_047468,ISO_047469,ISO_047495,ISO_047496,ISO_047517,ISO_047532,ISO_047534,ISO_047556,ISO_047552,ISO_047577,ISO_047600,ISO_047617,ISO_047626,ISO_047638,ISO_047652,ISO_047665,ISO_047690,ISO_047688,ISO_047724,ISO_047744,ISO_047769,ISO_047785,ISO_047794,ISO_047799,ISO_047811,ISO_047822,ISO_047838,ISO_047865,ISO_047872,ISO_047873,ISO_047879,ISO_047880,ISO_047909,ISO_047916,ISO_047925,ISO_047934,ISO_047955,ISO_047962,ISO_047982,ISO_048002,ISO_048006,ISO_048013,ISO_048027,ISO_048055,ISO_048069,ISO_048071,ISO_048088,ISO_048091,ISO_048099,ISO_048108,ISO_048119,ISO_048129,ISO_048130,ISO_048145,ISO_048166,ISO_048163,ISO_048187,ISO_048192,ISO_048206,ISO_048223,ISO_048232,ISO_048236,ISO_048258,ISO_048283,ISO_048295,ISO_048309,ISO_048321,ISO_048324,ISO_048343,ISO_048350,ISO_048359,ISO_048363,ISO_048377,ISO_048378,ISO_048397,ISO_048398,ISO_048421,ISO_048422,ISO_048435,ISO_048442,ISO_048455,ISO_048463,ISO_048472,ISO_048488,ISO_048496,ISO_048516,ISO_048528,ISO_048529,ISO_048539,ISO_048543,ISO_048553,ISO_048566,ISO_048573,ISO_048586,ISO_048593,ISO_048602,ISO_048611,ISO_048619,ISO_048632,ISO_048641,ISO_048653,ISO_048665,ISO_048674,ISO_048684,ISO_048691,ISO_048712,ISO_048726,ISO_048730,ISO_048733,ISO_048741,ISO_048747,ISO_048761,ISO_048762,ISO_048773,ISO_048778,ISO_048790,ISO_048794,ISO_048805,ISO_048806,ISO_048814,ISO_048836,ISO_048841,ISO_048847,ISO_048856,ISO_048868,ISO_048876,ISO_048889,ISO_048902,ISO_048916,ISO_048919,ISO_048931,ISO_048944,ISO_048945,ISO_048950,ISO_048951,ISO_048964,ISO_048965,ISO_048975,ISO_048976,ISO_048985,ISO_048984,ISO_048990,ISO_048999,ISO_049007,ISO_049021,ISO_049038,ISO_049041,ISO_049044,ISO_049057,ISO_049058,ISO_049069,ISO_049068,ISO_049087,ISO_049088,ISO_049105,ISO_049109,ISO_049112,ISO_049114,ISO_049142,ISO_049151,ISO_049156,ISO_049159,ISO_049165,ISO_049173,ISO_049178,ISO_049187,ISO_049188,ISO_049201,ISO_049209,ISO_049215,ISO_049220,ISO_049222,ISO_049237,ISO_049239,ISO_049251,ISO_049247,ISO_049269,ISO_049270,ISO_049278,ISO_049281,ISO_049288,ISO_049286,ISO_049295,ISO_049306,ISO_049322,ISO_049328,ISO_049333,ISO_049341,ISO_049346,ISO_049359,ISO_049373,ISO_049377,ISO_049387,ISO_049388,ISO_049408,ISO_049413,ISO_049415,ISO_049424,ISO_049427,ISO_049432,ISO_049444,ISO_049456,ISO_049457,ISO_049465,ISO_049466,ISO_049474,ISO_049482,ISO_049483,ISO_049488,ISO_049500,ISO_049504,ISO_049509,ISO_049521,ISO_049530,ISO_049550,ISO_049557,ISO_049563,ISO_049569,ISO_049576,ISO_049581,ISO_049592,ISO_049599,ISO_049607,ISO_049617,ISO_049622,ISO_049624,ISO_049634,ISO_049644,ISO_049651,ISO_049662,ISO_049673,ISO_049678,ISO_049690,ISO_049701,ISO_049696,ISO_049704,ISO_049710,ISO_049715,ISO_049716,ISO_049727,ISO_049735,ISO_049741,ISO_049749,ISO_049750,ISO_049753,ISO_049764,ISO_049767,ISO_049772,ISO_049782,ISO_049791,ISO_049798,ISO_049807,ISO_049811,ISO_049817,ISO_049818,ISO_049827,ISO_049842,ISO_049846,ISO_049858,ISO_049859,ISO_049866,ISO_049868,ISO_049883,ISO_049889,ISO_049919,ISO_050005,ISO_050006	6502	291897	298399	6	MMSYN1_0225,MMSYN1_0226,MMSYN1_0227,MMSYN1_0228,MMSYN1_0229,MMSYN1_0230	pdhA,pdhB,pdhC,lpdA,pta,ackA	0			6	MMSYN1_0225,MMSYN1_0226,MMSYN1_0227,MMSYN1_0228,MMSYN1_0229,MMSYN1_0230	pdhA,pdhB,pdhC,lpdA,pta,ackA	isoform_operon
OP_00122	CP002027.1	+	300106	303472	6	610	ISO_050697,ISO_050715,ISO_050693,ISO_050991,ISO_051612,ISO_051678	3366	300106	303472	5	MMSYN1_0231,MMSYN1_0232,MMSYN1_0233,MMSYN1_0234,MMSYN1_0235	,coaD,ptsP,,	0			5	MMSYN1_0231,MMSYN1_0232,MMSYN1_0233,MMSYN1_0234,MMSYN1_0235	,coaD,ptsP,,	isoform_operon
OP_00123	CP002027.1	+	303492	304591	1	51	ISO_051855	1099	303492	304591	2	MMSYN1_0236,MMSYN1_0237	dhaL,	0			2	MMSYN1_0236,MMSYN1_0237	dhaL,	isoform_operon
OP_00124	CP002027.1	-	304559	305385	3	1118	ISO_142956,ISO_142955,ISO_142957	826	305385	304559	1	MMSYN1_0238	rpsD	1	MMSYN1_0237		2	MMSYN1_0238	rpsD	isoform_operon
OP_00125	CP002027.1	+	305470	307203	2	171	ISO_051914,ISO_051932	1733	305470	307203	1	MMSYN1_0239		0			1	MMSYN1_0239		isoform_operon
OP_00126	CP002027.1	+	307282	308470	0	144		1188	307282	308470	1	MMSYN1_0240	thiI	0			1	MMSYN1_0240	thiI	rescue_single
OP_00127	CP002027.1	+	308577	311371	5	582	ISO_052274,ISO_052402,ISO_052404,ISO_052623,ISO_052625	2794	308577	311371	1	MMSYN1_0241	ctpA	0			1	MMSYN1_0241	ctpA	isoform_operon
OP_00128	CP002027.1	+	311450	313136	0	30		1686	311450	313136	1	MMSYN1_0242		0			1	MMSYN1_0242		rescue_single
OP_00129	CP002027.1	+	313146	315438	0	1		2292	313146	315438	1	MMSYN1_0243		0			1	MMSYN1_0243		rescue_single
OP_00130	CP002027.1	+	315500	317768	0	5		2268	315500	317768	1	MMSYN1_0244		0			1	MMSYN1_0244		rescue_single
OP_00131	CP002027.1	+	318156	320427	5	774	ISO_053019,ISO_053052,ISO_053054,ISO_053056,ISO_053065	2271	318156	320427	1	MMSYN1_0245		1	MMSYN1_0246		2	MMSYN1_0245		isoform_operon
OP_00132	CP002027.1	-	320395	323364	17	7480	ISO_143974,ISO_143290,ISO_143335,ISO_143339,ISO_143573,ISO_143786,ISO_143798,ISO_143966,ISO_143724,ISO_143977,ISO_143291,ISO_143787,ISO_143963,ISO_143968,ISO_143967,ISO_143964,ISO_143965	2969	323364	320395	2	MMSYN1_0246,MMSYN1_0247	,ysxC	0			2	MMSYN1_0246,MMSYN1_0247	,ysxC	isoform_operon
OP_00133	CP002027.1	-	323908	325741	1	1	ISO_144496	1833	325741	323908	3	MMSYN1_0248,MMSYN1_0249,MMSYN1_0250	,,	0			3	MMSYN1_0248,MMSYN1_0249,MMSYN1_0250	,,	rescue_multiple
OP_00134	CP002027.1	-	326200	327773	1	365	ISO_144566	1573	327773	326200	2	MMSYN1_0252,MMSYN1_0253	,	1	MMSYN1_0251		3	MMSYN1_0252,MMSYN1_0253	,	isoform_operon
OP_00135	CP002027.1	-	328345	330715	2	124	ISO_144782,ISO_144882	2370	330715	328345	2	MMSYN1_0254,MMSYN1_0255	uvrC,	0			2	MMSYN1_0254,MMSYN1_0255	uvrC,	isoform_operon
OP_00136	CP002027.1	-	330701	332416	9	10878	ISO_145151,ISO_145150,ISO_145153,ISO_145154,ISO_145155,ISO_145172,ISO_145180,ISO_145156,ISO_145203	1715	332416	330701	2	MMSYN1_0255,MMSYN1_0256	,	0			2	MMSYN1_0255,MMSYN1_0256	,	isoform_operon
OP_00137	CP002027.1	-	332557	334304	12	1269	ISO_145349,ISO_145415,ISO_145479,ISO_145560,ISO_145567,ISO_145642,ISO_145700,ISO_145561,ISO_145575,ISO_145643,ISO_145670,ISO_145697	1747	334304	332557	1	MMSYN1_0257		0			1	MMSYN1_0257		isoform_operon
OP_00138	CP002027.1	-	334374	335903	1	4	ISO_145750	1529	335903	334374	2	MMSYN1_0258,MMSYN1_0259	,	0			2	MMSYN1_0258,MMSYN1_0259	,	rescue_multiple
OP_00139	CP002027.1	-	335985	341017	34	12256	ISO_146573,ISO_146509,ISO_146585,ISO_145910,ISO_145915,ISO_145976,ISO_146015,ISO_146146,ISO_146506,ISO_146521,ISO_147178,ISO_146149,ISO_146567,ISO_146553,ISO_146522,ISO_146523,ISO_146524,ISO_146514,ISO_146620,ISO_147183,ISO_147123,ISO_147171,ISO_147203,ISO_147688,ISO_147186,ISO_147176,ISO_147180,ISO_147177,ISO_147691,ISO_147181,ISO_147190,ISO_147715,ISO_147692,ISO_147686	5032	341017	335985	5	MMSYN1_0260,MMSYN1_0261,MMSYN1_0262,MMSYN1_0263,MMSYN1_0264	valS,thiN,rpe,rsgA,	0			5	MMSYN1_0260,MMSYN1_0261,MMSYN1_0262,MMSYN1_0263,MMSYN1_0264	valS,thiN,rpe,rsgA,	isoform_operon
OP_00140	CP002027.1	-	341266	342894	2	313	ISO_148028,ISO_148094	1628	342894	341266	2	MMSYN1_0264,MMSYN1_0268	,	0			2	MMSYN1_0264,MMSYN1_0268	,	isoform_operon
OP_00141	CP002027.1	-	342911	344321	0	0		1410	344321	342911	1	MMSYN1_0269		0			1	MMSYN1_0269		rescue_single
OP_00142	CP002027.1	+	344440	345422	1	2	ISO_053596	982	344440	345422	2	MMSYN1_0270,MMSYN1_0271	,	0			2	MMSYN1_0270,MMSYN1_0271	,	rescue_multiple
OP_00143	CP002027.1	-	345457	350779	0	0		5322	350779	345457	1	MMSYN1_0272		0			1	MMSYN1_0272		rescue_single
OP_00144	CP002027.1	+	350991	354132	0	0		3141	350991	354132	1	MMSYN1_0273		0			1	MMSYN1_0273		rescue_single
OP_00145	CP002027.1	+	354146	354761	0	86		615	354146	354761	1	MMSYN1_0274		0			1	MMSYN1_0274		rescue_single
OP_00146	CP002027.1	+	354900	355422	0	18		522	354900	355422	1	MMSYN1_0275		0			1	MMSYN1_0275		rescue_single
OP_00147	CP002027.1	+	355681	356302	0	30		621	355681	356302	1	MMSYN1_0276		0			1	MMSYN1_0276		rescue_single
OP_00148	CP002027.1	-	356973	359449	7	1293	ISO_149421,ISO_149429,ISO_149422,ISO_149432,ISO_149448,ISO_149424,ISO_149425	2476	359449	356973	1	MMSYN1_0278		1	MMSYN1_0277		2	MMSYN1_0278		isoform_operon
OP_00149	CP002027.1	+	359687	359975	0	42		288	359687	359975	1	MMSYN1_0279		0			1	MMSYN1_0279		rescue_single
OP_00150	CP002027.1	+	360207	362513	11	2826	ISO_053986,ISO_053987,ISO_053995,ISO_054112,ISO_054113,ISO_054076,ISO_054146,ISO_054153,ISO_054074,ISO_054167,ISO_054468	2306	360207	362513	3	MMSYN1_0280,MMSYN1_0281,MMSYN1_0282	,,proS	0			3	MMSYN1_0280,MMSYN1_0281,MMSYN1_0282	,,proS	isoform_operon
OP_00151	CP002027.1	+	362525	363143	0	811		618	362525	363143	1	MMSYN1_0283	rnhA	0			1	MMSYN1_0283	rnhA	rescue_single
OP_00152	CP002027.1	+	363946	365769	5	506	ISO_055516,ISO_055523,ISO_055534,ISO_055760,ISO_055773	1823	363946	365769	2	MMSYN1_0284,MMSYN1_0285	,lepA	0			2	MMSYN1_0284,MMSYN1_0285	,lepA	isoform_operon
OP_00153	CP002027.1	-	366670	369706	2	162	ISO_150145,ISO_150169	3036	369706	366670	2	MMSYN1_0287,MMSYN1_0288	aspS,hisS	1	MMSYN1_0286		3	MMSYN1_0287,MMSYN1_0288	aspS,hisS	isoform_operon
OP_00154	CP002027.1	+	369868	370222	0	298		354	369868	370222	1	MMSYN1_0289	rbfA	0			1	MMSYN1_0289	rbfA	rescue_single
OP_00155	CP002027.1	+	371123	371723	1	116	ISO_056202	600	371123	371723	2	MMSYN1_0290,MMSYN1_0291	truB,	1	MMSYN1_0292		3	MMSYN1_0290,MMSYN1_0291	truB,	isoform_operon
OP_00156	CP002027.1	-	371740	374305	7	682	ISO_150385,ISO_150732,ISO_150728,ISO_150736,ISO_150727,ISO_150726,ISO_150758	2565	374305	371740	2	MMSYN1_0292,MMSYN1_0293	,	0			2	MMSYN1_0292,MMSYN1_0293	,	isoform_operon
OP_00157	CP002027.1	+	372078	373636	1	219	ISO_056300	1558	372078	373636	0			1	MMSYN1_0292		1			isoform_operon
OP_00158	CP002027.1	+	375240	376407	3	347	ISO_056357,ISO_056353,ISO_056355	1167	375240	376407	2	MMSYN1_0294,MMSYN1_0295	rpsO,	1	MMSYN1_0293		3	MMSYN1_0294,MMSYN1_0295	rpsO,	isoform_operon
OP_00159	CP002027.1	+	376463	377108	0	115		645	376463	377108	1	MMSYN1_0296		0			1	MMSYN1_0296		rescue_single
