isoform_id	chrom	strand	start0	end0	n_reads	pos5p_0	pos3p_0	intragenic_5p	intragenic_3p	category
ISO_031098	CP002027.1	+	237395	238362	64	237395	238361	True	True	both_intragenic
ISO_031100	CP002027.1	+	237395	238675	26	237395	238674	True	False	5p_intragenic_only
ISO_031101	CP002027.1	+	237395	239151	44	237395	239150	True	True	both_intragenic
ISO_031103	CP002027.1	+	237395	240135	16	237395	240134	True	False	5p_intragenic_only
ISO_031105	CP002027.1	+	237398	238133	30	237398	238132	True	True	both_intragenic
ISO_031102	CP002027.1	+	237398	238355	19	237398	238354	True	True	both_intragenic
ISO_031107	CP002027.1	+	237398	238362	56	237398	238361	True	True	both_intragenic
ISO_031134	CP002027.1	+	237422	239151	10	237422	239150	True	True	both_intragenic
ISO_031133	CP002027.1	+	237424	238362	22	237424	238361	True	True	both_intragenic
ISO_031146	CP002027.1	+	237449	239151	11	237449	239150	True	True	both_intragenic
ISO_031161	CP002027.1	+	237478	239151	10	237478	239150	True	True	both_intragenic
ISO_031287	CP002027.1	+	237835	239151	10	237835	239150	True	True	both_intragenic
ISO_031297	CP002027.1	+	237864	238675	34	237864	238674	True	False	5p_intragenic_only
ISO_031320	CP002027.1	+	237864	239706	11	237864	239705	True	False	5p_intragenic_only
ISO_031295	CP002027.1	+	237864	240045	32	237864	240044	True	False	5p_intragenic_only
ISO_031296	CP002027.1	+	237864	240135	222	237864	240134	True	False	5p_intragenic_only
ISO_031329	CP002027.1	+	237864	240173	13	237864	240172	True	False	5p_intragenic_only
ISO_031301	CP002027.1	+	237864	240257	49	237864	240256	True	False	5p_intragenic_only
ISO_031298	CP002027.1	+	237866	239151	431	237866	239150	True	True	both_intragenic
ISO_031308	CP002027.1	+	237866	239159	27	237866	239158	True	True	both_intragenic
ISO_031314	CP002027.1	+	237866	239413	10	237866	239412	True	False	5p_intragenic_only
ISO_031299	CP002027.1	+	237866	239956	21	237866	239955	True	False	5p_intragenic_only
ISO_031364	CP002027.1	+	237887	239151	12	237887	239150	True	True	both_intragenic
ISO_031437	CP002027.1	+	238091	239151	15	238091	239150	True	True	both_intragenic
ISO_031440	CP002027.1	+	238093	240135	10	238093	240134	True	False	5p_intragenic_only
ISO_031609	CP002027.1	+	238637	240135	22	238637	240134	False	False	unprocessed
ISO_031625	CP002027.1	+	238684	240045	10	238684	240044	False	False	unprocessed
ISO_031622	CP002027.1	+	238684	240135	31	238684	240134	False	False	unprocessed
ISO_031626	CP002027.1	+	238684	240256	12	238684	240255	False	False	unprocessed
ISO_031695	CP002027.1	+	238945	240135	14	238945	240134	True	False	5p_intragenic_only
ISO_031699	CP002027.1	+	238945	240257	11	238945	240256	True	False	5p_intragenic_only
ISO_031919	CP002027.1	+	239927	243202	31	239927	243201	False	True	3p_intragenic_only
ISO_031933	CP002027.1	+	239927	243210	25	239927	243209	False	True	3p_intragenic_only
ISO_136243	CP002027.1	-	240095	241499	10	241498	240095	False	False	unprocessed
ISO_032061	CP002027.1	+	240326	243210	11	240326	243209	False	True	3p_intragenic_only
ISO_032074	CP002027.1	+	240361	243202	13	240361	243201	False	True	3p_intragenic_only
ISO_032080	CP002027.1	+	240371	243202	14	240371	243201	False	True	3p_intragenic_only
ISO_032088	CP002027.1	+	240379	243210	10	240379	243209	False	True	3p_intragenic_only
ISO_032113	CP002027.1	+	240426	243202	10	240426	243201	False	True	3p_intragenic_only
ISO_032131	CP002027.1	+	240469	243210	13	240469	243209	False	True	3p_intragenic_only
ISO_032138	CP002027.1	+	240481	243202	51	240481	243201	False	True	3p_intragenic_only
ISO_032156	CP002027.1	+	240491	243210	20	240491	243209	False	True	3p_intragenic_only
ISO_032169	CP002027.1	+	240514	243210	16	240514	243209	False	True	3p_intragenic_only
ISO_032184	CP002027.1	+	240533	243202	15	240533	243201	False	True	3p_intragenic_only
ISO_032215	CP002027.1	+	240609	243202	10	240609	243201	False	True	3p_intragenic_only
ISO_032290	CP002027.1	+	240805	243210	16	240805	243209	False	True	3p_intragenic_only
ISO_032301	CP002027.1	+	240817	243202	14	240817	243201	False	True	3p_intragenic_only
ISO_032316	CP002027.1	+	240848	243210	10	240848	243209	False	True	3p_intragenic_only
ISO_032356	CP002027.1	+	240968	243209	13	240968	243208	False	True	3p_intragenic_only
ISO_032388	CP002027.1	+	241071	244475	29	241071	244474	False	True	3p_intragenic_only
ISO_032389	CP002027.1	+	241072	243210	39	241072	243209	False	True	3p_intragenic_only
ISO_032401	CP002027.1	+	241106	243210	21	241106	243209	False	True	3p_intragenic_only
ISO_032402	CP002027.1	+	241106	244480	14	241106	244479	False	True	3p_intragenic_only
ISO_032412	CP002027.1	+	241126	244479	10	241126	244478	False	True	3p_intragenic_only
ISO_032410	CP002027.1	+	241127	243202	10	241127	243201	False	True	3p_intragenic_only
ISO_032430	CP002027.1	+	241159	243202	17	241159	243201	False	True	3p_intragenic_only
ISO_032455	CP002027.1	+	241228	244480	10	241228	244479	False	True	3p_intragenic_only
ISO_032457	CP002027.1	+	241231	243202	11	241231	243201	False	True	3p_intragenic_only
ISO_032463	CP002027.1	+	241260	243206	12	241260	243205	False	True	3p_intragenic_only
ISO_032466	CP002027.1	+	241269	243205	10	241269	243204	False	True	3p_intragenic_only
ISO_032473	CP002027.1	+	241280	243210	37	241280	243209	False	True	3p_intragenic_only
ISO_032474	CP002027.1	+	241280	244475	17	241280	244474	False	True	3p_intragenic_only
ISO_032485	CP002027.1	+	241304	243209	10	241304	243208	False	True	3p_intragenic_only
ISO_032490	CP002027.1	+	241334	243202	11	241334	243201	False	True	3p_intragenic_only
ISO_032506	CP002027.1	+	241375	243209	10	241375	243208	False	True	3p_intragenic_only
ISO_032511	CP002027.1	+	241403	244475	15	241403	244474	False	True	3p_intragenic_only
ISO_032523	CP002027.1	+	241435	243202	10	241435	243201	False	True	3p_intragenic_only
ISO_032525	CP002027.1	+	241445	244480	17	241445	244479	False	True	3p_intragenic_only
ISO_032544	CP002027.1	+	241522	243210	19	241522	243209	False	True	3p_intragenic_only
ISO_032546	CP002027.1	+	241523	244479	13	241523	244478	False	True	3p_intragenic_only
ISO_032569	CP002027.1	+	241596	243202	32	241596	243201	False	True	3p_intragenic_only
ISO_032571	CP002027.1	+	241596	244480	43	241596	244479	False	True	3p_intragenic_only
ISO_032585	CP002027.1	+	241616	243202	14	241616	243201	False	True	3p_intragenic_only
ISO_032586	CP002027.1	+	241616	244479	18	241616	244478	False	True	3p_intragenic_only
ISO_032594	CP002027.1	+	241631	243210	83	241631	243209	True	True	both_intragenic
ISO_032593	CP002027.1	+	241631	244480	66	241631	244479	True	True	both_intragenic
ISO_032649	CP002027.1	+	241760	244480	10	241760	244479	True	True	both_intragenic
ISO_032670	CP002027.1	+	241836	244475	29	241836	244474	True	True	both_intragenic
ISO_032677	CP002027.1	+	241867	244475	12	241867	244474	True	True	both_intragenic
ISO_032686	CP002027.1	+	241887	244480	23	241887	244479	True	True	both_intragenic
ISO_032690	CP002027.1	+	241907	243202	17	241907	243201	True	True	both_intragenic
ISO_032693	CP002027.1	+	241907	243210	14	241907	243209	True	True	both_intragenic
ISO_032691	CP002027.1	+	241907	244480	35	241907	244479	True	True	both_intragenic
ISO_032705	CP002027.1	+	241916	244477	10	241916	244476	True	True	both_intragenic
ISO_032721	CP002027.1	+	241989	243202	14	241989	243201	True	True	both_intragenic
ISO_032722	CP002027.1	+	241989	244480	15	241989	244479	True	True	both_intragenic
ISO_032737	CP002027.1	+	242035	244480	13	242035	244479	True	True	both_intragenic
ISO_032748	CP002027.1	+	242097	244480	19	242097	244479	True	True	both_intragenic
ISO_032753	CP002027.1	+	242113	244479	14	242113	244478	True	True	both_intragenic
ISO_032762	CP002027.1	+	242135	244475	19	242135	244474	True	True	both_intragenic
ISO_032769	CP002027.1	+	242158	244477	12	242158	244476	True	True	both_intragenic
ISO_032773	CP002027.1	+	242171	244480	13	242171	244479	True	True	both_intragenic
ISO_032780	CP002027.1	+	242186	244480	41	242186	244479	True	True	both_intragenic
ISO_032781	CP002027.1	+	242188	243210	16	242188	243209	True	True	both_intragenic
ISO_032786	CP002027.1	+	242190	244480	82	242190	244479	True	True	both_intragenic
ISO_032794	CP002027.1	+	242220	244479	13	242220	244478	True	True	both_intragenic
ISO_032797	CP002027.1	+	242228	244480	24	242228	244479	True	True	both_intragenic
ISO_032802	CP002027.1	+	242249	244475	12	242249	244474	True	True	both_intragenic
ISO_032807	CP002027.1	+	242278	244480	14	242278	244479	True	True	both_intragenic
ISO_032814	CP002027.1	+	242299	244480	11	242299	244479	True	True	both_intragenic
ISO_032816	CP002027.1	+	242313	244479	16	242313	244478	True	True	both_intragenic
ISO_032818	CP002027.1	+	242324	244480	12	242324	244479	True	True	both_intragenic
ISO_032828	CP002027.1	+	242365	244479	13	242365	244478	True	True	both_intragenic
ISO_032834	CP002027.1	+	242392	244479	15	242392	244478	True	True	both_intragenic
ISO_032837	CP002027.1	+	242402	244480	27	242402	244479	True	True	both_intragenic
ISO_032841	CP002027.1	+	242412	244480	13	242412	244479	True	True	both_intragenic
ISO_032842	CP002027.1	+	242423	244480	21	242423	244479	True	True	both_intragenic
ISO_032846	CP002027.1	+	242439	244480	17	242439	244479	True	True	both_intragenic
ISO_032850	CP002027.1	+	242452	244479	20	242452	244478	True	True	both_intragenic
ISO_032854	CP002027.1	+	242462	244479	10	242462	244478	True	True	both_intragenic
ISO_032856	CP002027.1	+	242476	244480	52	242476	244479	True	True	both_intragenic
ISO_032861	CP002027.1	+	242487	244480	37	242487	244479	True	True	both_intragenic
ISO_032864	CP002027.1	+	242499	244480	20	242499	244479	True	True	both_intragenic
ISO_032866	CP002027.1	+	242506	244480	13	242506	244479	True	True	both_intragenic
ISO_032869	CP002027.1	+	242530	244480	13	242530	244479	True	True	both_intragenic
ISO_032872	CP002027.1	+	242538	244480	20	242538	244479	True	True	both_intragenic
ISO_032875	CP002027.1	+	242553	244480	13	242553	244479	True	True	both_intragenic
ISO_032877	CP002027.1	+	242567	244475	27	242567	244474	True	True	both_intragenic
ISO_032886	CP002027.1	+	242593	244479	17	242593	244478	True	True	both_intragenic
ISO_032887	CP002027.1	+	242599	244475	17	242599	244474	True	True	both_intragenic
ISO_032892	CP002027.1	+	242620	244480	14	242620	244479	True	True	both_intragenic
ISO_032893	CP002027.1	+	242636	244480	37	242636	244479	True	True	both_intragenic
ISO_032896	CP002027.1	+	242648	244475	12	242648	244474	True	True	both_intragenic
ISO_032900	CP002027.1	+	242667	244479	18	242667	244478	True	True	both_intragenic
ISO_032905	CP002027.1	+	242676	244480	40	242676	244479	True	True	both_intragenic
ISO_032907	CP002027.1	+	242692	244479	39	242692	244478	True	True	both_intragenic
ISO_032911	CP002027.1	+	242697	244475	23	242697	244474	True	True	both_intragenic
ISO_032909	CP002027.1	+	242697	244480	21	242697	244479	True	True	both_intragenic
ISO_032914	CP002027.1	+	242718	244480	13	242718	244479	True	True	both_intragenic
ISO_032924	CP002027.1	+	242759	244480	11	242759	244479	True	True	both_intragenic
ISO_032925	CP002027.1	+	242775	244480	12	242775	244479	True	True	both_intragenic
ISO_032928	CP002027.1	+	242793	244480	26	242793	244479	True	True	both_intragenic
ISO_032931	CP002027.1	+	242810	244480	12	242810	244479	True	True	both_intragenic
ISO_032937	CP002027.1	+	242829	244480	69	242829	244479	True	True	both_intragenic
ISO_032952	CP002027.1	+	242845	244475	20	242845	244474	True	True	both_intragenic
ISO_032960	CP002027.1	+	242869	244480	27	242869	244479	True	True	both_intragenic
ISO_032962	CP002027.1	+	242879	244480	36	242879	244479	True	True	both_intragenic
ISO_032965	CP002027.1	+	242891	244480	22	242891	244479	True	True	both_intragenic
ISO_032967	CP002027.1	+	242907	244479	31	242907	244478	True	True	both_intragenic
ISO_032971	CP002027.1	+	242921	244480	16	242921	244479	True	True	both_intragenic
ISO_032973	CP002027.1	+	242935	244479	26	242935	244478	True	True	both_intragenic
ISO_032977	CP002027.1	+	242943	244480	39	242943	244479	True	True	both_intragenic
ISO_032982	CP002027.1	+	242964	244480	19	242964	244479	True	True	both_intragenic
ISO_032987	CP002027.1	+	242976	244479	60	242976	244478	True	True	both_intragenic
ISO_032989	CP002027.1	+	242987	244480	17	242987	244479	True	True	both_intragenic
ISO_032992	CP002027.1	+	242999	244480	30	242999	244479	True	True	both_intragenic
ISO_032996	CP002027.1	+	243003	244480	26	243003	244479	True	True	both_intragenic
ISO_032997	CP002027.1	+	243017	244478	26	243017	244477	True	True	both_intragenic
ISO_033000	CP002027.1	+	243029	244477	12	243029	244476	True	True	both_intragenic
ISO_033006	CP002027.1	+	243058	244475	26	243058	244474	True	True	both_intragenic
ISO_033017	CP002027.1	+	243075	244480	17	243075	244479	True	True	both_intragenic
ISO_033020	CP002027.1	+	243090	244479	52	243090	244478	True	True	both_intragenic
ISO_033026	CP002027.1	+	243101	244480	132	243101	244479	True	True	both_intragenic
ISO_033033	CP002027.1	+	243109	244475	17	243109	244474	True	True	both_intragenic
ISO_033029	CP002027.1	+	243109	244480	15	243109	244479	True	True	both_intragenic
ISO_033034	CP002027.1	+	243123	244475	14	243123	244474	True	True	both_intragenic
ISO_033036	CP002027.1	+	243137	244480	37	243137	244479	True	True	both_intragenic
ISO_033038	CP002027.1	+	243147	244480	23	243147	244479	True	True	both_intragenic
ISO_033042	CP002027.1	+	243159	244479	29	243159	244478	True	True	both_intragenic
ISO_033045	CP002027.1	+	243170	244480	20	243170	244479	True	True	both_intragenic
ISO_033050	CP002027.1	+	243181	244479	18	243181	244478	True	True	both_intragenic
ISO_033052	CP002027.1	+	243197	244480	80	243197	244479	True	True	both_intragenic
ISO_033056	CP002027.1	+	243204	244479	50	243204	244478	True	True	both_intragenic
ISO_033060	CP002027.1	+	243215	244479	18	243215	244478	True	True	both_intragenic
ISO_033061	CP002027.1	+	243228	244480	37	243228	244479	True	True	both_intragenic
ISO_033065	CP002027.1	+	243236	244477	20	243236	244476	True	True	both_intragenic
ISO_033067	CP002027.1	+	243245	244480	28	243245	244479	True	True	both_intragenic
ISO_033070	CP002027.1	+	243260	244480	44	243260	244479	True	True	both_intragenic
ISO_033075	CP002027.1	+	243267	244480	34	243267	244479	True	True	both_intragenic
ISO_033081	CP002027.1	+	243281	244480	138	243281	244479	True	True	both_intragenic
ISO_033085	CP002027.1	+	243283	245325	10	243283	245324	True	False	5p_intragenic_only
ISO_033083	CP002027.1	+	243289	244480	12	243289	244479	True	True	both_intragenic
ISO_033088	CP002027.1	+	243292	244479	60	243292	244478	True	True	both_intragenic
ISO_033095	CP002027.1	+	243307	244479	62	243307	244478	True	True	both_intragenic
ISO_033099	CP002027.1	+	243319	244480	38	243319	244479	True	True	both_intragenic
ISO_033104	CP002027.1	+	243334	244480	23	243334	244479	True	True	both_intragenic
ISO_033107	CP002027.1	+	243349	244480	31	243349	244479	True	True	both_intragenic
ISO_033116	CP002027.1	+	243369	244480	41	243369	244479	True	True	both_intragenic
ISO_033119	CP002027.1	+	243383	244475	31	243383	244474	True	True	both_intragenic
ISO_033122	CP002027.1	+	243393	244480	56	243393	244479	True	True	both_intragenic
ISO_033126	CP002027.1	+	243407	244480	45	243407	244479	True	True	both_intragenic
ISO_033129	CP002027.1	+	243416	244480	28	243416	244479	True	True	both_intragenic
ISO_033131	CP002027.1	+	243425	244480	18	243425	244479	True	True	both_intragenic
ISO_033133	CP002027.1	+	243432	244475	16	243432	244474	True	True	both_intragenic
ISO_033137	CP002027.1	+	243446	244480	41	243446	244479	True	True	both_intragenic
ISO_033138	CP002027.1	+	243448	244480	43	243448	244479	True	True	both_intragenic
ISO_033140	CP002027.1	+	243448	245325	13	243448	245324	True	False	5p_intragenic_only
ISO_033141	CP002027.1	+	243452	244475	82	243452	244474	True	True	both_intragenic
ISO_033145	CP002027.1	+	243462	244475	16	243462	244474	True	True	both_intragenic
ISO_033148	CP002027.1	+	243479	244479	19	243479	244478	True	True	both_intragenic
ISO_033151	CP002027.1	+	243485	244480	13	243485	244479	True	True	both_intragenic
ISO_033154	CP002027.1	+	243509	244477	12	243509	244476	True	True	both_intragenic
ISO_033158	CP002027.1	+	243518	244480	26	243518	244479	True	True	both_intragenic
ISO_033162	CP002027.1	+	243535	244480	28	243535	244479	True	True	both_intragenic
ISO_033175	CP002027.1	+	243586	244475	17	243586	244474	True	True	both_intragenic
ISO_033176	CP002027.1	+	243597	244480	25	243597	244479	True	True	both_intragenic
ISO_033178	CP002027.1	+	243608	244479	25	243608	244478	True	True	both_intragenic
ISO_033185	CP002027.1	+	243630	244480	12	243630	244479	True	True	both_intragenic
ISO_033212	CP002027.1	+	243776	244479	12	243776	244478	True	True	both_intragenic
ISO_033214	CP002027.1	+	243777	245325	20	243777	245324	True	False	5p_intragenic_only
ISO_033216	CP002027.1	+	243778	244480	26	243778	244479	True	True	both_intragenic
ISO_033489	CP002027.1	+	245570	249299	11	245570	249298	True	True	both_intragenic
ISO_033641	CP002027.1	+	246277	249299	10	246277	249298	True	True	both_intragenic
ISO_033682	CP002027.1	+	246432	249299	11	246432	249298	True	True	both_intragenic
ISO_033691	CP002027.1	+	246447	249299	10	246447	249298	True	True	both_intragenic
ISO_033701	CP002027.1	+	246462	249299	10	246462	249298	True	True	both_intragenic
ISO_033739	CP002027.1	+	246622	249299	11	246622	249298	True	True	both_intragenic
ISO_033781	CP002027.1	+	246758	249299	12	246758	249298	True	True	both_intragenic
ISO_033856	CP002027.1	+	247035	249299	16	247035	249298	True	True	both_intragenic
ISO_033923	CP002027.1	+	247266	249299	25	247266	249298	True	True	both_intragenic
ISO_033978	CP002027.1	+	247436	250039	10	247436	250038	True	False	5p_intragenic_only
ISO_033981	CP002027.1	+	247442	249299	13	247442	249298	True	True	both_intragenic
ISO_034029	CP002027.1	+	247592	249299	13	247592	249298	True	True	both_intragenic
ISO_034053	CP002027.1	+	247667	249299	13	247667	249298	True	True	both_intragenic
ISO_034080	CP002027.1	+	247739	250039	10	247739	250038	True	False	5p_intragenic_only
ISO_034081	CP002027.1	+	247744	249299	16	247744	249298	True	True	both_intragenic
ISO_034084	CP002027.1	+	247756	249299	11	247756	249298	True	True	both_intragenic
ISO_034123	CP002027.1	+	247891	249299	11	247891	249298	True	True	both_intragenic
ISO_034149	CP002027.1	+	247956	249299	14	247956	249298	True	True	both_intragenic
ISO_034160	CP002027.1	+	247986	249299	11	247986	249298	True	True	both_intragenic
ISO_034165	CP002027.1	+	248004	249299	11	248004	249298	True	True	both_intragenic
ISO_034184	CP002027.1	+	248082	250039	10	248082	250038	True	False	5p_intragenic_only
ISO_034232	CP002027.1	+	248213	249299	69	248213	249298	True	True	both_intragenic
ISO_034235	CP002027.1	+	248213	249327	11	248213	249326	True	True	both_intragenic
ISO_034231	CP002027.1	+	248213	250039	66	248213	250038	True	False	5p_intragenic_only
ISO_034243	CP002027.1	+	248230	249299	14	248230	249298	True	True	both_intragenic
ISO_034255	CP002027.1	+	248256	249299	13	248256	249298	True	True	both_intragenic
ISO_034257	CP002027.1	+	248256	250039	12	248256	250038	True	False	5p_intragenic_only
ISO_034316	CP002027.1	+	248542	250039	11	248542	250038	True	False	5p_intragenic_only
ISO_034319	CP002027.1	+	248564	250039	14	248564	250038	True	False	5p_intragenic_only
ISO_034328	CP002027.1	+	248604	250040	11	248604	250039	True	False	5p_intragenic_only
ISO_034344	CP002027.1	+	248701	250039	10	248701	250038	True	False	5p_intragenic_only
ISO_034363	CP002027.1	+	248830	250039	15	248830	250038	True	False	5p_intragenic_only
ISO_034373	CP002027.1	+	248906	250039	14	248906	250038	True	False	5p_intragenic_only
ISO_034403	CP002027.1	+	249288	249996	10	249288	249995	False	True	3p_intragenic_only
ISO_034405	CP002027.1	+	249288	250039	599	249288	250038	False	False	unprocessed
ISO_034475	CP002027.1	+	249318	250039	11	249318	250038	True	False	5p_intragenic_only
ISO_136740	CP002027.1	-	250007	251844	12	251843	250007	True	False	5p_intragenic_only
ISO_137159	CP002027.1	-	250007	252581	181	252580	250007	True	False	5p_intragenic_only
ISO_138125	CP002027.1	-	250007	253922	40	253921	250007	False	False	unprocessed
ISO_137178	CP002027.1	-	250043	252581	17	252580	250043	True	True	both_intragenic
ISO_137162	CP002027.1	-	250048	252581	116	252580	250048	True	True	both_intragenic
ISO_138114	CP002027.1	-	250048	253922	23	253921	250048	False	True	3p_intragenic_only
ISO_136467	CP002027.1	-	250053	251220	10	251219	250053	True	True	both_intragenic
ISO_137549	CP002027.1	-	250056	253040	14	253039	250056	True	True	both_intragenic
ISO_136614	CP002027.1	-	250057	251609	15	251608	250057	True	True	both_intragenic
ISO_136726	CP002027.1	-	250058	251825	13	251824	250058	True	True	both_intragenic
ISO_136737	CP002027.1	-	250058	251843	25	251842	250058	True	True	both_intragenic
ISO_137156	CP002027.1	-	250058	252581	229	252580	250058	True	True	both_intragenic
ISO_138127	CP002027.1	-	250058	253922	32	253921	250058	False	True	3p_intragenic_only
ISO_136615	CP002027.1	-	250064	251609	16	251608	250064	True	True	both_intragenic
ISO_136741	CP002027.1	-	250068	251848	15	251847	250068	True	True	both_intragenic
ISO_137160	CP002027.1	-	250505	252581	142	252580	250505	True	True	both_intragenic
ISO_138123	CP002027.1	-	250505	253922	20	253921	250505	False	True	3p_intragenic_only
ISO_136617	CP002027.1	-	250531	251610	29	251609	250531	True	True	both_intragenic
ISO_136646	CP002027.1	-	250531	251661	12	251660	250531	True	True	both_intragenic
ISO_136712	CP002027.1	-	250531	251798	11	251797	250531	True	True	both_intragenic
ISO_136720	CP002027.1	-	250531	251808	11	251807	250531	True	True	both_intragenic
ISO_136735	CP002027.1	-	250531	251840	14	251839	250531	True	True	both_intragenic
ISO_136743	CP002027.1	-	250531	251847	50	251846	250531	True	True	both_intragenic
ISO_136783	CP002027.1	-	250531	251904	15	251903	250531	True	True	both_intragenic
ISO_136792	CP002027.1	-	250531	251919	12	251918	250531	True	True	both_intragenic
ISO_136808	CP002027.1	-	250531	251948	11	251947	250531	True	True	both_intragenic
ISO_136821	CP002027.1	-	250531	251980	12	251979	250531	True	True	both_intragenic
ISO_136825	CP002027.1	-	250531	251993	11	251992	250531	True	True	both_intragenic
ISO_136837	CP002027.1	-	250531	252014	13	252013	250531	True	True	both_intragenic
ISO_136858	CP002027.1	-	250531	252038	11	252037	250531	True	True	both_intragenic
ISO_136903	CP002027.1	-	250531	252120	13	252119	250531	True	True	both_intragenic
ISO_136911	CP002027.1	-	250531	252132	10	252131	250531	True	True	both_intragenic
ISO_136918	CP002027.1	-	250531	252149	13	252148	250531	True	True	both_intragenic
ISO_136979	CP002027.1	-	250531	252278	13	252277	250531	True	True	both_intragenic
ISO_137021	CP002027.1	-	250531	252377	16	252376	250531	True	True	both_intragenic
ISO_137108	CP002027.1	-	250531	252513	10	252512	250531	True	True	both_intragenic
ISO_137120	CP002027.1	-	250531	252527	15	252526	250531	False	True	3p_intragenic_only
ISO_137154	CP002027.1	-	250531	252575	14	252574	250531	True	True	both_intragenic
ISO_137166	CP002027.1	-	250531	252581	709	252580	250531	True	True	both_intragenic
ISO_137262	CP002027.1	-	250531	252598	14	252597	250531	True	True	both_intragenic
ISO_137449	CP002027.1	-	250531	252886	11	252885	250531	True	True	both_intragenic
ISO_137546	CP002027.1	-	250531	253040	22	253039	250531	True	True	both_intragenic
ISO_137624	CP002027.1	-	250531	253140	14	253139	250531	True	True	both_intragenic
ISO_137865	CP002027.1	-	250531	253470	10	253469	250531	True	True	both_intragenic
ISO_138113	CP002027.1	-	250531	253922	119	253921	250531	False	True	3p_intragenic_only
ISO_137203	CP002027.1	-	250545	252581	25	252580	250545	True	True	both_intragenic
ISO_137167	CP002027.1	-	250841	252581	32	252580	250841	True	True	both_intragenic
ISO_138179	CP002027.1	-	251510	253922	13	253921	251510	False	True	3p_intragenic_only
ISO_137254	CP002027.1	-	251693	252581	11	252580	251693	True	True	both_intragenic
ISO_138111	CP002027.1	-	251693	253922	17	253921	251693	False	True	3p_intragenic_only
ISO_137157	CP002027.1	-	251709	252581	31	252580	251709	True	True	both_intragenic
ISO_138124	CP002027.1	-	251709	253922	39	253921	251709	False	True	3p_intragenic_only
ISO_137158	CP002027.1	-	251761	252581	62	252580	251761	True	True	both_intragenic
ISO_138191	CP002027.1	-	251761	253922	125	253921	251761	False	True	3p_intragenic_only
ISO_138319	CP002027.1	-	251761	254213	33	254212	251761	False	True	3p_intragenic_only
ISO_138116	CP002027.1	-	251778	253922	21	253921	251778	False	True	3p_intragenic_only
ISO_137168	CP002027.1	-	251812	252581	40	252580	251812	True	True	both_intragenic
ISO_138117	CP002027.1	-	251812	253922	80	253921	251812	False	True	3p_intragenic_only
ISO_138338	CP002027.1	-	251812	254213	12	254212	251812	False	True	3p_intragenic_only
ISO_138193	CP002027.1	-	251839	253922	24	253921	251839	False	True	3p_intragenic_only
ISO_137165	CP002027.1	-	251858	252581	51	252580	251858	True	True	both_intragenic
ISO_137554	CP002027.1	-	251858	253040	19	253039	251858	True	True	both_intragenic
ISO_137631	CP002027.1	-	251858	253140	13	253139	251858	True	True	both_intragenic
ISO_137877	CP002027.1	-	251858	253470	13	253469	251858	True	True	both_intragenic
ISO_138033	CP002027.1	-	251858	253818	17	253817	251858	True	True	both_intragenic
ISO_138118	CP002027.1	-	251858	253922	207	253921	251858	False	True	3p_intragenic_only
ISO_138320	CP002027.1	-	251858	254213	42	254212	251858	False	True	3p_intragenic_only
ISO_137169	CP002027.1	-	251875	252581	13	252580	251875	True	True	both_intragenic
ISO_138119	CP002027.1	-	251875	253922	97	253921	251875	False	True	3p_intragenic_only
ISO_138321	CP002027.1	-	251875	254213	21	254212	251875	False	True	3p_intragenic_only
ISO_138197	CP002027.1	-	251911	253922	14	253921	251911	False	True	3p_intragenic_only
ISO_138120	CP002027.1	-	251972	253922	36	253921	251972	False	True	3p_intragenic_only
ISO_138322	CP002027.1	-	251972	254213	19	254212	251972	False	True	3p_intragenic_only
ISO_138121	CP002027.1	-	252407	253922	46	253921	252407	False	True	3p_intragenic_only
ISO_138324	CP002027.1	-	252408	254213	18	254212	252408	False	True	3p_intragenic_only
ISO_138223	CP002027.1	-	252507	253922	11	253921	252507	False	True	3p_intragenic_only
ISO_138343	CP002027.1	-	252523	254213	11	254212	252523	False	False	unprocessed
ISO_138224	CP002027.1	-	252532	253922	83	253921	252532	False	True	3p_intragenic_only
ISO_138325	CP002027.1	-	252532	254213	22	254212	252532	False	True	3p_intragenic_only
ISO_138225	CP002027.1	-	252536	253922	34	253921	252536	False	True	3p_intragenic_only
ISO_138112	CP002027.1	-	252690	253922	19	253921	252690	False	True	3p_intragenic_only
ISO_138316	CP002027.1	-	252690	254213	10	254212	252690	False	True	3p_intragenic_only
ISO_138239	CP002027.1	-	252918	253922	11	253921	252918	False	True	3p_intragenic_only
ISO_138243	CP002027.1	-	253387	253922	10	253921	253387	False	True	3p_intragenic_only
ISO_138327	CP002027.1	-	253387	254213	28	254212	253387	False	True	3p_intragenic_only
ISO_034551	CP002027.1	+	254433	255532	12	254433	255531	False	True	3p_intragenic_only
ISO_034563	CP002027.1	+	254433	255754	27	254433	255753	False	True	3p_intragenic_only
ISO_034564	CP002027.1	+	254433	255770	12	254433	255769	False	False	unprocessed
ISO_034566	CP002027.1	+	254433	255818	273	254433	255817	False	False	unprocessed
ISO_034599	CP002027.1	+	254543	255816	17	254543	255815	True	False	5p_intragenic_only
ISO_034629	CP002027.1	+	254838	255818	11	254838	255817	True	False	5p_intragenic_only
ISO_034655	CP002027.1	+	255841	256990	16	255841	256989	False	False	unprocessed
ISO_034667	CP002027.1	+	256236	256990	23	256236	256989	False	False	unprocessed
ISO_138480	CP002027.1	-	257179	258520	16	258519	257179	True	False	5p_intragenic_only
ISO_138482	CP002027.1	-	257398	258520	11	258519	257398	True	True	both_intragenic
