orfs	isoform_id	n_reads	strand	n_orfs	n_with_stop	n_without_stop
MMSYN1_0154✗	ISO_026451	11	+	1	0	1
MMSYN1_0154✓	ISO_026452	99	+	1	1	0
MMSYN1_0154✓	ISO_026429	761	+	1	1	0
MMSYN1_0154✓	ISO_026458	22	+	1	1	0
MMSYN1_0157✓ MMSYN1_0156✓	ISO_134602	12	-	2	2	0
MMSYN1_0156✗	ISO_134578	11	-	1	0	1
MMSYN1_0157✓ MMSYN1_0156✗	ISO_134601	27	-	2	1	1
MMSYN1_0157✗	ISO_134600	12	-	1	0	1
MMSYN1_0159✗	ISO_026866	28	+	1	0	1
MMSYN1_0159✗	ISO_026875	12	+	1	0	1
MMSYN1_0163✗	ISO_134973	24	-	1	0	1
MMSYN1_0163✗	ISO_134981	504	-	1	0	1
MMSYN1_0163✗	ISO_135014	17	-	1	0	1
MMSYN1_0163✗	ISO_135030	19	-	1	0	1
MMSYN1_0165✓ MMSYN1_0166✓ MMSYN1_0167✗	ISO_027069	10	+	3	2	1
MMSYN1_0168✗	ISO_027675	32	+	1	0	1
MMSYN1_0168✗	ISO_027681	47	+	1	0	1
MMSYN1_0168✗	ISO_027685	11	+	1	0	1
MMSYN1_0168✗	ISO_027696	10	+	1	0	1
MMSYN1_0168✗	ISO_027708	10	+	1	0	1
MMSYN1_0168✗	ISO_027714	11	+	1	0	1
MMSYN1_0168✗	ISO_027728	11	+	1	0	1
MMSYN1_0168✗	ISO_027729	36	+	1	0	1
MMSYN1_0168✗	ISO_027735	11	+	1	0	1
MMSYN1_0168✗	ISO_027737	13	+	1	0	1
MMSYN1_0168✗	ISO_027744	10	+	1	0	1
MMSYN1_0168✗	ISO_027747	18	+	1	0	1
MMSYN1_0168✗	ISO_027752	11	+	1	0	1
MMSYN1_0168✗	ISO_027757	26	+	1	0	1
MMSYN1_0168✗	ISO_027764	31	+	1	0	1
MMSYN1_0168✗	ISO_027770	13	+	1	0	1
MMSYN1_0168✗	ISO_027772	16	+	1	0	1
MMSYN1_0168✗	ISO_027780	15	+	1	0	1
MMSYN1_0168✗	ISO_027786	21	+	1	0	1
MMSYN1_0168✗	ISO_027801	11	+	1	0	1
MMSYN1_0168✗	ISO_027825	13	+	1	0	1
MMSYN1_0168✗	ISO_027836	11	+	1	0	1
MMSYN1_0168✗	ISO_027846	11	+	1	0	1
MMSYN1_0168✗	ISO_027857	20	+	1	0	1
MMSYN1_0168✗	ISO_027860	10	+	1	0	1
MMSYN1_0168✗	ISO_027871	11	+	1	0	1
MMSYN1_0168✗	ISO_027916	33	+	1	0	1
MMSYN1_0168✗	ISO_027917	11	+	1	0	1
MMSYN1_0168✗	ISO_027930	11	+	1	0	1
MMSYN1_0168✗	ISO_027942	44	+	1	0	1
MMSYN1_0168✗	ISO_027944	29	+	1	0	1
MMSYN1_0168✗	ISO_027950	13	+	1	0	1
MMSYN1_0168✗	ISO_027954	13	+	1	0	1
MMSYN1_0168✗	ISO_027955	14	+	1	0	1
MMSYN1_0169✗	ISO_028002	14	+	1	0	1
MMSYN1_0169✗	ISO_028310	15	+	1	0	1
MMSYN1_0169✗	ISO_028317	12	+	1	0	1
MMSYN1_0169✗	ISO_028332	10	+	1	0	1
MMSYN1_0169✗	ISO_028338	11	+	1	0	1
MMSYN1_0169✗	ISO_028356	15	+	1	0	1
MMSYN1_0169✗	ISO_028361	19	+	1	0	1
MMSYN1_0169✗	ISO_028373	10	+	1	0	1
MMSYN1_0169✗	ISO_028378	14	+	1	0	1
MMSYN1_0169✗	ISO_028400	11	+	1	0	1
MMSYN1_0169✗	ISO_028436	12	+	1	0	1
MMSYN1_0169✗	ISO_028446	16	+	1	0	1
MMSYN1_0169✗	ISO_028453	19	+	1	0	1
MMSYN1_0169✗	ISO_028464	13	+	1	0	1
MMSYN1_0169✗	ISO_028463	52	+	1	0	1
MMSYN1_0169✗	ISO_028477	16	+	1	0	1
MMSYN1_0169✗	ISO_028481	11	+	1	0	1
MMSYN1_0169✗	ISO_028490	10	+	1	0	1
MMSYN1_0169✗	ISO_028495	10	+	1	0	1
MMSYN1_0169✗	ISO_028497	14	+	1	0	1
MMSYN1_0169✗	ISO_028510	10	+	1	0	1
MMSYN1_0169✗	ISO_028519	11	+	1	0	1
MMSYN1_0169✗	ISO_028524	10	+	1	0	1
MMSYN1_0169✗	ISO_028529	10	+	1	0	1
MMSYN1_0169✗	ISO_028541	13	+	1	0	1
MMSYN1_0169✗	ISO_028559	10	+	1	0	1
MMSYN1_0169✗	ISO_028562	11	+	1	0	1
MMSYN1_0169✗	ISO_028567	15	+	1	0	1
MMSYN1_0169✗	ISO_028581	12	+	1	0	1
MMSYN1_0169✗	ISO_028596	11	+	1	0	1
MMSYN1_0169✗	ISO_028602	11	+	1	0	1
MMSYN1_0169✗	ISO_028608	21	+	1	0	1
MMSYN1_0169✗	ISO_028613	16	+	1	0	1
MMSYN1_0169✗	ISO_028618	21	+	1	0	1
MMSYN1_0169✗	ISO_028623	12	+	1	0	1
MMSYN1_0169✗	ISO_028624	11	+	1	0	1
MMSYN1_0169✗	ISO_028630	14	+	1	0	1
MMSYN1_0169✗	ISO_028634	12	+	1	0	1
MMSYN1_0169✗	ISO_028644	28	+	1	0	1
MMSYN1_0169✗	ISO_028650	25	+	1	0	1
MMSYN1_0169✗	ISO_028654	18	+	1	0	1
MMSYN1_0169✗	ISO_028665	16	+	1	0	1
MMSYN1_0169✗	ISO_028674	24	+	1	0	1
MMSYN1_0169✗	ISO_028682	57	+	1	0	1
MMSYN1_0169✗	ISO_028681	25	+	1	0	1
MMSYN1_0169✗	ISO_028683	20	+	1	0	1
MMSYN1_0169✗	ISO_028686	121	+	1	0	1
MMSYN1_0169✗	ISO_028685	30	+	1	0	1
MMSYN1_0170✗	ISO_135190	66	-	1	0	1
MMSYN1_0170✗	ISO_135205	41	-	1	0	1
MMSYN1_0171✓ MMSYN1_0170✗	ISO_135281	31	-	2	1	1
MMSYN1_0171✓ MMSYN1_0170✗	ISO_135277	12	-	2	1	1
MMSYN1_0170✗	ISO_135206	13	-	1	0	1
MMSYN1_0171✓ MMSYN1_0170✗	ISO_135284	23	-	2	1	1
MMSYN1_0171✓	ISO_135274	683	-	1	1	0
MMSYN1_0171✓	ISO_135287	13	-	1	1	0
MMSYN1_0171✗	ISO_135275	1766	-	1	0	1
MMSYN1_0171✗	ISO_135337	23	-	1	0	1
MMSYN1_0171✗	ISO_135350	10	-	1	0	1
MMSYN1_0171✗	ISO_135278	145	-	1	0	1
MMSYN1_0171✗	ISO_135280	295	-	1	0	1
MMSYN1_0171✗	ISO_135279	14	-	1	0	1
MMSYN1_0171✗	ISO_135295	10	-	1	0	1
MMSYN1_0172✗	ISO_029752	15	+	1	0	1
MMSYN1_0172✓	ISO_029746	140	+	1	1	0
MMSYN1_0172✓ MMSYN1_0174✓	ISO_029822	12	+	2	2	0
MMSYN1_0174✓	ISO_029911	35	+	1	1	0
MMSYN1_0173✓	ISO_135503	162	-	1	1	0
MMSYN1_0173✓	ISO_135514	13	-	1	1	0
MMSYN1_0173✗	ISO_135530	51	-	1	0	1
MMSYN1_0173✗	ISO_135506	10	-	1	0	1
MMSYN1_0173✗	ISO_135543	11	-	1	0	1
MMSYN1_0173✗	ISO_135552	35	-	1	0	1
MMSYN1_0175✓	ISO_135725	377	-	1	1	0
MMSYN1_0175✓	ISO_135731	18	-	1	1	0
MMSYN1_0175✗	ISO_135736	358	-	1	0	1
MMSYN1_0175✗	ISO_135718	15	-	1	0	1
MMSYN1_0175✗	ISO_135840	13	-	1	0	1
MMSYN1_0175✗	ISO_135737	1341	-	1	0	1
MMSYN1_0175✗	ISO_135727	81	-	1	0	1
MMSYN1_0175✗	ISO_135807	10	-	1	0	1
MMSYN1_0175✗	ISO_135743	43	-	1	0	1
MMSYN1_0175✗	ISO_135827	16	-	1	0	1
MMSYN1_0175✗	ISO_135838	12	-	1	0	1
MMSYN1_0177✓ MMSYN1_0176✓	ISO_135973	187	-	2	2	0
MMSYN1_0177✓ MMSYN1_0176✗	ISO_135985	104	-	2	1	1
MMSYN1_0177✗	ISO_135989	50	-	1	0	1
MMSYN1_0177✗	ISO_135990	42	-	1	0	1
MMSYN1_0177✗	ISO_136003	12	-	1	0	1
MMSYN1_0177✗	ISO_135968	312	-	1	0	1
MMSYN1_0177✗	ISO_136006	10	-	1	0	1
MMSYN1_0178✓	ISO_136114	10	-	1	1	0
MMSYN1_0178✓	ISO_136121	1972	-	1	1	0
MMSYN1_0178✓	ISO_136136	15	-	1	1	0
MMSYN1_0178✗	ISO_136122	36	-	1	0	1
MMSYN1_0178✗	ISO_136127	15	-	1	0	1
MMSYN1_0178✗	ISO_136151	28	-	1	0	1
MMSYN1_0178✗	ISO_136156	16	-	1	0	1
MMSYN1_0179✗	ISO_030078	14	+	1	0	1
MMSYN1_0179✗	ISO_030080	23	+	1	0	1
MMSYN1_0178✗	ISO_136163	13	-	1	0	1
MMSYN1_0178✗	ISO_136124	102	-	1	0	1
MMSYN1_0178✗	ISO_136125	411	-	1	0	1
MMSYN1_0178✗	ISO_136129	30	-	1	0	1
MMSYN1_0178✗	ISO_136183	10	-	1	0	1
MMSYN1_0178✗	ISO_136130	42	-	1	0	1
MMSYN1_0178✗	ISO_136185	28	-	1	0	1
MMSYN1_0179✗	ISO_030138	13	+	1	0	1
MMSYN1_0179✗	ISO_030136	390	+	1	0	1
MMSYN1_0179✗	ISO_030145	97	+	1	0	1
MMSYN1_0179✗	ISO_030150	313	+	1	0	1
MMSYN1_0179✗	ISO_030151	198	+	1	0	1
MMSYN1_0179✗	ISO_030153	58	+	1	0	1
MMSYN1_0179✗	ISO_030157	1082	+	1	0	1
MMSYN1_0179✗	ISO_030158	119	+	1	0	1
MMSYN1_0179✗	ISO_030160	226	+	1	0	1
MMSYN1_0179✗	ISO_030161	41	+	1	0	1
MMSYN1_0179✗	ISO_030162	270	+	1	0	1
MMSYN1_0179✓	ISO_030163	225	+	1	1	0
MMSYN1_0179✓	ISO_030164	22	+	1	1	0
MMSYN1_0179✓	ISO_030165	122	+	1	1	0
MMSYN1_0179✗	ISO_030179	44	+	1	0	1
MMSYN1_0179✗	ISO_030180	26	+	1	0	1
MMSYN1_0179✗	ISO_030175	128	+	1	0	1
MMSYN1_0179✓	ISO_030181	23	+	1	1	0
MMSYN1_0179✗	ISO_030178	47	+	1	0	1
MMSYN1_0179✗	ISO_030174	11	+	1	0	1
MMSYN1_0179✗	ISO_030185	10	+	1	0	1
MMSYN1_0179✗	ISO_030176	36	+	1	0	1
MMSYN1_0179✗	ISO_030177	27	+	1	0	1
MMSYN1_0179✓	ISO_030183	19	+	1	1	0
MMSYN1_0179✗	ISO_030196	27	+	1	0	1
MMSYN1_0179✗	ISO_030197	12	+	1	0	1
MMSYN1_0179✗	ISO_030198	34	+	1	0	1
MMSYN1_0179✗	ISO_030200	19	+	1	0	1
MMSYN1_0180✗	ISO_030658	11	+	1	0	1
MMSYN1_0180✗	ISO_030668	89	+	1	0	1
MMSYN1_0180✗	ISO_030670	24	+	1	0	1
MMSYN1_0180✗	ISO_030671	48	+	1	0	1
MMSYN1_0180✗	ISO_030672	216	+	1	0	1
MMSYN1_0180✗	ISO_030684	18	+	1	0	1
MMSYN1_0180✗	ISO_030685	41	+	1	0	1
MMSYN1_0180✗	ISO_030691	32	+	1	0	1
MMSYN1_0180✗	ISO_030692	1002	+	1	0	1
MMSYN1_0180✗	ISO_030697	68	+	1	0	1
MMSYN1_0180✗	ISO_030700	16	+	1	0	1
MMSYN1_0180✗	ISO_030701	11	+	1	0	1
MMSYN1_0180✗	ISO_030703	16	+	1	0	1
MMSYN1_0180✗	ISO_030707	58	+	1	0	1
MMSYN1_0180✗	ISO_030708	762	+	1	0	1
MMSYN1_0180✗	ISO_030709	2960	+	1	0	1
MMSYN1_0180✗	ISO_030717	22	+	1	0	1
MMSYN1_0180✗	ISO_030719	88	+	1	0	1
MMSYN1_0180✓	ISO_030722	15	+	1	1	0
MMSYN1_0180✓	ISO_030724	656	+	1	1	0
MMSYN1_0180✓ MMSYN1_0181✗	ISO_030726	20	+	2	1	1
MMSYN1_0180✓ MMSYN1_0181✗	ISO_030747	1008	+	2	1	1
MMSYN1_0180✓ MMSYN1_0181✗	ISO_030748	57	+	2	1	1
MMSYN1_0180✓ MMSYN1_0181✓	ISO_030752	10	+	2	2	0
MMSYN1_0180✓ MMSYN1_0181✓	ISO_030755	19	+	2	2	0
MMSYN1_0180✓ MMSYN1_0181✓	ISO_030769	31	+	2	2	0
MMSYN1_0180✓ MMSYN1_0181✓	ISO_030772	224	+	2	2	0
MMSYN1_0180✓ MMSYN1_0181✓	ISO_030774	18	+	2	2	0
MMSYN1_0180✗	ISO_030790	13	+	1	0	1
MMSYN1_0180✗	ISO_030793	28	+	1	0	1
MMSYN1_0180✗	ISO_030806	15	+	1	0	1
MMSYN1_0181✗	ISO_030838	18	+	1	0	1
MMSYN1_0181✗	ISO_030941	13	+	1	0	1
MMSYN1_0181✗	ISO_031101	44	+	1	0	1
MMSYN1_0181✓	ISO_031103	16	+	1	1	0
MMSYN1_0181✗	ISO_031134	10	+	1	0	1
MMSYN1_0181✗	ISO_031146	11	+	1	0	1
MMSYN1_0181✗	ISO_031161	10	+	1	0	1
MMSYN1_0181✗	ISO_031287	10	+	1	0	1
MMSYN1_0181✓	ISO_031320	11	+	1	1	0
MMSYN1_0181✓	ISO_031295	32	+	1	1	0
MMSYN1_0181✓	ISO_031296	222	+	1	1	0
MMSYN1_0181✓	ISO_031329	13	+	1	1	0
MMSYN1_0181✓	ISO_031301	49	+	1	1	0
MMSYN1_0181✗	ISO_031298	431	+	1	0	1
MMSYN1_0181✗	ISO_031308	27	+	1	0	1
MMSYN1_0181✓	ISO_031314	10	+	1	1	0
MMSYN1_0181✓	ISO_031299	21	+	1	1	0
MMSYN1_0181✗	ISO_031364	12	+	1	0	1
MMSYN1_0181✗	ISO_031437	15	+	1	0	1
MMSYN1_0181✓	ISO_031440	10	+	1	1	0
MMSYN1_0181✓	ISO_031609	22	+	1	1	0
MMSYN1_0181✓	ISO_031625	10	+	1	1	0
MMSYN1_0181✓	ISO_031622	31	+	1	1	0
MMSYN1_0181✓	ISO_031626	12	+	1	1	0
MMSYN1_0183✗	ISO_031919	31	+	1	0	1
MMSYN1_0183✗	ISO_031933	25	+	1	0	1
MMSYN1_0183✗	ISO_032061	11	+	1	0	1
MMSYN1_0183✗	ISO_032074	13	+	1	0	1
MMSYN1_0183✗	ISO_032080	14	+	1	0	1
MMSYN1_0183✗	ISO_032088	10	+	1	0	1
MMSYN1_0183✗	ISO_032113	10	+	1	0	1
MMSYN1_0183✗	ISO_032131	13	+	1	0	1
MMSYN1_0183✗	ISO_032138	51	+	1	0	1
MMSYN1_0183✗	ISO_032156	20	+	1	0	1
MMSYN1_0183✗	ISO_032169	16	+	1	0	1
MMSYN1_0183✗	ISO_032184	15	+	1	0	1
MMSYN1_0183✗	ISO_032215	10	+	1	0	1
MMSYN1_0183✗	ISO_032290	16	+	1	0	1
MMSYN1_0183✗	ISO_032301	14	+	1	0	1
MMSYN1_0183✗	ISO_032316	10	+	1	0	1
MMSYN1_0183✗	ISO_032356	13	+	1	0	1
MMSYN1_0183✓ MMSYN1_0184✗	ISO_032388	29	+	2	1	1
MMSYN1_0183✗	ISO_032389	39	+	1	0	1
MMSYN1_0183✗	ISO_032401	21	+	1	0	1
MMSYN1_0183✓ MMSYN1_0184✗	ISO_032402	14	+	2	1	1
MMSYN1_0183✓ MMSYN1_0184✗	ISO_032412	10	+	2	1	1
MMSYN1_0183✗	ISO_032410	10	+	1	0	1
MMSYN1_0183✗	ISO_032430	17	+	1	0	1
MMSYN1_0183✓ MMSYN1_0184✗	ISO_032455	10	+	2	1	1
MMSYN1_0183✗	ISO_032457	11	+	1	0	1
MMSYN1_0183✗	ISO_032463	12	+	1	0	1
MMSYN1_0183✗	ISO_032466	10	+	1	0	1
MMSYN1_0183✗	ISO_032473	37	+	1	0	1
MMSYN1_0183✓ MMSYN1_0184✗	ISO_032474	17	+	2	1	1
MMSYN1_0183✗	ISO_032485	10	+	1	0	1
MMSYN1_0183✗	ISO_032490	11	+	1	0	1
MMSYN1_0183✗	ISO_032506	10	+	1	0	1
MMSYN1_0183✓ MMSYN1_0184✗	ISO_032511	15	+	2	1	1
MMSYN1_0183✗	ISO_032523	10	+	1	0	1
MMSYN1_0183✓ MMSYN1_0184✗	ISO_032525	17	+	2	1	1
MMSYN1_0183✗	ISO_032544	19	+	1	0	1
MMSYN1_0183✓ MMSYN1_0184✗	ISO_032546	13	+	2	1	1
MMSYN1_0183✗	ISO_032569	32	+	1	0	1
MMSYN1_0183✓ MMSYN1_0184✗	ISO_032571	43	+	2	1	1
MMSYN1_0183✗	ISO_032585	14	+	1	0	1
MMSYN1_0183✓ MMSYN1_0184✗	ISO_032586	18	+	2	1	1
MMSYN1_0184✗	ISO_032593	66	+	1	0	1
MMSYN1_0184✗	ISO_032649	10	+	1	0	1
MMSYN1_0184✗	ISO_032670	29	+	1	0	1
MMSYN1_0184✗	ISO_032677	12	+	1	0	1
MMSYN1_0184✗	ISO_032686	23	+	1	0	1
MMSYN1_0184✗	ISO_032691	35	+	1	0	1
MMSYN1_0184✗	ISO_032705	10	+	1	0	1
MMSYN1_0184✗	ISO_032722	15	+	1	0	1
MMSYN1_0184✗	ISO_032737	13	+	1	0	1
MMSYN1_0184✗	ISO_032748	19	+	1	0	1
MMSYN1_0184✗	ISO_032753	14	+	1	0	1
MMSYN1_0184✗	ISO_032762	19	+	1	0	1
MMSYN1_0184✗	ISO_032769	12	+	1	0	1
MMSYN1_0184✗	ISO_032773	13	+	1	0	1
MMSYN1_0184✗	ISO_032780	41	+	1	0	1
MMSYN1_0184✗	ISO_032786	82	+	1	0	1
MMSYN1_0184✗	ISO_032794	13	+	1	0	1
MMSYN1_0184✗	ISO_032797	24	+	1	0	1
MMSYN1_0184✗	ISO_032802	12	+	1	0	1
MMSYN1_0184✗	ISO_032807	14	+	1	0	1
MMSYN1_0184✗	ISO_032814	11	+	1	0	1
MMSYN1_0184✗	ISO_032816	16	+	1	0	1
MMSYN1_0184✗	ISO_032818	12	+	1	0	1
MMSYN1_0184✗	ISO_032828	13	+	1	0	1
MMSYN1_0184✗	ISO_032834	15	+	1	0	1
MMSYN1_0184✗	ISO_032837	27	+	1	0	1
MMSYN1_0184✗	ISO_032841	13	+	1	0	1
MMSYN1_0184✗	ISO_032842	21	+	1	0	1
MMSYN1_0184✗	ISO_032846	17	+	1	0	1
MMSYN1_0184✗	ISO_032850	20	+	1	0	1
MMSYN1_0184✗	ISO_032854	10	+	1	0	1
MMSYN1_0184✗	ISO_032856	52	+	1	0	1
MMSYN1_0184✗	ISO_032861	37	+	1	0	1
MMSYN1_0184✗	ISO_032864	20	+	1	0	1
MMSYN1_0184✗	ISO_032866	13	+	1	0	1
MMSYN1_0184✗	ISO_032869	13	+	1	0	1
MMSYN1_0184✗	ISO_032872	20	+	1	0	1
MMSYN1_0184✗	ISO_032875	13	+	1	0	1
MMSYN1_0184✗	ISO_032877	27	+	1	0	1
MMSYN1_0184✗	ISO_032886	17	+	1	0	1
MMSYN1_0184✗	ISO_032887	17	+	1	0	1
MMSYN1_0184✗	ISO_032892	14	+	1	0	1
MMSYN1_0184✗	ISO_032893	37	+	1	0	1
MMSYN1_0184✗	ISO_032896	12	+	1	0	1
MMSYN1_0184✗	ISO_032900	18	+	1	0	1
MMSYN1_0184✗	ISO_032905	40	+	1	0	1
MMSYN1_0184✗	ISO_032907	39	+	1	0	1
MMSYN1_0184✗	ISO_032911	23	+	1	0	1
MMSYN1_0184✗	ISO_032909	21	+	1	0	1
MMSYN1_0184✗	ISO_032914	13	+	1	0	1
MMSYN1_0184✗	ISO_032924	11	+	1	0	1
MMSYN1_0184✗	ISO_032925	12	+	1	0	1
MMSYN1_0184✗	ISO_032928	26	+	1	0	1
MMSYN1_0184✗	ISO_032931	12	+	1	0	1
MMSYN1_0184✗	ISO_032937	69	+	1	0	1
MMSYN1_0184✗	ISO_032952	20	+	1	0	1
MMSYN1_0184✗	ISO_032960	27	+	1	0	1
MMSYN1_0184✗	ISO_032962	36	+	1	0	1
MMSYN1_0184✗	ISO_032965	22	+	1	0	1
MMSYN1_0184✗	ISO_032967	31	+	1	0	1
MMSYN1_0184✗	ISO_032971	16	+	1	0	1
MMSYN1_0184✗	ISO_032973	26	+	1	0	1
MMSYN1_0184✗	ISO_032977	39	+	1	0	1
MMSYN1_0184✗	ISO_032982	19	+	1	0	1
MMSYN1_0184✗	ISO_032987	60	+	1	0	1
MMSYN1_0184✗	ISO_032989	17	+	1	0	1
MMSYN1_0184✗	ISO_032992	30	+	1	0	1
MMSYN1_0184✗	ISO_032996	26	+	1	0	1
MMSYN1_0184✗	ISO_032997	26	+	1	0	1
MMSYN1_0184✗	ISO_033000	12	+	1	0	1
MMSYN1_0184✗	ISO_033006	26	+	1	0	1
MMSYN1_0184✗	ISO_033017	17	+	1	0	1
MMSYN1_0184✗	ISO_033020	52	+	1	0	1
MMSYN1_0184✗	ISO_033026	132	+	1	0	1
MMSYN1_0184✗	ISO_033033	17	+	1	0	1
MMSYN1_0184✗	ISO_033029	15	+	1	0	1
MMSYN1_0184✗	ISO_033034	14	+	1	0	1
MMSYN1_0184✗	ISO_033036	37	+	1	0	1
MMSYN1_0184✗	ISO_033038	23	+	1	0	1
MMSYN1_0184✗	ISO_033042	29	+	1	0	1
MMSYN1_0184✗	ISO_033045	20	+	1	0	1
MMSYN1_0184✗	ISO_033050	18	+	1	0	1
MMSYN1_0184✗	ISO_033052	80	+	1	0	1
MMSYN1_0184✗	ISO_033056	50	+	1	0	1
MMSYN1_0184✗	ISO_033060	18	+	1	0	1
MMSYN1_0184✗	ISO_033061	37	+	1	0	1
MMSYN1_0184✗	ISO_033065	20	+	1	0	1
MMSYN1_0184✗	ISO_033067	28	+	1	0	1
MMSYN1_0184✗	ISO_033070	44	+	1	0	1
MMSYN1_0184✗	ISO_033075	34	+	1	0	1
MMSYN1_0184✗	ISO_033081	138	+	1	0	1
MMSYN1_0184✓	ISO_033085	10	+	1	1	0
MMSYN1_0184✗	ISO_033083	12	+	1	0	1
MMSYN1_0184✗	ISO_033088	60	+	1	0	1
MMSYN1_0184✗	ISO_033095	62	+	1	0	1
MMSYN1_0184✗	ISO_033099	38	+	1	0	1
MMSYN1_0184✗	ISO_033104	23	+	1	0	1
MMSYN1_0184✗	ISO_033107	31	+	1	0	1
MMSYN1_0184✗	ISO_033116	41	+	1	0	1
MMSYN1_0184✗	ISO_033119	31	+	1	0	1
MMSYN1_0184✗	ISO_033122	56	+	1	0	1
MMSYN1_0184✗	ISO_033126	45	+	1	0	1
MMSYN1_0184✗	ISO_033129	28	+	1	0	1
MMSYN1_0184✗	ISO_033131	18	+	1	0	1
MMSYN1_0184✗	ISO_033133	16	+	1	0	1
MMSYN1_0184✗	ISO_033137	41	+	1	0	1
MMSYN1_0184✗	ISO_033138	43	+	1	0	1
MMSYN1_0184✓	ISO_033140	13	+	1	1	0
MMSYN1_0184✗	ISO_033141	82	+	1	0	1
MMSYN1_0184✗	ISO_033145	16	+	1	0	1
MMSYN1_0184✗	ISO_033148	19	+	1	0	1
MMSYN1_0184✗	ISO_033151	13	+	1	0	1
MMSYN1_0184✗	ISO_033154	12	+	1	0	1
MMSYN1_0184✗	ISO_033158	26	+	1	0	1
MMSYN1_0184✗	ISO_033162	28	+	1	0	1
MMSYN1_0184✗	ISO_033175	17	+	1	0	1
MMSYN1_0184✗	ISO_033176	25	+	1	0	1
MMSYN1_0184✗	ISO_033178	25	+	1	0	1
MMSYN1_0184✗	ISO_033185	12	+	1	0	1
MMSYN1_0184✗	ISO_033212	12	+	1	0	1
MMSYN1_0184✓	ISO_033214	20	+	1	1	0
MMSYN1_0184✗	ISO_033216	26	+	1	0	1
MMSYN1_0186✓ MMSYN1_0187✗	ISO_033489	11	+	2	1	1
MMSYN1_0186✓ MMSYN1_0187✗	ISO_033641	10	+	2	1	1
MMSYN1_0186✓ MMSYN1_0187✗	ISO_033682	11	+	2	1	1
MMSYN1_0186✓ MMSYN1_0187✗	ISO_033691	10	+	2	1	1
MMSYN1_0186✓ MMSYN1_0187✗	ISO_033701	10	+	2	1	1
MMSYN1_0186✓ MMSYN1_0187✗	ISO_033739	11	+	2	1	1
MMSYN1_0186✓ MMSYN1_0187✗	ISO_033781	12	+	2	1	1
MMSYN1_0186✓ MMSYN1_0187✗	ISO_033856	16	+	2	1	1
MMSYN1_0186✓ MMSYN1_0187✗	ISO_033923	25	+	2	1	1
MMSYN1_0186✓ MMSYN1_0187✓	ISO_033978	10	+	2	2	0
MMSYN1_0186✓ MMSYN1_0187✗	ISO_033981	13	+	2	1	1
MMSYN1_0186✓ MMSYN1_0187✗	ISO_034029	13	+	2	1	1
MMSYN1_0187✗	ISO_034053	13	+	1	0	1
MMSYN1_0187✓	ISO_034080	10	+	1	1	0
MMSYN1_0187✗	ISO_034081	16	+	1	0	1
MMSYN1_0187✗	ISO_034084	11	+	1	0	1
MMSYN1_0187✗	ISO_034123	11	+	1	0	1
MMSYN1_0187✗	ISO_034149	14	+	1	0	1
MMSYN1_0187✗	ISO_034160	11	+	1	0	1
MMSYN1_0187✗	ISO_034165	11	+	1	0	1
MMSYN1_0187✓	ISO_034184	10	+	1	1	0
MMSYN1_0187✗	ISO_034232	69	+	1	0	1
MMSYN1_0187✗	ISO_034235	11	+	1	0	1
MMSYN1_0187✓	ISO_034231	66	+	1	1	0
MMSYN1_0187✗	ISO_034243	14	+	1	0	1
MMSYN1_0187✗	ISO_034255	13	+	1	0	1
MMSYN1_0187✓	ISO_034257	12	+	1	1	0
MMSYN1_0187✓	ISO_034316	11	+	1	1	0
MMSYN1_0187✓	ISO_034319	14	+	1	1	0
MMSYN1_0187✓	ISO_034328	11	+	1	1	0
MMSYN1_0187✓	ISO_034344	10	+	1	1	0
MMSYN1_0187✓	ISO_034363	15	+	1	1	0
MMSYN1_0187✓	ISO_034373	14	+	1	1	0
MMSYN1_0187✗	ISO_034403	10	+	1	0	1
MMSYN1_0187✓	ISO_034405	599	+	1	1	0
MMSYN1_0188✓	ISO_136740	12	-	1	1	0
MMSYN1_0189✓ MMSYN1_0188✓	ISO_137159	181	-	2	2	0
MMSYN1_0190✓ MMSYN1_0189✓ MMSYN1_0188✓	ISO_138125	40	-	3	3	0
MMSYN1_0189✓ MMSYN1_0188✗	ISO_137178	17	-	2	1	1
MMSYN1_0189✓ MMSYN1_0188✗	ISO_137162	116	-	2	1	1
MMSYN1_0190✓ MMSYN1_0189✓ MMSYN1_0188✗	ISO_138114	23	-	3	2	1
MMSYN1_0189✓ MMSYN1_0188✗	ISO_137549	14	-	2	1	1
MMSYN1_0188✗	ISO_136737	25	-	1	0	1
MMSYN1_0189✓ MMSYN1_0188✗	ISO_137156	229	-	2	1	1
MMSYN1_0190✓ MMSYN1_0189✓ MMSYN1_0188✗	ISO_138127	32	-	3	2	1
MMSYN1_0188✗	ISO_136741	15	-	1	0	1
MMSYN1_0189✓ MMSYN1_0188✗	ISO_137160	142	-	2	1	1
MMSYN1_0190✓ MMSYN1_0189✓ MMSYN1_0188✗	ISO_138123	20	-	3	2	1
MMSYN1_0188✗	ISO_136735	14	-	1	0	1
MMSYN1_0188✗	ISO_136743	50	-	1	0	1
MMSYN1_0188✗	ISO_136783	15	-	1	0	1
MMSYN1_0188✗	ISO_136792	12	-	1	0	1
MMSYN1_0188✗	ISO_136808	11	-	1	0	1
MMSYN1_0188✗	ISO_136821	12	-	1	0	1
MMSYN1_0188✗	ISO_136825	11	-	1	0	1
