del_chrom	del_start0	del_end	del_length_bp	gff_chrom	gff_source	gff_feature	gff_start1	gff_end	gff_score	gff_strand	gff_frame	gff_attributes
CP002027.1	279393	280162	769	CP002027.1	syn1_summary	gene	279390	280163	.	-	.	ID=gene:MMSYN1_0217;Name=;locus_tag=MMSYN1_0217;product=glycerol uptake facilitator protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	281737	282901	1164	CP002027.1	syn1_summary	gene	281738	282901	.	-	.	ID=gene:MMSYN1_0219;Name=glpO;locus_tag=MMSYN1_0219;gene=glpO;product=glycerol oxydase;rna_type=mRNA;gbkey=mRNA
CP002027.1	288391	292905	4514	CP002027.1	syn1_summary	gene	288390	289754	.	+	.	ID=gene:MMSYN1_0223;Name=;locus_tag=MMSYN1_0223;product=NADH oxidase (noxase);rna_type=mRNA;gbkey=mRNA
CP002027.1	288391	292905	4514	CP002027.1	syn1_summary	gene	289757	290761	.	+	.	ID=gene:MMSYN1_0224;Name=;locus_tag=MMSYN1_0224;product=probable lipoate-protein ligase A (Lipoate--proteinligase);rna_type=mRNA;gbkey=mRNA
CP002027.1	288391	292905	4514	CP002027.1	syn1_summary	gene	290805	291917	.	+	.	ID=gene:MMSYN1_0225;Name=pdhA;locus_tag=MMSYN1_0225;gene=pdhA;product=pyruvate dehydrogenase (acetyl-transferring) E1 component_ alpha subunit;rna_type=mRNA;gbkey=mRNA
CP002027.1	288391	292905	4514	CP002027.1	syn1_summary	gene	291917	292906	.	+	.	ID=gene:MMSYN1_0226;Name=pdhB;locus_tag=MMSYN1_0226;gene=pdhB;product=pyruvate dehydrogenase E1 component subunit beta (Scomplex_ 36 kDa subunit);rna_type=mRNA;gbkey=mRNA
CP002027.1	298422	300803	2381	CP002027.1	syn1_summary	gene	298421	300376	.	+	.	ID=gene:MMSYN1_0231;Name=;locus_tag=MMSYN1_0231;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	298422	300803	2381	CP002027.1	syn1_summary	gene	300386	300808	.	+	.	ID=gene:MMSYN1_0232;Name=coaD;locus_tag=MMSYN1_0232;gene=coaD;product=pantetheine-phosphate adenylyltransferase;rna_type=mRNA;gbkey=mRNA
CP002027.1	303533	304560	1027	CP002027.1	syn1_summary	gene	303533	304159	.	+	.	ID=gene:MMSYN1_0236;Name=dhaL;locus_tag=MMSYN1_0236;gene=dhaL;product=dihydroxyacetone kinase_ L subunit;rna_type=mRNA;gbkey=mRNA
CP002027.1	303533	304560	1027	CP002027.1	syn1_summary	gene	304167	304562	.	+	.	ID=gene:MMSYN1_0237;Name=;locus_tag=MMSYN1_0237;product=dihydroxyacetone kinase_ phosphotransfer subunit;rna_type=mRNA;gbkey=mRNA
CP002027.1	308606	323314	14708	CP002027.1	syn1_summary	gene	311451	313136	.	+	.	ID=gene:MMSYN1_0242;Name=;locus_tag=MMSYN1_0242;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	308606	323314	14708	CP002027.1	syn1_summary	gene	313147	315438	.	+	.	ID=gene:MMSYN1_0243;Name=;locus_tag=MMSYN1_0243;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	308606	323314	14708	CP002027.1	syn1_summary	gene	315501	317768	.	+	.	ID=gene:MMSYN1_0244;Name=;locus_tag=MMSYN1_0244;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	308606	323314	14708	CP002027.1	syn1_summary	gene	318242	320383	.	+	.	ID=gene:MMSYN1_0245;Name=;locus_tag=MMSYN1_0245;product=putative membrane protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	308606	323314	14708	CP002027.1	syn1_summary	gene	320410	323316	.	-	.	ID=gene:MMSYN1_0246;Name=;locus_tag=MMSYN1_0246;product=E1-E2 ATPase subfamily_ putative;rna_type=mRNA;gbkey=mRNA
CP002027.1	308606	323314	14708	CP002027.1	syn1_summary	gene	308601	311333	.	+	.	ID=gene:MMSYN1_0241;Name=ctpA;locus_tag=MMSYN1_0241;gene=ctpA;product=PSEUDOGENE - carboxyl terminal peptidase activity of this gene was confirmed by Mary Brown and Ayman Alam at the University of Florida;rna_type=pseudo;gbkey=pseudo
CP002027.1	325824	327238	1414	CP002027.1	syn1_summary	gene	325823	326515	.	+	.	ID=gene:MMSYN1_0251;Name=;locus_tag=MMSYN1_0251;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	325824	327238	1414	CP002027.1	syn1_summary	gene	326516	327238	.	-	.	ID=gene:MMSYN1_0252;Name=;locus_tag=MMSYN1_0252;product=oxidoreductase;rna_type=mRNA;gbkey=mRNA
CP002027.1	329649	332391	2742	CP002027.1	syn1_summary	gene	329643	330704	.	-	.	ID=gene:MMSYN1_0255;Name=;locus_tag=MMSYN1_0255;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	329649	332391	2742	CP002027.1	syn1_summary	gene	330770	332392	.	-	.	ID=gene:MMSYN1_0256;Name=;locus_tag=MMSYN1_0256;product=Amino acid permease superfamily protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	334374	335091	717	CP002027.1	syn1_summary	gene	334375	335094	.	-	.	ID=gene:MMSYN1_0258;Name=;locus_tag=MMSYN1_0258;product=oxidoreductase;rna_type=mRNA;gbkey=mRNA
CP002027.1	338719	339334	615	CP002027.1	syn1_summary	gene	338719	339345	.	-	.	ID=gene:MMSYN1_0261;Name=thiN;locus_tag=MMSYN1_0261;gene=thiN;product=PSEUDOGENE - thiamine diphosphokinase;rna_type=pseudo;gbkey=pseudo
CP002027.1	342141	344319	2178	CP002027.1	syn1_summary	gene	342126	342883	.	-	.	ID=gene:MMSYN1_0268;Name=;locus_tag=MMSYN1_0268;product=PSEUDOGENE - serine/threonine phosphatase_ degenerate;rna_type=pseudo;gbkey=pseudo
CP002027.1	342141	344319	2178	CP002027.1	syn1_summary	gene	342912	344321	.	-	.	ID=gene:MMSYN1_0269;Name=;locus_tag=MMSYN1_0269;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	345422	359429	14007	CP002027.1	syn1_summary	gene	345458	350779	.	-	.	ID=gene:MMSYN1_0272;Name=;locus_tag=MMSYN1_0272;product=efflux ABC transporter_ permease protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	345422	359429	14007	CP002027.1	syn1_summary	gene	350992	354132	.	+	.	ID=gene:MMSYN1_0273;Name=;locus_tag=MMSYN1_0273;product=hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	345422	359429	14007	CP002027.1	syn1_summary	gene	354147	354761	.	+	.	ID=gene:MMSYN1_0274;Name=;locus_tag=MMSYN1_0274;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	345422	359429	14007	CP002027.1	syn1_summary	gene	354901	355422	.	+	.	ID=gene:MMSYN1_0275;Name=;locus_tag=MMSYN1_0275;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	345422	359429	14007	CP002027.1	syn1_summary	gene	355682	356302	.	+	.	ID=gene:MMSYN1_0276;Name=;locus_tag=MMSYN1_0276;product=PSEUDOGENE - putative liporotein;rna_type=pseudo;gbkey=pseudo
CP002027.1	345422	359429	14007	CP002027.1	syn1_summary	gene	356463	356975	.	+	.	ID=gene:MMSYN1_0277;Name=;locus_tag=MMSYN1_0277;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	345422	359429	14007	CP002027.1	syn1_summary	gene	357015	359429	.	-	.	ID=gene:MMSYN1_0278;Name=;locus_tag=MMSYN1_0278;product=PTS system fructose-specific enzyme iiabc component;rna_type=mRNA;gbkey=mRNA
CP002027.1	359689	359975	286	CP002027.1	syn1_summary	gene	359688	359975	.	+	.	ID=gene:MMSYN1_0279;Name=;locus_tag=MMSYN1_0279;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	363144	364030	886	CP002027.1	syn1_summary	gene	363145	364032	.	+	.	ID=gene:MMSYN1_0284;Name=;locus_tag=MMSYN1_0284;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	371713	375754	4041	CP002027.1	syn1_summary	gene	371714	373759	.	-	.	ID=gene:MMSYN1_0292;Name=;locus_tag=MMSYN1_0292;product=peptidase_ S41 family;rna_type=mRNA;gbkey=mRNA
CP002027.1	371713	375754	4041	CP002027.1	syn1_summary	gene	373784	375754	.	-	.	ID=gene:MMSYN1_0293;Name=;locus_tag=MMSYN1_0293;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	389505	389779	274	CP002027.1	syn1_summary	gene	389506	390282	.	-	.	ID=gene:MMSYN1_0306;Name=;locus_tag=MMSYN1_0306;product=hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	389979	390909	930	CP002027.1	syn1_summary	gene	389506	390282	.	-	.	ID=gene:MMSYN1_0306;Name=;locus_tag=MMSYN1_0306;product=hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	389979	390909	930	CP002027.1	syn1_summary	gene	390558	390911	.	+	.	ID=gene:MMSYN1_0307;Name=;locus_tag=MMSYN1_0307;product=integrase core domain protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	392044	399521	7477	CP002027.1	syn1_summary	gene	392042	392911	.	-	.	ID=gene:MMSYN1_0309;Name=;locus_tag=MMSYN1_0309;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	392044	399521	7477	CP002027.1	syn1_summary	gene	393879	394955	.	-	.	ID=gene:MMSYN1_0311;Name=;locus_tag=MMSYN1_0311;product=RmuC domain protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	392044	399521	7477	CP002027.1	syn1_summary	gene	395171	397891	.	+	.	ID=gene:MMSYN1_0312;Name=;locus_tag=MMSYN1_0312;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	392044	399521	7477	CP002027.1	syn1_summary	gene	398248	399522	.	+	.	ID=gene:MMSYN1_0313;Name=trmFO2;locus_tag=MMSYN1_0313;gene=trmFO2;product=methylenetetrahydrofolate--tRNA-(uracil-5-)- methyltransferase trmFO 2;rna_type=mRNA;gbkey=mRNA
CP002027.1	392044	399521	7477	CP002027.1	syn1_summary	gene	393024	393824	.	+	.	ID=gene:MMSYN1_0310;Name=;locus_tag=MMSYN1_0310;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	402992	412894	9902	CP002027.1	syn1_summary	gene	402993	404537	.	+	.	ID=gene:MMSYN1_0318;Name=;locus_tag=MMSYN1_0318;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	402992	412894	9902	CP002027.1	syn1_summary	gene	404627	407524	.	+	.	ID=gene:MMSYN1_0319;Name=;locus_tag=MMSYN1_0319;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	402992	412894	9902	CP002027.1	syn1_summary	gene	407532	408329	.	+	.	ID=gene:MMSYN1_0320;Name=;locus_tag=MMSYN1_0320;product=triacylglycerol lipase;rna_type=mRNA;gbkey=mRNA
CP002027.1	402992	412894	9902	CP002027.1	syn1_summary	gene	408482	408910	.	+	.	ID=gene:MMSYN1_0321;Name=;locus_tag=MMSYN1_0321;product=PSEUDOGENE - putative liporotein;rna_type=pseudo;gbkey=pseudo
CP002027.1	402992	412894	9902	CP002027.1	syn1_summary	gene	410710	412203	.	-	.	ID=gene:MMSYN1_0323;Name=;locus_tag=MMSYN1_0323;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	402992	412894	9902	CP002027.1	syn1_summary	gene	412372	412896	.	-	.	ID=gene:MMSYN1_0324;Name=;locus_tag=MMSYN1_0324;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	402992	412894	9902	CP002027.1	syn1_summary	gene	409235	410692	.	+	.	ID=gene:MMSYN1_0322;Name=;locus_tag=MMSYN1_0322;product=divergent AAA domain family;rna_type=mRNA;gbkey=mRNA
CP002027.1	419454	420167	713	CP002027.1	syn1_summary	gene	419454	420167	.	+	.	ID=gene:MMSYN1_0331;Name=;locus_tag=MMSYN1_0331;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	421585	426208	4623	CP002027.1	syn1_summary	gene	421586	422005	.	+	.	ID=gene:MMSYN1_0333;Name=vlcA;locus_tag=MMSYN1_0333;gene=vlcA;product=lipoprotein_ putative (VlcA);rna_type=mRNA;gbkey=mRNA
CP002027.1	421585	426208	4623	CP002027.1	syn1_summary	gene	422445	422924	.	+	.	ID=gene:MMSYN1_0334;Name=vlcB;locus_tag=MMSYN1_0334;gene=vlcB;product=lipoprotein_ putative (VlcB);rna_type=mRNA;gbkey=mRNA
CP002027.1	421585	426208	4623	CP002027.1	syn1_summary	gene	423315	423773	.	+	.	ID=gene:MMSYN1_0335;Name=vlcC;locus_tag=MMSYN1_0335;gene=vlcC;product=lipoprotein_ putative (VlcC);rna_type=mRNA;gbkey=mRNA
CP002027.1	421585	426208	4623	CP002027.1	syn1_summary	gene	423939	424388	.	+	.	ID=gene:MMSYN1_0336;Name=;locus_tag=MMSYN1_0336;product=PTS system_ IIA component;rna_type=mRNA;gbkey=mRNA
CP002027.1	421585	426208	4623	CP002027.1	syn1_summary	gene	424400	426208	.	+	.	ID=gene:MMSYN1_0337;Name=;locus_tag=MMSYN1_0337;product=PTS system ascorbate-specific enzyme IIC/IIB;rna_type=mRNA;gbkey=mRNA
CP002027.1	427508	435700	8192	CP002027.1	syn1_summary	gene	427501	429321	.	+	.	ID=gene:MMSYN1_0339;Name=;locus_tag=MMSYN1_0339;product=Na+ ABC transporter_ ATP-binding component;rna_type=mRNA;gbkey=mRNA
CP002027.1	427508	435700	8192	CP002027.1	syn1_summary	gene	429337	431127	.	+	.	ID=gene:MMSYN1_0340;Name=;locus_tag=MMSYN1_0340;product=ABC transporter_ permease protein_ putative;rna_type=mRNA;gbkey=mRNA
CP002027.1	427508	435700	8192	CP002027.1	syn1_summary	gene	431156	432556	.	+	.	ID=gene:MMSYN1_0341;Name=;locus_tag=MMSYN1_0341;product=viral A-type inclusion protein_ putative;rna_type=mRNA;gbkey=mRNA
CP002027.1	427508	435700	8192	CP002027.1	syn1_summary	gene	432682	434868	.	+	.	ID=gene:MMSYN1_0342;Name=;locus_tag=MMSYN1_0342;product=PSEUDOGENE - putative liporotein;rna_type=pseudo;gbkey=pseudo
CP002027.1	427508	435700	8192	CP002027.1	syn1_summary	gene	435005	435700	.	+	.	ID=gene:MMSYN1_0343;Name=;locus_tag=MMSYN1_0343;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	440092	441059	967	CP002027.1	syn1_summary	gene	440093	441082	.	+	.	ID=gene:MMSYN1_0349;Name=gpsA;locus_tag=MMSYN1_0349;gene=gpsA;product=glycerol-3-phosphate dehydrogenase [NAD(P)+] (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase);rna_type=mRNA;gbkey=mRNA
CP002027.1	441989	442461	472	CP002027.1	syn1_summary	gene	441952	442461	.	-	.	ID=gene:MMSYN1_0351;Name=recU;locus_tag=MMSYN1_0351;gene=recU;product=recombination protein U;rna_type=mRNA;gbkey=mRNA
CP002027.1	443061	444476	1415	CP002027.1	syn1_summary	gene	443061	444476	.	+	.	ID=gene:MMSYN1_0354;Name=;locus_tag=MMSYN1_0354;product=PSEUDOGENE - putative lipoprotein_ degenerate;rna_type=pseudo;gbkey=pseudo
CP002027.1	444649	445872	1223	CP002027.1	syn1_summary	gene	444649	445872	.	+	.	ID=gene:MMSYN1_0355;Name=;locus_tag=MMSYN1_0355;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	446339	447889	1550	CP002027.1	syn1_summary	gene	446339	446809	.	+	.	ID=gene:MMSYN1_0357;Name=;locus_tag=MMSYN1_0357;product=putative competence-damage inducible protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	446339	447889	1550	CP002027.1	syn1_summary	gene	446852	447889	.	+	.	ID=gene:MMSYN1_0358;Name=recA;locus_tag=MMSYN1_0358;gene=recA;product=protein RecA;rna_type=mRNA;gbkey=mRNA
CP002027.1	454458	458129	3671	CP002027.1	syn1_summary	gene	454449	455072	.	+	.	ID=gene:MMSYN1_0367;Name=rnhB;locus_tag=MMSYN1_0367;gene=rnhB;product=ribonuclease HII;rna_type=mRNA;gbkey=mRNA
CP002027.1	454458	458129	3671	CP002027.1	syn1_summary	gene	455094	456890	.	-	.	ID=gene:MMSYN1_0368;Name=;locus_tag=MMSYN1_0368;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	454458	458129	3671	CP002027.1	syn1_summary	gene	456893	458131	.	-	.	ID=gene:MMSYN1_0369;Name=;locus_tag=MMSYN1_0369;product=YeeE/YedE family protein_ putative;rna_type=mRNA;gbkey=mRNA
CP002027.1	458291	458590	299	CP002027.1	syn1_summary	gene	458292	458597	.	+	.	ID=gene:MMSYN1_0370;Name=;locus_tag=MMSYN1_0370;product=single-strand binding family protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	470395	473494	3099	CP002027.1	syn1_summary	gene	470394	471113	.	+	.	ID=gene:MMSYN1_0383;Name=;locus_tag=MMSYN1_0383;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	470395	473494	3099	CP002027.1	syn1_summary	gene	471190	471927	.	+	.	ID=gene:MMSYN1_0384;Name=;locus_tag=MMSYN1_0384;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	470395	473494	3099	CP002027.1	syn1_summary	gene	471937	472617	.	+	.	ID=gene:MMSYN1_0385;Name=;locus_tag=MMSYN1_0385;product=PSEUDOGENE - putative liporotein;rna_type=pseudo;gbkey=pseudo
CP002027.1	470395	473494	3099	CP002027.1	syn1_summary	gene	472656	473501	.	+	.	ID=gene:MMSYN1_0386;Name=;locus_tag=MMSYN1_0386;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	479540	480825	1285	CP002027.1	syn1_summary	gene	479541	480827	.	+	.	ID=gene:MMSYN1_0393;Name=tig;locus_tag=MMSYN1_0393;gene=tig;product=trigger factor;rna_type=mRNA;gbkey=mRNA
CP002027.1	483409	489238	5829	CP002027.1	syn1_summary	gene	483409	484644	.	+	.	ID=gene:MMSYN1_0395;Name=rarA;locus_tag=MMSYN1_0395;gene=rarA;product=recombination factor protein RarA;rna_type=mRNA;gbkey=mRNA
CP002027.1	483409	489238	5829	CP002027.1	syn1_summary	gene	484673	486898	.	-	.	ID=gene:MMSYN1_0396;Name=;locus_tag=MMSYN1_0396;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	483409	489238	5829	CP002027.1	syn1_summary	gene	486949	489240	.	-	.	ID=gene:MMSYN1_0397;Name=;locus_tag=MMSYN1_0397;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	521837	522282	445	CP002027.1	syn1_summary	gene	521827	522282	.	-	.	ID=gene:MMSYN1_0417;Name=;locus_tag=MMSYN1_0417;product=cdse;rna_type=mRNA;gbkey=mRNA
CP002027.1	538698	539341	643	CP002027.1	syn1_summary	gene	538691	539344	.	+	.	ID=gene:MMSYN1_0436;Name=ung;locus_tag=MMSYN1_0436;gene=ung;product=uracil-DNA glycosylase (UDG);rna_type=mRNA;gbkey=mRNA
CP002027.1	551789	552252	463	CP002027.1	syn1_summary	gene	551789	552253	.	+	.	ID=gene:MMSYN1_0446;Name=;locus_tag=MMSYN1_0446;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	553594	555079	1485	CP002027.1	syn1_summary	gene	553645	554187	.	+	.	ID=gene:MMSYN1_0449;Name=tnpA_2;locus_tag=MMSYN1_0449;gene=tnpA_2;product=IS1296 transposase protein A;rna_type=mRNA;gbkey=mRNA
CP002027.1	553594	555079	1485	CP002027.1	syn1_summary	gene	554325	555056	.	+	.	ID=gene:MMSYN1_0450;Name=tnpB_2;locus_tag=MMSYN1_0450;gene=tnpB_2;product=IS1296 transposase protein B;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	561557	563740	.	+	.	ID=gene:MMSYN1_0454;Name=;locus_tag=MMSYN1_0454;product=hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	563782	565299	.	-	.	ID=gene:MMSYN1_0455;Name=;locus_tag=MMSYN1_0455;product=PSEUDOGENE - putative membrane protein;rna_type=pseudo;gbkey=pseudo
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	565789	566184	.	+	.	ID=gene:MMSYN1_0924;Name=;locus_tag=MMSYN1_0924;product=conserved domain protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	566641	570003	.	+	.	ID=gene:MMSYN1_0460;Name=;locus_tag=MMSYN1_0460;product=bacterial surface protein 26-residue repeat protein (3 repeats);rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	570054	570785	.	-	.	ID=gene:MMSYN1_0461;Name=tnpB_3;locus_tag=MMSYN1_0461;gene=tnpB_3;product=IS1296 transposase protein B;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	570923	571465	.	-	.	ID=gene:MMSYN1_0462;Name=tnpA_3;locus_tag=MMSYN1_0462;gene=tnpA_3;product=IS1296 transposase protein A;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	571530	572708	.	-	.	ID=gene:MMSYN1_0463;Name=;locus_tag=MMSYN1_0463;product=NADH dependent flavin oxidoreductase;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	573723	574580	.	-	.	ID=gene:MMSYN1_0465;Name=;locus_tag=MMSYN1_0465;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	574582	574926	.	-	.	ID=gene:MMSYN1_0466;Name=;locus_tag=MMSYN1_0466;product=glycine cleavage system H protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	575113	575907	.	+	.	ID=gene:MMSYN1_0467;Name=;locus_tag=MMSYN1_0467;product=triacylglycerol lipase;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	575909	576703	.	+	.	ID=gene:MMSYN1_0468;Name=;locus_tag=MMSYN1_0468;product=lipase-esterase;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	576697	577506	.	+	.	ID=gene:MMSYN1_0469;Name=;locus_tag=MMSYN1_0469;product=lipase-esterase;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	577525	578658	.	-	.	ID=gene:MMSYN1_0470;Name=;locus_tag=MMSYN1_0470;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	578789	578920	.	-	.	ID=gene:MMSYN1_0471;Name=;locus_tag=MMSYN1_0471;product=hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	578922	580322	.	+	.	ID=gene:MMSYN1_0472;Name=;locus_tag=MMSYN1_0472;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	580469	581188	.	+	.	ID=gene:MMSYN1_0473;Name=;locus_tag=MMSYN1_0473;product=ABC transporter_ ATP binding protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	581188	581943	.	+	.	ID=gene:MMSYN1_0474;Name=;locus_tag=MMSYN1_0474;product=integral membrane protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	561556	581943	20387	CP002027.1	syn1_summary	gene	572708	573745	.	-	.	ID=gene:MMSYN1_0464;Name=;locus_tag=MMSYN1_0464;product=lipoate--protein ligase;rna_type=mRNA;gbkey=mRNA
CP002027.1	583080	585099	2019	CP002027.1	syn1_summary	gene	583080	584237	.	-	.	ID=gene:MMSYN1_0476;Name=nagA;locus_tag=MMSYN1_0476;gene=nagA;product=N-acetylglucosamine-6-phosphate deacetylase;rna_type=mRNA;gbkey=mRNA
CP002027.1	583080	585099	2019	CP002027.1	syn1_summary	gene	584406	585140	.	+	.	ID=gene:MMSYN1_0477;Name=;locus_tag=MMSYN1_0477;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	587539	589539	2000	CP002027.1	syn1_summary	gene	587539	589539	.	+	.	ID=gene:MMSYN1_0480;Name=;locus_tag=MMSYN1_0480;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	590637	601785	11148	CP002027.1	syn1_summary	gene	590637	591197	.	+	.	ID=gene:MMSYN1_0483;Name=ruvA;locus_tag=MMSYN1_0483;gene=ruvA;product=holliday junction DNA helicase RuvA;rna_type=mRNA;gbkey=mRNA
CP002027.1	590637	601785	11148	CP002027.1	syn1_summary	gene	591214	592137	.	+	.	ID=gene:MMSYN1_0484;Name=ruvB;locus_tag=MMSYN1_0484;gene=ruvB;product=holliday junction ATP-dependent DNA helicase RuvB;rna_type=mRNA;gbkey=mRNA
CP002027.1	590637	601785	11148	CP002027.1	syn1_summary	gene	592215	593573	.	+	.	ID=gene:MMSYN1_0485;Name=;locus_tag=MMSYN1_0485;product=dihydrolipoamide dehydrogenase;rna_type=mRNA;gbkey=mRNA
CP002027.1	590637	601785	11148	CP002027.1	syn1_summary	gene	593589	594398	.	-	.	ID=gene:MMSYN1_0486;Name=;locus_tag=MMSYN1_0486;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	590637	601785	11148	CP002027.1	syn1_summary	gene	594474	595394	.	+	.	ID=gene:MMSYN1_0487;Name=;locus_tag=MMSYN1_0487;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	590637	601785	11148	CP002027.1	syn1_summary	gene	595403	596506	.	+	.	ID=gene:MMSYN1_0488;Name=yqeH;locus_tag=MMSYN1_0488;gene=yqeH;product=ribosome biogenesis GTPase YqeH;rna_type=mRNA;gbkey=mRNA
CP002027.1	590637	601785	11148	CP002027.1	syn1_summary	gene	596515	597738	.	-	.	ID=gene:MMSYN1_0489;Name=dinB;locus_tag=MMSYN1_0489;gene=dinB;product=DNA polymerase IV;rna_type=mRNA;gbkey=mRNA
CP002027.1	590637	601785	11148	CP002027.1	syn1_summary	gene	597882	600620	.	+	.	ID=gene:MMSYN1_0490;Name=;locus_tag=MMSYN1_0490;product=papain family cysteine protease_ putative;rna_type=mRNA;gbkey=mRNA
CP002027.1	590637	601785	11148	CP002027.1	syn1_summary	gene	600698	601321	.	-	.	ID=gene:MMSYN1_0491;Name=udk;locus_tag=MMSYN1_0491;gene=udk;product=uridine kinase;rna_type=mRNA;gbkey=mRNA
CP002027.1	590637	601785	11148	CP002027.1	syn1_summary	gene	601345	601785	.	-	.	ID=gene:MMSYN1_0492;Name=;locus_tag=MMSYN1_0492;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	604988	608019	3031	CP002027.1	syn1_summary	gene	604970	605419	.	-	.	ID=gene:MMSYN1_0496;Name=;locus_tag=MMSYN1_0496;product=PSEUDOGENE - conserved hypothetical cytosolic protein;rna_type=pseudo;gbkey=pseudo
