operon_id	chrom	strand	start0	end0	n_isoforms	n_reads_total	member_ids	length	tss	tts	sense_gene_count	sense_gene_loci	sense_gene_names	antisense_gene_count	antisense_gene_loci	antisense_gene_names	gene_count	gene_loci	gene_names	segmentation_type
OP_00083	CP002027.1	+	193450	197629	15	6436	ISO_007917,ISO_007919,ISO_007920,ISO_007925,ISO_007937,ISO_007945,ISO_007948,ISO_007954,ISO_007955,ISO_007956,ISO_007958,ISO_007961,ISO_007985,ISO_008004,ISO_008006	4179	193450	197629	2	MMSYN1_0152,MMSYN1_0153	,	0			2	MMSYN1_0152,MMSYN1_0153	,	isoform_operon
OP_00084	CP002027.1	+	197657	199153	7	1260	ISO_008121,ISO_008148,ISO_008149,ISO_008164,ISO_008186,ISO_008187,ISO_008190	1496	197657	199153	1	MMSYN1_0154	lap	0			1	MMSYN1_0154	lap	isoform_operon
OP_00085	CP002027.1	+	199379	200123	2	981	ISO_008212,ISO_008216	744	199379	200123	0			0			0			isoform_operon
OP_00086	CP002027.1	+	200903	201506	0	133		603	200903	201506	1	MMSYN1_0155		0			1	MMSYN1_0155		rescue_single
OP_00087	CP002027.1	-	201663	203734	1	12	ISO_041384	2071	203734	201663	2	MMSYN1_0156,MMSYN1_0157		0			2	MMSYN1_0156,MMSYN1_0157		rescue_multiple
OP_00088	CP002027.1	+	203878	204289	1	866	ISO_008289	411	203878	204289	1	MMSYN1_0158	ssrA	0			1	MMSYN1_0158	ssrA	isoform_operon
OP_00089	CP002027.1	+	204413	206543	0	8		2130	204413	206543	1	MMSYN1_0159		0			1	MMSYN1_0159		rescue_single
OP_00090	CP002027.1	-	206562	207315	0	30		753	207315	206562	1	MMSYN1_0160	abiGIA	0			1	MMSYN1_0160	abiGIA	rescue_single
OP_00091	CP002027.1	-	207401	207998	0	5		597	207998	207401	1	MMSYN1_0161	abiGIB	0			1	MMSYN1_0161	abiGIB	rescue_single
OP_00092	CP002027.1	-	208208	209415	0	10		1207	209415	208208	1	MMSYN1_0162		0			1	MMSYN1_0162		rescue_single
OP_00093	CP002027.1	-	210337	212239	6	904	ISO_041435,ISO_041440,ISO_041449,ISO_041465,ISO_041468,ISO_041482	1902	212239	210337	1	MMSYN1_0163	alaS	0			1	MMSYN1_0163	alaS	isoform_operon
OP_00094	CP002027.1	-	212292	212787	0	2		495	212787	212292	1	MMSYN1_0164		0			1	MMSYN1_0164		rescue_single
OP_00095	CP002027.1	+	213004	215275	1	11	ISO_008349	2271	213004	215275	2	MMSYN1_0165,MMSYN1_0166		0			2	MMSYN1_0165,MMSYN1_0166		rescue_multiple
OP_00096	CP002027.1	+	216012	218043	1	69	ISO_008518	2031	216012	218043	2	MMSYN1_0167,MMSYN1_0168	,	0			2	MMSYN1_0167,MMSYN1_0168	,	isoform_operon
OP_00097	CP002027.1	+	218355	222012	60	8459	ISO_008811,ISO_008890,ISO_008895,ISO_008936,ISO_008941,ISO_008990,ISO_009000,ISO_009014,ISO_009023,ISO_009030,ISO_009038,ISO_009039,ISO_009049,ISO_009052,ISO_009055,ISO_009063,ISO_009068,ISO_009076,ISO_009077,ISO_009081,ISO_009082,ISO_009085,ISO_009091,ISO_009099,ISO_009100,ISO_009105,ISO_009121,ISO_009125,ISO_009131,ISO_009136,ISO_009138,ISO_009142,ISO_009143,ISO_009155,ISO_009157,ISO_009162,ISO_009164,ISO_009167,ISO_009171,ISO_009174,ISO_009176,ISO_009180,ISO_009190,ISO_009191,ISO_009195,ISO_009196,ISO_009212,ISO_009216,ISO_009222,ISO_009223,ISO_009224,ISO_009226,ISO_009229,ISO_009233,ISO_009239,ISO_009241,ISO_009247,ISO_009265,ISO_009266,ISO_009267	3657	218355	222012	2	MMSYN1_0168,MMSYN1_0169	,	0			2	MMSYN1_0168,MMSYN1_0169	,	isoform_operon
OP_00098	CP002027.1	-	222555	223705	1	66	ISO_041527	1150	223705	222555	1	MMSYN1_0170		0			1	MMSYN1_0170		isoform_operon
OP_00099	CP002027.1	-	223757	225140	6	2893	ISO_041555,ISO_041569,ISO_041557,ISO_041574,ISO_041576,ISO_041577	1383	225140	223757	1	MMSYN1_0171		0			1	MMSYN1_0171		isoform_operon
OP_00100	CP002027.1	+	225291	226235	1	146	ISO_009329	944	225291	226235	1	MMSYN1_0172		0			1	MMSYN1_0172		isoform_operon
OP_00101	CP002027.1	-	226199	227956	2	272	ISO_041612,ISO_041636	1757	227956	226199	1	MMSYN1_0173		1	MMSYN1_0172		2	MMSYN1_0173		isoform_operon
OP_00102	CP002027.1	-	228293	230038	2	2185	ISO_041723,ISO_041737	1745	230038	228293	1	MMSYN1_0175		1	MMSYN1_0174		2	MMSYN1_0175		isoform_operon
OP_00103	CP002027.1	-	230077	232574	4	717	ISO_041782,ISO_041787,ISO_041791,ISO_041799	2497	232574	230077	2	MMSYN1_0176,MMSYN1_0177	pgmB,	0			2	MMSYN1_0176,MMSYN1_0177	pgmB,	isoform_operon
OP_00104	CP002027.1	-	232650	234512	4	2610	ISO_041836,ISO_041853,ISO_041856,ISO_041862	1862	234512	232650	1	MMSYN1_0178		0			1	MMSYN1_0178		isoform_operon
OP_00105	CP002027.1	+	234647	236585	17	3891	ISO_009421,ISO_009424,ISO_009425,ISO_009427,ISO_009428,ISO_009429,ISO_009430,ISO_009432,ISO_009434,ISO_009437,ISO_009486,ISO_009500,ISO_009516,ISO_009584,ISO_009586,ISO_009620,ISO_009641	1938	234647	236585	1	MMSYN1_0179		0			1	MMSYN1_0179		isoform_operon
OP_00106	CP002027.1	+	236741	244480	38	10422	ISO_009684,ISO_009686,ISO_009693,ISO_009697,ISO_009698,ISO_009702,ISO_009706,ISO_009708,ISO_009721,ISO_009735,ISO_009758,ISO_009876,ISO_009969,ISO_009971,ISO_009984,ISO_010165,ISO_010220,ISO_010370,ISO_010378,ISO_010443,ISO_010472,ISO_010488,ISO_010495,ISO_010510,ISO_010512,ISO_010516,ISO_010519,ISO_010521,ISO_010525,ISO_010528,ISO_010531,ISO_010535,ISO_010540,ISO_010546,ISO_010548,ISO_010550,ISO_010551,ISO_010553	7739	236741	244480	6	MMSYN1_0180,MMSYN1_0181,MMSYN1_0182,MMSYN1_0182,MMSYN1_0183,MMSYN1_0184	,,,,,	0			3	MMSYN1_0180,MMSYN1_0181,MMSYN1_0182	,,	isoform_operon_merged
OP_00107	CP002027.1	+	245364	247662	0	61		2298	245364	247662	1	MMSYN1_0185		0			1	MMSYN1_0185		rescue_single
OP_00108	CP002027.1	+	248213	250039	3	789	ISO_010854,ISO_010857,ISO_010919	1826	248213	250039	2	MMSYN1_0186,MMSYN1_0187	,	1	MMSYN1_0188	pepF	3	MMSYN1_0186,MMSYN1_0187	,	isoform_operon
OP_00109	CP002027.1	-	250007	254213	15	2580	ISO_042222,ISO_042576,ISO_042223,ISO_042236,ISO_042051,ISO_042237,ISO_042582,ISO_042269,ISO_042610,ISO_042611,ISO_042272,ISO_042613,ISO_042675,ISO_042625,ISO_042628	4206	254213	250007	4	MMSYN1_0188,MMSYN1_0189,MMSYN1_0190,MMSYN1_0191	pepF,,,	1	MMSYN1_0187		5	MMSYN1_0188,MMSYN1_0189,MMSYN1_0190,MMSYN1_0191	pepF,,,	isoform_operon
OP_00110	CP002027.1	+	254433	255818	1	275	ISO_010975	1385	254433	255818	2	MMSYN1_0192,MMSYN1_0193	,	0			2	MMSYN1_0192,MMSYN1_0193	,	isoform_operon
OP_00111	CP002027.1	+	255889	256849	0	31		960	255889	256849	1	MMSYN1_0194		0			1	MMSYN1_0194		rescue_single
OP_00112	CP002027.1	-	257599	261590	7	1213	ISO_042726,ISO_042743,ISO_042746,ISO_042789,ISO_042804,ISO_042861,ISO_042879	3991	261590	257599	4	MMSYN1_0195,MMSYN1_0195,MMSYN1_0196,MMSYN1_0197	,,	0			1	MMSYN1_0195		isoform_operon_merged
OP_00113	CP002027.1	-	262699	264676	14	7926	ISO_042972,ISO_042989,ISO_043039,ISO_043128,ISO_042994,ISO_043138,ISO_043143,ISO_043147,ISO_043148,ISO_043149,ISO_043154,ISO_043156,ISO_043157,ISO_043164	1977	264676	262699	4	MMSYN1_0198,MMSYN1_0199,MMSYN1_0200,MMSYN1_0201	rplT,rpmI,infC,def	0			4	MMSYN1_0198,MMSYN1_0199,MMSYN1_0200,MMSYN1_0201	rplT,rpmI,infC,def	isoform_operon
OP_00114	CP002027.1	+	264714	265971	3	437	ISO_011025,ISO_011034,ISO_011041	1257	264714	265971	2	MMSYN1_0202,MMSYN1_0203	,gmk	0			2	MMSYN1_0202,MMSYN1_0203	,gmk	isoform_operon
OP_00115	CP002027.1	-	267420	269294	2	579	ISO_043267,ISO_043273	1874	269294	267420	1	MMSYN1_0205	typA	1	MMSYN1_0204	sun	2	MMSYN1_0205	typA	isoform_operon
OP_00116	CP002027.1	+	269436	272099	7	1494	ISO_011123,ISO_011124,ISO_011129,ISO_011140,ISO_011141,ISO_011154,ISO_011157	2663	269436	272099	3	MMSYN1_0206,MMSYN1_0207,MMSYN1_0208	,,	1	MMSYN1_0209	murQ	4	MMSYN1_0206,MMSYN1_0207,MMSYN1_0208	,,	isoform_operon
OP_00117	CP002027.1	+	272198	273668	1	163	ISO_011213	1470	272198	273668	0			2	MMSYN1_0209,MMSYN1_0210	murQ,	2			isoform_operon
OP_00118	CP002027.1	-	274827	275868	1	5	ISO_043369	1041	275868	274827	2	MMSYN1_0211,MMSYN1_0212		0			2	MMSYN1_0211,MMSYN1_0212		rescue_multiple
OP_00119	CP002027.1	+	276042	277481	19	18308	ISO_011247,ISO_011248,ISO_011249,ISO_011251,ISO_011254,ISO_011257,ISO_011258,ISO_011259,ISO_011262,ISO_011264,ISO_011265,ISO_011266,ISO_011281,ISO_011296,ISO_011301,ISO_011303,ISO_011307,ISO_011315,ISO_011330	1439	276042	277481	1	MMSYN1_0213	eno	0			1	MMSYN1_0213	eno	isoform_operon
OP_00120	CP002027.1	+	278273	279363	1	144	ISO_011397	1090	278273	279363	3	MMSYN1_0214,MMSYN1_0215,MMSYN1_0216	,,hpt_1	0			3	MMSYN1_0214,MMSYN1_0215,MMSYN1_0216	,,hpt_1	isoform_operon
OP_00121	CP002027.1	-	279329	283175	50	14595	ISO_043407,ISO_043410,ISO_043436,ISO_043482,ISO_043622,ISO_043729,ISO_043741,ISO_043789,ISO_044004,ISO_044105,ISO_044207,ISO_044005,ISO_044020,ISO_043576,ISO_043623,ISO_043641,ISO_043693,ISO_043701,ISO_043708,ISO_043728,ISO_043733,ISO_043739,ISO_043747,ISO_043768,ISO_043775,ISO_043793,ISO_043955,ISO_044032,ISO_044124,ISO_044187,ISO_044214,ISO_044033,ISO_044037,ISO_044043,ISO_044044,ISO_044058,ISO_044059,ISO_044063,ISO_044064,ISO_044066,ISO_044068,ISO_044075,ISO_044081,ISO_044082,ISO_044083,ISO_044171,ISO_044084,ISO_044091,ISO_044093,ISO_044097	3846	283175	279329	3	MMSYN1_0217,MMSYN1_0218,MMSYN1_0219	,glpK,glpO	1	MMSYN1_0216	hpt_1	4	MMSYN1_0217,MMSYN1_0218,MMSYN1_0219	,glpK,glpO	isoform_operon
OP_00122	CP002027.1	+	282977	284150	4	1167	ISO_011431,ISO_011445,ISO_011452,ISO_011454	1173	282977	284150	1	MMSYN1_0220	pfkA	0			1	MMSYN1_0220	pfkA	isoform_operon
OP_00123	CP002027.1	+	284264	285975	5	832	ISO_011483,ISO_011484,ISO_011496,ISO_011497,ISO_011498	1711	284264	285975	1	MMSYN1_0221	pyk	0			1	MMSYN1_0221	pyk	isoform_operon
OP_00124	CP002027.1	+	285753	287951	1	93	ISO_011612	2198	285753	287951	1	MMSYN1_0222	thrS	0			1	MMSYN1_0222	thrS	isoform_operon
OP_00125	CP002027.1	+	288163	291059	112	58717	ISO_011729,ISO_011741,ISO_011746,ISO_011748,ISO_011750,ISO_011752,ISO_011755,ISO_011756,ISO_011758,ISO_011760,ISO_011763,ISO_011765,ISO_011766,ISO_011770,ISO_011771,ISO_011772,ISO_011774,ISO_011775,ISO_011783,ISO_011791,ISO_011829,ISO_011838,ISO_011841,ISO_011857,ISO_011894,ISO_011921,ISO_011946,ISO_011955,ISO_011965,ISO_011978,ISO_011995,ISO_011998,ISO_012007,ISO_012022,ISO_012031,ISO_012039,ISO_012044,ISO_012053,ISO_012062,ISO_012067,ISO_012074,ISO_012080,ISO_012087,ISO_012092,ISO_012096,ISO_012102,ISO_012108,ISO_012118,ISO_012134,ISO_012146,ISO_012153,ISO_012159,ISO_012164,ISO_012173,ISO_012180,ISO_012189,ISO_012192,ISO_012200,ISO_012202,ISO_012206,ISO_012208,ISO_012215,ISO_012221,ISO_012226,ISO_012236,ISO_012242,ISO_012249,ISO_012251,ISO_012256,ISO_012262,ISO_012267,ISO_012270,ISO_012274,ISO_012278,ISO_012281,ISO_012284,ISO_012293,ISO_012298,ISO_012304,ISO_012313,ISO_012320,ISO_012330,ISO_012337,ISO_012345,ISO_012353,ISO_012360,ISO_012362,ISO_012373,ISO_012377,ISO_012384,ISO_012386,ISO_012391,ISO_012394,ISO_012395,ISO_012399,ISO_012403,ISO_012405,ISO_012415,ISO_012421,ISO_012426,ISO_012429,ISO_012430,ISO_012433,ISO_012435,ISO_012436,ISO_012445,ISO_012448,ISO_012493,ISO_012496,ISO_012514,ISO_012517,ISO_012553	2896	288163	291059	3	MMSYN1_0223,MMSYN1_0224,MMSYN1_0225	,,pdhA	0			3	MMSYN1_0223,MMSYN1_0224,MMSYN1_0225	,,pdhA	isoform_operon
OP_00126	CP002027.1	+	291894	298399	233	57527	ISO_013237,ISO_013262,ISO_013270,ISO_013343,ISO_013400,ISO_013444,ISO_013490,ISO_013507,ISO_013595,ISO_013601,ISO_013697,ISO_013758,ISO_013789,ISO_013827,ISO_013837,ISO_013849,ISO_013863,ISO_013877,ISO_013893,ISO_013901,ISO_013918,ISO_013939,ISO_013956,ISO_013973,ISO_013988,ISO_013998,ISO_014020,ISO_014043,ISO_014049,ISO_014069,ISO_014088,ISO_014096,ISO_014107,ISO_014112,ISO_014140,ISO_014158,ISO_014171,ISO_014193,ISO_014200,ISO_014216,ISO_014222,ISO_014232,ISO_014245,ISO_014253,ISO_014269,ISO_014279,ISO_014289,ISO_014298,ISO_014314,ISO_014329,ISO_014338,ISO_014354,ISO_014365,ISO_014377,ISO_014401,ISO_014409,ISO_014426,ISO_014439,ISO_014457,ISO_014472,ISO_014482,ISO_014492,ISO_014504,ISO_014513,ISO_014521,ISO_014534,ISO_014540,ISO_014547,ISO_014555,ISO_014562,ISO_014574,ISO_014578,ISO_014589,ISO_014595,ISO_014616,ISO_014625,ISO_014626,ISO_014645,ISO_014666,ISO_014672,ISO_014674,ISO_014680,ISO_014691,ISO_014723,ISO_014729,ISO_014739,ISO_014741,ISO_014750,ISO_014761,ISO_014778,ISO_014791,ISO_014798,ISO_014806,ISO_014813,ISO_014819,ISO_014824,ISO_014829,ISO_014837,ISO_014848,ISO_014860,ISO_014865,ISO_014877,ISO_014886,ISO_014895,ISO_014901,ISO_014908,ISO_014916,ISO_014925,ISO_014933,ISO_014938,ISO_014947,ISO_014952,ISO_014962,ISO_014974,ISO_014983,ISO_014989,ISO_014996,ISO_015001,ISO_015013,ISO_015016,ISO_015021,ISO_015026,ISO_015035,ISO_015045,ISO_015053,ISO_015065,ISO_015075,ISO_015083,ISO_015090,ISO_015093,ISO_015101,ISO_015109,ISO_015114,ISO_015125,ISO_015131,ISO_015137,ISO_015149,ISO_015159,ISO_015165,ISO_015175,ISO_015179,ISO_015186,ISO_015193,ISO_015202,ISO_015208,ISO_015215,ISO_015218,ISO_015224,ISO_015229,ISO_015234,ISO_015246,ISO_015253,ISO_015262,ISO_015270,ISO_015275,ISO_015284,ISO_015288,ISO_015295,ISO_015303,ISO_015307,ISO_015315,ISO_015322,ISO_015328,ISO_015333,ISO_015340,ISO_015345,ISO_015349,ISO_015357,ISO_015359,ISO_015367,ISO_015372,ISO_015377,ISO_015379,ISO_015385,ISO_015389,ISO_015397,ISO_015399,ISO_015402,ISO_015414,ISO_015415,ISO_015417,ISO_015426,ISO_015430,ISO_015439,ISO_015444,ISO_015450,ISO_015451,ISO_015453,ISO_015458,ISO_015465,ISO_015472,ISO_015479,ISO_015483,ISO_015487,ISO_015493,ISO_015499,ISO_015506,ISO_015512,ISO_015515,ISO_015518,ISO_015523,ISO_015528,ISO_015532,ISO_015536,ISO_015543,ISO_015546,ISO_015555,ISO_015559,ISO_015564,ISO_015568,ISO_015577,ISO_015582,ISO_015586,ISO_015588,ISO_015597,ISO_015601,ISO_015607,ISO_015609,ISO_015614,ISO_015617,ISO_015622,ISO_015625,ISO_015632,ISO_015634,ISO_015637,ISO_015642,ISO_015647,ISO_015650,ISO_015657,ISO_015671,ISO_015679,ISO_015680,ISO_015695	6505	291894	298399	6	MMSYN1_0225,MMSYN1_0226,MMSYN1_0227,MMSYN1_0228,MMSYN1_0229,MMSYN1_0230	pdhA,pdhB,pdhC,lpdA,pta,ackA	0			6	MMSYN1_0225,MMSYN1_0226,MMSYN1_0227,MMSYN1_0228,MMSYN1_0229,MMSYN1_0230	pdhA,pdhB,pdhC,lpdA,pta,ackA	isoform_operon
OP_00127	CP002027.1	+	300106	303472	8	801	ISO_015856,ISO_015865,ISO_015866,ISO_015897,ISO_015983,ISO_016146,ISO_016185,ISO_016213	3366	300106	303472	5	MMSYN1_0231,MMSYN1_0232,MMSYN1_0233,MMSYN1_0234,MMSYN1_0235	,coaD,ptsP,,	0			5	MMSYN1_0231,MMSYN1_0232,MMSYN1_0233,MMSYN1_0234,MMSYN1_0235	,coaD,ptsP,,	isoform_operon
OP_00128	CP002027.1	+	303492	304592	1	50	ISO_016263	1100	303492	304592	2	MMSYN1_0236,MMSYN1_0237	dhaL,	0			2	MMSYN1_0236,MMSYN1_0237	dhaL,	isoform_operon
OP_00129	CP002027.1	-	304559	305385	3	1186	ISO_044252,ISO_044253,ISO_044256	826	305385	304559	1	MMSYN1_0238	rpsD	1	MMSYN1_0237		2	MMSYN1_0238	rpsD	isoform_operon
OP_00130	CP002027.1	+	305470	307204	2	190	ISO_016285,ISO_016296	1734	305470	307204	1	MMSYN1_0239		0			1	MMSYN1_0239		isoform_operon
OP_00131	CP002027.1	+	307282	308470	0	144		1188	307282	308470	1	MMSYN1_0240	thiI	0			1	MMSYN1_0240	thiI	rescue_single
OP_00132	CP002027.1	+	308577	311372	7	858	ISO_016385,ISO_016412,ISO_016430,ISO_016438,ISO_016439,ISO_016511,ISO_016512	2795	308577	311372	1	MMSYN1_0241	ctpA	0			1	MMSYN1_0241	ctpA	isoform_operon
OP_00133	CP002027.1	+	311450	313136	0	30		1686	311450	313136	1	MMSYN1_0242		0			1	MMSYN1_0242		rescue_single
OP_00134	CP002027.1	+	313146	315438	0	1		2292	313146	315438	1	MMSYN1_0243		0			1	MMSYN1_0243		rescue_single
OP_00135	CP002027.1	+	315500	317768	0	5		2268	315500	317768	1	MMSYN1_0244		0			1	MMSYN1_0244		rescue_single
OP_00136	CP002027.1	+	317964	320427	5	908	ISO_016600,ISO_016619,ISO_016621,ISO_016623,ISO_016782	2463	317964	320427	2	MMSYN1_0245,MMSYN1_0245		1	MMSYN1_0246		1	MMSYN1_0245		isoform_operon_merged
OP_00137	CP002027.1	-	320395	323364	20	8060	ISO_044627,ISO_044327,ISO_044378,ISO_044472,ISO_044497,ISO_044557,ISO_044563,ISO_044588,ISO_044628,ISO_044354,ISO_044452,ISO_044533,ISO_044511,ISO_044449,ISO_044473,ISO_044355,ISO_044558,ISO_044629,ISO_044655,ISO_044666	2969	323364	320395	2	MMSYN1_0246,MMSYN1_0247	,ysxC	0			2	MMSYN1_0246,MMSYN1_0247	,ysxC	isoform_operon
OP_00138	CP002027.1	-	323908	324469	0	125		561	324469	323908	1	MMSYN1_0248		0			1	MMSYN1_0248		rescue_single
OP_00139	CP002027.1	-	324470	325049	0	2		579	325049	324470	1	MMSYN1_0249		0			1	MMSYN1_0249		rescue_single
OP_00140	CP002027.1	-	325051	325741	0	3		690	325741	325051	1	MMSYN1_0250		0			1	MMSYN1_0250		rescue_single
OP_00141	CP002027.1	-	326199	327773	1	367	ISO_044835	1574	327773	326199	2	MMSYN1_0252,MMSYN1_0253	,	1	MMSYN1_0251		3	MMSYN1_0252,MMSYN1_0253	,	isoform_operon
OP_00142	CP002027.1	-	328344	330715	2	194	ISO_044914,ISO_044884	2371	330715	328344	2	MMSYN1_0254,MMSYN1_0255	uvrC,	0			2	MMSYN1_0254,MMSYN1_0255	uvrC,	isoform_operon
OP_00143	CP002027.1	-	330701	332416	14	11523	ISO_045020,ISO_045021,ISO_045022,ISO_045023,ISO_045024,ISO_045025,ISO_045026,ISO_045028,ISO_045030,ISO_045031,ISO_045033,ISO_045037,ISO_045041,ISO_045050	1715	332416	330701	2	MMSYN1_0255,MMSYN1_0256	,	0			2	MMSYN1_0255,MMSYN1_0256	,	isoform_operon
OP_00144	CP002027.1	-	332556	334304	13	1604	ISO_045102,ISO_045187,ISO_045068,ISO_045125,ISO_045136,ISO_045156,ISO_045204,ISO_045200,ISO_045114,ISO_045157,ISO_045188,ISO_045191,ISO_045205	1748	334304	332556	1	MMSYN1_0257		0			1	MMSYN1_0257		isoform_operon
OP_00145	CP002027.1	-	334374	335903	1	8	ISO_045218	1529	335903	334374	2	MMSYN1_0258,MMSYN1_0259		0			2	MMSYN1_0258,MMSYN1_0259		rescue_multiple
OP_00146	CP002027.1	-	335985	341017	32	13122	ISO_045491,ISO_045264,ISO_045274,ISO_045281,ISO_045295,ISO_045304,ISO_045307,ISO_045316,ISO_045349,ISO_045364,ISO_045462,ISO_045492,ISO_045671,ISO_045493,ISO_045673,ISO_045494,ISO_045523,ISO_045723,ISO_045656,ISO_045734,ISO_045851,ISO_045735,ISO_045740,ISO_045747,ISO_045855,ISO_045750,ISO_045857,ISO_045751,ISO_045756,ISO_045862,ISO_045867,ISO_045869	5032	341017	335985	5	MMSYN1_0260,MMSYN1_0261,MMSYN1_0262,MMSYN1_0263,MMSYN1_0264	valS,thiN,rpe,rsgA,	0			5	MMSYN1_0260,MMSYN1_0261,MMSYN1_0262,MMSYN1_0263,MMSYN1_0264	valS,thiN,rpe,rsgA,	isoform_operon
OP_00147	CP002027.1	-	341266	342894	2	321	ISO_045940,ISO_045944	1628	342894	341266	2	MMSYN1_0264,MMSYN1_0268	,	0			2	MMSYN1_0264,MMSYN1_0268	,	isoform_operon
OP_00148	CP002027.1	-	342911	344321	0	0		1410	344321	342911	1	MMSYN1_0269		0			1	MMSYN1_0269		rescue_single
OP_00149	CP002027.1	+	344440	345422	1	2	ISO_016805	982	344440	345422	2	MMSYN1_0270,MMSYN1_0271		0			2	MMSYN1_0270,MMSYN1_0271		rescue_multiple
OP_00150	CP002027.1	-	345457	350779	0	0		5322	350779	345457	1	MMSYN1_0272		0			1	MMSYN1_0272		rescue_single
OP_00151	CP002027.1	+	350991	354132	0	0		3141	350991	354132	1	MMSYN1_0273		0			1	MMSYN1_0273		rescue_single
OP_00152	CP002027.1	+	354146	354761	0	87		615	354146	354761	1	MMSYN1_0274		0			1	MMSYN1_0274		rescue_single
OP_00153	CP002027.1	+	354900	355422	0	19		522	354900	355422	1	MMSYN1_0275		0			1	MMSYN1_0275		rescue_single
OP_00154	CP002027.1	+	355681	356302	0	31		621	355681	356302	1	MMSYN1_0276		0			1	MMSYN1_0276		rescue_single
OP_00155	CP002027.1	-	356973	359449	4	1341	ISO_046383,ISO_046386,ISO_046388,ISO_046392	2476	359449	356973	1	MMSYN1_0278		1	MMSYN1_0277		2	MMSYN1_0278		isoform_operon
OP_00156	CP002027.1	+	359687	359975	0	42		288	359687	359975	1	MMSYN1_0279		0			1	MMSYN1_0279		rescue_single
OP_00157	CP002027.1	+	360207	362513	9	2962	ISO_016878,ISO_016882,ISO_016922,ISO_016926,ISO_016937,ISO_016940,ISO_016944,ISO_016946,ISO_017059	2306	360207	362513	3	MMSYN1_0280,MMSYN1_0281,MMSYN1_0282	,,proS	0			3	MMSYN1_0280,MMSYN1_0281,MMSYN1_0282	,,proS	isoform_operon
OP_00158	CP002027.1	+	362525	363143	0	811		618	362525	363143	1	MMSYN1_0283	rnhA	0			1	MMSYN1_0283	rnhA	rescue_single
OP_00159	CP002027.1	+	363946	365769	5	580	ISO_017304,ISO_017305,ISO_017309,ISO_017392,ISO_017396	1823	363946	365769	2	MMSYN1_0284,MMSYN1_0285	,lepA	0			2	MMSYN1_0284,MMSYN1_0285	,lepA	isoform_operon
OP_00160	CP002027.1	-	366670	369706	3	225	ISO_046595,ISO_046597,ISO_046607	3036	369706	366670	2	MMSYN1_0287,MMSYN1_0288	aspS,hisS	1	MMSYN1_0286		3	MMSYN1_0287,MMSYN1_0288	aspS,hisS	isoform_operon
OP_00161	CP002027.1	+	369851	371723	2	182	ISO_017504,ISO_017541	1872	369851	371723	3	MMSYN1_0289,MMSYN1_0290,MMSYN1_0291	rbfA,truB,	1	MMSYN1_0292		4	MMSYN1_0289,MMSYN1_0290,MMSYN1_0291	rbfA,truB,	isoform_operon
OP_00162	CP002027.1	-	371740	374305	7	744	ISO_046683,ISO_046778,ISO_046782,ISO_046784,ISO_046794,ISO_046795,ISO_046800	2565	374305	371740	2	MMSYN1_0292,MMSYN1_0293	,	0			2	MMSYN1_0292,MMSYN1_0293	,	isoform_operon
OP_00163	CP002027.1	+	372078	373636	1	222	ISO_017567	1558	372078	373636	0			1	MMSYN1_0292		1			isoform_operon
OP_00164	CP002027.1	+	375240	376407	3	349	ISO_017578,ISO_017583,ISO_017585	1167	375240	376407	2	MMSYN1_0294,MMSYN1_0295	rpsO,	1	MMSYN1_0293		3	MMSYN1_0294,MMSYN1_0295	rpsO,	isoform_operon
OP_00165	CP002027.1	+	376463	377108	0	118		645	376463	377108	1	MMSYN1_0296		0			1	MMSYN1_0296		rescue_single
OP_00166	CP002027.1	-	377523	383512	57	24413	ISO_047086,ISO_047072,ISO_047045,ISO_046979,ISO_047010,ISO_047094,ISO_047174,ISO_047281,ISO_047859,ISO_047015,ISO_047059,ISO_047160,ISO_047188,ISO_047363,ISO_047125,ISO_047880,ISO_047109,ISO_047372,ISO_047894,ISO_047895,ISO_047901,ISO_047908,ISO_047919,ISO_047920,ISO_047922,ISO_047923,ISO_047924,ISO_047928,ISO_047929,ISO_047930,ISO_047932,ISO_047933,ISO_047934,ISO_047935,ISO_047936,ISO_047937,ISO_047938,ISO_047939,ISO_047940,ISO_047941,ISO_047943,ISO_047944,ISO_047945,ISO_047946,ISO_047947,ISO_047948,ISO_047950,ISO_047952,ISO_047954,ISO_047956,ISO_047958,ISO_047959,ISO_047963,ISO_047968,ISO_048068,ISO_048076,ISO_048092	5989	383512	377523	7	MMSYN1_0297,MMSYN1_0298,MMSYN1_0299,MMSYN1_0300,MMSYN1_0301,MMSYN1_0302,MMSYN1_0303	infB,,,nusA,,,polC	0			7	MMSYN1_0297,MMSYN1_0298,MMSYN1_0299,MMSYN1_0300,MMSYN1_0301,MMSYN1_0302,MMSYN1_0303	infB,,,nusA,,,polC	isoform_operon
OP_00167	CP002027.1	-	387048	388077	0	159		1029	388077	387048	1	MMSYN1_0304	cdsA	0			1	MMSYN1_0304	cdsA	rescue_single
OP_00168	CP002027.1	-	388236	390364	10	1009	ISO_048615,ISO_048573,ISO_048580,ISO_048591,ISO_048576,ISO_048581,ISO_048592,ISO_048616,ISO_048612,ISO_048642	2128	390364	388236	2	MMSYN1_0305,MMSYN1_0306	,	0			2	MMSYN1_0305,MMSYN1_0306	,	isoform_operon
