operon_id	chrom	strand	start0	end0	length	sense_gene_names	deletion_class	n_overlapping_deletions	per_hit_classes	overlapping_deletions
OP_00280	CP002027.1	-	615129	622175	7046	,,,,lspA,ileS	3'_truncation_UTR	1	3'_truncation_UTR	CP002027.1:614765-615840
OP_00281	CP002027.1	-	623451	625215	1764	,,ftsZ	intact	0		
OP_00282	CP002027.1	-	626180	628239	2059	,mraW,mraZ,rpmF,	intact	0		
OP_00283	CP002027.1	-	628693	632105	3412	pheT,pheS	intact	0		
OP_00284	CP002027.1	-	632114	632723	609		intact	0		
OP_00285	CP002027.1	-	635441	637202	1761		3'_truncation_UTR	1	3'_truncation_UTR	CP002027.1:632731-637180
OP_00286	CP002027.1	-	637295	642127	4832	rrf,rrl,rrs	intact	0		
OP_00287	CP002027.1	-	642236	647920	5684	argS,frr,pyrH,,tsf,rpsB	intact	0		
OP_00288	CP002027.1	+	645753	647412	1659		intact	0		
OP_00289	CP002027.1	-	648075	650971	2896	dnaJ,dnaK	intact	0		
OP_00290	CP002027.1	-	651606	654826	3220	grpE,hrcA,	intact	0		
OP_00291	CP002027.1	-	654878	656997	2119	,,,	intact	0		
OP_00292	CP002027.1	+	657129	659734	2605		3'_truncation_gene	1	3'_truncation_gene	CP002027.1:657178-728756
OP_00293	CP002027.1	+	659834	662424	2590		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00294	CP002027.1	+	662694	663483	789		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00295	CP002027.1	+	663751	664993	1242		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00296	CP002027.1	+	665165	665999	834		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00297	CP002027.1	+	666027	668043	2016		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00298	CP002027.1	+	668058	669015	957		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00299	CP002027.1	+	668998	669916	918		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00300	CP002027.1	+	669930	670347	417		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00301	CP002027.1	+	670611	671802	1191		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00302	CP002027.1	+	672361	673732	1371	,	fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00303	CP002027.1	+	673861	674092	231		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00304	CP002027.1	+	674119	676843	2724		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00305	CP002027.1	+	676949	677135	186		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00306	CP002027.1	+	677224	677602	378		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00307	CP002027.1	+	677608	679531	1923		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00308	CP002027.1	+	680338	683566	3228	,,,	fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00309	CP002027.1	+	688390	689324	934		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00310	CP002027.1	+	689488	689854	366		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00311	CP002027.1	+	690077	690992	915		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00312	CP002027.1	+	691041	692274	1233		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00313	CP002027.1	+	692618	695449	2831		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00314	CP002027.1	-	695414	698397	2983	atpD_1,atpA_1,	fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00315	CP002027.1	-	698605	700548	1943		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00316	CP002027.1	-	700692	701136	444		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00317	CP002027.1	-	701135	702047	912		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00318	CP002027.1	-	702048	702543	495		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00319	CP002027.1	-	702517	703981	1464		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00320	CP002027.1	-	705378	709012	3634	,	fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00321	CP002027.1	-	709084	714010	4926	,	fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00322	CP002027.1	-	715024	718393	3369	,	fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00323	CP002027.1	-	719215	724120	4905	,	fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00324	CP002027.1	-	724656	727071	2415		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00325	CP002027.1	+	726176	726560	384		fully_deleted	1	fully_deleted	CP002027.1:657178-728756
OP_00326	CP002027.1	-	728029	730604	2575	mmyCImod,	3'_truncation_UTR	1	3'_truncation_UTR	CP002027.1:657178-728756
OP_00327	CP002027.1	-	730904	733069	2165	,	5'_truncation_gene	1	5'_truncation_gene	CP002027.1:731219-740661
OP_00328	CP002027.1	+	733269	734646	1377		fully_deleted	1	fully_deleted	CP002027.1:731219-740661
OP_00329	CP002027.1	+	737608	739187	1579	,,	fully_deleted	1	fully_deleted	CP002027.1:731219-740661
OP_00330	CP002027.1	+	739133	741343	2210		5'_truncation_gene	1	5'_truncation_gene	CP002027.1:731219-740661
OP_00331	CP002027.1	+	741638	747220	5582	,,,,	intact	0		
OP_00332	CP002027.1	+	747353	747662	309		intact	0		
OP_00333	CP002027.1	-	747876	750321	2445	pgk,gap	intact	0		
OP_00334	CP002027.1	-	750371	751310	939		intact	0		
OP_00335	CP002027.1	-	751319	752504	1185		intact	0		
OP_00336	CP002027.1	-	752660	753485	825	mutM	intact	0		
OP_00337	CP002027.1	-	753495	756231	2736	polA	intact	0		
OP_00338	CP002027.1	-	756239	759203	2964		intact	0		
OP_00339	CP002027.1	-	759364	762319	2955	tyrS,,	intact	0		
OP_00340	CP002027.1	+	762207	764102	1895	,	intact	0		
OP_00341	CP002027.1	-	764070	765080	1010	,,,	intact	0		
OP_00342	CP002027.1	-	765082	765445	363		intact	0		
OP_00343	CP002027.1	-	765431	766502	1071		intact	0		
OP_00344	CP002027.1	-	766602	766678	76		intact	0		
OP_00345	CP002027.1	-	766798	767731	933	arcC_1	5'_truncation_gene	1	5'_truncation_gene	CP002027.1:766800-776197
OP_00346	CP002027.1	-	767750	771508	3758	aguA,,argF	fully_deleted	1	fully_deleted	CP002027.1:766800-776197
OP_00347	CP002027.1	-	771785	772163	378		fully_deleted	1	fully_deleted	CP002027.1:766800-776197
OP_00348	CP002027.1	+	772383	773271	888		fully_deleted	1	fully_deleted	CP002027.1:766800-776197
OP_00349	CP002027.1	-	774033	776214	2181	,	3'_truncation_gene	1	3'_truncation_gene	CP002027.1:766800-776197
OP_00350	CP002027.1	-	776238	778753	2515	leuS	intact	0		
OP_00351	CP002027.1	-	778815	778892	77		intact	0		
OP_00352	CP002027.1	-	779903	781856	1953		intact	0		
OP_00353	CP002027.1	-	781877	783783	1906	rpsI,rplM,	intact	0		
OP_00354	CP002027.1	-	784918	787073	2155		intact	0		
OP_00355	CP002027.1	-	787093	788956	1863	,,	intact	0		
OP_00356	CP002027.1	-	789203	791071	1868	,	intact	0		
OP_00357	CP002027.1	-	791115	795146	4031	rplQ,rpoA,rpsK,rpsM,rpmJ,infA,map,adk	intact	0		
OP_00358	CP002027.1	-	795222	806176	10954	secY,rplO,rpsE,rplR,rplF,rpsH,rpsN,rplE,rplX,rplN,rpsQ,rpmC,rplP,rpmC,rplP,rpsC,rplV,rpsS,rplB,rplW,rplD,rplC,rpsJ	intact	0		
OP_00359	CP002027.1	-	806303	807386	1083	dhaK	5'_truncation_gene	1	5'_truncation_gene	CP002027.1:806355-811864
OP_00360	CP002027.1	-	807456	809085	1629		fully_deleted	1	fully_deleted	CP002027.1:806355-811864
OP_00361	CP002027.1	-	809092	810640	1548		fully_deleted	1	fully_deleted	CP002027.1:806355-811864
OP_00362	CP002027.1	-	810755	812112	1357		3'_truncation_UTR	1	3'_truncation_UTR	CP002027.1:806355-811864
OP_00363	CP002027.1	-	812149	813731	1582	,,,	intra_truncated	1	intra_truncated	CP002027.1:812216-813128
OP_00364	CP002027.1	+	812168	813093	925		3'_truncation_UTR	1	3'_truncation_UTR	CP002027.1:812216-813128
OP_00365	CP002027.1	-	813800	814964	1164		5'_truncation_gene	1	5'_truncation_gene	CP002027.1:813808-815809
OP_00366	CP002027.1	-	815044	818314	3270	,folD,	3'_truncation_gene	1	3'_truncation_gene	CP002027.1:813808-815809
OP_00367	CP002027.1	+	818357	819131	774		intact	0		
OP_00368	CP002027.1	-	819101	822369	3268	gatB,gatA,gatC,ligA	intact	0		
OP_00369	CP002027.1	-	826270	828590	2320	,,,	intact	0		
OP_00370	CP002027.1	-	830393	832550	2157	,,	intact	0		
OP_00371	CP002027.1	-	833553	834748	1195	,msrA/B	fully_deleted	1	fully_deleted	CP002027.1:832677-844099
OP_00372	CP002027.1	-	834997	837322	2325		fully_deleted	1	fully_deleted	CP002027.1:832677-844099
OP_00373	CP002027.1	-	837437	840760	3323	,	fully_deleted	1	fully_deleted	CP002027.1:832677-844099
OP_00374	CP002027.1	-	842205	844123	1918	,,	3'_truncation_gene	1	3'_truncation_gene	CP002027.1:832677-844099
OP_00375	CP002027.1	-	845452	848448	2996	,,	intact	0		
OP_00376	CP002027.1	-	848337	849412	1075		intact	0		
OP_00377	CP002027.1	+	849513	851163	1650	,	3'_truncation_gene	1	3'_truncation_gene	CP002027.1:849524-856517
OP_00378	CP002027.1	-	851125	852921	1796	,	fully_deleted	1	fully_deleted	CP002027.1:849524-856517
OP_00379	CP002027.1	-	853893	855268	1375		fully_deleted	1	fully_deleted	CP002027.1:849524-856517
OP_00380	CP002027.1	+	855375	856518	1143		5'_truncation_gene	1	5'_truncation_gene	CP002027.1:849524-856517
OP_00381	CP002027.1	+	856680	861730	5050	,,,,,,,,,nagB,tpiA,,gpmI	intact	0		
OP_00382	CP002027.1	+	861767	863451	1684	,	intra_truncated	1	intra_truncated	CP002027.1:862388-863402
OP_00383	CP002027.1	-	863399	865857	2458	deoC,	3'_truncation_UTR	1	3'_truncation_UTR	CP002027.1:862388-863402
OP_00384	CP002027.1	+	865851	867402	1551	pdp	3'_truncation_gene	1	3'_truncation_gene	CP002027.1:865971-878161
OP_00385	CP002027.1	-	868750	869950	1200	tnpA_4,,,,,mmyCIIR	fully_deleted	1	fully_deleted	CP002027.1:865971-878161
OP_00386	CP002027.1	-	872169	877629	5460	mmyCIIM,fruA,pfkB,	fully_deleted	1	fully_deleted	CP002027.1:865971-878161
OP_00387	CP002027.1	+	877169	879140	1971	,	multi:3'_truncation_UTR+5'_truncation_gene	2	5'_truncation_gene;3'_truncation_UTR	CP002027.1:865971-878161;CP002027.1:879068-907483
OP_00388	CP002027.1	-	879017	880514	1497	,	5'_truncation_gene	1	5'_truncation_gene	CP002027.1:879068-907483
OP_00389	CP002027.1	-	881547	882971	1424		fully_deleted	1	fully_deleted	CP002027.1:879068-907483
OP_00390	CP002027.1	-	883948	886760	2812		fully_deleted	1	fully_deleted	CP002027.1:879068-907483
OP_00391	CP002027.1	+	887084	888137	1053		fully_deleted	1	fully_deleted	CP002027.1:879068-907483
OP_00392	CP002027.1	-	888225	890196	1971	mmyCIIIM1,mmyCIIIM2	fully_deleted	1	fully_deleted	CP002027.1:879068-907483
OP_00393	CP002027.1	+	890219	892344	2125	mmyCIIIR	fully_deleted	1	fully_deleted	CP002027.1:879068-907483
OP_00394	CP002027.1	-	892687	893784	1097	,	fully_deleted	1	fully_deleted	CP002027.1:879068-907483
OP_00395	CP002027.1	-	894823	895702	879		fully_deleted	1	fully_deleted	CP002027.1:879068-907483
OP_00396	CP002027.1	-	895703	896162	459		fully_deleted	1	fully_deleted	CP002027.1:879068-907483
OP_00397	CP002027.1	-	896175	898842	2667		fully_deleted	1	fully_deleted	CP002027.1:879068-907483
OP_00398	CP002027.1	-	898853	900695	1842		fully_deleted	1	fully_deleted	CP002027.1:879068-907483
OP_00399	CP002027.1	-	900709	901486	777		fully_deleted	1	fully_deleted	CP002027.1:879068-907483
OP_00400	CP002027.1	-	901620	904891	3271	hpt_2,purB,purA	fully_deleted	1	fully_deleted	CP002027.1:879068-907483
OP_00401	CP002027.1	-	904469	911270	6801	purA,,mmyCIVR,mmyCIVM,,nrdE,nrdE,nrdI,nrdF	3'_truncation_gene	1	3'_truncation_gene	CP002027.1:879068-907483
OP_00402	CP002027.1	+	908963	911837	2874	secG	intact	0		
OP_00403	CP002027.1	-	911392	913102	1710		intact	0		
OP_00404	CP002027.1	+	911464	914400	2936	secG,,smpB	intact	0		
OP_00405	CP002027.1	+	913972	915000	1028	,smpB,	intact	0		
OP_00406	CP002027.1	+	915014	920373	5359	,,tnpA_5,tnpB_5,tnpA_5,tnpB_5,	3'_truncation_gene	1	3'_truncation_gene	CP002027.1:917652-924893
OP_00407	CP002027.1	+	920379	921345	966		fully_deleted	1	fully_deleted	CP002027.1:917652-924893
OP_00408	CP002027.1	-	921350	924996	3646	arcC_2,,arcB	3'_truncation_gene	1	3'_truncation_gene	CP002027.1:917652-924893
OP_00409	CP002027.1	-	925093	928367	3274	mgtA	5'_truncation_UTR	1	5'_truncation_UTR	CP002027.1:928330-929517
OP_00410	CP002027.1	-	929732	933644	3912	atpC,atpD_2,atpG,atpD_2,atpG,atpA	intact	0		
OP_00411	CP002027.1	-	933709	936510	2801	atpA,atpH,atpF,atpE,atpB,	intact	0		
OP_00412	CP002027.1	-	936574	937263	689	upp	intact	0		
OP_00413	CP002027.1	-	937306	939517	2211	glyA,rpiB,	5'_truncation_UTR	1	5'_truncation_UTR	CP002027.1:939085-941581
OP_00414	CP002027.1	+	939073	941437	2364		3'_truncation_gene	1	3'_truncation_gene	CP002027.1:939085-941581
OP_00415	CP002027.1	-	940064	941608	1544		3'_truncation_UTR	1	3'_truncation_UTR	CP002027.1:939085-941581
OP_00416	CP002027.1	-	941635	947623	5988	rpoC,rpoB	intact	0		
OP_00417	CP002027.1	-	949608	953023	3415	,rplL,rplJ,rplA,rplK	intact	0		
OP_00418	CP002027.1	-	953141	954020	879	galU	fully_deleted	1	fully_deleted	CP002027.1:953141-955926
OP_00419	CP002027.1	-	954549	955926	1377		fully_deleted	1	fully_deleted	CP002027.1:953141-955926
OP_00420	CP002027.1	+	956330	958511	2181	galE,glf,	intact	0		
OP_00421	CP002027.1	-	958935	959442	507		fully_deleted	1	fully_deleted	CP002027.1:958918-960048
OP_00422	CP002027.1	+	959416	959686	270		fully_deleted	1	fully_deleted	CP002027.1:958918-960048
OP_00423	CP002027.1	-	959985	963453	3468	,,trxB	3'_truncation_UTR	1	3'_truncation_UTR	CP002027.1:958918-960048
OP_00424	CP002027.1	-	963855	966034	2179	,hprK	intact	0		
OP_00425	CP002027.1	-	966064	969671	3607	,folC,uvrA	intact	0		
OP_00426	CP002027.1	-	969778	972800	3022	uvrA,uvrB	intact	0		
OP_00427	CP002027.1	+	973887	975507	1620	holA,	intact	0		
OP_00428	CP002027.1	+	975612	975687	75		intact	0		
OP_00429	CP002027.1	+	975776	976959	1183	,	intra_truncated	1	intra_truncated	CP002027.1:975827-976616
OP_00430	CP002027.1	+	977049	978088	1039	prs	intact	0		
OP_00431	CP002027.1	+	978523	979084	561	pth	intact	0		
OP_00432	CP002027.1	+	979185	985793	6608	rplI,dnaB,,,cysS,,secE	intact	0		
OP_00433	CP002027.1	+	985516	986735	1219	secE,nusG	intact	0		
OP_00434	CP002027.1	+	990637	993917	3280	,	fully_deleted	1	fully_deleted	CP002027.1:987121-1003970
OP_00435	CP002027.1	+	996009	998095	2086		fully_deleted	1	fully_deleted	CP002027.1:987121-1003970
OP_00436	CP002027.1	+	999401	1000961	1560	,	fully_deleted	1	fully_deleted	CP002027.1:987121-1003970
OP_00437	CP002027.1	-	1001768	1002311	543	tnpA_6	fully_deleted	1	fully_deleted	CP002027.1:987121-1003970
OP_00438	CP002027.1	-	1002311	1004255	1944	,,	3'_truncation_gene	1	3'_truncation_gene	CP002027.1:987121-1003970
OP_00439	CP002027.1	-	1004384	1005833	1449		5'_truncation_gene	1	5'_truncation_gene	CP002027.1:1005339-1011820
OP_00440	CP002027.1	-	1006137	1009341	3204	,	fully_deleted	1	fully_deleted	CP002027.1:1005339-1011820
OP_00441	CP002027.1	+	1009543	1010805	1262		fully_deleted	1	fully_deleted	CP002027.1:1005339-1011820
OP_00442	CP002027.1	+	1011754	1014003	2249		5'_truncation_UTR	1	5'_truncation_UTR	CP002027.1:1005339-1011820
OP_00443	CP002027.1	-	1014041	1014898	857		5'_truncation_gene	1	5'_truncation_gene	CP002027.1:1014115-1025786
OP_00444	CP002027.1	-	1015786	1017375	1589	,,	fully_deleted	1	fully_deleted	CP002027.1:1014115-1025786
OP_00445	CP002027.1	-	1018256	1018961	705		fully_deleted	1	fully_deleted	CP002027.1:1014115-1025786
OP_00446	CP002027.1	-	1018962	1020834	1872		fully_deleted	1	fully_deleted	CP002027.1:1014115-1025786
OP_00447	CP002027.1	-	1020972	1021860	888		fully_deleted	1	fully_deleted	CP002027.1:1014115-1025786
OP_00448	CP002027.1	-	1021861	1022692	831		fully_deleted	1	fully_deleted	CP002027.1:1014115-1025786
OP_00449	CP002027.1	-	1022678	1023872	1194		fully_deleted	1	fully_deleted	CP002027.1:1014115-1025786
OP_00450	CP002027.1	-	1023890	1025786	1896		fully_deleted	1	fully_deleted	CP002027.1:1014115-1025786
OP_00451	CP002027.1	-	1025860	1031091	5231	,,ychF,,gidB,pgsA	intra_truncated	1	intra_truncated	CP002027.1:1027733-1028408
OP_00452	CP002027.1	-	1031203	1032765	1562		intact	0		
OP_00453	CP002027.1	-	1032824	1033718	894	,	intact	0		
OP_00454	CP002027.1	-	1035109	1037767	2658		intact	0		
OP_00455	CP002027.1	-	1037813	1038932	1119	hup	intra_truncated	1	intra_truncated	CP002027.1:1037852-1038822
OP_00456	CP002027.1	-	1039095	1040600	1505		intact	0		
OP_00457	CP002027.1	-	1041332	1042469	1137	,asnA	fully_deleted	1	fully_deleted	CP002027.1:1040770-1043410
OP_00458	CP002027.1	+	1042654	1043413	759		5'_truncation_gene	1	5'_truncation_gene	CP002027.1:1040770-1043410
OP_00459	CP002027.1	-	1043595	1045637	2042	gidA	intact	0		
OP_00460	CP002027.1	-	1045670	1048753	3083	,	intact	0		
OP_00461	CP002027.1	+	1048867	1049368	501		3'_truncation_gene	1	3'_truncation_gene	CP002027.1:1048869-1074325
OP_00462	CP002027.1	-	1049413	1050091	678		fully_deleted	1	fully_deleted	CP002027.1:1048869-1074325
OP_00463	CP002027.1	-	1050247	1050847	600		fully_deleted	1	fully_deleted	CP002027.1:1048869-1074325
OP_00464	CP002027.1	+	1051378	1052882	1504	lppQ	fully_deleted	1	fully_deleted	CP002027.1:1048869-1074325
OP_00465	CP002027.1	+	1053007	1054231	1224		fully_deleted	1	fully_deleted	CP002027.1:1048869-1074325
OP_00466	CP002027.1	+	1054361	1055567	1206		fully_deleted	1	fully_deleted	CP002027.1:1048869-1074325
OP_00467	CP002027.1	-	1055649	1057914	2265		fully_deleted	1	fully_deleted	CP002027.1:1048869-1074325
OP_00468	CP002027.1	-	1059092	1060213	1121		fully_deleted	1	fully_deleted	CP002027.1:1048869-1074325
OP_00469	CP002027.1	-	1060501	1062757	2256		fully_deleted	1	fully_deleted	CP002027.1:1048869-1074325
OP_00470	CP002027.1	-	1062766	1065028	2262		fully_deleted	1	fully_deleted	CP002027.1:1048869-1074325
OP_00471	CP002027.1	-	1065566	1066584	1018		fully_deleted	1	fully_deleted	CP002027.1:1048869-1074325
OP_00472	CP002027.1	-	1068638	1069767	1129		fully_deleted	1	fully_deleted	CP002027.1:1048869-1074325
OP_00473	CP002027.1	+	1070054	1070690	636	vlcF	fully_deleted	1	fully_deleted	CP002027.1:1048869-1074325
OP_00474	CP002027.1	+	1070922	1071534	612	vlcG	fully_deleted	1	fully_deleted	CP002027.1:1048869-1074325
OP_00475	CP002027.1	+	1071823	1072303	480	vlcH	fully_deleted	1	fully_deleted	CP002027.1:1048869-1074325
OP_00476	CP002027.1	+	1072803	1073379	576	vlcI	fully_deleted	1	fully_deleted	CP002027.1:1048869-1074325
OP_00477	CP002027.1	+	1073625	1074370	745	vlcJ	5'_truncation_gene	1	5'_truncation_gene	CP002027.1:1048869-1074325
OP_00478	CP002027.1	-	1074591	1074750	159		3'_truncation_gene	1	3'_truncation_gene	CP002027.1:1074591-1074749
OP_00479	CP002027.1	-	1075288	1076773	1485	,	intact	0		
OP_00480	CP002027.1	-	1076808	1078550	1742	oxaA,rnpA,rpmH	intact	0		
